,TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
473,SYOG-5M553H,Frank Hurt Secondary School Cafeteria,13940 77 Ave,Surrey,Restaurant,49.14255953,-122.8359111
474,GEDS-6R5QMX,Fraser Glen Pizza,16814 104 Ave,Surrey,Restaurant,49.19147317,-122.75604935
475,A019745    ,Fraser Heights Secondary School Cafeteria,16060 108 Ave,Surrey,Restaurant,49.19859857,-122.7769301
476,HCAR-ASGSZD,Fraser Region Aboriginal Friendship Centre,10095 Whalley Blvd,Surrey,Restaurant,49.18594714,-122.84348115
477,HCAR-ATYPHV,Fraserview Meats,7218 King George Blvd,Surrey,Restaurant,49.1343323,-122.84521322
478,NDAA-A9KQFU,Fraserview Meats,12837 88 Ave,Surrey,Restaurant,49.16276072,-122.86718741
479,SHEN-A76R64,Fraserview Meats,6377 168 St,Surrey,Restaurant,49.11810961,-122.75689697
480,JRON-6M3P9A,Fraserway Meat,12047 80 Ave,Surrey,Restaurant,49.14874447,-122.88873055
481,GEDS-7J4MNB,Freedom Place,10342 148 St,Surrey,Restaurant,49.19019935,-122.8116967
482,A016716    ,Fresgo Inn,10102 King George Blvd,Surrey,Restaurant,49.18621766,-122.8450997
483,GEDS-6UPMUE,Fresh Hair Concepts,15252 32 Ave,Surrey,Restaurant,49.06101028,-122.79846961
484,NDAA-9EFQJ3,Fresh Street Farms - Sushi,15930 Fraser Hwy,Surrey,Restaurant,49.15706506,-122.78187991
485,HCAR-AW72DJ,Fresh Street Market - Deli,15930 Fraser Hwy,Surrey,Restaurant,49.15706506,-122.78187991
486,NDAA-9BNNTT,Freshii,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
487,HCAR-ATMPPQ,Freshii (24th Ave),16030 24 Ave,Surrey,Restaurant,49.04521951,-122.77797867
488,SHEN-APNRFC,Freshii (Surrey),6476 176 St,Surrey,Restaurant,49.12001039,-122.73457578
489,NDAA-8Z8PDS,Freshslice,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
490,JDSO-AC4SZY,Freshslice Pizza,10777 University Dr,Surrey,Restaurant,49.19836169,-122.85109663
491,SPLH-AS8TEH,Freshslice Pizza (104th Ave),14357 104 Ave,Surrey,Restaurant,49.19172924,-122.82377185
492,SPLH-9CWVB6,Freshslice Pizza (152nd St Surrey),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
493,GEDS-7VFV3F,Freshslice Pizza (152nd St),1711 152 St,Surrey,Restaurant,49.0331143,-122.80166897
494,SHEN-ANSP22,Freshslice Pizza (King George Blvd),7218 King George Blvd,Surrey,Restaurant,49.1343323,-122.84521322
495,GEDS-7RLVLS,Freshslice Pizza (Surrey),10252 City Pky,Surrey,Restaurant,49.18909542,-122.8473918
496,SWOD-AHGU84,Freshslice Pizza - Park Place,9908 King George Hwy,Surrey,Restaurant,49.18334718,-122.84499471
497,SDFO-8MYUSB,FUEL Catering,2570 King George Blvd,Surrey,Restaurant,49.04892267,-122.79710817
498,NDAA-9EBQJ6,Full Ramen Japanese Cuisine,15925 Fraser Hwy,Surrey,Restaurant,49.15861277,-122.78131429
499,GEDS-7E5R5G,Fun World Family Play Center,15355 Fraser Hwy,Surrey,Restaurant,49.16472745,-122.79722923
500,GEDS-7HVQF2,Super Vege Pizza,15299 68 Ave,Surrey,Restaurant,49.12656472,-122.79923406
501,GEDS-65GQZK,Superior Produce,6350 120 St,Surrey,Restaurant,49.11815677,-122.8900634
502,SHEN-AP8MCX,Surrey - Punjab Dhaba,12830 96 Ave,Surrey,Restaurant,49.17696905,-122.86709444
503,A019780    ,Surrey Arts Centre (Bar Concession),13750 88 Ave,Surrey,Restaurant,49.16216661,-122.84241304
504,A019546    ,Surrey Canadian Baseball (Lionel Courchene Park),99 Ave & 154 St,Surrey,Restaurant,49.18255527,-122.79538726
505,GEDS-6KSUZ7,Surrey Catering,10528 City Pky,Surrey,Restaurant,49.19397122,-122.84794051
506,GEDS-84RPVZ,Surrey Damiko Sushi,2950 King George Blvd,Surrey,Restaurant,49.0556839,-122.80555767
507,SWOD-9YWMPT,Surrey Golf Club Bar,7700 168 St,Surrey,Restaurant,49.14223836,-122.75631552
508,SWOD-9YWNBN,Surrey Golf Club Kitchen,7700 168 St,Surrey,Restaurant,49.14223836,-122.75631552
509,GEDS-6BENH6,Surrey House of Grace,13557 King George Blvd,Surrey,Restaurant,49.1999235,-122.8464752
510,RORS-67JTWY,Surrey Memorial Hospital #63229 (Java Express),13750 96 Ave,Surrey,Restaurant,49.1768222,-122.84244062
511,RORS-67JU29,Surrey Memorial Hospital Cafeteria #63229,13750 96 Ave,Surrey,Restaurant,49.1768222,-122.84244062
512,A018835    ,Surrey Memorial Hospital Food Service,13750 96 Ave,Surrey,Restaurant,49.1768222,-122.84244062
513,A016986    ,Surrey Pretrial Centre #60614,14323 57 Ave,Surrey,Restaurant,49.10680826,-122.82605602
514,SHEN-9SSQ4C,Surrey Taxation Centre Cafe #63309,9755 King George Blvd,Surrey,Restaurant,49.17954334,-122.84592467
515,SWOD-APSQBN,Surrey Tiffin Service Limited,14488 72 Ave,Surrey,Restaurant,49.13354678,-122.82071219
516,NDAA-9EBMZR,Surrey Urban Mission Society,10776 King George Blvd,Surrey,Restaurant,49.19846609,-122.84494866
517,SPLH-A9UT9Z,Sushi California (Surrey),10320 152A St,Surrey,Restaurant,49.18995301,-122.79924336
518,SWOD-AHPUXZ,Sushi King George,10344 King George Hwy,Surrey,Restaurant,49.19041518,-122.84507046
519,PNEL-8SCPDC,Sushi King House,17617 56 Ave,Surrey,Restaurant,49.10429566,-122.73436484
520,GEDS-6L7MRP,Sushi Line Japanese Restaurant,7380 King George Blvd,Surrey,Restaurant,49.13673593,-122.84521073
521,SWOD-9YPQUU,Sushi Mori White Rock,15355 24 Ave,Surrey,Restaurant,49.04583671,-122.79750443
522,NDAA-9FLQ9K,Sushi Plus,10777 University Dr,Surrey,Restaurant,49.19836169,-122.85109663
523,HCAR-AU9RUZ,Sushi Tengoku,10194 152 St,Surrey,Restaurant,49.1876798,-122.80063616
524,NDAA-9ENPNZ,Sushi Topia,6350 120 St,Surrey,Restaurant,49.11815677,-122.8900634
525,PNEL-8QMN5H,Sushi Train Restaurant,15380 102A Ave,Surrey,Restaurant,49.18859323,-122.79625235
526,KSMH-AQNQ79,Sushi Well Restaurant,13448 108 Ave,Surrey,Restaurant,49.19874962,-122.84935935
527,NDAA-8YKME8,Sushi Zen,14839 108 Ave,Surrey,Restaurant,49.19943029,-122.81071833
528,HCAR-ASNTAD,Swagat Indian Sweets and Restaurant,9547 152 St,Surrey,Restaurant,49.17590414,-122.80128332
529,ACAK-9BETE2,Sweet Factory (Surrey),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
530,HCAR-AW6REQ,Sweets 64,14330 64 Ave,Surrey,Restaurant,49.11851305,-122.82521495
531,ACAK-8UXTZM,Swiss Chalet Rotisserie & Grill #1257,7488 King George Blvd,Surrey,Restaurant,49.13853724,-122.84525515
532,NDAA-9B2PRB,Szechuan Zeng's Restaurant,10302 City Pky,Surrey,Restaurant,49.18995809,-122.84739212
533,A019703    ,T&T (Surrey) Bakery,15277 100 Ave,Surrey,Restaurant,49.1844401,-122.79879019
534,GEDS-6NLQG9,T&T Supermarket #13 - Bakery,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
535,GEDS-6NLQMW,T&T Supermarket #13 - Hot Deli Section,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
536,GEDS-6NLQRN,T&T Supermarket #13 - Sushi Section,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
537,JDSO-ACRPBU,Taco Del Mar #1071,18775 Fraser Hwy,Surrey,Restaurant,49.12479487,-122.7020931
538,SWOD-A3GLTE,Taco Del Mar (Surrey),1797 152 St,Surrey,Restaurant,49.03448175,-122.80146488
539,NDAA-9P9TD5,Taco Time (120th St),8942 120 St,Surrey,Restaurant,49.16539026,-122.89007861
540,KSMH-AQCTH5,Tae Yang Gak Restaurant,10330 152 St,Surrey,Restaurant,49.19027016,-122.80009284
541,ACAK-9AJRE5,Taj Sweets & Restaurant,12047 80 Ave,Surrey,Restaurant,49.14874447,-122.88873055
542,NDAA-9NUPRB,Take Five Cafe,13450 104 Ave,Surrey,Restaurant,49.19146408,-122.84889886
543,A017154    ,Tamanawis Secondary School Cafeteria,12600 66 Ave,Surrey,Restaurant,49.1227153,-122.87242593
544,LCAL-6TFPM4,Tap Urban Cafe & Lounge,15350 34 Ave,Surrey,Restaurant,49.06361005,-122.79698879
545,GEDS-7A2PK4,Taste of Africa,10663 King George Blvd,Surrey,Restaurant,49.19643274,-122.845567
546,SPLH-ASQP6M,Taste of Pho,13979 104 Ave,Surrey,Restaurant,49.19166232,-122.83464941
547,JDSO-ACPLHD,Taste Of Punjab Restaurant,10009 Whalley Blvd,Surrey,Restaurant,49.18485188,-122.84347392
548,NDAA-9A6NSR,Tastefully Yours By Jeff,19329 Enterprise Way,Surrey,Restaurant,49.10834689,-122.6878435
549,A019861    ,Tasters Bakery,10090 152 St,Surrey,Restaurant,49.18575463,-122.80058146
550,NDAA-9H7NNW,Tasty Donair & Company Inc.,13711 72 Ave,Surrey,Restaurant,49.13375945,-122.84256011
551,SWOD-APSP3X,104 Sushi & Co.,10422 168 St,Surrey,Restaurant,49.19205936,-122.75625586
552,SDFO-88ESVK,5 Star Catering,5640 188 St,Surrey,Restaurant,49.10544931,-122.70131471
553,NDAA-8RNNVR,555 Pizza Ltd,9192 120 St,Surrey,Restaurant,49.17027429,-122.88998775
554,SYOG-5M5942,7-Eleven #26365,7986 120 St,Surrey,Restaurant,49.14818852,-122.89022109
555,GEDS-6KHW57,7-Eleven #26517,17638 60 Ave,Surrey,Restaurant,49.11132152,-122.73427092
556,GEDS-7YZN48,7-Eleven #34339,14410 108 Ave,Surrey,Restaurant,49.19859619,-122.82250724
557,SHEN-9SGNQT,7-Eleven #34501,6021 168 St,Surrey,Restaurant,49.11179111,-122.75690367
558,SDFO-8AULF9,7-Eleven #34633,15961 Fraser Hwy,Surrey,Restaurant,49.15789394,-122.77936635
559,SDFO-8L8SZK,7-Eleven #34907,13993 Fraser Hwy,Surrey,Restaurant,49.1792836,-122.83482486
560,ACAK-8XKMAF,7-Eleven #35770,6828 128 St,Surrey,Restaurant,49.12696263,-122.86753123
561,NDAA-9L2T78,7-Eleven #36022H,19188 72 Ave,Surrey,Restaurant,49.13346587,-122.69157627
562,HPAR-AE2S2K,7-Eleven #37876H,7195 King George Blvd,Surrey,Restaurant,49.13306413,-122.84596074
563,SPLH-ASNP2T,7-Eleven #38206,19161 Fraser Hwy,Surrey,Restaurant,49.11961383,-122.69181652
564,SHEN-A2CTME,7-Eleven (Canada Store #37206H),9989 152 St,Surrey,Restaurant,49.18393107,-122.80124717
565,HPAR-AFGRCA,7-Eleven (Canada Store #37865H),14445 64 Ave,Surrey,Restaurant,49.11930582,-122.82268473
566,HPAR-AFGPRP,7-Eleven (Canada Store #37866H),10376 152 St,Surrey,Restaurant,49.19106581,-122.80052367
567,NDAA-99WMTF,7-Eleven Canada Store #36676,9583 132 St,Surrey,Restaurant,49.17681933,-122.85715142
568,HPAR-AE2Q87,7-Eleven Store # 37868,6422 120 St,Surrey,Restaurant,49.11967428,-122.88996212
569,SWOD-AQAKLU,7-ElevenStore and Gas Bar (Canada Store #37875H),10416 King George Blvd,Surrey,Restaurant,49.19204825,-122.84506736
570,RORS-66ES3H,7-Seas Fish Market,2990 152 St,Surrey,Restaurant,49.05622799,-122.80089259
571,SHEN-A2KV3D,777 Pizza & Donair,7750 128 St,Surrey,Restaurant,49.14358109,-122.86765344
572,JDSO-AD4MWR,A & W #0755,8811 126 St,Surrey,Restaurant,49.1633754,-122.87378641
573,GEDS-7UULCR,A&F Caribbean Breeze Catering,8145 130 St,Surrey,Restaurant,49.15057874,-122.86253435
574,A017301    ,A&W #0180,1711 152 St,Surrey,Restaurant,49.0331143,-122.80166897
575,A018613    ,A&W #0315,17830 56 Ave,Surrey,Restaurant,49.10399479,-122.72846685
576,A017293    ,A&W #0338,7330 King George Blvd,Surrey,Restaurant,49.13603845,-122.84523374
577,A017349    ,A&W #0339,12133 72 Ave,Surrey,Restaurant,49.13426872,-122.88670632
578,A017335    ,A&W #0348,15988 Fraser Hwy,Surrey,Restaurant,49.15724844,-122.77953862
579,A018700    ,A&W #0382,13645 102 Ave,Surrey,Restaurant,49.18794418,-122.84392368
580,A020068    ,A&W #0389,8488 120 St,Surrey,Restaurant,49.15703763,-122.89010064
581,SDFO-8HVQQ6,A&W #0575,2303 King George Blvd,Surrey,Restaurant,49.04383959,-122.79200794
582,SWOD-A53UKG,A&W #0768,9900 King George Blvd.,Surrey,Restaurant,49.18235922,-122.84490698
583,NDAA-9BHRSB,A&W #749,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
584,SHEN-A6LRKW,A&W Restaurant #0767,16033 108 Ave,Surrey,Restaurant,49.1989669,-122.77775438
585,HCAR-AVHUXX,A&W Restaurant #0789,2332 160 St,Surrey,Restaurant,49.04383012,-122.77640308
586,SHEN-9SZQZX,A&W Restaurant (Campbell Heights),2725 192 St,Surrey,Restaurant,49.05220052,-122.69181883
587,GEDS-7WNLD2,A1 Coffee & Donuts,14795 108 Ave,Surrey,Restaurant,49.19888405,-122.81272726
588,NDAA-9LCTP9,Aaron's Steak & Pizza,17665 57 Ave,Surrey,Restaurant,49.10610661,-122.73323685
589,GEDS-82GN63,Academics preKindergarten,15300 Croydon Dr,Surrey,Restaurant,49.05992987,-122.79803439
590,SDFO-8JPVAP,Active Body (S Surrey),1990 152 St,Surrey,Restaurant,49.03807582,-122.80051906
591,JDSO-AC4PKJ,AFC SUSHI - THRIFTY FOODS 24,15745 Croydon Dr,Surrey,Restaurant,49.0480924,-122.78587926
592,SDFO-8JQQA2,Afghan Bakery and Fast Food,13748 104 Ave,Surrey,Restaurant,49.19140156,-122.84115598
593,GEDS-7NQMLP,Afghan Chopan,12888 80 Ave,Surrey,Restaurant,49.14799486,-122.86604834
594,HCAR-ASJM82,Afghan Kitchen,16120 24 Ave,Surrey,Restaurant,49.04472384,-122.776141
595,GEDS-7SQSSS,Aggarwal Sweets,8158 128 St,Surrey,Restaurant,49.15125369,-122.8651168
596,SHEN-9ZZMMA,Agoongyi Korean Restaurant,19555 Fraser Hwy,Surrey,Restaurant,49.11473773,-122.68111686
597,NDAA-9ENQTN,Aji Sushi Family Kitchen,3268 King George Blvd,Surrey,Restaurant,49.06108806,-122.81205645
598,HCAR-ASGQKX,Aka Sushi,18408 64 Ave,Surrey,Restaurant,49.11859295,-122.71198875
599,PNEL-8PJRAV,Akal Veggies,12788 76A Ave,Surrey,Restaurant,49.14218908,-122.86855856
600,GEDS-6KQRZZ,Akasaka Japanese Restaurant (Surrey),15110 101 Ave,Surrey,Restaurant,49.18597032,-122.80340026
601,ACAK-8YCPMD,Akash Chaat House & Restaurant,12877 80 Ave,Surrey,Restaurant,49.14842952,-122.86514353
602,A018765    ,Al & Jan's Fish & Chips,9014 152 St,Surrey,Restaurant,49.16697429,-122.79924081
603,SWOD-A3NPVR,Alebi African Cuisine,10694 135A St,Surrey,Restaurant,49.19704062,-122.84670383
604,A013615    ,Alexandra Neighbourhood House (Main Dining Hall),2916 McBride Ave,Surrey,Restaurant,49.05540441,-122.88507212
605,A017226    ,Aling Mary's Filipino Restaurant,13979 104 Ave,Surrey,Restaurant,49.19166232,-122.83464941
606,NDAA-8YAT4Z,All About Pho,10190 King George Blvd,Surrey,Restaurant,49.18759458,-122.8451525
607,HCAR-AUXPC5,Ambros Subway,19188 72 Ave,Surrey,Restaurant,49.13346587,-122.69157627
608,PNEL-8SRNSV,Amenida Seniors Community,13855 68 Ave,Surrey,Restaurant,49.12674536,-122.83893841
609,SHEN-AP8V5G,Amritsari Chat Bhandar,8140 128 St,Surrey,Restaurant,49.15063342,-122.86732229
610,NDAA-93ARHG,An Pho Vietnamese Restaurant,13784 104 Ave,Surrey,Restaurant,49.19140543,-122.84041461
611,NDAA-8YPQCC,Anand Pizza and Sweet Shop,13245 72 Ave,Surrey,Restaurant,49.13385503,-122.85542502
612,JDSO-ACPLSA,Anjali's Dosa Garden,13560 77 Ave,Surrey,Restaurant,49.14253796,-122.84706447
613,NDAA-9C3S2J,Aomori Sushi Japanese Restaurant,13767 72 Ave,Surrey,Restaurant,49.13376303,-122.83986765
614,JDSO-ADJN3Q,Funplex,12070 88 Ave,Surrey,Restaurant,49.16306615,-122.88829781
615,SHEN-ANCQV8,Fusion In Town Pizza & Wrap Ltd,14377 64 Ave,Surrey,Restaurant,49.11928035,-122.82376708
616,NDAA-9NYPDW,Gabrielle Roy School Kitchen,6887 132 St,Surrey,Restaurant,49.1283888,-122.85690908
617,SWOD-AGVNX7,Galaxy Pizza,15355 24 Ave,Surrey,Restaurant,49.04583671,-122.79750443
618,GEDS-7VCPN5,Galina's Cafe,13531 102 Ave,Surrey,Restaurant,49.18801137,-122.84707381
619,SHEN-AP5QTE,Galini Greek Kouzina & Grill,19475 Fraser Hwy,Surrey,Restaurant,49.11542665,-122.68277875
620,GEDS-6PNPVF,Garcha Bros Meat Shop,8166 128 St,Surrey,Restaurant,49.15130553,-122.86739367
621,DMIL-9PBSFT,Garcha Bros Meat Shop,13767 72 Ave,Surrey,Restaurant,49.13376303,-122.83986765
622,GEDS-7RSNY3,Garcha Bros Meat Shop (68th Ave),15299 68 Ave,Surrey,Restaurant,49.12656472,-122.79923406
623,JDSO-AD4RB8,Garcha Bros Meat Store,15299 68 Ave,Surrey,Restaurant,49.12656472,-122.79923406
624,KSMH-AWKQW9,Garry's Rasoi,8383 128 St,Surrey,Restaurant,49.15512572,-122.86832975
625,SDFO-8LBUNQ,Gateway Java,13401 108 Ave,Surrey,Restaurant,49.1990937,-122.85025486
626,SDFO-8ET27J,Gateway Pizza & Curry House,9183 148 St,Surrey,Restaurant,49.16994156,-122.81249958
627,GEDS-6NKUWV,Gateway Pizza (Newton),12877 76 Ave,Surrey,Restaurant,49.1411849,-122.86594124
628,SPLH-9P8V42,GB Foods & Sherlocks Imports,13369 72 Ave,Surrey,Restaurant,49.1338361,-122.85309911
629,HCAR-AU2VFF,Glenwood Pizza & Curry House,16793 60 Ave,Surrey,Restaurant,49.11167704,-122.75748196
630,SPLH-9KKRYF,GNJ Vegetarian Bistro,7310 120 St,Surrey,Restaurant,49.1357896,-122.89000833
631,ACAK-9BEQ5F,Go Bananas/Funky Monkey Playcenter (Surrey),13853 104 Ave,Surrey,Restaurant,49.1917049,-122.83806316
632,SWOD-9YXM77,Go Grill,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
633,GEDS-7D3TRN,Golden Lion Restaurant,2377 King George Blvd,Surrey,Restaurant,49.04495018,-122.79332955
634,JDSO-AE2MNU,Golden Medal Restaurant,5619 176A St,Surrey,Restaurant,49.10463552,-122.73383079
635,PNEL-8R4MZJ,Golden Panda Restaurant,6355 152 St,Surrey,Restaurant,49.11819888,-122.8013965
636,SHEN-9PATK5,Golden Samosa Bakery,12025 Nordel Way,Surrey,Restaurant,49.16237241,-122.8888952
637,SPLH-9P2SK9,Golden Sweets & Restaurant,6377 168 St,Surrey,Restaurant,49.11810961,-122.75689697
638,SHEN-AP5PB8,Good Day Sunshine Cafe,2950 King George Blvd,Surrey,Restaurant,49.0556839,-122.80555767
639,HCAR-ASNQYD,Goru Goru,15930 Fraser Hwy,Surrey,Restaurant,49.15706506,-122.78187991
640,HCAR-ASRN64,Got 2 Eat Meals,2201 148 St,Surrey,Restaurant,49.04327446,-122.81479456
641,A014243    ,Gracepoint Community Church,3487 King George Blvd,Surrey,Restaurant,49.06520259,-122.8184368
642,A019423    ,Grand Taj Banquet Centre,8388 128 St,Surrey,Restaurant,49.15488649,-122.86770069
643,SHEN-9W7MP5,Grandt Kitchen,12297 Industrial Rd,Surrey,Restaurant,49.21029482,-122.88168028
644,A020392    ,Grassroots Cafe,12666 72 Ave,Surrey,Restaurant,49.13362169,-122.87132535
645,SHEN-9ZKSGP,Great Pizza,15988 Fraser Hwy,Surrey,Restaurant,49.15724844,-122.77953862
646,GEDS-5ZZQLL,Great Pizza 2 For 1,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.87415958
647,SYOG-5M57T4,Greco's Specialty Foods Ltd,6886 King George Blvd,Surrey,Restaurant,49.1277599,-122.84515955
648,A018702    ,Greek Island Pizza,14657 108 Ave,Surrey,Restaurant,49.1989141,-122.81608593
649,ACAK-984PVF,Greek Islands Restaurant,9547 152 St,Surrey,Restaurant,49.17590414,-122.80128332
650,SWOD-AG5UGV,"Green Indian Cuisine, Pizza & Sweets",12565 88 Ave,Surrey,Restaurant,49.16401631,-122.87478148
651,GEDS-65VQV3,Green Lettuce Restaurant,6350 120 St,Surrey,Restaurant,49.11815677,-122.8900634
652,NDAA-92XPX8,Green Timbers Market (RCMP),14200 Green Timbers Way,Surrey,Restaurant,49.17966902,-122.82991451
653,A018895    ,Green Timbers Pub,9167 148 St,Surrey,Restaurant,49.16961161,-122.81249576
654,A013869    ,Growing Together Day Care - Food Service,10707 146 St,Surrey,Restaurant,49.19694731,-122.81782452
655,GEDS-65VSG5,Guildford Family Place,10310 154 St,Surrey,Restaurant,49.18936699,-122.79504406
656,SYOG-5M59T6,Guildford Gardens Daycare,14921 107A Ave,Surrey,Restaurant,49.19832797,-122.80868125
657,A018362    ,Guildford Golf & Country Club Concession,7929 152 St,Surrey,Restaurant,49.14458309,-122.80138504
658,A018363    ,Guildford Golf & Country Club Lounge,7929 152 St,Surrey,Restaurant,49.14458309,-122.80138504
659,A018364    ,Guildford Golf & Country Club Restaurant,7929 152 St,Surrey,Restaurant,49.14458309,-122.80138504
660,A016534    ,Guildford Park Secondary School Cafeteria,10707 146 St,Surrey,Restaurant,49.19694731,-122.81782452
661,ACAK-8XGSTR,Guildford Pizza & Pasta,10790 148 St,Surrey,Restaurant,49.1981435,-122.81225609
662,SYOG-5M563K,Guildford Pizza & Restaurant,10727 135A St,Surrey,Restaurant,49.19753024,-122.84725955
663,SWOD-AKBUJF,Guildford Seniors Village Food Service,14568 104A Ave,Surrey,Restaurant,49.19257834,-122.81834538
664,A016834    ,Guildford Station Pub,10176 154 St,Surrey,Restaurant,49.18758872,-122.79506442
665,GEDS-6J6MB7,Guildford Sushi House,10330 152 St,Surrey,Restaurant,49.19027016,-122.80009284
666,SHEN-AJDP5A,Gulberg Catering & Production Centre,8322 130 St,Surrey,Restaurant,49.15374911,-122.86203637
667,GEDS-7VAT7S,Gulberg Fine Cuisine,15950 Fraser Hwy,Surrey,Restaurant,49.15767131,-122.78024198
668,SHEN-9TNMS5,Gulberg Mediterranean & Persian Grill,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.87415958
669,GEDS-6D8TJW,Gulberg Tandoor & Donair,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.87415958
670,GEDS-6AAPTZ,Gurdwara Amrit Prakash Sikh Temple,7990 123A St,Surrey,Restaurant,49.14785795,-122.88029748
671,GEDS-76HV2F,Gurdwara Dukh Nivaran Sahib Society,15255 68 Ave,Surrey,Restaurant,49.12656348,-122.79989961
672,GEDS-85ZT62,Gurdwara Sahib Brookside Temple,8365 140 St,Surrey,Restaurant,49.15472947,-122.83497059
673,A013876    ,Gurdwara Sahib Dasmesh Darbar,12885 85 Ave,Surrey,Restaurant,49.15780659,-122.86528314
674,PGOO-63CUDS,Guru Lucky Snacks & Sweets,7660 134 St,Surrey,Restaurant,49.14197248,-122.8509582
675,GEDS-65VTRU,Guru Nanak Sikh Gurdwara Temple,7050 120 St,Surrey,Restaurant,49.13132323,-122.88998576
676,GEDS-73JSZZ,H Anmol Sweet & Restaurant,8363 128 St,Surrey,Restaurant,49.15466529,-122.86936002
677,PNEL-8RBQFL,Tasty Sandwich,14351 104 Ave,Surrey,Restaurant,49.19172759,-122.82418348
678,A014692    ,Tay Do Deli,13740 104 Ave,Surrey,Restaurant,49.19140638,-122.84138077
679,PNEL-8SNLX7,Texx Big Burger,14783 108 Ave,Surrey,Restaurant,49.19888028,-122.81312507
680,SDFO-8LQSRL,Thai By Thai Restaurant,9164 120 St,Surrey,Restaurant,49.16981011,-122.88997782
681,SWOD-9Y3V4S,Thai Delicious Entrepreneur,5737 176 St,Surrey,Restaurant,49.1066014,-122.73518997
682,NDAA-9C3S9V,Thai Express,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
683,SDFO-8GGQ3X,Thai Express (Central City),10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
684,SWOD-AQHT2B,Thali Sweets and Restaurant,15932 96 Ave,Surrey,Restaurant,49.17674494,-122.78081937
685,NDAA-9GRQLB,The Barrel Public House,7115 138 St,Surrey,Restaurant,49.1320397,-122.83918107
686,NDAA-97WT8K,The Cabin,12302 Beecher St,Surrey,Restaurant,49.05286101,-122.88097817
687,SHEN-A7GRE8,The Carvery,2430 King George Blvd,Surrey,Restaurant,49.04649485,-122.79410715
688,SHEN-A7PRKW,The Clayton Public House,5640 188 St,Surrey,Restaurant,49.10544931,-122.70131471
689,GEDS-7BRPSU,The Derby Bar and Grill,17637 1 Ave,Surrey,Restaurant,49.00418376,-122.73369638
690,GEDS-7NPR5Q,The Ellendale Program (Liz's House),11187 Ellendale Dr,Surrey,Restaurant,49.20612691,-122.81184611
691,GEDS-6BEQNQ,The Gateway,13787 100 Ave,Surrey,Restaurant,49.18446233,-122.84039664
692,SHEN-APFTAF,The Gourmet Lunch Ladies,10727 135A St,Surrey,Restaurant,49.19753024,-122.84725955
693,ACAK-984PZN,The Greek Corner,7218 King George Blvd,Surrey,Restaurant,49.1343323,-122.84521322
694,SHEN-ALXSDR,The Guildford Shelter,14716 104 Ave,Surrey,Restaurant,49.19127333,-122.81420065
695,NDAA-8ZRP23,The Henry Public House,5708 176 St,Surrey,Restaurant,49.10624944,-122.73474876
696,NDAA-8ZRPYH,The Henry Public House - Bar,5708 176 St,Surrey,Restaurant,49.10624944,-122.73474876
697,SHEN-AP8NDS,The Jin Sushi Japanese Restaurant,7360 137 St,Surrey,Restaurant,49.13640026,-122.84263893
698,SWOD-9Y2R2N,The Lookout Emergency Aid Society,10667 135A St,Surrey,Restaurant,49.19637938,-122.84705681
699,GEDS-7ZMQS2,The Lunch Lady (Surrey),18651 52 Ave,Surrey,Restaurant,49.09727663,-122.7062227
700,SHEN-ATTUV4,The Madinaz Restaurant,9320 120 St,Surrey,Restaurant,49.17223237,-122.88991513
701,SWOD-AMVU3K,The Modern General Store Inc,3388 Rosemary Heights Cres,Surrey,Restaurant,49.06333416,-122.79817335
702,GEDS-7N9MKV,The Palms Bistro,9008 158 St,Surrey,Restaurant,49.16662849,-122.78337184
703,GEDS-6WMPUQ,The Phoenix Centre Food Service,13686 94A Ave,Surrey,Restaurant,49.17453209,-122.8433061
704,NDAA-8YCRM6,The Residence At Clayton Heights,18788 71 Ave,Surrey,Restaurant,49.13176633,-122.70267748
705,GEDS-85ZPJW,The Residence at Morgan Heights - Bistro,15955 27 Ave,Surrey,Restaurant,49.05117841,-122.77987497
706,GEDS-7UWV6W,The Residence at Morgan Heights - Main Kitchen,15955 27 Ave,Surrey,Restaurant,49.05117841,-122.77987497
707,PGOO-66GTL6,The Roost,13582 68 Ave,Surrey,Restaurant,49.12608084,-122.8460389
708,GEDS-7R4QDM,The Royal King Palace & Convention Centre,8158 128 St,Surrey,Restaurant,49.15125369,-122.8651168
709,SHEN-9T8MWG,The Rustic Rooster,5723 176 St,Surrey,Restaurant,49.10638755,-122.73519222
