,CRE_DATE,MOD_DATE,ROADEDGE_TYPE,ROADEDGE_TYPE_2
1909,,,0,Overpass
1910,,,8,"Paved, 2 Lane, Undivided"
1911,,,12,Rough Road
1912,,,8,"Paved, 2 Lane, Undivided"
1913,,,4,Lane
1914,,,8,"Paved, 2 Lane, Undivided"
1915,,,12,Rough Road
1916,,,8,"Paved, 2 Lane, Undivided"
1917,,,8,"Paved, 2 Lane, Undivided"
1918,,,3,"Gravel, 2 Lane, Undivided"
1919,,,8,"Paved, 2 Lane, Undivided"
1920,,,8,"Paved, 2 Lane, Undivided"
1921,,,8,"Paved, 2 Lane, Undivided"
1922,,,8,"Paved, 2 Lane, Undivided"
1923,,,4,Lane
1924,,,10,"Paved, 4 Lane, Divided"
1925,,,4,Lane
1926,,,8,"Paved, 2 Lane, Undivided"
1927,,,8,"Paved, 2 Lane, Undivided"
1928,,,8,"Paved, 2 Lane, Undivided"
1929,,,11,"Paved, 4 Lane, Undivided"
1930,,,10,"Paved, 4 Lane, Divided"
1931,,,4,Lane
1932,,,8,"Paved, 2 Lane, Undivided"
1933,,,8,"Paved, 2 Lane, Undivided"
1934,,,4,Lane
1935,,,8,"Paved, 2 Lane, Undivided"
1936,,,8,"Paved, 2 Lane, Undivided"
1937,,,8,"Paved, 2 Lane, Undivided"
1938,,,4,Lane
1939,,,0,Overpass
1940,,,8,"Paved, 2 Lane, Undivided"
1941,,,4,Lane
1942,,,3,"Gravel, 2 Lane, Undivided"
1943,,,8,"Paved, 2 Lane, Undivided"
1944,,,8,"Paved, 2 Lane, Undivided"
1945,,,8,"Paved, 2 Lane, Undivided"
1946,,,8,"Paved, 2 Lane, Undivided"
1947,,,2,"Gravel, 1 Lane, Undivided"
1948,,,8,"Paved, 2 Lane, Undivided"
1949,,,8,"Paved, 2 Lane, Undivided"
1950,,,8,"Paved, 2 Lane, Undivided"
1951,,,0,Overpass
1952,,,4,Lane
1953,,,7,"Paved, 2 Lane, 1 Way"
1954,,,8,"Paved, 2 Lane, Undivided"
1955,,,8,"Paved, 2 Lane, Undivided"
1956,,,8,"Paved, 2 Lane, Undivided"
1957,,,8,"Paved, 2 Lane, Undivided"
1958,,,4,Lane
1959,20111130,20111130,8,"Paved, 2 Lane, Undivided"
1960,,,2,"Gravel, 1 Lane, Undivided"
1961,,,11,"Paved, 4 Lane, Undivided"
1962,,,8,"Paved, 2 Lane, Undivided"
1963,,,8,"Paved, 2 Lane, Undivided"
1964,,,4,Lane
1965,,,8,"Paved, 2 Lane, Undivided"
1966,,,8,"Paved, 2 Lane, Undivided"
1967,,,4,Lane
1968,,,4,Lane
1969,,,4,Lane
1970,,,4,Lane
1971,,,4,Lane
1972,,,2,"Gravel, 1 Lane, Undivided"
1973,,,12,Rough Road
1974,,,8,"Paved, 2 Lane, Undivided"
1975,,,8,"Paved, 2 Lane, Undivided"
1976,,,8,"Paved, 2 Lane, Undivided"
1977,,,8,"Paved, 2 Lane, Undivided"
1978,,,8,"Paved, 2 Lane, Undivided"
1979,,,8,"Paved, 2 Lane, Undivided"
1980,,,10,"Paved, 4 Lane, Divided"
1981,,,8,"Paved, 2 Lane, Undivided"
1982,,,4,Lane
1983,,,8,"Paved, 2 Lane, Undivided"
1984,,,8,"Paved, 2 Lane, Undivided"
1985,,,2,"Gravel, 1 Lane, Undivided"
1986,,,8,"Paved, 2 Lane, Undivided"
1987,,,8,"Paved, 2 Lane, Undivided"
1988,,,8,"Paved, 2 Lane, Undivided"
1989,,,8,"Paved, 2 Lane, Undivided"
1990,,,8,"Paved, 2 Lane, Undivided"
1991,,,2,"Gravel, 1 Lane, Undivided"
1992,,,8,"Paved, 2 Lane, Undivided"
1993,,,8,"Paved, 2 Lane, Undivided"
1994,,,8,"Paved, 2 Lane, Undivided"
1995,,,8,"Paved, 2 Lane, Undivided"
1996,,,8,"Paved, 2 Lane, Undivided"
1997,,,8,"Paved, 2 Lane, Undivided"
1998,,,10,"Paved, 4 Lane, Divided"
1999,,,8,"Paved, 2 Lane, Undivided"
2000,,,8,"Paved, 2 Lane, Undivided"
2001,,,8,"Paved, 2 Lane, Undivided"
2002,,,8,"Paved, 2 Lane, Undivided"
2003,,,8,"Paved, 2 Lane, Undivided"
2004,,,8,"Paved, 2 Lane, Undivided"
2005,,,12,Rough Road
2006,,,8,"Paved, 2 Lane, Undivided"
2007,,,8,"Paved, 2 Lane, Undivided"
2008,,,11,"Paved, 4 Lane, Undivided"
2009,,,8,"Paved, 2 Lane, Undivided"
2010,,,10,"Paved, 4 Lane, Divided"
2011,,,8,"Paved, 2 Lane, Undivided"
2012,,,8,"Paved, 2 Lane, Undivided"
2013,,,8,"Paved, 2 Lane, Undivided"
2014,,,4,Lane
2015,,,8,"Paved, 2 Lane, Undivided"
2016,,,8,"Paved, 2 Lane, Undivided"
2017,,,8,"Paved, 2 Lane, Undivided"
2018,,,8,"Paved, 2 Lane, Undivided"
2019,,,10,"Paved, 4 Lane, Divided"
2020,,,8,"Paved, 2 Lane, Undivided"
2021,,,4,Lane
2022,,,10,"Paved, 4 Lane, Divided"
2023,,,8,"Paved, 2 Lane, Undivided"
2024,,,4,Lane
2025,,,12,Rough Road
2026,,,8,"Paved, 2 Lane, Undivided"
2027,,,8,"Paved, 2 Lane, Undivided"
2028,,,8,"Paved, 2 Lane, Undivided"
2029,,,8,"Paved, 2 Lane, Undivided"
2030,,,8,"Paved, 2 Lane, Undivided"
2031,,,8,"Paved, 2 Lane, Undivided"
2032,,,8,"Paved, 2 Lane, Undivided"
2033,,,8,"Paved, 2 Lane, Undivided"
2034,,,4,Lane
2035,,,8,"Paved, 2 Lane, Undivided"
2036,,,8,"Paved, 2 Lane, Undivided"
2037,,,8,"Paved, 2 Lane, Undivided"
2038,,,10,"Paved, 4 Lane, Divided"
2039,,,8,"Paved, 2 Lane, Undivided"
2040,,,4,Lane
2041,,,8,"Paved, 2 Lane, Undivided"
2042,,,8,"Paved, 2 Lane, Undivided"
2043,,,8,"Paved, 2 Lane, Undivided"
2044,,,8,"Paved, 2 Lane, Undivided"
2045,,,4,Lane
2046,,,0,Overpass
2047,,,8,"Paved, 2 Lane, Undivided"
2048,,,6,On / Off Ramp
2049,,,8,"Paved, 2 Lane, Undivided"
2050,,,3,"Gravel, 2 Lane, Undivided"
2051,,,8,"Paved, 2 Lane, Undivided"
2052,,,4,Lane
2053,,,10,"Paved, 4 Lane, Divided"
2054,,,7,"Paved, 2 Lane, 1 Way"
2055,,,4,Lane
2056,,,4,Lane
2057,,,7,"Paved, 2 Lane, 1 Way"
2058,,,8,"Paved, 2 Lane, Undivided"
2059,,,4,Lane
2060,,,4,Lane
2061,,,8,"Paved, 2 Lane, Undivided"
2062,,,8,"Paved, 2 Lane, Undivided"
2063,,,11,"Paved, 4 Lane, Undivided"
2064,,,6,On / Off Ramp
2065,,,8,"Paved, 2 Lane, Undivided"
2066,,,8,"Paved, 2 Lane, Undivided"
2067,,,8,"Paved, 2 Lane, Undivided"
2068,,,8,"Paved, 2 Lane, Undivided"
2069,,,8,"Paved, 2 Lane, Undivided"
2070,,,8,"Paved, 2 Lane, Undivided"
2071,,,8,"Paved, 2 Lane, Undivided"
2072,,,2,"Gravel, 1 Lane, Undivided"
2073,,,4,Lane
2074,,,4,Lane
2075,,,12,Rough Road
2076,,,8,"Paved, 2 Lane, Undivided"
2077,,,8,"Paved, 2 Lane, Undivided"
2078,,,12,Rough Road
2079,,,8,"Paved, 2 Lane, Undivided"
2080,,,6,On / Off Ramp
2081,,,8,"Paved, 2 Lane, Undivided"
2082,,,8,"Paved, 2 Lane, Undivided"
2083,,,11,"Paved, 4 Lane, Undivided"
2084,,,3,"Gravel, 2 Lane, Undivided"
2085,,,10,"Paved, 4 Lane, Divided"
2086,,,8,"Paved, 2 Lane, Undivided"
2087,,,12,Rough Road
2088,,,8,"Paved, 2 Lane, Undivided"
2089,,,8,"Paved, 2 Lane, Undivided"
2090,,,4,Lane
2091,,,4,Lane
2092,,,8,"Paved, 2 Lane, Undivided"
2093,,,3,"Gravel, 2 Lane, Undivided"
2094,,,4,Lane
2095,,,2,"Gravel, 1 Lane, Undivided"
2096,,,8,"Paved, 2 Lane, Undivided"
2097,,,8,"Paved, 2 Lane, Undivided"
2098,,,8,"Paved, 2 Lane, Undivided"
2099,,,8,"Paved, 2 Lane, Undivided"
2100,,,8,"Paved, 2 Lane, Undivided"
2101,,,4,Lane
2102,,,8,"Paved, 2 Lane, Undivided"
2103,,,8,"Paved, 2 Lane, Undivided"
2104,,,8,"Paved, 2 Lane, Undivided"
2105,,,8,"Paved, 2 Lane, Undivided"
2106,,,8,"Paved, 2 Lane, Undivided"
2107,,,8,"Paved, 2 Lane, Undivided"
2108,,,8,"Paved, 2 Lane, Undivided"
2109,,,8,"Paved, 2 Lane, Undivided"
2110,,,8,"Paved, 2 Lane, Undivided"
2111,,,8,"Paved, 2 Lane, Undivided"
2112,,,8,"Paved, 2 Lane, Undivided"
2113,,,8,"Paved, 2 Lane, Undivided"
2114,,,8,"Paved, 2 Lane, Undivided"
2115,,,8,"Paved, 2 Lane, Undivided"
2116,,,8,"Paved, 2 Lane, Undivided"
2117,,,4,Lane
2118,,,4,Lane
2119,,,8,"Paved, 2 Lane, Undivided"
2120,,,8,"Paved, 2 Lane, Undivided"
2121,,,8,"Paved, 2 Lane, Undivided"
2122,,,8,"Paved, 2 Lane, Undivided"
2123,,,4,Lane
2124,,,4,Lane
2125,,,8,"Paved, 2 Lane, Undivided"
2126,,,8,"Paved, 2 Lane, Undivided"
2127,,,4,Lane
2128,,,4,Lane
2129,,,4,Lane
2130,,,8,"Paved, 2 Lane, Undivided"
2131,,,8,"Paved, 2 Lane, Undivided"
2132,,,8,"Paved, 2 Lane, Undivided"
2133,,,8,"Paved, 2 Lane, Undivided"
2134,,,2,"Gravel, 1 Lane, Undivided"
2135,,,4,Lane
2136,,,8,"Paved, 2 Lane, Undivided"
2137,,,8,"Paved, 2 Lane, Undivided"
2138,,,8,"Paved, 2 Lane, Undivided"
2139,,,8,"Paved, 2 Lane, Undivided"
2140,,,8,"Paved, 2 Lane, Undivided"
2141,,,2,"Gravel, 1 Lane, Undivided"
2142,,,8,"Paved, 2 Lane, Undivided"
2143,,,8,"Paved, 2 Lane, Undivided"
2144,,,8,"Paved, 2 Lane, Undivided"
2145,,,4,Lane
2146,,,8,"Paved, 2 Lane, Undivided"
2147,,,8,"Paved, 2 Lane, Undivided"
2148,,,8,"Paved, 2 Lane, Undivided"
2149,,,8,"Paved, 2 Lane, Undivided"
2150,,,8,"Paved, 2 Lane, Undivided"
2151,,,4,Lane
2152,,,8,"Paved, 2 Lane, Undivided"
2153,,,4,Lane
2154,,,8,"Paved, 2 Lane, Undivided"
2155,,,8,"Paved, 2 Lane, Undivided"
2156,,,8,"Paved, 2 Lane, Undivided"
2157,,,4,Lane
2158,,,8,"Paved, 2 Lane, Undivided"
2159,,,8,"Paved, 2 Lane, Undivided"
2160,,,8,"Paved, 2 Lane, Undivided"
2161,,,8,"Paved, 2 Lane, Undivided"
2162,,,8,"Paved, 2 Lane, Undivided"
2163,,,2,"Gravel, 1 Lane, Undivided"
2164,,,8,"Paved, 2 Lane, Undivided"
2165,,,8,"Paved, 2 Lane, Undivided"
2166,,,4,Lane
2167,,,8,"Paved, 2 Lane, Undivided"
2168,,,8,"Paved, 2 Lane, Undivided"
2169,,,4,Lane
2170,,,8,"Paved, 2 Lane, Undivided"
2171,,,8,"Paved, 2 Lane, Undivided"
2172,,,4,Lane
2173,,,4,Lane
2174,,,4,Lane
2175,,,5,Miscellaneous Road
2176,,,8,"Paved, 2 Lane, Undivided"
2177,,,8,"Paved, 2 Lane, Undivided"
2178,,,4,Lane
2179,,,8,"Paved, 2 Lane, Undivided"
2180,,,8,"Paved, 2 Lane, Undivided"
2181,,,8,"Paved, 2 Lane, Undivided"
2182,,,8,"Paved, 2 Lane, Undivided"
2183,,,8,"Paved, 2 Lane, Undivided"
2184,,,8,"Paved, 2 Lane, Undivided"
2185,,,8,"Paved, 2 Lane, Undivided"
2186,,,12,Rough Road
2187,,,8,"Paved, 2 Lane, Undivided"
2188,,,8,"Paved, 2 Lane, Undivided"
2189,,,10,"Paved, 4 Lane, Divided"
2190,,,8,"Paved, 2 Lane, Undivided"
2191,,,8,"Paved, 2 Lane, Undivided"
2192,,,8,"Paved, 2 Lane, Undivided"
2193,,,8,"Paved, 2 Lane, Undivided"
2194,,,8,"Paved, 2 Lane, Undivided"
2195,,,8,"Paved, 2 Lane, Undivided"
2196,,,8,"Paved, 2 Lane, Undivided"
2197,,,8,"Paved, 2 Lane, Undivided"
2198,,,4,Lane
2199,,,8,"Paved, 2 Lane, Undivided"
2200,,,0,Overpass
2201,,,4,Lane
2202,,,10,"Paved, 4 Lane, Divided"
2203,,,12,Rough Road
2204,,,10,"Paved, 4 Lane, Divided"
2205,,,8,"Paved, 2 Lane, Undivided"
2206,,,8,"Paved, 2 Lane, Undivided"
2207,,,8,"Paved, 2 Lane, Undivided"
2208,,,10,"Paved, 4 Lane, Divided"
2209,,,8,"Paved, 2 Lane, Undivided"
2210,,,12,Rough Road
2211,,,8,"Paved, 2 Lane, Undivided"
2212,,,8,"Paved, 2 Lane, Undivided"
2213,,,8,"Paved, 2 Lane, Undivided"
2214,,,8,"Paved, 2 Lane, Undivided"
2215,,,8,"Paved, 2 Lane, Undivided"
2216,,,8,"Paved, 2 Lane, Undivided"
2217,,,8,"Paved, 2 Lane, Undivided"
2218,,,8,"Paved, 2 Lane, Undivided"
2219,,,8,"Paved, 2 Lane, Undivided"
2220,,,8,"Paved, 2 Lane, Undivided"
2221,,,10,"Paved, 4 Lane, Divided"
2222,,,3,"Gravel, 2 Lane, Undivided"
2223,,,8,"Paved, 2 Lane, Undivided"
2224,,,8,"Paved, 2 Lane, Undivided"
2225,,,12,Rough Road
2226,,,8,"Paved, 2 Lane, Undivided"
2227,,,8,"Paved, 2 Lane, Undivided"
2228,,,4,Lane
2229,,,8,"Paved, 2 Lane, Undivided"
2230,,,8,"Paved, 2 Lane, Undivided"
2231,,,8,"Paved, 2 Lane, Undivided"
2232,,,8,"Paved, 2 Lane, Undivided"
2233,,,12,Rough Road
2234,,,6,On / Off Ramp
2235,,,4,Lane
2236,,,11,"Paved, 4 Lane, Undivided"
2237,,,8,"Paved, 2 Lane, Undivided"
2238,,,8,"Paved, 2 Lane, Undivided"
2239,,,8,"Paved, 2 Lane, Undivided"
2240,,,8,"Paved, 2 Lane, Undivided"
2241,,,8,"Paved, 2 Lane, Undivided"
2242,,,8,"Paved, 2 Lane, Undivided"
2243,,,3,"Gravel, 2 Lane, Undivided"
2244,,,4,Lane
2245,,,8,"Paved, 2 Lane, Undivided"
2246,,,8,"Paved, 2 Lane, Undivided"
2247,,,10,"Paved, 4 Lane, Divided"
2248,,,8,"Paved, 2 Lane, Undivided"
2249,,,8,"Paved, 2 Lane, Undivided"
2250,,,10,"Paved, 4 Lane, Divided"
2251,,,4,Lane
2252,,,8,"Paved, 2 Lane, Undivided"
2253,,,8,"Paved, 2 Lane, Undivided"
2254,,,0,Overpass
2255,,,4,Lane
2256,,,8,"Paved, 2 Lane, Undivided"
2257,,,8,"Paved, 2 Lane, Undivided"
2258,,,8,"Paved, 2 Lane, Undivided"
2259,,,0,Overpass
2260,,,8,"Paved, 2 Lane, Undivided"
2261,,,4,Lane
2262,,,8,"Paved, 2 Lane, Undivided"
2263,,,8,"Paved, 2 Lane, Undivided"
2264,,,8,"Paved, 2 Lane, Undivided"
2265,,,10,"Paved, 4 Lane, Divided"
2266,,,8,"Paved, 2 Lane, Undivided"
2267,,,8,"Paved, 2 Lane, Undivided"
2268,,,4,Lane
2269,,,8,"Paved, 2 Lane, Undivided"
2270,,,8,"Paved, 2 Lane, Undivided"
2271,,,4,Lane
2272,,,0,Overpass
2273,,,4,Lane
2274,,,8,"Paved, 2 Lane, Undivided"
2275,,,12,Rough Road
2276,,,8,"Paved, 2 Lane, Undivided"
2277,,,8,"Paved, 2 Lane, Undivided"
2278,,,8,"Paved, 2 Lane, Undivided"
2279,,,10,"Paved, 4 Lane, Divided"
2280,,,8,"Paved, 2 Lane, Undivided"
2281,,,8,"Paved, 2 Lane, Undivided"
2282,,,8,"Paved, 2 Lane, Undivided"
2283,,,8,"Paved, 2 Lane, Undivided"
2284,,,8,"Paved, 2 Lane, Undivided"
2285,,,8,"Paved, 2 Lane, Undivided"
2286,,,12,Rough Road
2287,,,8,"Paved, 2 Lane, Undivided"
2288,,,4,Lane
2289,,,8,"Paved, 2 Lane, Undivided"
2290,,,8,"Paved, 2 Lane, Undivided"
2291,,,4,Lane
2292,,,4,Lane
2293,,,8,"Paved, 2 Lane, Undivided"
2294,,,4,Lane
2295,,,11,"Paved, 4 Lane, Undivided"
2296,,,0,Overpass
2297,,,8,"Paved, 2 Lane, Undivided"
2298,,,8,"Paved, 2 Lane, Undivided"
2299,,,4,Lane
2300,,,4,Lane
2301,,,10,"Paved, 4 Lane, Divided"
2302,,,8,"Paved, 2 Lane, Undivided"
2303,,,8,"Paved, 2 Lane, Undivided"
2304,,,4,Lane
2305,,,4,Lane
2306,,,10,"Paved, 4 Lane, Divided"
2307,,,11,"Paved, 4 Lane, Undivided"
2308,,,8,"Paved, 2 Lane, Undivided"
2309,,,8,"Paved, 2 Lane, Undivided"
2310,,,8,"Paved, 2 Lane, Undivided"
2311,,,8,"Paved, 2 Lane, Undivided"
2312,,,8,"Paved, 2 Lane, Undivided"
2313,,,3,"Gravel, 2 Lane, Undivided"
2314,,,12,Rough Road
2315,,,8,"Paved, 2 Lane, Undivided"
2316,,,8,"Paved, 2 Lane, Undivided"
2317,,,8,"Paved, 2 Lane, Undivided"
2318,,,8,"Paved, 2 Lane, Undivided"
2319,,,8,"Paved, 2 Lane, Undivided"
2320,,,8,"Paved, 2 Lane, Undivided"
2321,,,8,"Paved, 2 Lane, Undivided"
2322,,,8,"Paved, 2 Lane, Undivided"
2323,,,4,Lane
2324,,,4,Lane
2325,,,8,"Paved, 2 Lane, Undivided"
2326,,,4,Lane
2327,,,8,"Paved, 2 Lane, Undivided"
2328,,,4,Lane
2329,,,4,Lane
2330,,,8,"Paved, 2 Lane, Undivided"
2331,,,8,"Paved, 2 Lane, Undivided"
2332,,,8,"Paved, 2 Lane, Undivided"
2333,,,12,Rough Road
2334,,,8,"Paved, 2 Lane, Undivided"
2335,,,8,"Paved, 2 Lane, Undivided"
2336,,,4,Lane
2337,,,8,"Paved, 2 Lane, Undivided"
2338,,,8,"Paved, 2 Lane, Undivided"
2339,,,12,Rough Road
2340,,,8,"Paved, 2 Lane, Undivided"
2341,,,3,"Gravel, 2 Lane, Undivided"
2342,,,8,"Paved, 2 Lane, Undivided"
2343,,,8,"Paved, 2 Lane, Undivided"
2344,,,8,"Paved, 2 Lane, Undivided"
2345,,,10,"Paved, 4 Lane, Divided"
2346,,,8,"Paved, 2 Lane, Undivided"
2347,,,8,"Paved, 2 Lane, Undivided"
2348,,,8,"Paved, 2 Lane, Undivided"
2349,,,8,"Paved, 2 Lane, Undivided"
2350,,,8,"Paved, 2 Lane, Undivided"
2351,,,8,"Paved, 2 Lane, Undivided"
2352,,,4,Lane
2353,,,8,"Paved, 2 Lane, Undivided"
2354,,,8,"Paved, 2 Lane, Undivided"
2355,,,8,"Paved, 2 Lane, Undivided"
2356,,,8,"Paved, 2 Lane, Undivided"
2357,,,12,Rough Road
2358,,,8,"Paved, 2 Lane, Undivided"
2359,,,10,"Paved, 4 Lane, Divided"
2360,,,8,"Paved, 2 Lane, Undivided"
2361,,,12,Rough Road
2362,,,12,Rough Road
2363,,,8,"Paved, 2 Lane, Undivided"
2364,,,8,"Paved, 2 Lane, Undivided"
2365,,,8,"Paved, 2 Lane, Undivided"
2366,,,4,Lane
2367,,,8,"Paved, 2 Lane, Undivided"
2368,,,8,"Paved, 2 Lane, Undivided"
2369,,,4,Lane
2370,,,12,Rough Road
2371,,,8,"Paved, 2 Lane, Undivided"
2372,,,8,"Paved, 2 Lane, Undivided"
2373,,,8,"Paved, 2 Lane, Undivided"
2374,,,8,"Paved, 2 Lane, Undivided"
2375,,,8,"Paved, 2 Lane, Undivided"
2376,,,8,"Paved, 2 Lane, Undivided"
2377,,,8,"Paved, 2 Lane, Undivided"
2378,,,4,Lane
2379,,,8,"Paved, 2 Lane, Undivided"
2380,,,8,"Paved, 2 Lane, Undivided"
2381,,,4,Lane
2382,,,11,"Paved, 4 Lane, Undivided"
2383,,,8,"Paved, 2 Lane, Undivided"
2384,,,8,"Paved, 2 Lane, Undivided"
2385,,,11,"Paved, 4 Lane, Undivided"
2386,,,12,Rough Road
2387,,,8,"Paved, 2 Lane, Undivided"
2388,,,4,Lane
2389,,,11,"Paved, 4 Lane, Undivided"
2390,,,8,"Paved, 2 Lane, Undivided"
2391,,,4,Lane
2392,,,4,Lane
2393,,,0,Overpass
2394,,,0,Overpass
2395,,,8,"Paved, 2 Lane, Undivided"
2396,,,0,Overpass
2397,,,8,"Paved, 2 Lane, Undivided"
2398,,,11,"Paved, 4 Lane, Undivided"
2399,,,8,"Paved, 2 Lane, Undivided"
2400,,,8,"Paved, 2 Lane, Undivided"
2401,,,3,"Gravel, 2 Lane, Undivided"
2402,,,8,"Paved, 2 Lane, Undivided"
2403,,,12,Rough Road
2404,,,8,"Paved, 2 Lane, Undivided"
2405,,,8,"Paved, 2 Lane, Undivided"
2406,,,8,"Paved, 2 Lane, Undivided"
2407,,,2,"Gravel, 1 Lane, Undivided"
2408,,,8,"Paved, 2 Lane, Undivided"
2409,,,8,"Paved, 2 Lane, Undivided"
2410,,,4,Lane
2411,,,8,"Paved, 2 Lane, Undivided"
2412,,,12,Rough Road
2413,,,8,"Paved, 2 Lane, Undivided"
2414,,,8,"Paved, 2 Lane, Undivided"
2415,,,8,"Paved, 2 Lane, Undivided"
2416,,,8,"Paved, 2 Lane, Undivided"
2417,,,8,"Paved, 2 Lane, Undivided"
2418,,,10,"Paved, 4 Lane, Divided"
2419,,,8,"Paved, 2 Lane, Undivided"
2420,,,8,"Paved, 2 Lane, Undivided"
2421,,,12,Rough Road
2422,,,0,Overpass
2423,,,8,"Paved, 2 Lane, Undivided"
2424,,,4,Lane
2425,,,2,"Gravel, 1 Lane, Undivided"
2426,,,8,"Paved, 2 Lane, Undivided"
2427,,,8,"Paved, 2 Lane, Undivided"
2428,,,8,"Paved, 2 Lane, Undivided"
2429,,,8,"Paved, 2 Lane, Undivided"
2430,,,4,Lane
2431,,,10,"Paved, 4 Lane, Divided"
2432,,,8,"Paved, 2 Lane, Undivided"
2433,,,8,"Paved, 2 Lane, Undivided"
2434,,,8,"Paved, 2 Lane, Undivided"
2435,,,11,"Paved, 4 Lane, Undivided"
2436,,,8,"Paved, 2 Lane, Undivided"
2437,,,0,Overpass
2438,,,2,"Gravel, 1 Lane, Undivided"
2439,,,12,Rough Road
2440,,,4,Lane
2441,,,8,"Paved, 2 Lane, Undivided"
2442,,,12,Rough Road
2443,,,8,"Paved, 2 Lane, Undivided"
2444,,,4,Lane
2445,,,8,"Paved, 2 Lane, Undivided"
2446,,,8,"Paved, 2 Lane, Undivided"
2447,,,8,"Paved, 2 Lane, Undivided"
2448,,,4,Lane
2449,,,12,Rough Road
2450,,,8,"Paved, 2 Lane, Undivided"
2451,,,12,Rough Road
2452,,,8,"Paved, 2 Lane, Undivided"
2453,,,4,Lane
2454,,,8,"Paved, 2 Lane, Undivided"
2455,,,8,"Paved, 2 Lane, Undivided"
2456,,,4,Lane
2457,,,12,Rough Road
2458,,,8,"Paved, 2 Lane, Undivided"
2459,,,10,"Paved, 4 Lane, Divided"
2460,,,8,"Paved, 2 Lane, Undivided"
2461,,,8,"Paved, 2 Lane, Undivided"
2462,,,8,"Paved, 2 Lane, Undivided"
2463,,,4,Lane
2464,,,8,"Paved, 2 Lane, Undivided"
2465,,,8,"Paved, 2 Lane, Undivided"
2466,,,8,"Paved, 2 Lane, Undivided"
2467,,,8,"Paved, 2 Lane, Undivided"
2468,,,4,Lane
2469,,,8,"Paved, 2 Lane, Undivided"
2470,,,8,"Paved, 2 Lane, Undivided"
2471,,,8,"Paved, 2 Lane, Undivided"
2472,,,8,"Paved, 2 Lane, Undivided"
2473,,,12,Rough Road
2474,,,8,"Paved, 2 Lane, Undivided"
2475,,,8,"Paved, 2 Lane, Undivided"
2476,,,8,"Paved, 2 Lane, Undivided"
2477,,,8,"Paved, 2 Lane, Undivided"
2478,,,8,"Paved, 2 Lane, Undivided"
2479,,,8,"Paved, 2 Lane, Undivided"
2480,,,4,Lane
2481,,,8,"Paved, 2 Lane, Undivided"
2482,,,8,"Paved, 2 Lane, Undivided"
2483,,,8,"Paved, 2 Lane, Undivided"
2484,,,2,"Gravel, 1 Lane, Undivided"
2485,,,8,"Paved, 2 Lane, Undivided"
2486,,,4,Lane
2487,,,4,Lane
2488,,,2,"Gravel, 1 Lane, Undivided"
2489,,,8,"Paved, 2 Lane, Undivided"
2490,,,8,"Paved, 2 Lane, Undivided"
2491,,,8,"Paved, 2 Lane, Undivided"
2492,,,8,"Paved, 2 Lane, Undivided"
2493,,,4,Lane
2494,,,8,"Paved, 2 Lane, Undivided"
2495,,,8,"Paved, 2 Lane, Undivided"
2496,,,8,"Paved, 2 Lane, Undivided"
2497,,,8,"Paved, 2 Lane, Undivided"
2498,,,8,"Paved, 2 Lane, Undivided"
2499,,,8,"Paved, 2 Lane, Undivided"
2500,,,12,Rough Road
2501,,,8,"Paved, 2 Lane, Undivided"
2502,,,12,Rough Road
2503,,,8,"Paved, 2 Lane, Undivided"
2504,,,12,Rough Road
2505,,,8,"Paved, 2 Lane, Undivided"
2506,,,8,"Paved, 2 Lane, Undivided"
2507,,,8,"Paved, 2 Lane, Undivided"
2508,,,8,"Paved, 2 Lane, Undivided"
2509,,,2,"Gravel, 1 Lane, Undivided"
2510,,,8,"Paved, 2 Lane, Undivided"
2511,,,12,Rough Road
2512,,,8,"Paved, 2 Lane, Undivided"
2513,,,4,Lane
2514,,,8,"Paved, 2 Lane, Undivided"
2515,,,0,Overpass
2516,,,8,"Paved, 2 Lane, Undivided"
2517,,,4,Lane
2518,,,8,"Paved, 2 Lane, Undivided"
2519,,,10,"Paved, 4 Lane, Divided"
2520,,,10,"Paved, 4 Lane, Divided"
2521,,,4,Lane
2522,,,4,Lane
2523,,,4,Lane
2524,,,8,"Paved, 2 Lane, Undivided"
2525,,,12,Rough Road
2526,,,8,"Paved, 2 Lane, Undivided"
2527,,,8,"Paved, 2 Lane, Undivided"
2528,,,12,Rough Road
2529,,,8,"Paved, 2 Lane, Undivided"
2530,,,8,"Paved, 2 Lane, Undivided"
2531,,,8,"Paved, 2 Lane, Undivided"
2532,,,8,"Paved, 2 Lane, Undivided"
2533,,,8,"Paved, 2 Lane, Undivided"
2534,,,4,Lane
2535,,,10,"Paved, 4 Lane, Divided"
2536,,,8,"Paved, 2 Lane, Undivided"
2537,,,8,"Paved, 2 Lane, Undivided"
2538,,,8,"Paved, 2 Lane, Undivided"
2539,,,8,"Paved, 2 Lane, Undivided"
2540,,,8,"Paved, 2 Lane, Undivided"
2541,,,8,"Paved, 2 Lane, Undivided"
2542,,,8,"Paved, 2 Lane, Undivided"
2543,,,8,"Paved, 2 Lane, Undivided"
2544,,,8,"Paved, 2 Lane, Undivided"
2545,,,8,"Paved, 2 Lane, Undivided"
2546,,,8,"Paved, 2 Lane, Undivided"
2547,,,8,"Paved, 2 Lane, Undivided"
2548,,,8,"Paved, 2 Lane, Undivided"
2549,,,0,Overpass
2550,,,8,"Paved, 2 Lane, Undivided"
2551,,,12,Rough Road
2552,,,10,"Paved, 4 Lane, Divided"
2553,,,8,"Paved, 2 Lane, Undivided"
