,CRE_DATE,MOD_DATE,ROADEDGE_TYPE,ROADEDGE_TYPE_2
10293,,,8,"Paved, 2 Lane, Undivided"
10294,,,8,"Paved, 2 Lane, Undivided"
10295,,,0,Overpass
10296,,,8,"Paved, 2 Lane, Undivided"
10297,,,8,"Paved, 2 Lane, Undivided"
10298,,,8,"Paved, 2 Lane, Undivided"
10299,,,8,"Paved, 2 Lane, Undivided"
10300,,,8,"Paved, 2 Lane, Undivided"
10301,,,4,Lane
10302,,,8,"Paved, 2 Lane, Undivided"
10303,,,8,"Paved, 2 Lane, Undivided"
10304,,,8,"Paved, 2 Lane, Undivided"
10305,,,8,"Paved, 2 Lane, Undivided"
10306,,,4,Lane
10307,,,8,"Paved, 2 Lane, Undivided"
10308,,,4,Lane
10309,,,12,Rough Road
10310,,,8,"Paved, 2 Lane, Undivided"
10311,,,4,Lane
10312,,,8,"Paved, 2 Lane, Undivided"
10313,,,4,Lane
10314,,,0,Overpass
10315,,,2,"Gravel, 1 Lane, Undivided"
10316,,,8,"Paved, 2 Lane, Undivided"
10317,,,8,"Paved, 2 Lane, Undivided"
10318,,,8,"Paved, 2 Lane, Undivided"
10319,,,8,"Paved, 2 Lane, Undivided"
10320,,,8,"Paved, 2 Lane, Undivided"
10321,,,8,"Paved, 2 Lane, Undivided"
10322,,,4,Lane
10323,,,8,"Paved, 2 Lane, Undivided"
10324,,,6,On / Off Ramp
10325,,,8,"Paved, 2 Lane, Undivided"
10326,,,8,"Paved, 2 Lane, Undivided"
10327,,,4,Lane
10328,,,8,"Paved, 2 Lane, Undivided"
10329,,,8,"Paved, 2 Lane, Undivided"
10330,,,8,"Paved, 2 Lane, Undivided"
10331,,,10,"Paved, 4 Lane, Divided"
10332,,,8,"Paved, 2 Lane, Undivided"
10333,,,8,"Paved, 2 Lane, Undivided"
10334,,,8,"Paved, 2 Lane, Undivided"
10335,,,8,"Paved, 2 Lane, Undivided"
10336,,,4,Lane
10337,,,8,"Paved, 2 Lane, Undivided"
10338,,,8,"Paved, 2 Lane, Undivided"
10339,,,0,Overpass
10340,,,8,"Paved, 2 Lane, Undivided"
10341,,,8,"Paved, 2 Lane, Undivided"
10342,,,8,"Paved, 2 Lane, Undivided"
10343,,,8,"Paved, 2 Lane, Undivided"
10344,,,4,Lane
10345,,,8,"Paved, 2 Lane, Undivided"
10346,,,8,"Paved, 2 Lane, Undivided"
10347,,,8,"Paved, 2 Lane, Undivided"
10348,,,8,"Paved, 2 Lane, Undivided"
10349,,,8,"Paved, 2 Lane, Undivided"
10350,,,4,Lane
10351,,,8,"Paved, 2 Lane, Undivided"
10352,,,8,"Paved, 2 Lane, Undivided"
10353,,,4,Lane
10354,,,0,Overpass
10355,,,8,"Paved, 2 Lane, Undivided"
10356,,,11,"Paved, 4 Lane, Undivided"
10357,,,8,"Paved, 2 Lane, Undivided"
10358,,,4,Lane
10359,,,4,Lane
10360,,,12,Rough Road
10361,,,8,"Paved, 2 Lane, Undivided"
10362,,,8,"Paved, 2 Lane, Undivided"
10363,,,4,Lane
10364,,,8,"Paved, 2 Lane, Undivided"
10365,,,8,"Paved, 2 Lane, Undivided"
10366,,,8,"Paved, 2 Lane, Undivided"
10367,,,11,"Paved, 4 Lane, Undivided"
10368,,,8,"Paved, 2 Lane, Undivided"
10369,,,8,"Paved, 2 Lane, Undivided"
10370,,,8,"Paved, 2 Lane, Undivided"
10371,,,8,"Paved, 2 Lane, Undivided"
10372,,,8,"Paved, 2 Lane, Undivided"
10373,,,8,"Paved, 2 Lane, Undivided"
10374,,,8,"Paved, 2 Lane, Undivided"
10375,,,12,Rough Road
10376,,,8,"Paved, 2 Lane, Undivided"
10377,,,8,"Paved, 2 Lane, Undivided"
10378,,,8,"Paved, 2 Lane, Undivided"
10379,,,4,Lane
10380,,,8,"Paved, 2 Lane, Undivided"
10381,,,10,"Paved, 4 Lane, Divided"
10382,,,8,"Paved, 2 Lane, Undivided"
10383,,,8,"Paved, 2 Lane, Undivided"
10384,,,8,"Paved, 2 Lane, Undivided"
10385,,,10,"Paved, 4 Lane, Divided"
10386,,,8,"Paved, 2 Lane, Undivided"
10387,,,8,"Paved, 2 Lane, Undivided"
10388,,,8,"Paved, 2 Lane, Undivided"
10389,,,8,"Paved, 2 Lane, Undivided"
10390,,,10,"Paved, 4 Lane, Divided"
10391,,,4,Lane
10392,,,8,"Paved, 2 Lane, Undivided"
10393,,,8,"Paved, 2 Lane, Undivided"
10394,,,4,Lane
10395,,,8,"Paved, 2 Lane, Undivided"
10396,,,8,"Paved, 2 Lane, Undivided"
10397,,,12,Rough Road
10398,,,8,"Paved, 2 Lane, Undivided"
10399,,,11,"Paved, 4 Lane, Undivided"
10400,,,8,"Paved, 2 Lane, Undivided"
10401,,,8,"Paved, 2 Lane, Undivided"
10402,,,8,"Paved, 2 Lane, Undivided"
10403,,,3,"Gravel, 2 Lane, Undivided"
10404,,,8,"Paved, 2 Lane, Undivided"
10405,,,8,"Paved, 2 Lane, Undivided"
10406,,,4,Lane
10407,,,8,"Paved, 2 Lane, Undivided"
10408,,,8,"Paved, 2 Lane, Undivided"
10409,,,6,On / Off Ramp
10410,,,4,Lane
10411,,,4,Lane
10412,,,8,"Paved, 2 Lane, Undivided"
10413,,,4,Lane
10414,,,8,"Paved, 2 Lane, Undivided"
10415,,,8,"Paved, 2 Lane, Undivided"
10416,,,8,"Paved, 2 Lane, Undivided"
10417,,,8,"Paved, 2 Lane, Undivided"
10418,,,8,"Paved, 2 Lane, Undivided"
10419,,,3,"Gravel, 2 Lane, Undivided"
10420,,,12,Rough Road
10421,,,3,"Gravel, 2 Lane, Undivided"
10422,,,4,Lane
10423,,,8,"Paved, 2 Lane, Undivided"
10424,,,8,"Paved, 2 Lane, Undivided"
10425,,,8,"Paved, 2 Lane, Undivided"
10426,,,8,"Paved, 2 Lane, Undivided"
10427,,,4,Lane
10428,,,4,Lane
10429,,,8,"Paved, 2 Lane, Undivided"
10430,,,8,"Paved, 2 Lane, Undivided"
10431,,,8,"Paved, 2 Lane, Undivided"
10432,,,4,Lane
10433,,,8,"Paved, 2 Lane, Undivided"
10434,,,8,"Paved, 2 Lane, Undivided"
10435,,,8,"Paved, 2 Lane, Undivided"
10436,,,8,"Paved, 2 Lane, Undivided"
10437,,,8,"Paved, 2 Lane, Undivided"
10438,,,8,"Paved, 2 Lane, Undivided"
10439,,,11,"Paved, 4 Lane, Undivided"
10440,,,8,"Paved, 2 Lane, Undivided"
10441,,,3,"Gravel, 2 Lane, Undivided"
10442,,,0,Overpass
10443,,,8,"Paved, 2 Lane, Undivided"
10444,,,8,"Paved, 2 Lane, Undivided"
10445,,,8,"Paved, 2 Lane, Undivided"
10446,,,4,Lane
10447,,,4,Lane
10448,,,8,"Paved, 2 Lane, Undivided"
10449,,,8,"Paved, 2 Lane, Undivided"
10450,,,8,"Paved, 2 Lane, Undivided"
10451,,,8,"Paved, 2 Lane, Undivided"
10452,,,8,"Paved, 2 Lane, Undivided"
10453,,,8,"Paved, 2 Lane, Undivided"
10454,,,8,"Paved, 2 Lane, Undivided"
10455,,,8,"Paved, 2 Lane, Undivided"
10456,,,11,"Paved, 4 Lane, Undivided"
10457,,,8,"Paved, 2 Lane, Undivided"
10458,,,2,"Gravel, 1 Lane, Undivided"
10459,,,8,"Paved, 2 Lane, Undivided"
10460,,,8,"Paved, 2 Lane, Undivided"
10461,,,8,"Paved, 2 Lane, Undivided"
10462,,,8,"Paved, 2 Lane, Undivided"
10463,,,12,Rough Road
10464,,,3,"Gravel, 2 Lane, Undivided"
10465,,,8,"Paved, 2 Lane, Undivided"
10466,,,8,"Paved, 2 Lane, Undivided"
10467,,,8,"Paved, 2 Lane, Undivided"
10468,,,8,"Paved, 2 Lane, Undivided"
10469,,,8,"Paved, 2 Lane, Undivided"
10470,,,0,Overpass
10471,,,4,Lane
10472,,,8,"Paved, 2 Lane, Undivided"
10473,,,8,"Paved, 2 Lane, Undivided"
10474,,,8,"Paved, 2 Lane, Undivided"
10475,,,8,"Paved, 2 Lane, Undivided"
10476,,,8,"Paved, 2 Lane, Undivided"
10477,,,8,"Paved, 2 Lane, Undivided"
10478,,,8,"Paved, 2 Lane, Undivided"
10479,,,12,Rough Road
10480,,,8,"Paved, 2 Lane, Undivided"
10481,,,8,"Paved, 2 Lane, Undivided"
10482,,,8,"Paved, 2 Lane, Undivided"
10483,,,8,"Paved, 2 Lane, Undivided"
10484,,,4,Lane
10485,,,8,"Paved, 2 Lane, Undivided"
10486,,,8,"Paved, 2 Lane, Undivided"
10487,,,4,Lane
10488,,,8,"Paved, 2 Lane, Undivided"
10489,,,8,"Paved, 2 Lane, Undivided"
10490,,,8,"Paved, 2 Lane, Undivided"
10491,,,4,Lane
10492,,,0,Overpass
10493,,,4,Lane
10494,,,8,"Paved, 2 Lane, Undivided"
10495,,,8,"Paved, 2 Lane, Undivided"
10496,,,8,"Paved, 2 Lane, Undivided"
10497,,,4,Lane
10498,,,8,"Paved, 2 Lane, Undivided"
10499,,,8,"Paved, 2 Lane, Undivided"
10500,,,8,"Paved, 2 Lane, Undivided"
10501,,,8,"Paved, 2 Lane, Undivided"
10502,,,8,"Paved, 2 Lane, Undivided"
10503,,,8,"Paved, 2 Lane, Undivided"
10504,,,4,Lane
10505,,,6,On / Off Ramp
10506,,,8,"Paved, 2 Lane, Undivided"
10507,,,10,"Paved, 4 Lane, Divided"
10508,,,4,Lane
10509,,,8,"Paved, 2 Lane, Undivided"
10510,,,0,Overpass
10511,,,4,Lane
10512,,,8,"Paved, 2 Lane, Undivided"
10513,,,0,Overpass
10514,,,8,"Paved, 2 Lane, Undivided"
10515,,,12,Rough Road
10516,,,8,"Paved, 2 Lane, Undivided"
10517,,,8,"Paved, 2 Lane, Undivided"
10518,,,8,"Paved, 2 Lane, Undivided"
10519,,,12,Rough Road
10520,,,8,"Paved, 2 Lane, Undivided"
10521,,,11,"Paved, 4 Lane, Undivided"
10522,,,12,Rough Road
10523,,,8,"Paved, 2 Lane, Undivided"
10524,,,8,"Paved, 2 Lane, Undivided"
10525,,,8,"Paved, 2 Lane, Undivided"
10526,,,8,"Paved, 2 Lane, Undivided"
10527,,,11,"Paved, 4 Lane, Undivided"
10528,,,8,"Paved, 2 Lane, Undivided"
10529,,,8,"Paved, 2 Lane, Undivided"
10530,,,0,Overpass
10531,,,8,"Paved, 2 Lane, Undivided"
10532,,,8,"Paved, 2 Lane, Undivided"
10533,,,8,"Paved, 2 Lane, Undivided"
10534,,,8,"Paved, 2 Lane, Undivided"
10535,,,3,"Gravel, 2 Lane, Undivided"
10536,,,8,"Paved, 2 Lane, Undivided"
10537,,,8,"Paved, 2 Lane, Undivided"
10538,,,12,Rough Road
10539,,,8,"Paved, 2 Lane, Undivided"
10540,,,8,"Paved, 2 Lane, Undivided"
10541,,,4,Lane
10542,,,8,"Paved, 2 Lane, Undivided"
10543,,,4,Lane
10544,,,8,"Paved, 2 Lane, Undivided"
10545,,,8,"Paved, 2 Lane, Undivided"
10546,,,8,"Paved, 2 Lane, Undivided"
10547,,,8,"Paved, 2 Lane, Undivided"
10548,,,4,Lane
10549,,,11,"Paved, 4 Lane, Undivided"
10550,,,4,Lane
10551,,,8,"Paved, 2 Lane, Undivided"
10552,,,10,"Paved, 4 Lane, Divided"
10553,,,10,"Paved, 4 Lane, Divided"
10554,,,8,"Paved, 2 Lane, Undivided"
10555,,,4,Lane
10556,,,8,"Paved, 2 Lane, Undivided"
10557,,,8,"Paved, 2 Lane, Undivided"
10558,,,8,"Paved, 2 Lane, Undivided"
10559,,,8,"Paved, 2 Lane, Undivided"
10560,,,2,"Gravel, 1 Lane, Undivided"
10561,,,8,"Paved, 2 Lane, Undivided"
10562,,,8,"Paved, 2 Lane, Undivided"
10563,,,4,Lane
10564,,,8,"Paved, 2 Lane, Undivided"
10565,,,8,"Paved, 2 Lane, Undivided"
10566,,,8,"Paved, 2 Lane, Undivided"
10567,,,12,Rough Road
10568,,,4,Lane
10569,,,0,Overpass
10570,,,8,"Paved, 2 Lane, Undivided"
10571,,,8,"Paved, 2 Lane, Undivided"
10572,,,8,"Paved, 2 Lane, Undivided"
10573,,,8,"Paved, 2 Lane, Undivided"
10574,,,8,"Paved, 2 Lane, Undivided"
10575,,,6,On / Off Ramp
10576,,,10,"Paved, 4 Lane, Divided"
10577,,,8,"Paved, 2 Lane, Undivided"
10578,,,4,Lane
10579,,,8,"Paved, 2 Lane, Undivided"
10580,,,8,"Paved, 2 Lane, Undivided"
10581,,,10,"Paved, 4 Lane, Divided"
10582,,,8,"Paved, 2 Lane, Undivided"
10583,,,8,"Paved, 2 Lane, Undivided"
10584,,,8,"Paved, 2 Lane, Undivided"
10585,,,10,"Paved, 4 Lane, Divided"
10586,,,3,"Gravel, 2 Lane, Undivided"
10587,,,4,Lane
10588,,,10,"Paved, 4 Lane, Divided"
10589,,,8,"Paved, 2 Lane, Undivided"
10590,,,8,"Paved, 2 Lane, Undivided"
10591,,,8,"Paved, 2 Lane, Undivided"
10592,,,8,"Paved, 2 Lane, Undivided"
10593,,,8,"Paved, 2 Lane, Undivided"
10594,,,4,Lane
10595,,,8,"Paved, 2 Lane, Undivided"
10596,,,8,"Paved, 2 Lane, Undivided"
10597,,,4,Lane
10598,,,8,"Paved, 2 Lane, Undivided"
10599,,,4,Lane
10600,,,8,"Paved, 2 Lane, Undivided"
10601,,,4,Lane
10602,,,4,Lane
10603,,,8,"Paved, 2 Lane, Undivided"
10604,,,8,"Paved, 2 Lane, Undivided"
10605,,,4,Lane
10606,,,4,Lane
10607,,,12,Rough Road
10608,,,8,"Paved, 2 Lane, Undivided"
10609,,,8,"Paved, 2 Lane, Undivided"
10610,,,12,Rough Road
10611,,,8,"Paved, 2 Lane, Undivided"
10612,,,8,"Paved, 2 Lane, Undivided"
10613,,,12,Rough Road
10614,,,8,"Paved, 2 Lane, Undivided"
10615,,,4,Lane
10616,,,8,"Paved, 2 Lane, Undivided"
10617,,,8,"Paved, 2 Lane, Undivided"
10618,,,11,"Paved, 4 Lane, Undivided"
10619,,,4,Lane
10620,,,8,"Paved, 2 Lane, Undivided"
10621,,,10,"Paved, 4 Lane, Divided"
10622,,,4,Lane
10623,,,12,Rough Road
10624,,,8,"Paved, 2 Lane, Undivided"
10625,,,8,"Paved, 2 Lane, Undivided"
10626,,,11,"Paved, 4 Lane, Undivided"
10627,,,8,"Paved, 2 Lane, Undivided"
10628,,,8,"Paved, 2 Lane, Undivided"
10629,,,8,"Paved, 2 Lane, Undivided"
10630,,,4,Lane
10631,,,8,"Paved, 2 Lane, Undivided"
10632,,,4,Lane
10633,,,4,Lane
10634,,,8,"Paved, 2 Lane, Undivided"
10635,,,11,"Paved, 4 Lane, Undivided"
10636,,,8,"Paved, 2 Lane, Undivided"
10637,,,0,Overpass
10638,,,8,"Paved, 2 Lane, Undivided"
10639,,,8,"Paved, 2 Lane, Undivided"
10640,,,4,Lane
10641,,,4,Lane
10642,,,8,"Paved, 2 Lane, Undivided"
10643,,,8,"Paved, 2 Lane, Undivided"
10644,,,4,Lane
10645,,,8,"Paved, 2 Lane, Undivided"
10646,,,8,"Paved, 2 Lane, Undivided"
10647,,,8,"Paved, 2 Lane, Undivided"
10648,,,8,"Paved, 2 Lane, Undivided"
10649,,,8,"Paved, 2 Lane, Undivided"
10650,,,8,"Paved, 2 Lane, Undivided"
10651,,,8,"Paved, 2 Lane, Undivided"
10652,,,8,"Paved, 2 Lane, Undivided"
10653,,,8,"Paved, 2 Lane, Undivided"
10654,,,4,Lane
10655,,,8,"Paved, 2 Lane, Undivided"
10656,,,8,"Paved, 2 Lane, Undivided"
10657,,,3,"Gravel, 2 Lane, Undivided"
10658,,,10,"Paved, 4 Lane, Divided"
10659,,,4,Lane
10660,,,8,"Paved, 2 Lane, Undivided"
10661,,,8,"Paved, 2 Lane, Undivided"
10662,,,4,Lane
10663,,,12,Rough Road
10664,,,8,"Paved, 2 Lane, Undivided"
10665,,,8,"Paved, 2 Lane, Undivided"
10666,,,8,"Paved, 2 Lane, Undivided"
10667,,,8,"Paved, 2 Lane, Undivided"
10668,,,8,"Paved, 2 Lane, Undivided"
10669,,,8,"Paved, 2 Lane, Undivided"
10670,,,8,"Paved, 2 Lane, Undivided"
10671,,,8,"Paved, 2 Lane, Undivided"
10672,,,8,"Paved, 2 Lane, Undivided"
10673,,,8,"Paved, 2 Lane, Undivided"
10674,,,8,"Paved, 2 Lane, Undivided"
10675,,,11,"Paved, 4 Lane, Undivided"
10676,,,4,Lane
10677,,,10,"Paved, 4 Lane, Divided"
10678,,,8,"Paved, 2 Lane, Undivided"
10679,,,8,"Paved, 2 Lane, Undivided"
10680,,,4,Lane
10681,,,8,"Paved, 2 Lane, Undivided"
10682,,,2,"Gravel, 1 Lane, Undivided"
10683,,,8,"Paved, 2 Lane, Undivided"
10684,,,3,"Gravel, 2 Lane, Undivided"
10685,,,8,"Paved, 2 Lane, Undivided"
10686,,,8,"Paved, 2 Lane, Undivided"
10687,,,4,Lane
10688,,,4,Lane
10689,,,8,"Paved, 2 Lane, Undivided"
10690,,,8,"Paved, 2 Lane, Undivided"
10691,,,10,"Paved, 4 Lane, Divided"
10692,,,8,"Paved, 2 Lane, Undivided"
10693,,,8,"Paved, 2 Lane, Undivided"
10694,,,8,"Paved, 2 Lane, Undivided"
10695,,,8,"Paved, 2 Lane, Undivided"
10696,,,8,"Paved, 2 Lane, Undivided"
10697,,,8,"Paved, 2 Lane, Undivided"
10698,,,8,"Paved, 2 Lane, Undivided"
10699,,,4,Lane
10700,,,8,"Paved, 2 Lane, Undivided"
10701,,,2,"Gravel, 1 Lane, Undivided"
10702,,,8,"Paved, 2 Lane, Undivided"
10703,,,4,Lane
10704,,,8,"Paved, 2 Lane, Undivided"
10705,,,8,"Paved, 2 Lane, Undivided"
10706,,,8,"Paved, 2 Lane, Undivided"
10707,,,8,"Paved, 2 Lane, Undivided"
10708,,,8,"Paved, 2 Lane, Undivided"
10709,,,8,"Paved, 2 Lane, Undivided"
10710,,,8,"Paved, 2 Lane, Undivided"
10711,,,8,"Paved, 2 Lane, Undivided"
10712,,,8,"Paved, 2 Lane, Undivided"
10713,,,8,"Paved, 2 Lane, Undivided"
10714,,,8,"Paved, 2 Lane, Undivided"
10715,,,8,"Paved, 2 Lane, Undivided"
10716,,,8,"Paved, 2 Lane, Undivided"
10717,,,8,"Paved, 2 Lane, Undivided"
10718,,,6,On / Off Ramp
10719,,,8,"Paved, 2 Lane, Undivided"
10720,,,8,"Paved, 2 Lane, Undivided"
10721,,,3,"Gravel, 2 Lane, Undivided"
10722,,,8,"Paved, 2 Lane, Undivided"
10723,,,4,Lane
10724,,,8,"Paved, 2 Lane, Undivided"
10725,,,8,"Paved, 2 Lane, Undivided"
10726,,,8,"Paved, 2 Lane, Undivided"
10727,,,10,"Paved, 4 Lane, Divided"
10728,,,8,"Paved, 2 Lane, Undivided"
10729,,,8,"Paved, 2 Lane, Undivided"
10730,,,4,Lane
10731,,,8,"Paved, 2 Lane, Undivided"
10732,,,2,"Gravel, 1 Lane, Undivided"
10733,,,8,"Paved, 2 Lane, Undivided"
10734,,,4,Lane
10735,,,8,"Paved, 2 Lane, Undivided"
10736,,,8,"Paved, 2 Lane, Undivided"
10737,,,8,"Paved, 2 Lane, Undivided"
10738,,,0,Overpass
10739,,,8,"Paved, 2 Lane, Undivided"
10740,,,4,Lane
10741,,,5,Miscellaneous Road
10742,,,8,"Paved, 2 Lane, Undivided"
10743,,,8,"Paved, 2 Lane, Undivided"
10744,,,8,"Paved, 2 Lane, Undivided"
10745,,,8,"Paved, 2 Lane, Undivided"
10746,,,8,"Paved, 2 Lane, Undivided"
10747,,,3,"Gravel, 2 Lane, Undivided"
10748,,,4,Lane
10749,,,8,"Paved, 2 Lane, Undivided"
10750,,,4,Lane
10751,,,4,Lane
10752,,,2,"Gravel, 1 Lane, Undivided"
10753,,,8,"Paved, 2 Lane, Undivided"
10754,,,4,Lane
10755,,,8,"Paved, 2 Lane, Undivided"
10756,,,4,Lane
10757,,,2,"Gravel, 1 Lane, Undivided"
10758,,,4,Lane
10759,,,0,Overpass
10760,,,8,"Paved, 2 Lane, Undivided"
10761,,,8,"Paved, 2 Lane, Undivided"
10762,,,8,"Paved, 2 Lane, Undivided"
10763,,,8,"Paved, 2 Lane, Undivided"
10764,,,4,Lane
10765,,,8,"Paved, 2 Lane, Undivided"
10766,,,11,"Paved, 4 Lane, Undivided"
10767,,,8,"Paved, 2 Lane, Undivided"
10768,,,8,"Paved, 2 Lane, Undivided"
10769,,,8,"Paved, 2 Lane, Undivided"
10770,,,8,"Paved, 2 Lane, Undivided"
10771,,,8,"Paved, 2 Lane, Undivided"
10772,,,8,"Paved, 2 Lane, Undivided"
10773,,,8,"Paved, 2 Lane, Undivided"
10774,,,8,"Paved, 2 Lane, Undivided"
10775,,,4,Lane
10776,,,10,"Paved, 4 Lane, Divided"
10777,,,8,"Paved, 2 Lane, Undivided"
10778,,,4,Lane
10779,,,4,Lane
10780,,,8,"Paved, 2 Lane, Undivided"
10781,,,8,"Paved, 2 Lane, Undivided"
10782,,,3,"Gravel, 2 Lane, Undivided"
10783,,,12,Rough Road
10784,,,8,"Paved, 2 Lane, Undivided"
10785,,,4,Lane
10786,,,4,Lane
10787,,,8,"Paved, 2 Lane, Undivided"
10788,,,4,Lane
10789,,,8,"Paved, 2 Lane, Undivided"
10790,,,8,"Paved, 2 Lane, Undivided"
10791,,,2,"Gravel, 1 Lane, Undivided"
10792,,,4,Lane
10793,,,10,"Paved, 4 Lane, Divided"
10794,,,8,"Paved, 2 Lane, Undivided"
10795,,,8,"Paved, 2 Lane, Undivided"
10796,,,8,"Paved, 2 Lane, Undivided"
10797,,,10,"Paved, 4 Lane, Divided"
10798,,,8,"Paved, 2 Lane, Undivided"
10799,,,8,"Paved, 2 Lane, Undivided"
10800,,,8,"Paved, 2 Lane, Undivided"
10801,,,8,"Paved, 2 Lane, Undivided"
10802,,,8,"Paved, 2 Lane, Undivided"
10803,,,12,Rough Road
10804,,,4,Lane
10805,,,8,"Paved, 2 Lane, Undivided"
10806,,,8,"Paved, 2 Lane, Undivided"
10807,,,8,"Paved, 2 Lane, Undivided"
10808,,,8,"Paved, 2 Lane, Undivided"
10809,,,8,"Paved, 2 Lane, Undivided"
10810,,,0,Overpass
10811,,,8,"Paved, 2 Lane, Undivided"
10812,,,8,"Paved, 2 Lane, Undivided"
10813,,,8,"Paved, 2 Lane, Undivided"
10814,,,8,"Paved, 2 Lane, Undivided"
10815,,,8,"Paved, 2 Lane, Undivided"
10816,,,4,Lane
10817,,,8,"Paved, 2 Lane, Undivided"
10818,,,8,"Paved, 2 Lane, Undivided"
10819,,,8,"Paved, 2 Lane, Undivided"
10820,,,8,"Paved, 2 Lane, Undivided"
10821,,,11,"Paved, 4 Lane, Undivided"
10822,,,4,Lane
10823,,,8,"Paved, 2 Lane, Undivided"
10824,,,8,"Paved, 2 Lane, Undivided"
10825,,,8,"Paved, 2 Lane, Undivided"
10826,,,8,"Paved, 2 Lane, Undivided"
10827,,,8,"Paved, 2 Lane, Undivided"
10828,,,8,"Paved, 2 Lane, Undivided"
10829,,,4,Lane
10830,,,8,"Paved, 2 Lane, Undivided"
10831,,,8,"Paved, 2 Lane, Undivided"
10832,,,8,"Paved, 2 Lane, Undivided"
10833,,,8,"Paved, 2 Lane, Undivided"
10834,,,8,"Paved, 2 Lane, Undivided"
10835,,,8,"Paved, 2 Lane, Undivided"
10836,,,11,"Paved, 4 Lane, Undivided"
10837,,,8,"Paved, 2 Lane, Undivided"
10838,,,8,"Paved, 2 Lane, Undivided"
10839,,,4,Lane
10840,,,4,Lane
10841,,,8,"Paved, 2 Lane, Undivided"
10842,,,4,Lane
10843,,,8,"Paved, 2 Lane, Undivided"
10844,,,8,"Paved, 2 Lane, Undivided"
10845,,,8,"Paved, 2 Lane, Undivided"
10846,,,8,"Paved, 2 Lane, Undivided"
10847,,,4,Lane
10848,,,0,Overpass
10849,,,8,"Paved, 2 Lane, Undivided"
10850,,,8,"Paved, 2 Lane, Undivided"
10851,,,8,"Paved, 2 Lane, Undivided"
10852,,,8,"Paved, 2 Lane, Undivided"
10853,,,4,Lane
10854,,,12,Rough Road
10855,,,8,"Paved, 2 Lane, Undivided"
10856,,,8,"Paved, 2 Lane, Undivided"
10857,,,8,"Paved, 2 Lane, Undivided"
10858,,,8,"Paved, 2 Lane, Undivided"
10859,,,8,"Paved, 2 Lane, Undivided"
10860,,,8,"Paved, 2 Lane, Undivided"
10861,,,8,"Paved, 2 Lane, Undivided"
10862,,,8,"Paved, 2 Lane, Undivided"
10863,,,8,"Paved, 2 Lane, Undivided"
10864,,,8,"Paved, 2 Lane, Undivided"
10865,,,11,"Paved, 4 Lane, Undivided"
10866,,,8,"Paved, 2 Lane, Undivided"
10867,,,8,"Paved, 2 Lane, Undivided"
10868,,,2,"Gravel, 1 Lane, Undivided"
10869,,,0,Overpass
10870,,,8,"Paved, 2 Lane, Undivided"
10871,,,8,"Paved, 2 Lane, Undivided"
10872,,,8,"Paved, 2 Lane, Undivided"
10873,,,8,"Paved, 2 Lane, Undivided"
10874,,,8,"Paved, 2 Lane, Undivided"
10875,,,8,"Paved, 2 Lane, Undivided"
10876,,,8,"Paved, 2 Lane, Undivided"
10877,,,8,"Paved, 2 Lane, Undivided"
10878,,,8,"Paved, 2 Lane, Undivided"
10879,,,8,"Paved, 2 Lane, Undivided"
10880,,,10,"Paved, 4 Lane, Divided"
10881,,,8,"Paved, 2 Lane, Undivided"
10882,,,8,"Paved, 2 Lane, Undivided"
10883,,,8,"Paved, 2 Lane, Undivided"
10884,,,8,"Paved, 2 Lane, Undivided"
10885,,,8,"Paved, 2 Lane, Undivided"
10886,,,8,"Paved, 2 Lane, Undivided"
10887,,,8,"Paved, 2 Lane, Undivided"
10888,,,8,"Paved, 2 Lane, Undivided"
10889,,,8,"Paved, 2 Lane, Undivided"
10890,,,8,"Paved, 2 Lane, Undivided"
10891,,,4,Lane
10892,,,8,"Paved, 2 Lane, Undivided"
10893,,,8,"Paved, 2 Lane, Undivided"
10894,,,8,"Paved, 2 Lane, Undivided"
10895,,,8,"Paved, 2 Lane, Undivided"
10896,,,3,"Gravel, 2 Lane, Undivided"
10897,,,10,"Paved, 4 Lane, Divided"
10898,,,8,"Paved, 2 Lane, Undivided"
10899,,,10,"Paved, 4 Lane, Divided"
10900,,,4,Lane
10901,,,8,"Paved, 2 Lane, Undivided"
10902,,,8,"Paved, 2 Lane, Undivided"
10903,,,4,Lane
10904,,,8,"Paved, 2 Lane, Undivided"
10905,,,8,"Paved, 2 Lane, Undivided"
10906,,,5,Miscellaneous Road
10907,,,8,"Paved, 2 Lane, Undivided"
10908,,,8,"Paved, 2 Lane, Undivided"
10909,,,8,"Paved, 2 Lane, Undivided"
10910,,,4,Lane
10911,,,8,"Paved, 2 Lane, Undivided"
10912,,,4,Lane
10913,,,3,"Gravel, 2 Lane, Undivided"
10914,,,8,"Paved, 2 Lane, Undivided"
10915,,,8,"Paved, 2 Lane, Undivided"
10916,,,8,"Paved, 2 Lane, Undivided"
10917,,,8,"Paved, 2 Lane, Undivided"
10918,,,8,"Paved, 2 Lane, Undivided"
10919,,,4,Lane
10920,,,4,Lane
10921,,,2,"Gravel, 1 Lane, Undivided"
10922,,,8,"Paved, 2 Lane, Undivided"
10923,,,4,Lane
10924,,,8,"Paved, 2 Lane, Undivided"
10925,,,7,"Paved, 2 Lane, 1 Way"
10926,,,8,"Paved, 2 Lane, Undivided"
10927,,,8,"Paved, 2 Lane, Undivided"
10928,,,8,"Paved, 2 Lane, Undivided"
10929,,,8,"Paved, 2 Lane, Undivided"
