,ACCESSIBILITY,COMMENTS,CRE_DATE,MATERIAL,MOD_DATE,ROAD_CLASS,WEBLINK
1422,Open,,20121001,Asphalt,20150915,Arterial,
1423,,,20151118,,20151118,Other,
1424,,,20150825,,20150825,,
1425,,,20151119,,20170726,Local,
1426,Open,,20120822,Asphalt,,,
1427,Null,,20121219,,20130710,,
1428,,,20151127,,20161124,,
1429,Open,,20121219,,20170116,,
1430,Open,,20121219,,20180808,,
1431,,,20151125,,,Other,
1432,Open,,20121219,,20160721,,
1433,Open,,20131121,,20160721,,
1434,,,20170621,,,,
1435,,,20170621,,,,
1436,,,20140829,,20141027,Other,
1437,,,20170719,,,,
1438,Open,,20131203,,20180508,,
1439,,,20170719,,20170719,,
1440,,,20130214,,20130214,,
1441,,,20150602,,20170822,,
1442,Open,,20180803,Asphalt,20180803,Other,
1443,Open,Strata,20130404,Asphalt,20180803,Local,
1444,,,20130404,,20150811,,
1445,,,20130321,,20130321,,
1446,Open,,20140116,Asphalt,20180802,Highway,
1447,Open,,20120822,Asphalt,20180803,Local,
1448,Closed to Traffic,Parking Lot,20140117,Asphalt,20140117,Other,
1449,Open,,20131203,Asphalt,20131121,,
1450,Closed to Traffic,Strata,20140113,,20140121,,
1451,Closed to Traffic,Parking Lot,20130321,Asphalt,20140117,Other,
1452,Open,,20121219,,20160107,,
1453,Open,,20130930,Asphalt,20150720,,
1454,,,20130930,,20150720,,
1455,Open,,20160126,,20180802,Highway,
1456,,,20130117,,20161130,,
1457,,,20130122,,,,
1458,,,20130122,,20170605,,
1459,,Parking Lot,20130124,,20170605,,
1460,,,20131203,,20161130,,
1461,,,20130122,,20161124,,
1462,,,20121220,,20161124,,
1463,Open,Overpass,20120822,Asphalt,20170822,Ramp,
1464,,,20141029,,20141029,,
1465,Open,,,Asphalt,20180528,Local,
1466,,,20130125,,,,
1467,,,20151201,,20151201,Other,
1468,,,,,,,
1469,,,20150820,,20171027,Collector,
1470,,,20151208,,,Local,
1471,,,20151208,,,Local,
1472,,,,,,,
1473,Open,,20121001,Asphalt,20150714,Arterial,
1474,,,20131203,,20131203,,
1475,,,20131015,,20160830,,
1476,Open,,20120822,Asphalt,,,
1477,Open,,20120822,Asphalt,,,
1478,,,20160209,,20160209,Arterial,
1479,,,20160209,,20160209,Arterial,
1480,,,20160209,,20160209,Arterial,
1481,Open,,20120822,Asphalt,,,
1482,,,20121219,,20121102,,
1483,Open,,20121219,,20180619,,
1484,,,20151125,,20151125,Other,
1485,,,20151120,,20151120,Other,
1486,,,20121219,,20160129,,
1487,Open,,20131121,,20151127,,
1488,,,20151130,,20151130,,
1489,Open,,20130424,Asphalt,20160509,,
1490,Open,,20121219,,20150310,,
1491,Open,,20121219,,20180531,,
1492,,,20130320,,,,
1493,Null,,20130710,,20130710,,
1494,,,20130320,,20160629,,
1495,Open,,20131219,Asphalt,20180802,Highway,
1496,Open,,20130301,Asphalt,20160629,,
1497,Open,,20140116,Asphalt,20160628,,
1498,Open,,20121219,Asphalt,,,
1499,Open,,20131203,Asphalt,,,
1500,Open,,20160126,,20180802,Highway,
1501,,,20160729,,,,
1502,,,20160729,,,,
1503,,,20130118,,20130118,,
1504,,,20130729,,20130729,,
1505,,,20131203,,20121102,,
1506,,,20121220,,20131203,,
1507,,,20130527,,20130121,,
1508,,,20131121,,20170322,,
1509,Open,,20121220,,20131203,,
1510,Open,,20120822,Asphalt,,,
1511,,,20160209,,,Arterial,
1512,,,20121219,,20121102,,
1513,Open,,20121220,Asphalt,20170822,,
1514,Open,,20131203,,20130710,,
1515,Open,,20120822,Asphalt,20180731,,
1516,Open,,20131203,Asphalt,20160211,,
1517,Open,,20130320,,20180802,Highway,
1518,Open,,20131203,Asphalt,20170125,,
1519,Open,,20121019,Asphalt,20121019,Other,
1520,Open,,20131203,Asphalt,20170420,Highway,
1521,,Parking Lot,20130118,,20170605,,
1522,,,20131203,,20170822,,
1523,Open,,20120822,Asphalt,,,
1524,,,20121220,,20131203,,
1525,,,20131203,,20121102,,
1526,Open,,20121001,Asphalt,20121001,Local,
1527,Open,,20121219,,20180511,,
1528,Open,,20121219,,20180117,,
1529,Open,,20131203,Asphalt,20161019,,
1530,Open,,20121219,Asphalt,20131203,,
1531,Open,,20140506,,20160506,,
1532,Open,,20121219,,20130710,,
1533,Open,,20120822,Asphalt,,,
1534,Open,,20150622,,20150622,,
1535,,,20151125,,20160705,Other,
1536,Open,,20121219,Asphalt,20160705,,
1537,Open,,20120822,Asphalt,,,
1538,,,20131203,,20171030,,
1539,,,20130118,,20130118,,
1540,,,20131203,,20161031,,
1541,,Parking Lot,20160204,,20170605,Other,
1542,,Parking Lot,,,20170605,,
1543,Open,Parking Lot,,Asphalt,20151208,Unknown,
1544,,,20131203,,20171120,,
1545,,,20170605,,,,
1546,Open,Parking Lot,20151201,,20160202,Unknown,
1547,,,20141209,,20150901,Local,
1548,,,,,,,
1549,,,20131203,,20180627,,
1550,Open,,20121019,Asphalt,20180612,Local,
1551,Open,,20121001,Asphalt,20160209,Local,
1552,Open,,20131121,,20180516,,
1553,Open,,20121219,,20130710,,
1554,Open,,20121219,,20180516,,
1555,Open,,20120822,Asphalt,,,
1556,Open,,20140506,,20140506,,
1557,,,20170413,,,,
1558,,,20170413,,20170413,,
1559,,,20151125,,20151125,Other,
1560,,,20170413,,,,
1561,Open,,20120822,Asphalt,,,
1562,Open,,20121219,Asphalt,20180626,,
1563,Open,,20131121,Asphalt,20131203,,
1564,Open,,20140219,Asphalt,20140219,,
1565,Open,,20150622,,20150622,,
1566,Open,,20120822,Asphalt,,,
1567,Open,,20121220,,20160204,,
1568,Open,,20121220,,20160204,,
1569,Open,,20121019,Asphalt,20121019,Local,
1570,,,20160204,,20160204,Other,
1571,,Parking Lot,20130125,Asphalt,20151208,Unknown,
1572,,Parking Lot,20130125,Asphalt,20160202,Unknown,
1573,,,20130121,,20130121,,
1574,,,20130121,,,,
1575,,,,,,Other,
1576,,,,,,Other,
1577,,Parking Lot,,,20170605,Other,
1578,Open,,20121019,Asphalt,20151208,Arterial,
1579,,,20130121,,,,
1580,,,20130125,,20130128,,
1581,Open,,20120822,Asphalt,20170822,Ramp,
1582,Open,,20121001,Asphalt,20151207,Arterial,
1583,Open,,20170822,Asphalt,20170822,Local,
1584,Open,,20121019,Asphalt,20130115,Lane,
1585,Open,,20121019,Asphalt,20121019,Local,
1586,Open,,20121019,Asphalt,20121019,Local,
1587,,,20130305,,,,
1588,Open,,20140219,Asphalt,20140219,,
1589,,,20151125,,,Other,
1590,,,20151125,,20151125,Other,
1591,,,20141024,,20150608,Local,
1592,Open,,20120822,Asphalt,,,
1593,Open,,20131203,Asphalt,20160623,,
1594,,,20140718,,20170324,,
1595,,,20130930,,,,
1596,,,20131007,,20131007,,
1597,,,20131007,,20170323,,
1598,,,20141027,,20170324,Local,
1599,,,20131007,,20170322,,
1600,Open,,20120822,Asphalt,20160623,,
1601,,,20130121,,20130121,,
1602,Open,,20120822,Concrete,20160118,Arterial,
1603,Open,,20121220,Asphalt,20160111,,
1604,Open,,20121001,Asphalt,20180223,,
1605,Open,,20140603,Asphalt,20121001,,
1606,,,20140603,,20170802,,
1607,Open,,20140704,Asphalt,20160119,,
1608,Open,,20121001,Asphalt,20160113,,
1609,Open,,20121001,Asphalt,20121001,Local,
1610,,,20170320,,,,
1611,,,20130711,,20130711,,
1612,Open,,20131203,Asphalt,20130109,Local,
1613,,,20170320,,20170320,,
1614,,,20170321,,,,
1615,Open,,20131203,Asphalt,20151008,,
1616,Open,,20150818,,20151221,Lane,
1617,,,20150818,,20170803,Lane,
1618,,,20131203,,20160128,,
1619,Open,Lane,20150825,Asphalt,20150825,,
1620,,,20121220,,20150818,,
1621,,,20170321,,,,
1622,,,20170406,,20170410,,
1623,,,20170321,,20170321,,
1624,,,20170328,,20180416,,
1625,,,20170322,,20180809,,
1626,,,20170328,,20180416,,
1627,,,20170321,,20170321,,
1628,,,20121220,,20180416,,
1629,,,20121220,,20170621,,
1630,,,20140929,,20141027,Null,
1631,Open,Strata,20140821,Asphalt,20140822,Other,
1632,,,20160126,,20180801,,
1633,,,20131203,,20160111,,
1634,,,20121219,,20160411,,
1635,,,20131203,,20180718,,
1636,Open,Strata,20140821,Asphalt,20140822,Other,
1637,,,20151113,,20151113,,
1638,Open,,20121219,,20130710,,
1639,Open,,20121219,Asphalt,,,
1640,Open,,20120822,Asphalt,20160128,Local,
1641,Open,,20121107,Asphalt,20170123,Local,
1642,Open,,20140116,Asphalt,20160112,Arterial,
1643,Closed to Traffic,,20130301,,20180814,Unknown,
1644,Open,,20120822,Asphalt,20170823,Arterial,
1645,Open,,20140116,Asphalt,20140121,Arterial,
1646,Closed to Traffic,Parking Lot,20120822,Asphalt,20180814,Other,
1647,Open,Overpass,20120822,Concrete,20140121,Ramp,
1648,Open,,20140116,Asphalt,20151023,Arterial,
1649,Open,,20120822,Asphalt,20161005,Local,
1650,Open,,20121001,Asphalt,20160203,Lane,
1651,Open,,20121001,Asphalt,20160203,Local,
1652,Open,,20121220,Asphalt,20151027,,
1653,,,20151126,,,Other,
1654,Open,,20151208,Asphalt,20151208,Lane,
1655,,,20151126,,20151126,Other,
1656,Open,,20121220,Asphalt,20161028,,
1657,Open,,20131203,Asphalt,20171107,,
1658,,,20121220,,20160217,,
1659,,,20121220,,20121102,,
1660,Open,,20131203,Gravel,20131203,Lane,
1661,Open,,20121001,Asphalt,20150714,Local,
1662,Open,,20120822,Asphalt,,,
1663,Open,,20121001,Gravel,20121001,Lane,
1664,Open,,20120822,Asphalt,,,
1665,Open,,20121001,Gravel,20121001,Lane,
1666,Open,,20121001,Asphalt,20121001,Highway,
1667,Open,,20120822,Gravel,,Lane,
1668,Open,,20120822,Asphalt,20160202,Lane,
1669,,,20140506,,20150818,Lane,
1670,,,20140902,,20140902,,
1671,,,20131203,,20180328,,
1672,Open,,20121001,Asphalt,20121001,Local,
1673,,,20121220,,20150224,,
1674,,,20131203,,20161124,,
1675,,,20121220,,20121102,,
1676,,,20121220,,20121102,,
1677,,Parking Lot,20170605,,20170605,,
1678,,,20121219,,20171027,,
1679,,,20130424,,20130213,,
1680,,,20130213,,20121102,,
1681,,,20170608,,20170608,,
1682,,,20121220,,20160113,,
1683,,,20131203,,20171026,,
1684,,,20121220,,20171026,,
1685,Open,,20131203,,20180124,,
1686,Open,,20121218,Asphalt,20150604,Arterial,
1687,Open,Strata,20140821,Asphalt,20140822,Other,
1688,Open,,20121219,Asphalt,20170524,,
1689,Open,,20121218,Asphalt,20160817,Arterial,
1690,Open,,20121218,Asphalt,20160607,Local,
1691,Open,,20131203,,20161021,,
1692,Open,,20121219,,20140121,,
1693,,,20170627,,,,
1694,Open,,20130422,,20170524,Local,
1695,Open,,20170524,Asphalt,20170524,Lane,
1696,Open,,20170524,Asphalt,20170524,Other,
1697,Open,,20170524,Asphalt,20170524,Lane,
1698,Open,,20121219,Asphalt,20170524,Local,
1699,Open,,20121219,Asphalt,20170524,Local,
1700,,,20170922,,20170922,Other,
1701,Open,,20120928,Asphalt,20160201,Local,
1702,Open,,20170524,Asphalt,20170524,Lane,
1703,Open,,20121107,Asphalt,20121107,Lane,
1704,,,20151126,,20151126,Other,
1705,,,20131203,,20130129,,
1706,,,20121220,,20121102,,
1707,,,20131121,,20131121,,
1708,Open,,20121211,Gravel,20131203,Lane,
1709,Open,,20120822,Asphalt,20140121,Ramp,
1710,,,20151116,,20160427,Other,
1711,,,20151116,,20151116,Other,
1712,,,20131203,,20150825,Highway,
1713,,,20150820,,20180503,Local,
1714,Open,,20131121,Asphalt,20180507,Arterial,
1715,,,20151117,,20180423,Local,
1716,,,20150819,,20151006,Lane,
1717,,,20150819,,20180503,Collector,
1718,Open,,20130424,,20160425,Local,
1719,,,20131203,,20180508,,
1720,,,20170518,,20170518,,
1721,,,20170419,,20170419,,
1722,,,20170822,,20170822,Ramp,
1723,Open,,20120822,Asphalt,,,
1724,Open,,20120822,Asphalt,,,
1725,,,20170413,,,,
1726,,,20130424,,,,
1727,,,20170609,,,,
1728,,,20170609,,,,
1729,,,20150520,,20171106,,
1730,,,20121220,,20170118,,
1731,Open,Strata,20140818,Asphalt,20140822,Other,
1732,Open,,20170822,,20170822,Ramp,
1733,Open,Parking Lot,20180802,Asphalt,20180802,Other,
1734,Open,,20161206,,20180802,,
1735,Open,,20120822,Asphalt,,,
1736,Open,,20121219,,20170117,,
1737,Open,,20121219,,20160202,,
1738,,,20140423,,,,
1739,Open,,20130206,,20131203,,
1740,,,20170621,,20170621,,
1741,,,20170621,,,,
1742,Open,Strata,20140117,Asphalt,20140117,Other,
1743,,,20140930,,20141027,Other,
1744,,,20131203,,20180208,,
1745,Open,,20141006,Asphalt,20141006,Arterial,
1746,Open,,20121218,Asphalt,20161024,Local,
1747,Open,Strata,20140829,Asphalt,20151029,,
1748,Open,Strata,20140117,Asphalt,20140117,Other,
1749,Open,,20130301,,20160120,,
1750,Open,,20121211,Asphalt,20120928,Lane,
1751,Open,,20130709,,20130709,,
1752,,,20130709,,20160121,,
1753,,,20170316,,20180725,,
1754,,,20170316,,20180726,,
1755,,Parking Lot,20170315,,20170605,,
1756,,,20121220,,20160721,,
1757,,,20151130,,20151130,Other,
1758,,,20170316,,,,
1759,,Parking Lot,20170316,,20170605,,
1760,,,20131203,,20130416,,
1761,,,20131121,,20140213,,
1762,,Parking Lot,20170316,,20170803,,
1763,,,20130912,,20130912,,
1764,,,20170822,,20170822,Ramp,
1765,Open,,20120822,Asphalt,20140121,Ramp,
1766,,,20131121,,20160916,,
1767,Open,,20120822,Asphalt,20180820,Local,
1768,Open,,20140313,Concrete,20140313,Ramp,
1769,Open,,20121001,Asphalt,20161017,Local,
1770,,,20130710,,20130410,,
1771,,,20131203,,20171011,,
1772,Open,,20120822,Asphalt,20150825,Lane,
1773,,,20150820,,20150820,Lane,
1774,,,20130114,,20130114,,
1775,,,20151124,,20151124,Other,
1776,,,20151118,,20151118,Other,
1777,,,20151118,,20151118,Other,
1778,,,20140522,,20150729,,
1779,,Parking Lot,20150825,,20150825,Other,
1780,,,20150825,,20150825,Lane,
1781,,,20131121,,20151209,,
1782,Open,,20120822,Asphalt,,,
1783,,,20131121,,20170731,,
1784,,,20140424,,,,
1785,,,20150203,,20150203,Local,
1786,,,20121219,,20170118,,
1787,Open,,20131203,,20170912,,
1788,Open,,20170822,,20170822,Ramp,
1789,Open,,20121219,,20131203,,
1790,Open,,20121102,Asphalt,20121102,Lane,
1791,Open,,20121102,Asphalt,20170117,Lane,
1792,Open,,20121102,Asphalt,20121102,Lane,
1793,Closed to Traffic,,20120822,Asphalt,20121102,Local,
1794,Open,Strata,20140822,Asphalt,20150717,Other,
1795,Open,,20121219,Asphalt,20150311,,
1796,Open,,20160106,,20160106,,
1797,,,20130408,,,,
1798,,,20130408,,20130408,,
1799,Closed to Traffic,Parking Lot,20130405,Asphalt,20140117,Other,
1800,,Parking Lot,20130405,,20140829,,
1801,,Parking Lot,20130404,,20140829,,
1802,Closed to Traffic,Parking Lot,20130405,Asphalt,20140117,Other,
1803,,Parking Lot,20130404,,20140829,,
1804,,,20130405,,20130405,,
1805,,,20130404,,,,
1806,Open,,20121211,Asphalt,20120928,Lane,
1807,Open,,20121211,Asphalt,20170210,Lane,
1808,Open,,20121211,Asphalt,,Local,
1809,Open,,20120822,Asphalt,,,
1810,Open,Overpass,20130304,Concrete,20160704,Ramp,
1811,Open,,20131203,Asphalt,20160704,Highway,
1812,,Parking Lot,20170316,,20170605,,
1813,,,20151130,,20151130,Other,
1814,,Parking Lot,20170317,,20170605,,
1815,,,20151201,,,Other,
1816,,,20170317,,,,
1817,,,20151130,,,Other,
1818,,,20151130,,20151130,Other,
1819,,,20151130,,20151130,Other,
1820,,,20151201,,,Other,
1821,,,20151201,,,Other,
1822,,,20121220,,20170803,,
1823,,,20151201,,20151201,Other,
1824,,Parking Lot,20170317,,20170605,,
1825,Open,,20120822,Asphalt,,,
1826,,Parking Lot,20170317,,20170810,,
1827,Open,,20121102,Asphalt,20170802,Local,
1828,Open,,20121102,Asphalt,20121102,Local,
1829,Open,,20121102,Asphalt,20170802,Local,
1830,,,20151130,,,Other,
1831,Open,,20131203,,20131121,,
1832,Open,,20120822,Asphalt,20140121,,
1833,,,20151118,,20151118,Other,
1834,Open,,20120822,Asphalt,20170822,Ramp,
1835,Open,,20120822,Asphalt,,,
1836,,,20151118,,20151118,Other,
1837,Open,,20121001,Asphalt,20121001,Arterial,
1838,,,20140529,,20180509,Local,
1839,,,20150825,,20150825,Lane,
1840,,,20121219,,20150825,Highway,
1841,Open,,20120928,Gravel,20120928,Local,
1842,Open,,20171218,,20171218,,
1843,Open,,20130506,,20171218,Arterial,
1844,Open,,20121219,,20130710,,
1845,Open,,20121219,,20130710,,
1846,Open,,20121219,,20130710,,
1847,Open,,20131203,,20150223,,
1848,,,20151127,,,,
1849,,,20151127,,20180502,,
1850,Open,,20121219,,20180502,,
1851,,,20151127,,,,
1852,Open,,20121219,,20170214,,
1853,,,20151125,,20151125,Other,
1854,,,20151125,,20151125,Other,
1855,Open,,20130711,Asphalt,20180619,,
1856,Open,,20130424,,20180619,,
1857,,,20170719,,,,
1858,Open,,20121219,,20180508,,
1859,Open,Strata,20130404,Asphalt,20140117,Other,
1860,,,20130321,,20160218,,
1861,Closed to Traffic,Parking Lot,20130321,Asphalt,20140117,Other,
1862,Open,Parking Lot,20130710,Asphalt,20140117,Other,
1863,Open,,20131203,Asphalt,20180803,Local,
1864,Null,Strata,20130710,Asphalt,20140902,,
1865,Closed to Traffic,Parking Lot,20140117,Asphalt,20140117,Other,
1866,Open,,20131203,Asphalt,20170203,,
1867,Open,Underpass,20140116,Asphalt,20150720,Other,
1868,,,20140925,,,,
1869,Open,,20131203,Asphalt,20180802,Highway,
1870,Open,,20131203,Asphalt,20180614,,
1871,Open,,20121019,Asphalt,20170605,Local,
1872,,,20130117,,20161007,,
1873,,,20121220,,20140109,,
1874,,,20121220,,20180329,,
1875,,,20130122,,20170605,,
1876,,,20140121,,20161031,,
1877,,,20121220,,20161130,,
1878,,,20151201,,20151201,Other,
1879,Open,,20140313,Asphalt,20161128,Arterial,
1880,,Parking Lot,20130225,,20170605,,
1881,,Parking Lot,20130225,,20170605,,
1882,,,,,,,
1883,,,20151201,,20151201,Other,
1884,,,,,,,
1885,,,20121220,,20121102,,
1886,Open,,20131203,,20171027,,
1887,,,20131121,,20160218,,
1888,Open,,20121001,Asphalt,20150714,Local,
1889,,,20131015,,,,
1890,,,20131015,,20131015,,
1891,,,20131015,,20160830,,
1892,,,20160209,,20160209,Arterial,
1893,,,20131016,,20170612,,
1894,Closed to Traffic,Strata,20160209,Asphalt,20160209,Other,
1895,,,20151120,,20151120,Other,
1896,,,20121219,,20121102,,
1897,Open,,20131121,,20131121,,
1898,Open,,20121219,,20171220,,
1899,Open,,20131203,,20150720,,
1900,Open,,20150720,Asphalt,20150720,,
1901,Open,,20120822,Asphalt,20180802,Highway,
1902,,,20130320,,20160229,,
1903,Open,,20131203,Asphalt,,,
1904,Open,,20120822,Asphalt,,,
1905,Open,,20170821,,20170821,Ramp,
1906,Open,,20130110,Asphalt,20130110,Local,
1907,Open,,20121019,Asphalt,20121019,Local,
1908,Open,,20130709,Asphalt,20180611,,
1909,,,20141029,,20141029,,
1910,,,20121220,,20131203,,
1911,Open,,20131203,,20160218,,
1912,Open,,20120822,Asphalt,20160831,,
1913,Open,,20121001,Gravel,20160524,Lane,
1914,Open,,20131203,,20130710,,
1915,,,20160209,,20160209,Arterial,
1916,,,20160209,,20160209,Arterial,
1917,Open,,20131121,,20170606,,
1918,,,20170413,,20180410,,
1919,,,20171018,,20171018,Other,
1920,Open,,20121219,,20160719,,
1921,Open,,20170821,,20170822,Ramp,
1922,Open,,20121219,Asphalt,20170615,,
1923,,,20130117,,20130117,,
1924,,,20131203,,20121102,,
1925,,,20131203,,20121102,,
1926,,,20131203,,20121102,,
1927,Open,,20131203,Asphalt,20171114,,
1928,Open,,20121001,Gravel,20171010,Local,
1929,Open,,20120822,Asphalt,,,
1930,,,20151016,,20160908,Arterial,
1931,,,20130425,,,,
1932,Open,,20131203,Asphalt,20161025,,
1933,,,20151125,,20151125,Lane,
1934,Open,,20150622,,20150622,,
1935,Open,,20130709,,20160704,,
1936,Open,Overpass,20131219,Concrete,20160704,Ramp,
1937,Open,,20130320,Asphalt,20160705,,
1938,Open,,20131121,Asphalt,20160627,Highway,
1939,Open,Overpass,20140121,Concrete,20160627,Ramp,
1940,Open,,20120822,Asphalt,20160628,Other,
1941,Open,,20121019,Asphalt,20131121,Collector,
1942,Open,,20121019,Gravel,20160706,Local,
1943,,Parking Lot,20130125,Asphalt,20151208,Unknown,
1944,,Parking Lot,20160202,,20170605,Other,
1945,,,,,,Other,
1946,Open,Parking Lot,20151208,Asphalt,20151208,Unknown,
1947,,,,,,,
1948,,Parking Lot,20170605,,20170605,Other,
1949,,Parking Lot,,,20170605,,
1950,,,,,,,
1951,,,20121220,,20131203,,
1952,,,20130115,Asphalt,,,
1953,,,20141210,,20160407,Unknown,
1954,,,20151119,,20160414,Local,
1955,Open,,20121219,,20130710,,
1956,,,20130425,,20130425,,
1957,Open,,20130919,,20140506,,
1958,Open,,20121219,,20130710,,
1959,Open,,20140506,,20140506,,
1960,,,20130930,,20130930,,
1961,Open,,20131203,Asphalt,20180615,,
1962,Open,,20131203,Asphalt,20170608,,
1963,Open,,20120822,Asphalt,,,
1964,Open,Overpass,20140121,Concrete,20160627,Ramp,
1965,Open,,20131203,Asphalt,20131203,,
1966,Open,,20131203,Asphalt,20131203,,
1967,Open,,20121019,Asphalt,20121019,Local,
1968,,Parking Lot,20160202,,20170605,Other,
1969,,,,,,Other,
1970,Open,Parking Lot,20130125,Asphalt,20151208,Unknown,
1971,,,20151201,,20151201,Other,
1972,,,20151201,,20151201,Other,
1973,,,20130121,,20130121,,
1974,,Parking Lot,20160202,,20170605,Other,
1975,,Parking Lot,,,20170605,,
1976,,Parking Lot,20170605,,20170605,,
1977,,,,,,Other,
1978,,,20130125,,,,
1979,,,20130128,,20130128,,
1980,Open,,20121019,Asphalt,20150319,Local,
1981,,,20131220,,20150317,,
1982,Open,,20121019,Asphalt,20150317,Collector,
1983,,,20130305,,,,
1984,,,20130718,,20131007,,
1985,,,20130719,,20130719,,
1986,,,20130719,,20130719,,
1987,,,20130305,Asphalt,20140109,,
1988,,,20130930,,20130930,,
1989,,,20151125,,20170324,,
1990,Closed to Traffic,Overpass,20140121,Concrete,20160624,Ramp,
1991,Open,,20120822,Asphalt,20160623,,
1992,Open,,20131203,Asphalt,,,
1993,Open,,20120822,Asphalt,20160624,,
1994,Open,,20121219,Asphalt,20171220,,
1995,Open,,20151207,Asphalt,20151207,Ramp,
1996,Open,,20120822,Asphalt,20160105,Local,
1997,Open,,20120822,Asphalt,,Local,
1998,Open,Overpass,20140313,Concrete,20160114,Ramp,
1999,Open,,20150609,,20160115,,
2000,Open,,20131203,,20160112,,
2001,Open,,20121220,Asphalt,20151126,,
2002,Open,,20131203,Asphalt,20160203,,
2003,Open,,20140528,Asphalt,20140520,,
2004,Open,,20121001,Asphalt,20170531,Local,
2005,Open,,20121211,Asphalt,20121102,Local,
2006,Open,Strata,20150825,Asphalt,20150825,Other,
2007,Open,,20121211,Asphalt,20131203,Local,
2008,Open,,20121211,Asphalt,20121102,Local,
2009,Open,,20121211,Asphalt,20160126,Local,
2010,Open,,20150818,Asphalt,20170124,Lane,
2011,,,20170320,,,,
2012,,,20170321,,20170321,,
2013,,,20170320,,,,
2014,,,20130710,,20121102,,
2015,,,20121220,,20121102,,
2016,Open,,20121211,Asphalt,20170124,Lane,
2017,Open,,20121220,,20170124,,
2018,,,20121220,,20180329,,
2019,,,20121220,,20160211,,
2020,Open,,20121211,Asphalt,20121102,Lane,
2021,,,20150818,,20150818,Unknown,
2022,,,20170320,,20170320,,
2023,,,20131203,,20160205,,
2024,,,20170321,,20170321,,
2025,,,20170328,,20170328,,
2026,,,20170322,,,,
2027,,,20140929,,20141027,Other,
2028,,,20151125,,,,
2029,,,20170328,,20170328,,
2030,,,20170403,,20180416,,
2031,,,20170328,,20170328,,
2032,,,20170322,,20170322,,
2033,,,20180809,,20180809,,
2034,,,20170403,,20180416,,
2035,,,20121220,,20180416,,
2036,,,20131203,,20170810,,
2037,,,20170410,,20170410,,
2038,,,20150618,,20180417,,
2039,,,20131203,,20170731,,
2040,Open,Strata,20140820,Asphalt,20140822,Other,
2041,,,20121220,,20170731,,
2042,,,20121219,,20170731,,
2043,Open,,20121219,,20130731,,
2044,,,20151113,,20151113,Other,
2045,Open,,20151113,Asphalt,20161021,,
2046,Open,Strata,20140821,Asphalt,20140822,Other,
2047,Open,,20120822,Asphalt,,Local,
2048,Open,,20121219,Asphalt,20171222,,
2049,Open,,20140115,Asphalt,20160112,Arterial,
2050,Open,,20120822,Asphalt,20160118,Collector,
2051,Open,,20121107,Asphalt,20160927,Local,
2052,Open,,20130708,Asphalt,20170524,Local,
2053,Open,,20121107,Asphalt,20170123,Arterial,
2054,Closed to Traffic,,20170524,,20170524,Lane,
2055,Open,,20121107,Asphalt,20180509,Local,
2056,,,20150122,,20150122,Lane,
2057,Open,,20121220,Asphalt,20160119,,
2058,,Parking Lot,20170315,,20170605,,
2059,,,20151126,,20151126,Other,
2060,,,20151126,,,Other,
2061,,,20151126,,20151126,Other,
2062,,Parking Lot,20170315,,20170605,,
2063,,,20121220,,20131203,,
2064,Open,,20131203,Gravel,20121102,Lane,
2065,,,20140515,,20150818,Lane,
2066,Open,,20121001,Asphalt,20121001,Local,
2067,,,20170320,,20170320,,
2068,Open,,20131203,Asphalt,20121102,Highway,
2069,Open,,20131203,Asphalt,20180507,,
2070,Open,,20121211,Asphalt,20121102,Local,
2071,,,20170320,,,,
2072,,,20121220,,20121102,,
2073,,,20170419,,20170419,,
2074,,,20170321,,20180328,,
2075,Open,,20130731,,20180710,,
2076,Open,,20121219,,20150619,,
2077,Open,,20121220,,20161206,,
2078,Open,,20121219,,20180124,,
2079,Open,Strata,20140821,Asphalt,20140822,Other,
2080,Open,,20131203,,20170822,,
2081,Open,Strata,20140821,Asphalt,20140822,Other,
2082,Open,Strata,20140821,Asphalt,20160129,Other,
2083,Open,,20121219,,20140213,,
2084,Open,,20121218,Asphalt,20160817,,
2085,,,20151113,,20151113,Other,
2086,Open,,20121218,Asphalt,20121102,Lane,
2087,Open,,20120822,Asphalt,20180718,Lane,
2088,Open,,20121219,Asphalt,20180718,Local,
2089,,,20170628,,,,
2090,Open,,20170524,Asphalt,20170524,Lane,
2091,Open,,20150313,Asphalt,20160817,Arterial,
2092,Open,Strata,20140117,Asphalt,20160817,Other,
2093,Open,Strata,20140117,Asphalt,20140117,Other,
2094,,,20170628,,,,
2095,Open,,20120822,Asphalt,20161006,Local,
2096,,,20141010,,20170823,Lane,
2097,Open,,20121107,Asphalt,20161011,Local,
2098,Open,,20120822,Asphalt,,Local,
2099,Open,,20120822,Asphalt,20161012,Local,
2100,,,20121220,,20160616,,
2101,,,20121220,,20121102,,
2102,,,20131203,,20170727,,
2103,Open,,20120822,Asphalt,20140121,Ramp,
2104,,,20131121,,20131121,,
2105,Open,,20131203,Gravel,20121001,Lane,
2106,,,20151116,,20151116,Other,
2107,,,20151116,,20151116,Other,
2108,Open,,20140217,Asphalt,20150825,Local,
2109,,,20151116,,20180328,Other,
2110,,,20150820,,20170731,Lane,
2111,,,20151116,,20151116,Other,
2112,Open,,20121001,Asphalt,20121001,Local,
2113,,,20151124,,20151124,Other,
2114,,,20170419,,20170419,,
2115,Open,,20131203,Asphalt,20131121,,
2116,,,20170518,,20170518,,
2117,,,20170822,,20151211,,
