,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MATERIAL,INVERT,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,YTD_COST,LIFECYCLE_COST,CONDITION,CONDITIONDATE,FLOW_WEIR,LAST_INSP_DATE,INSTALL_DATE,MAKE,MODEL,MANUFACTURER,VENDOR,I_I_SOURCE,I_I_QUANTITY,CONDITION_NOTATION,CRE_DATE,MOD_DATE,ENABLED,Latitude,Longitude
640,3,Gate,1001408897,,1237711429,100,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209875,-122.878631
641,3,Gate,1001408945,,1237911428,100,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209845,-122.878566
642,3,Gate,1001160820,,1253311414,150,Cast Iron,,In Service,F/T,1998,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100518,20160708,1,49.209592,-122.874315
643,3,Gate,1001409697,,1254011424,150,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120420,20160708,1,49.209775,-122.874126
644,3,Gate,1001411253,,1288111308,75,Ductile Iron,1.3,In Service,4708-3140-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120501,20160708,1,49.207656,-122.864691
645,2,Expansion Joint,1001795876,,1308211590,150,Polyethylene,0.4,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.212770,-122.859137
646,2,Expansion Joint,1001795877,,1308211629,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,,1,49.213459,-122.859135
647,2,Expansion Joint,1001794893,,1272211290,100,Polyethylene,1.45,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141103,20160706,1,49.207345,-122.869108
648,2,Expansion Joint,1001794912,,1277611268,150,Polyethylene,0.45,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141103,20160706,1,49.206947,-122.867616
649,2,Expansion Joint,1001794915,,1273611268,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141103,20160706,1,49.206945,-122.868714
650,8,LPS Lateral Gate,1001793298,,1255111625,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.213406,-122.873805
651,8,LPS Lateral Gate,1001793303,,1247711586,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.212707,-122.875855
652,8,LPS Lateral Gate,1001793304,,1247611586,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.212701,-122.875871
653,8,LPS Lateral Gate,1001793321,,1264011629,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213488,-122.871353
654,8,LPS Lateral Gate,1001793324,,1259411629,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213484,-122.872604
655,8,LPS Lateral Gate,1001793327,,1259211629,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213484,-122.872665
656,8,LPS Lateral Gate,1001793330,,1257711629,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213482,-122.873076
657,8,LPS Lateral Gate,1001793371,,1285911631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213506,-122.865294
658,8,LPS Lateral Gate,1001793374,,1284611631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213506,-122.865664
659,8,LPS Lateral Gate,1001793378,,1283411631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213507,-122.865979
660,8,LPS Lateral Gate,1001793382,,1283211631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213507,-122.866036
661,8,LPS Lateral Gate,1001793386,,1282311631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213507,-122.866295
662,8,LPS Lateral Gate,1001793390,,1281411631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213508,-122.866534
663,8,LPS Lateral Gate,1001793395,,1280511631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213508,-122.866780
664,8,LPS Lateral Gate,1001793396,,1279611631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213508,-122.867024
665,8,LPS Lateral Gate,1001793401,,1272911630,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213501,-122.868898
666,8,LPS Lateral Gate,1001793553,,1286711631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213505,-122.865076
667,3,Gate,1001408898,,1230411430,100,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209883,-122.880623
668,8,LPS Lateral Gate,1001793557,,1287411631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213505,-122.864880
669,3,Gate,1001797595,,1612009992,150,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,For Blow Down,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183713,-122.775346
670,3,Gate,1001797594,,1612309992,200,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,For Blow Down,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183703,-122.775276
671,3,Gate,1001797597,,1612109992,300,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183710,-122.775325
672,3,Gate,1001810812,,1201410911,250,Cast Iron,-0.12,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.200510,-122.888664
673,3,Gate,1001810790,,1191610715,250,Cast Iron,0.35,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.196961,-122.891367
674,3,Gate,1001797598,,1612209992,300,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183712,-122.775295
675,3,Gate,1001152614,,1399703558,150,Ductile Iron,,In Service,S-535,1986,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100315,20100315,1,49.067376,-122.834343
676,3,Gate,1001152613,,1399703558,200,Ductile Iron,,In Service,S-535,1986,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100315,20100315,1,49.067375,-122.834347
677,3,Gate,1001152898,,1263401537,150,Ductile Iron,,In Service,7800-0212-00,2003,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100317,20100317,1,49.030848,-122.871990
678,3,Gate,1001152899,,1263401527,150,Ductile Iron,,In Service,7800-0212-00,2003,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100317,20100317,1,49.030680,-122.871990
679,2,Expansion Joint,1001161161,,1838704565,500,,3.5,In Service,4707-2040-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100520,20100520,1,49.085366,-122.713355
680,3,Gate,1001797425,,1606409997,300,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141119,20141119,1,49.183803,-122.776891
681,3,Gate,1001789815,,1168609875,50,Ductile Iron,56.32,In Service,7812-0297-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141009,20141210,1,49.181761,-122.897769
682,0,Ball,1000141342,28039,1265111324,75,Ductile Iron,0.9,In Service,4515,1977,Surrey,,LINE BW-A,Final AB,,,,,,,,,,,,,,,,20051121,20120423,0,49.207956,-122.871048
683,0,Ball,1000141341,28034,1265111333,75,PVC Plastic,0.94,In Service,4515,1977,Surrey,,LINE BW-A,Final AB,,,,,,,,,,,,,,,,20051121,20120423,0,49.208123,-122.871045
684,8,LPS Lateral Gate,1001699707,,1220111308,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.207685,-122.883488
685,8,LPS Lateral Gate,1001699708,,1220511317,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.207846,-122.883359
686,8,LPS Lateral Gate,1001699726,,1223711378,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208954,-122.882476
687,3,Gate,1000141119,21455,1288611208,100,PVC Plastic,,In Service,7893-0224-00,2000,Private,,,Final AB,,,,,,,,,,,,,,,,20010904,20120920,1,49.205844,-122.864558
688,3,Gate,1001797426,,1606409997,200,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141119,20141119,1,49.183797,-122.776894
689,3,Gate,1001416778,,1295911307,125,Ductile Iron,3.1,In Service,4708-3140-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120628,20160708,1,49.207651,-122.862560
690,3,Gate,1001130329,,1202810525,75,Ductile Iron,0.7,In Service,7805-0051-00,2008,Surrey,,Tapping Valve,Final AB,,,,,,,,,,,,,,,,20090814,20150213,1,49.193529,-122.888300
691,3,Gate,1001420077,,1751600358,300,Cast Iron,11.88,In Service,7807-0041-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120801,20120801,1,49.009294,-122.737735
692,3,Gate,1001411217,,1296011307,125,Ductile Iron,3.1,In Service,4708-3140-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120501,20160708,1,49.207641,-122.862519
693,3,Gate,1001410469,,1265511278,150,,0.08,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120424,20160708,1,49.207136,-122.870933
694,3,Gate,1001410758,,1265811268,150,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120425,20160708,1,49.206948,-122.870862
695,3,Gate,1000141386,26876,1520206821,250,Ductile Iron,10.75,In Service,4700-5000-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20050610,20120502,1,49.126374,-122.800929
696,3,Gate,1000141387,26877,1520306821,250,Ductile Iron,10.75,In Service,4700-5000-00,2005,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20050610,20120502,1,49.126374,-122.800903
697,3,Gate,1000141395,21790,1357905497,200,Ductile Iron,4.58,In Service,7891-0324-00,2000,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011101,20121011,1,49.102493,-122.845762
698,3,Gate,1001410759,,1265811268,150,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120425,20160708,1,49.206949,-122.870869
699,3,Gate,1001410760,,1265811267,75,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120425,20160708,1,49.206925,-122.870869
700,3,Gate,1001410761,,1265811267,75,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120425,20160708,1,49.206925,-122.870861
701,3,Gate,1001148602,,1463903542,75,Cast Iron,,In Service,7805-0402-00,2009,Private,,OPEN,Final AB,,,,,,,,,,,,,,,,20100201,20160708,1,49.067067,-122.816678
702,3,Gate,1001148604,,1463903542,75,Cast Iron,,In Service,7805-0402-00,2009,Surrey,,CLOSED,Final AB,,,,,,,,,,,,,,,,20100201,20160708,1,49.067068,-122.816681
703,8,LPS Lateral Gate,1001793562,,1290411631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213503,-122.864065
704,8,LPS Lateral Gate,1001793565,,1290511631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213503,-122.864015
705,8,LPS Lateral Gate,1001793571,,1292311631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213502,-122.863533
706,8,LPS Lateral Gate,1001793574,,1301011631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213497,-122.861110
707,8,LPS Lateral Gate,1001793596,,1303711631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213497,-122.860392
708,8,LPS Lateral Gate,1001793599,,1306111631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213497,-122.859704
709,8,LPS Lateral Gate,1001793603,,1307011631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213496,-122.859461
710,8,LPS Lateral Gate,1001793607,,1307911631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213496,-122.859215
711,8,LPS Lateral Gate,1001793612,,1308711631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213499,-122.858993
712,8,LPS Lateral Gate,1001793613,,1309811631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213498,-122.858699
713,8,LPS Lateral Gate,1001793623,,1312711631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213494,-122.857889
714,8,LPS Lateral Gate,1001793624,,1312511631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213495,-122.857956
715,8,LPS Lateral Gate,1001793625,,1310611631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213497,-122.858463
716,8,LPS Lateral Gate,1001793628,,1311611631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213496,-122.858192
717,8,LPS Lateral Gate,1001793632,,1313711631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213494,-122.857624
718,8,LPS Lateral Gate,1001793636,,1315211631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213493,-122.857212
719,8,LPS Lateral Gate,1001793641,,1316011631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213492,-122.856984
720,8,LPS Lateral Gate,1001793642,,1316011631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213492,-122.856978
721,8,LPS Lateral Gate,1001793992,,1298311642,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.213709,-122.861867
722,8,LPS Lateral Gate,1001793995,,1298311650,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.213847,-122.861867
723,8,LPS Lateral Gate,1001794001,,1298311661,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.214050,-122.861864
724,8,LPS Lateral Gate,1001794004,,1298311670,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.214205,-122.861862
725,8,LPS Lateral Gate,1001794013,,1298211670,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.214215,-122.861891
726,8,LPS Lateral Gate,1001794019,,1298211671,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.214237,-122.861891
727,2,Expansion Joint,1001792943,,1233911507,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.211278,-122.879663
728,3,Gate,1000141385,21700,1380403576,900,Ductile Iron,,In Service,SF-1912,1994,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011017,,1,49.067721,-122.839656
729,2,Expansion Joint,1001793036,,1237511533,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.211744,-122.878658
730,0,Ball,1000141272,27669,1279011431,75,Ductile Iron,0.87,In Service,4515,1978,Surrey,,LINE BE-B,Final AB,,,,,,,,,,,,,,,,20051103,,1,49.209885,-122.867210
731,0,Ball,1000141273,27672,1279211470,150,Ductile Iron,0.66,In Service,4515,1978,Surrey,,LINE BE-D,Final AB,,,,,,,,,,,,,,,,20051103,,1,49.210593,-122.867145
732,0,Ball,1000141274,27677,1287911484,100,PVC Plastic,1.46,In Service,4515,2002,Surrey,,LINE BE-C,Final AB,,,,,,,,,,,,,,,,20051103,,1,49.210841,-122.864749
733,0,Ball,1000141275,27704,1288811541,150,Ductile Iron,1.21,In Service,7899-0159-00,2002,Surrey,,,Final AB,,,,,,,,,,,,,,,,20051105,,1,49.211869,-122.864499
734,0,Ball,1000141276,27708,1287711549,75,Ductile Iron,1.02,In Service,4515,1978,Surrey,,LINE BE-I,Final AB,,,,,,,,,,,,,,,,20051105,,1,49.212020,-122.864802
735,0,Ball,1000141277,27709,1289311548,150,Ductile Iron,0.82,In Service,7899-0159-00,2002,Surrey,,LINE BE-I,Final AB,,,,,,,,,,,,,,,,20051105,,1,49.212008,-122.864351
736,0,Ball,1000141278,27710,1289511548,150,Ductile Iron,0.81,In Service,7899-0159-00,2002,Surrey,,LINE BE-G,Final AB,,,,,,,,,,,,,,,,20051105,,1,49.212005,-122.864299
737,0,Ball,1000141279,27711,1289711548,150,Ductile Iron,0.8,In Service,7899-0159-00,2002,Surrey,,LINE BE-G,Final AB,,,,,,,,,,,,,,,,20051105,,1,49.212000,-122.864236
738,0,Ball,1000141280,27719,1287611580,75,Ductile Iron,0.85,In Service,4515,1978,Surrey,,,Final AB,,,,,,,,,,,,,,,,20051105,,1,49.212582,-122.864812
739,3,Gate,1000141283,22311,1358109497,500,Ductile Iron,,In Service,4793-327,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011211,,1,49.174875,-122.845464
740,3,Gate,1001925793,,1357809489,375,Steel,,In Service,4714-5290-00,2017,Surrey,,,Final AB,,,,,,,,,,,,,,,,20170404,20170404,1,49.174722,-122.845546
741,3,Gate,1001199690,,1708000361,300,Ductile Iron,,In Service,7807-0041-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110603,20110603,1,49.009370,-122.749735
742,3,Gate,1000141388,26878,1520606821,250,Ductile Iron,10.75,In Service,4700-5000-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20050610,20120502,1,49.126374,-122.800825
743,2,Expansion Joint,1001699758,,1215511330,100,,,In Service,4711-9020-00,2013,Surrey,,EBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.208088,-122.884755
744,2,Expansion Joint,1001699759,,1220011307,100,,,In Service,4711-9020-00,2013,Surrey,,EBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.207668,-122.883521
745,2,Expansion Joint,1001793318,,1267311629,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20141030,1,49.213488,-122.870435
746,8,LPS Lateral Gate,1001699727,,1223911381,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.209002,-122.882437
747,8,LPS Lateral Gate,1001699732,,1225211405,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.209446,-122.882078
748,3,Gate,1001408872,,1226511430,150,,0,In Service,4706-4520-00,2012,Surrey,,Normally Closed,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209895,-122.881719
749,3,Gate,1001408873,,1226411429,150,,0,In Service,4706-4520-00,2012,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209868,-122.881740
750,3,Gate,1001408875,,1226411428,150,,0,In Service,4706-4520-00,2012,Surrey,,Normally Closed,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209859,-122.881731
751,3,Gate,1001408876,,1226311427,100,,0,In Service,4706-4520-00,2012,Surrey,,Normally Closed,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209836,-122.881766
752,3,Gate,1001411181,,1281711321,125,Ductile Iron,1.29,In Service,4708-3140-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120430,20160708,1,49.207896,-122.866484
753,3,Gate,1001411216,,1288111308,125,Ductile Iron,1.265,In Service,4708-3140-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120501,20160708,1,49.207672,-122.864702
754,3,Gate,1001699671,,1213211375,75,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208897,-122.885395
755,3,Gate,1001699674,,1213311374,75,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,,,,,,,,,,,,,,,,,20130827,20160708,1,49.208878,-122.885364
756,3,Gate,1001699677,,1216111346,75,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208381,-122.884581
757,3,Gate,1001699678,,1215511331,75,Cast Iron,0.35,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208105,-122.884765
758,3,Gate,1001699679,,1215411330,75,Cast Iron,0.35,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208082,-122.884783
759,3,Gate,1001699682,,1211811262,75,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206852,-122.885782
760,3,Gate,1001699683,,1211711262,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206847,-122.885799
761,3,Gate,1001699684,,1211111262,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206859,-122.885966
762,3,Gate,1001699689,,1210111253,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206698,-122.886243
763,3,Gate,1001699690,,1210111253,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206689,-122.886259
764,3,Gate,1001699691,,1211111262,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206855,-122.885985
765,3,Gate,1001699693,,1215511330,100,Cast Iron,0.35,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208091,-122.884763
766,8,LPS Lateral Gate,1001794024,,1298311671,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.214238,-122.861866
767,8,LPS Lateral Gate,1001794036,,1298311694,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.214643,-122.861860
768,8,LPS Lateral Gate,1001794040,,1298211700,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.214754,-122.861883
769,8,LPS Lateral Gate,1001794062,,1228411325,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.207987,-122.881178
770,8,LPS Lateral Gate,1001794065,,1228411322,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.207927,-122.881203
771,8,LPS Lateral Gate,1001794068,,1228411317,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.207844,-122.881205
772,8,LPS Lateral Gate,1001794071,,1228411317,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.207854,-122.881180
773,8,LPS Lateral Gate,1001794105,,1258811206,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.205822,-122.872804
774,8,LPS Lateral Gate,1001794112,,1260311209,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.205881,-122.872396
775,8,LPS Lateral Gate,1001794138,,1265711217,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.206026,-122.870899
776,8,LPS Lateral Gate,1001794150,,1269111217,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.206026,-122.869963
777,8,LPS Lateral Gate,1001794158,,1273111221,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.206097,-122.868848
778,8,LPS Lateral Gate,1001794163,,1275411222,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.206112,-122.868217
779,8,LPS Lateral Gate,1001794164,,1275311222,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.206111,-122.868245
780,8,LPS Lateral Gate,1001794181,,1276611223,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.206126,-122.867881
781,8,LPS Lateral Gate,1001794974,,1267111267,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206932,-122.870516
782,8,LPS Lateral Gate,1001794982,,1269311268,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206951,-122.869886
