,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MATERIAL,INVERT,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,YTD_COST,LIFECYCLE_COST,CONDITION,CONDITIONDATE,FLOW_WEIR,LAST_INSP_DATE,INSTALL_DATE,MAKE,MODEL,MANUFACTURER,VENDOR,I_I_SOURCE,I_I_QUANTITY,CONDITION_NOTATION,CRE_DATE,MOD_DATE,ENABLED,Latitude,Longitude
348,0,Ball,1000141194,27834,1224211286,75,Ductile Iron,0.54,In Service,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051114,,1,49.207286,-122.882345
349,0,Ball,1000141195,27837,1230411287,75,Ductile Iron,0.55,In Service,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051114,,1,49.207291,-122.880644
350,0,Ball,1000141196,27840,1237011287,100,Ductile Iron,0.8,In Service,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051114,,1,49.207297,-122.878806
351,0,Ball,1000141197,27849,1237211270,75,PVC Plastic,0.57,In Service,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051114,,1,49.206994,-122.878760
352,0,Ball,1000141198,27855,1224611295,75,Ductile Iron,0.68,In Service,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051114,,1,49.207453,-122.882240
353,3,Gate,1001897240,,1300911586,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.212688,-122.861159
354,0,Ball,1000141200,27861,1237011296,100,PVC Plastic,0.27,In Service,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051114,,1,49.207465,-122.878800
355,3,Gate,1001897245,,1307011586,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.212686,-122.859478
356,3,Gate,1000834838,,1760306401,300,Ductile Iron,12,In Service,7804-0318-00,2006,Surrey,,CHECK VALVE,Final AB,20080304,,,,,,,,,,,,,,,20071016,20071016,1,49.118637,-122.734771
357,3,Gate,1000834839,,1760306400,300,Ductile Iron,12,In Service,7804-0318-00,2006,Surrey,,,Final AB,20080304,,,,,,,,,,,,,,,20071016,20071016,1,49.118634,-122.734777
358,3,Gate,1001897246,,1307111586,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.212686,-122.859437
359,3,Gate,1000847347,,,450,Ductile Iron,15.25,In Service,4799-3030-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080325,20080325,1,49.147619,-122.812378
360,3,Gate,1000847348,,,300,Ductile Iron,15.28,In Service,4799-3030-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080325,20080325,1,49.147619,-122.812387
361,3,Gate,1000862111,,1899309852,400,Ductile Iron,6.16,In Service,4707-3120-00,2008,Surrey,,IN 2400 VALVE CHAMBER,Final AB,,,,,,,,,,,,,,,,20081103,20081222,1,49.180996,-122.696050
362,3,Gate,1000824683,,1439107896,150,,,In Service,4703-1180-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070508,20070508,1,49.145861,-122.823231
363,3,Gate,1000824684,,1439007896,150,,,In Service,4703-1180-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070508,20070508,1,49.145859,-122.823241
364,3,Gate,1000824685,,1439007896,150,,,In Service,4703-1180-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070508,20070508,1,49.145859,-122.823248
365,3,Gate,1000828066,,1432003561,300,Ductile Iron,,In Service,7803-0222-00,2007,Surrey,,,Final AB,20070626,,,,,,,,,,,,,,,20070703,20070828,1,49.067431,-122.825462
366,3,Gate,1000848369,,,75,Ductile Iron,,In Service,7805-0233-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080417,20080417,1,49.141570,-122.776484
367,2,Expansion Joint,1001897247,,1306611586,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.212686,-122.859567
368,3,Gate,1001897278,,1311011586,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.212684,-122.858362
369,3,Gate,1001410842,,1251911421,150,,0.2,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120425,20171222,1,49.209726,-122.874697
370,3,Gate,1001410843,,1251911421,150,,0.2,In Service,4706-4520-00,2012,Surrey,,Normally Closed,Final AB,,,,,,,,,,,,,,,,20120425,20171222,1,49.209724,-122.874701
371,3,Gate,1001410844,,1251911421,150,,0.2,In Service,4706-4520-00,2012,Surrey,,Normally Closed,Final AB,,,,,,,,,,,,,,,,20120425,20171222,1,49.209719,-122.874706
372,3,Gate,1001410879,,1251811422,200,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120426,20171222,1,49.209735,-122.874722
373,0,Ball,1001203504,,1169010179,150,Ductile Iron,,In Service,7896-0001-00,2004,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110706,20151216,1,49.187262,-122.897633
374,3,Gate,1001972544,,1252111421,150,Ductile Iron,,In Service,4706-4520-00,2012,Surrey,,,,,,,,,,,,,,,,,,,20171222,20171222,1,49.209724,-122.874639
375,3,Gate,1001972545,,1252111421,150,Ductile Iron,,In Service,4706-4520-00,2012,Surrey,,,,,,,,,,,,,,,,,,,20171222,20171222,1,49.209719,-122.874639
376,3,Gate,1001203501,,1169110178,150,Ductile Iron,,In Service,7896-0001-00,2004,Private,,,Initial AB,,,,,,,,,,,,,,,,20110706,20151216,1,49.187246,-122.897603
377,0,Ball,1001077653,,1169310178,150,Steel,1.82,In Service,7805-0269-00,2006,Surrey,,3 ball valves,Final AB,,,,,,,,,,,,,,,,20090109,20151216,1,49.187247,-122.897549
378,3,Gate,1001972546,,1252111421,150,Ductile Iron,,In Service,4706-4520-00,2012,Surrey,,,,,,,,,,,,,,,,,,,20171222,20171222,1,49.209715,-122.874639
379,2,Expansion Joint,1000795261,,1919005112,250,Ductile Iron,4.22,In Service,4704-7540-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060803,20060803,1,49.095201,-122.691146
380,2,Expansion Joint,1000795262,,1919205090,250,Ductile Iron,2.91,In Service,4704-7540-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060803,20060803,1,49.094803,-122.691115
381,2,Expansion Joint,1000795263,,1919305066,250,Ductile Iron,1.5,In Service,4704-7540-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060803,20060803,1,49.094374,-122.691081
382,0,Ball,1000795979,,1812000764,100,Ductile Iron,7.6,In Service,7893-0230-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060816,20060816,1,49.016596,-122.721092
383,3,Gate,1000797400,,1519602943,300,Ductile Iron,,In Service,4703-5060-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060829,20060829,1,49.056206,-122.801377
384,3,Gate,1000797417,,1519602790,600,Ductile Iron,,In Service,4703-5060-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060829,20060829,1,49.053437,-122.801391
385,3,Gate,1000797418,,1519802789,400,Ductile Iron,,In Service,4703-5060-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060829,20060829,1,49.053409,-122.801329
386,3,Gate,1001972547,,1251911422,150,Ductile Iron,,In Service,4715-5380-00,2017,Surrey,Liverpool P.S.,Valve Actuator Chamber,Initial AB,,,,,,,,,,,,,,,,20171222,20171222,1,49.209742,-122.874707
387,3,Gate,1001972548,,1251911422,200,Ductile Iron,,In Service,4715-5380-00,2017,Surrey,Liverpool P.S.,Valve Actuator Chamber,Initial AB,,,,,,,,,,,,,,,,20171222,20171222,1,49.209742,-122.874697
388,3,Gate,1000817889,,1645509358,75,Ductile Iron,,In Service,7803-0162-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070201,20070501,1,49.172215,-122.766171
389,3,Gate,1000818853,,1389003498,100,Ductile Iron,,In Service,7891-0415-00,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070215,20070215,1,49.066300,-122.837291
390,3,Gate,1000818854,,1388303503,100,,,In Service,7891-0415-00,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070215,20070215,1,49.066384,-122.837501
391,3,Gate,1000824133,,1715408031,50,Ductile Iron,,In Service,7800-0179-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070502,20070502,1,49.148161,-122.747001
392,3,Gate,1001408388,,1237911497,75,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120417,20120417,1,49.211099,-122.878572
393,3,Gate,1000141399,21715,1353803304,50,Ductile Iron,3.6,In Service,4797-9020-00,1999,Surrey,,LOW POINT OF LOW PRESSURE MAIN,Final AB,,,,,,,,,,,,,,,,20011019,20120507,1,49.062812,-122.847009
394,3,Gate,1000141398,21713,1353603305,50,Polyethylene,3.7,In Service,4797-9020-00,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011019,20120507,1,49.062826,-122.847052
395,3,Gate,1000141397,21712,1353803306,50,Ductile Iron,3.7,In Service,4797-9020-00,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011019,20120507,1,49.062843,-122.847004
396,0,Ball,1001140656,,1238311534,100,Reinforced Concrete,,Abandoned,F/T,2009,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20091118,20160708,0,49.211775,-122.878450
397,3,Gate,1001411154,,1297911564,75,Ductile Iron,2.19,In Service,4708-3150-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120430,20120628,1,49.212296,-122.861979
398,3,Gate,1001411155,,1297811505,75,Ductile Iron,1.6,In Service,4708-3150-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120430,20120628,1,49.211225,-122.862026
399,3,Gate,1001411466,,1297711505,75,Ductile Iron,1.6,In Service,4708-3130-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120503,20120628,1,49.211219,-122.862043
400,3,Gate,1001416777,,1297811505,75,Ductile Iron,,In Service,,,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120628,20120628,1,49.211219,-122.862021
401,8,LPS Lateral Gate,1001792856,,1231611491,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.210994,-122.880300
402,3,Gate,1001419800,,1196410266,50,Ductile Iron,2.47,Proposed,7805-0021-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20120730,20120730,0,49.188842,-122.890084
403,3,Gate,1001419802,,1196410230,50,Ductile Iron,2.07,Proposed,7805-0021-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20120730,20120730,0,49.188187,-122.890086
404,3,Gate,1001419816,,1197210230,50,Ductile Iron,,Proposed,7805-0021-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20120730,20120730,0,49.188180,-122.889850
405,3,Gate,1001419811,,1197310230,75,Ductile Iron,,Proposed,7805-0021-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20120730,20120730,0,49.188180,-122.889828
406,3,Gate,1001563016,,1216310447,75,Cast Iron,,In Service,4705-7560-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130114,20130114,1,49.192107,-122.884560
407,3,Gate,1001211641,,1680707695,75,Ductile Iron,1.28,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130118,20130118,1,49.142107,-122.756581
408,3,Gate,1001211642,,1676707695,75,Ductile Iron,1.6,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130118,20130118,1,49.142106,-122.757684
409,8,LPS Lateral Gate,1001792860,,1232011494,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211042,-122.880196
410,8,LPS Lateral Gate,1001792861,,1232611498,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211116,-122.880035
411,8,LPS Lateral Gate,1001792931,,1233311503,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211205,-122.879842
412,0,Ball,1001140628,,1205410968,100,PVC Plastic,,Abandoned,F/T,2009,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20091118,20160708,0,49.201537,-122.887570
413,0,Ball,1001140630,,1203410983,100,PVC Plastic,,Abandoned,F/T,2009,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20091118,20160708,0,49.201814,-122.888101
414,0,Ball,1001213282,,1185010367,75,Steel,,In Service,7805-0143-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110916,20120228,1,49.190660,-122.893202
415,0,Ball,1001213283,,1182510387,75,Steel,,In Service,7805-0143-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110916,20120228,1,49.191028,-122.893911
416,0,Ball,1001213309,,1194810419,100,Steel,,In Service,7805-0143-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110916,20120228,1,49.191604,-122.890501
417,0,Ball,1001213281,,1185110367,75,Steel,,In Service,7805-0143-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110916,20120228,1,49.190667,-122.893185
418,0,Ball,1001213284,,1179610410,75,Steel,,In Service,7805-0143-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110916,20120228,1,49.191447,-122.894705
419,3,Gate,1001557069,,1540403057,150,Cast Iron,36.79,In Service,7806-0263-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20121019,20130125,1,49.058260,-122.795648
420,3,Gate,1001435487,,1325305446,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121004,20140509,1,49.101578,-122.854743
421,3,Gate,1001435520,,1328905447,200,Cast Iron,,Proposed,S-3077,,Surrey,,,EC,,,,,,,,,,,,,,,,20121004,20121004,1,49.101583,-122.853744
422,3,Gate,1000141125,24596,1117509706,300,Ductile Iron,3.94,In Service,SF-2207,2000,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20040210,20140509,1,49.178710,-122.911869
423,3,Gate,1001435465,,1318605439,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121004,20140509,1,49.101456,-122.856582
424,3,Gate,1001435443,,1310905398,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121003,20140509,1,49.100716,-122.858704
425,3,Gate,1001556480,,1357405497,300,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121011,20140509,1,49.102479,-122.845893
426,3,Gate,1001435444,,1310905398,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121003,20140509,1,49.100711,-122.858699
427,3,Gate,1001435486,,1325305446,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121004,20140509,1,49.101583,-122.854744
428,3,Gate,1001435567,,1339505479,200,Cast Iron,,Proposed,S-3077,,Surrey,,,EC,,,,,,,,,,,,,,,,20121004,20121004,1,49.102166,-122.850818
429,3,Gate,1001556478,,1357605496,300,Cast Iron,,Proposed,S-3077,,Surrey,,,EC,,,,,,,,,,,,,,,,20121011,20121011,1,49.102473,-122.845847
430,3,Gate,1001435405,,1305805359,300,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121003,20140509,1,49.100009,-122.860131
431,3,Gate,1001435404,,1305705359,300,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121003,20140509,1,49.100013,-122.860136
432,3,Gate,1001435466,,1318605439,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121004,20140509,1,49.101451,-122.856579
433,3,Gate,1001435568,,1339305479,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121004,20140509,1,49.102163,-122.850867
434,3,Gate,1000141206,24604,1117409707,600,Ductile Iron,3.94,In Service,SF-2207,2000,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20040210,20140509,1,49.178720,-122.911898
435,3,Gate,1001435464,,1318805440,200,Cast Iron,,Proposed,S-3077,,Surrey,,,EC,,,,,,,,,,,,,,,,20121004,20121004,1,49.101467,-122.856535
436,3,Gate,1001435442,,1311105399,200,Cast Iron,,Proposed,S-3077,,Surrey,,,EC,,,,,,,,,,,,,,,,20121003,20121003,1,49.100733,-122.858662
437,3,Gate,1001435569,,1339305478,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121004,20140509,1,49.102158,-122.850866
438,3,Gate,1001556479,,1357405497,300,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121011,20140509,1,49.102484,-122.845891
439,0,Ball,1000141183,27542,1224310818,150,Ductile Iron,-0.02,In Service,C-4122,1995,Surrey,,LINE BSW-K  SEE ALSO S-010-070,Final AB,,,,,,,,,,,,,,,,20051030,20160212,1,49.198820,-122.882332
440,3,Gate,1001897286,,1288511545,50,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.211957,-122.864592
441,3,Gate,1000848366,,,75,Ductile Iron,,In Service,7805-0233-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080417,20080417,1,49.141571,-122.777649
442,3,Gate,1000848367,,,75,Ductile Iron,,In Service,7805-0233-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080417,20080417,1,49.141571,-122.777622
443,3,Gate,1000848368,,,75,Ductile Iron,,In Service,7805-0233-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080417,20080417,1,49.141570,-122.776456
444,3,Gate,1001897287,,1288411547,50,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.211983,-122.864613
445,0,Ball,1000829035,,1225110819,,,,In Service,C-4122,,,,,,,,,,,,,,,,,,,,,20070726,20160212,1,49.198841,-122.882131
446,3,Gate,1001128818,,1344811436,150,Ductile Iron,,In Service,F/T,,Surrey,Rim 4.86,,Final AB,,,,,,,,,,,,,,,,20090713,20090713,1,49.209959,-122.849041
447,0,Ball,1000829036,,1225110819,,,,In Service,C-4122,,,,,,,,,,,,,,,,,,,,,20070726,20160212,1,49.198830,-122.882120
448,0,Ball,1000829037,,1224810818,,,,In Service,C-4122,,,,,,,,,,,,,,,,,,,,,20070726,20160212,1,49.198814,-122.882195
449,3,Gate,1001130236,,1542411535,200,Ductile Iron,,In Service,S-3038,2005,Surrey,Port Mann Landfill,,Final AB,,,,,,,,,,,,,,,,20090813,20090813,1,49.211660,-122.794446
450,3,Gate,1000141254,26175,1639709290,100,Clay Tile,30.93,In Service,7800-0161-00,2004,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20050222,,1,49.170968,-122.767778
451,3,Gate,1001897288,,1285611545,50,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.211958,-122.865387
452,2,Expansion Joint,1001897289,,1287911545,50,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.211958,-122.864752
453,3,Gate,1001897294,,1288411585,50,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.212683,-122.864608
454,2,Expansion Joint,1001897295,,1288411579,50,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.212575,-122.864609
455,3,Gate,1001897304,,1281111250,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.206623,-122.866635
456,3,Gate,1001897305,,1285511258,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.206757,-122.865417
457,3,Gate,1000141207,24610,1117309708,200,PVC Plastic,2.52,In Service,SF-2207,2000,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040212,,1,49.178745,-122.911926
458,3,Gate,1001897306,,1285411258,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.206754,-122.865444
459,0,Ball,1000141210,27288,1196710372,100,PVC Plastic,0.68,In Service,4516,1978,Surrey,,LINE BSW-H,Final AB,,,,,,,,,,,,,,,,20051024,,1,49.190760,-122.889969
460,0,Ball,1000141211,27624,1197110369,100,Clay Tile,0.83,In Service,4516,1978,Surrey,,LINE BSW-H,Final AB,,,,,,,,,,,,,,,,20051102,,1,49.190693,-122.889875
461,0,Ball,1000141213,27629,1206710356,100,Ductile Iron,0.97,In Service,4516,1978,Surrey,,LINE BSW-H,Final AB,,,,,,,,,,,,,,,,20051102,,1,49.190455,-122.887215
462,0,Ball,1000141214,27634,1197210359,100,Ductile Iron,0.88,In Service,4516,1978,Surrey,,LINE BSW-H,Final AB,,,,,,,,,,,,,,,,20051102,,1,49.190516,-122.889847
463,0,Ball,1000141215,27636,1197310232,100,Ductile Iron,3.01,In Service,4516,1978,Surrey,,LINE BSW-H,Final AB,,,,,,,,,,,,,,,,20051102,,1,49.188210,-122.889808
464,3,Gate,1001211630,,1680707798,75,Ductile Iron,18.95,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130121,20130121,1,49.143972,-122.756595
465,3,Gate,1001897307,,1288111267,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.206921,-122.864704
466,3,Gate,1001897308,,1288111268,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.206939,-122.864704
467,3,Gate,1000824134,,1711308031,75,Ductile Iron,,In Service,7800-0179-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070502,20070502,1,49.148169,-122.748133
468,3,Gate,1001157906,,1728310429,200,Steel,,In Service,SF-1784,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100429,20160811,1,49.191558,-122.743220
469,3,Gate,1001157903,,1728510427,350,Ductile Iron,,In Service,SF-1784,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100429,20160811,1,49.191517,-122.743150
470,3,Gate,1001189836,,1917605240,150,Ductile Iron,2.45,In Service,4706-1500-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110223,20110223,1,49.097523,-122.691519
471,3,Gate,1001189840,,1917605240,100,Ductile Iron,2.45,In Service,4706-1500-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110223,20110223,1,49.097521,-122.691518
472,0,Ball,1000141146,27344,1194810602,150,Ductile Iron,0.74,In Service,4516,1978,Surrey,,,Final AB,,,,,,,,,,,,,,,,20051025,,1,49.194897,-122.890484
473,0,Ball,1000141147,27347,1189210679,100,Ductile Iron,1.17,In Service,4516,1978,Surrey,,LINE BSW-B,Final AB,,,,,,,,,,,,,,,,20051026,,1,49.196304,-122.892045
474,3,Gate,1000141149,21731,1221910835,150,Ductile Iron,,In Service,S-757,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.199109,-122.882947
475,3,Gate,1000141150,21732,1222110834,150,Ductile Iron,,In Service,S-757,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.199109,-122.882947
476,3,Gate,1000141152,21739,1203210537,200,Ductile Iron,,In Service,S-757,1989,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.193734,-122.888168
477,3,Gate,1000141154,21743,1277711033,100,Ductile Iron,,In Service,7888-0301,1995,Surrey,,FOR PRIVATE FM,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.202694,-122.867598
478,3,Gate,1000141155,21744,1277411033,100,Ductile Iron,,In Service,7888-0301,1995,Surrey,,CHECK VALVE FOR PRIVATE FM,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.202697,-122.867662
479,3,Gate,1000141156,22420,1257910840,150,Ductile Iron,,In Service,7893-0309-00,1995,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020102,,1,49.199200,-122.873051
480,3,Gate,1000141157,22421,1257810842,150,Ductile Iron,,In Service,7893-0309-00,1995,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020102,,1,49.199231,-122.873085
481,3,Gate,1000141164,,1203510554,,Unknown,,In Service,,,Surrey,,,,,,,,,,,,,,,,,,,20060627,20060802,1,49.194052,-122.888104
482,3,Gate,1000141165,,1197110422,,Unknown,,In Service,,,Surrey,,,,,,,,,,,,,,,,,,,20060627,20060802,1,49.191657,-122.889871
483,0,Ball,1000141166,27437,1206710635,100,Ductile Iron,0.66,In Service,4516,1978,Surrey,,LINE BSW-E,Final AB,,,,,,,,,,,,,,,,20051027,,1,49.195517,-122.887204
484,0,Ball,1000141167,27444,1209710673,100,Ductile Iron,0.89,In Service,4516,1978,Surrey,,LINE BSW-E,Final AB,,,,,,,,,,,,,,,,20051027,,1,49.196188,-122.886380
485,0,Ball,1000141168,27445,1209710674,150,Ductile Iron,0.84,In Service,4516,1978,Surrey,,LINE BSW-I,Final AB,,,,,,,,,,,,,,,,20051027,,1,49.196188,-122.886380
486,3,Gate,1001211643,,1676707694,75,Ductile Iron,1.6,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130118,20130118,1,49.142101,-122.757703
487,3,Gate,1001211644,,1675207679,75,Ductile Iron,1.7,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130118,20130118,1,49.141815,-122.758118
488,3,Gate,1001211645,,1675107678,75,Ductile Iron,1.7,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130118,20130118,1,49.141809,-122.758137
489,3,Gate,1000141300,22371,1365910008,150,Ductile Iron,,In Service,4793-327,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011220,20130325,1,49.184107,-122.843300
490,3,Gate,1001811889,,1363111625,100,Cast Iron,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150309,20150309,1,49.213369,-122.843974
491,2,Expansion Joint,1001699741,,1220111307,100,,,In Service,4711-9020-00,2013,Surrey,,EEBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20141028,1,49.207673,-122.883490
492,3,Gate,1001811890,,1367811624,100,Cast Iron,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150309,20150309,1,49.213354,-122.842679
493,3,Gate,1001811891,,1367911624,100,Cast Iron,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150309,20150309,1,49.213357,-122.842634
494,3,Gate,1001811902,,1372411632,150,Cast Iron,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150309,20150309,1,49.213497,-122.841394
495,3,Gate,1001822354,,1308911507,100,Cast Iron,,In Service,4714-4120-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150514,20150514,1,49.211261,-122.858935
