,AMENDMENT_DATE,AMENDMENT_DESCRIPTION,AMENDMENT_RESOLUTION,CRE_DATE,DENSITY_HIGH,DENSITY_LOW,DENSITY_UNITS,FOLDER,LAND_USE,MOD_DATE,PLAN_AREA,PLAN_STATUS,PLAN_TYPE,PLAN_YEAR
312,, , ,20130411,,,, ,Buffers,20130411,South Newton,Approved,Neighbourhood Concept Plan,1999
313,, , ,,,,, ,Proposed Parks & Walkways,,South Newton,Approved,Neighbourhood Concept Plan,1999
314,,,,,,,,,Existing & Future Parks,,South Newton,Approved,Neighbourhood Concept Plan,1999
315,,,,,,,,,Proposed Parks & Walkways,,South Newton,Approved,Neighbourhood Concept Plan,1999
316,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
317,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
318,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
319,, , ,,,,, ,Existing & Future School,,South Newton,Approved,Neighbourhood Concept Plan,1999
320,, , ,,6,,UPA, ,Single Family Residential,20120606,South Newton,Approved,Neighbourhood Concept Plan,1999
321,, , ,,2,,UPA, ,Suburban Residential 1/2 Acre,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
322,, , ,,,,, ,Existing & Future Parks,,South Newton,Approved,Neighbourhood Concept Plan,1999
323,, , ,,2,,UPA, ,Suburban Residential 1/2 Acre,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
324,20150223,Amended from Proposed School & Parks to Townhouses (15 u.p.a. max), ,20150311,15,,UPA,7913-0092-00,Townhouses (15 u.p.a. max),20150311,South Newton,Approved,Neighbourhood Concept Plan,1999
325,, , ,,20,,UPA, ,Townhouses (20 u.p.a. max),20110726,South Newton,Approved,Neighbourhood Concept Plan,1999
326,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
327,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20120113,South Newton,Approved,Neighbourhood Concept Plan,1999
328,20110711,Amendment From Townhouse 15 upa max To Townhouse 25 upa max,R11-1229,,25,,UPA,10-0294-00,Townhouses (25 u.p.a. max),20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
329,, , ,,,,, ,Creeks & Riparian Set Backs,,South Newton,Approved,Neighbourhood Concept Plan,1999
330,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
331,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
332,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
333,, , ,,45,,UPA, ,Apartments (45 u.p.a. max.),20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
334,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
335,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20120113,South Newton,Approved,Neighbourhood Concept Plan,1999
336,, , ,,,,, ,Mixed Commercial-Residential (Apartments),20130411,South Newton,Approved,Neighbourhood Concept Plan,1999
337,20120507,Amend Proposed Parks & Walkways to Townhouses (25 u.p.a. max)   7910-0293-00   Mike Newall,RES.R12-1021,,25,25,UPA,7910-0293-00,Townhouses (25 u.p.a. max),20121218,South Newton,Approved,Neighbourhood Concept Plan,1999
338,, , ,20120125,,,, ,Mixed Commercial-Residential (Townhouses),20130411,South Newton,Approved,Neighbourhood Concept Plan,1999
339,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20120112,South Newton,Approved,Neighbourhood Concept Plan,1999
340,, , ,20110914,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
341,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
342,20170206,Amendment from Institutional to Apartments (65 u.p.a. max.), ,20170208,,,,7914-0286-00,Apartments (65 u.p.a. max.),20170208,South Newton,Approved,Neighbourhood Concept Plan,1999
343,, , ,20170208,,,, ,Buffers,20170208,South Newton,Approved,Neighbourhood Concept Plan,1999
344,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
345,, , ,,,,, ,Buffers,20161005,South Newton,Approved,Neighbourhood Concept Plan,1999
346,20070625,From Townhouses (15 upa max) to Institutional,R07-1798,,,,,06-0338-00,Institutional,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
347,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
348,, , ,20150122,,,, ,Buffers,20141219,South Newton,Approved,Neighbourhood Concept Plan,1999
349,, , ,,,,, ,Creeks & Riparian Set Backs,20151216,South Newton,Approved,Neighbourhood Concept Plan,1999
350,20130729,Amend fromTownhouses (15 u.p.a. max) to Single Family Small Lots,RES.R13-1706,20130730,,,,7912-0037-00,Single Family Small Lots,20130826,South Newton,Approved,Neighbourhood Concept Plan,1999
351,, , ,20130730,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
352,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),20130807,South Newton,Approved,Neighbourhood Concept Plan,1999
353,, , ,,,,, ,Detention Ponds,20171212,South Newton,Approved,Neighbourhood Concept Plan,1999
354,, , ,,,,, ,Creeks & Riparian Set Backs,20130605,South Newton,Approved,Neighbourhood Concept Plan,1999
355,,Amended From Buffers to Single Family Small Lots, ,20160803,,,,7914-0200-00,Single Family Small Lots,20160803,South Newton,Approved,Neighbourhood Concept Plan,1999
356,20130128,Amendment,RES.R13-127,20130130,10,8,UPA,7910-0175-00,Single Family Small Lots,20130417,South Newton,Approved,Neighbourhood Concept Plan,1999
357,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
358,20130729,Amend from Single Family Residential Flex 6-14.5 u.p.a.to Creeks & Riparian Set Backs,RES.R13-1706,,14.5,6,UPA,7912-0037-00,Creeks & Riparian Set Backs,20130826,South Newton,Approved,Neighbourhood Concept Plan,1999
359,, , ,,,,, ,Proposed Parks & Walkways,,South Newton,Approved,Neighbourhood Concept Plan,1999
360,, , ,20130130,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
361,20130128,Amendment,RES.R13-127,,10,8,UPA,7910-0175-00,Single Family Small Lots,20130417,South Newton,Approved,Neighbourhood Concept Plan,1999
362,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
363,20130311, , ,,14.5,6,UPA,7905-0300-00,Single Family Residential Flex 6-14.5 u.p.a.,20160331,South Newton,Approved,Neighbourhood Concept Plan,1999
364,, , ,,10,8,UPA, ,Single Family Small Lots,20161117,South Newton,Approved,Neighbourhood Concept Plan,1999
365,, , ,,,,, ,Mixed Commercial-Residential (Townhouses),20151120,South Newton,Approved,Neighbourhood Concept Plan,1999
366,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
367,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20160205,South Newton,Approved,Neighbourhood Concept Plan,1999
368,,,,,14.5,6,UPA,,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
369,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
370,,,,,14.5,6,UPA,,Single Family Residential Flex 6-14.5 u.p.a.,20110726,South Newton,Approved,Neighbourhood Concept Plan,1999
371,, , ,,,,, ,Row Housing,,South Newton,Approved,Neighbourhood Concept Plan,1999
372,, , ,,25,,UPA, ,Townhouses (25 u.p.a. max),20130411,South Newton,Approved,Neighbourhood Concept Plan,1999
373,, , ,,,,, ,Creeks & Riparian Set Backs,,South Newton,Approved,Neighbourhood Concept Plan,1999
374,, , ,,,,, ,Existing & Future Parks,,South Newton,Approved,Neighbourhood Concept Plan,1999
375,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
376,, , ,,,,, ,Utility R/W / Greenway,,South Newton,Approved,Neighbourhood Concept Plan,1999
377,, , ,,25,,UPA, ,Townhouses (25 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
378,, , ,,10,8,UPA, ,Single Family Small Lots,20160205,South Newton,Approved,Neighbourhood Concept Plan,1999
379,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
380,, , ,,,,, ,Creeks & Riparian Set Backs,20160205,South Newton,Approved,Neighbourhood Concept Plan,1999
381,20110725,AMENDMENT Single Family Residential to Single Family Small Lots   7911-0046-00 Taryn Hayes,RES.R11-1327,20120606,6,8,UPA,7911-0046-00,Single Family Small Lots,20121218,South Newton,Approved,Neighbourhood Concept Plan,1999
382,20130311,Amended from Single Family Residential to Single Family Residential Flex 6-14.5 u.p.a., ,,14.5,6,UPA,7911-0044-00,Single Family Residential Flex 6-14.5 u.p.a.,20130318,South Newton,Approved,Neighbourhood Concept Plan,1999
383,, , ,,,,, ,Creeks & Riparian Set Backs,20130318,South Newton,Approved,Neighbourhood Concept Plan,1999
384,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
385,, , ,,,,, ,Existing & Future Parks,,South Newton,Approved,Neighbourhood Concept Plan,1999
386,, , ,20110726,,,, ,Creeks & Riparian Set Backs,,South Newton,Approved,Neighbourhood Concept Plan,1999
