,AMENDMENT_DATE,AMENDMENT_DESCRIPTION,AMENDMENT_RESOLUTION,CRE_DATE,DENSITY_HIGH,DENSITY_LOW,DENSITY_UNITS,FOLDER,LAND_USE,MOD_DATE,PLAN_AREA,PLAN_STATUS,PLAN_TYPE,PLAN_YEAR
171,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
172,20031201,,R04-395,20160802,,,,,Apartment and Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
173,,, ,20160802,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
174,,, ,,,,,,Institutional,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
175,,, ,20160802,,,,,Multiuse Corridor/Landscape Buffer,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
176,,, ,,,,,,Multiuse Corridor/Landscape Buffer,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
177,,, ,,,,,,Single Family Urban,20130318,Fleetwood Town Centre,Approved,Town Centre Plan,2000
178,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
179,,, ,20160802,,,,,4 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
180,,, ,20160802,2.5,,FAR,,Mixed Use 2.5 FAR 6 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
181,,, ,20160802,,,,,Apartment and Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
182,,, ,20160802,1.5,,FAR,,Apartment or Mixed Use 1.5 FAR 4 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
183,,, ,,,,,,Community Commercial,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
184,,, ,20160802,,,,,Commercial Frontage Required,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
185,,, ,20160802,,,,,Commercial Frontage Required,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
186,,, ,20160802,2.5,,FAR,,Mixed Use 2.5 FAR 6 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
187,,, ,20160802,,,,,Commercial Frontage Required,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
188,,, ,,,,,,Buffer Within Private Land,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
