,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,CURB_TYPE,CURB_TYPE2,FACILITYID,GIS_ENTRY_STAGE,LEGACYID,LIFECYCLE_COST,LOCATION,MATERIAL,MOD_DATE,OWNER,PROFILE,PROJECT_NO,STATUS,WARRANTYDATE,YR,YTD_COST
4244,,,,20161006,1,Extruded,1001893942,,,,,Concrete,20161006,Surrey,,,In Service,,,
4245,,,,20161006,1,Extruded,1001893944,,,,,Concrete,20161006,Surrey,,,In Service,,,
4246,,,,20150127,0,Barrier,1001803955,,,,,Concrete,20150127,Surrey,,,In Service,,,
4247,,,,20161005,3,Pavement Edge,1001893893,,,,,Asphalt,,Surrey,,,In Service,,,
4248,Digitized Via 2012 Air Photo,,,20121206,0,Barrier,1001560848,,,,,Concrete,20130808,Surrey,,,In Service,,,
4249,,,,20120516,3,Pavement Edge,1001412977,,,,,Asphalt,20120516,Surrey,,,In Service,,,
4250,,,,20121206,0,Barrier,1001560840,Final AB,,,,Concrete,20130808,Surrey,,3811-6170-00,In Service,,2012,
4251,,,,20160120,3,Pavement Edge,1001830243,Final AB,,,,Asphalt,20160120,Provincial,,SFPR Seg. 7,In Service,,2014,
4252,Digitized Via 2016 Air Photo,,,20161028,3,Pavement Edge,1001895609,,,,,Asphalt,20161028,Surrey,,,In Service,,,
4253,Digitized from 2015 Ortho photos,,,20160129,2,Rollover,1001856710,Initial AB,,,,,20160129,Surrey,,,In Service,,,
4254,,,,20120725,3,Pavement Edge,1001419166,,,,,Asphalt,20120725,Surrey,,,In Service,,,
4255,,,,20160819,0,Barrier,1001887716,EC,,,,Concrete,20160819,Surrey,,7815-0038-00,Proposed,,,
4256,,,,20140506,1,Extruded,1001746790,Initial AB,,,,Asphalt,20140515,Surrey,,7804-0091-00,In Service,,2009,
4257,,,,20110525,2,Rollover,1001171309,Final AB,,,,Concrete,20110525,Surrey,,7805-0338-00,In Service,,2011,
4258,,,,20140506,0,Barrier,1001746687,Initial AB,,,,Concrete,20140515,Surrey,,7804-0091-00,In Service,,2009,
4259,,,,20091124,0,Barrier,1001141141,Final AB,1001141140,,,Concrete,20171018,Surrey,,7804-0329-00,In Service,,2015,
4260,,,,20150623,0,Barrier,1001828939,,,,,,,Surrey,,,,,,
4261,,,,20180417,0,Barrier,1001995700,,,,,Concrete,,Surrey,,,In Service,,,
4262,,,,20160119,1,Extruded,1001854506,,,,,Concrete,20160119,Surrey,,,In Service,,,
4263,,,,20111020,0,Barrier,1001216542,Final AB,,,,Concrete,20160217,Surrey,,1704-3220-00,In Service,,2011,
4264,,,,20150910,3,Pavement Edge,1001838112,,,,,Asphalt,,Surrey,,,In Service,,,
4265,,,,20150910,3,Pavement Edge,1001838113,,,,,Asphalt,,Surrey,,,In Service,,,
4266,,,,20171219,1,Extruded,1001972053,EC,,,,Asphalt,20171219,Surrey,,7816-0163-00,Proposed,,,
4267,,,,20160121,0,Barrier,1001829551,Final AB,,,,Concrete,20160121,Surrey,,SFPR Seg. 7,In Service,,2014,
4268,Digitized from 2015 Ortho-photos,,,20160129,3,Pavement Edge,1001856623,Initial AB,,,,,20160129,Surrey,,,In Service,,,
4269,,,,20151016,2,Rollover,1001842865,Initial AB,1001842864,0,,Concrete,20151016,Surrey,,7804-0329-00,In Service,,2015,0
4270,,,,20151016,2,Rollover,1001842875,Initial AB,1001842874,0,,Concrete,20151016,Surrey,,7804-0329-00,In Service,,2015,0
4271,Digitized Via 2013 Air Photo,,,20140225,0,Barrier,1001731618,,1001731573,,,Concrete,20150729,Surrey,,,In Service,,,
4272,,,,20171018,0,Barrier,1001951885,Final AB,1001141141,0,,Concrete,20150819,Surrey,,7804-0329-00,In Service,,2015,0
4273,Digitized Via 2013 Air Photo,,,20140225,0,Barrier,1001731616,,1001731577,,,Concrete,20140225,Surrey,,,In Service,,,
4274,,,,20150525,2,Rollover,1001825814,,,,,Concrete,,Surrey,,,In Service,,,
4275,,,,20120925,2,Rollover,1001434741,Final AB,1001434587,,,Concrete,20130808,Surrey,,1710-8080-00,In Service,,2012,
4276,,,,20160129,0,Barrier,1001856655,,1001856653,0,,Concrete,20160129,Surrey,,,In Service,,,0
4277,,,,20120924,0,Barrier,1001434598,Final AB,1001211101,,,Concrete,20160129,Surrey,,1710-8080-00,In Service,,2012,
4278,,,,20160217,2,Rollover,1001860011,,,,,Concrete,,Surrey,,,In Service,,,
4279,,,,20160217,2,Rollover,1001860012,,,,,Concrete,,Surrey,,,In Service,,,
4280,,,,20140212,3,Pavement Edge,1001729268,,,,,Asphalt,,Surrey,,,In Service,,,
4281,,,,20140212,1,Extruded,1001729276,,,,,Asphalt,20140212,Surrey,,,In Service,,,
4282,,,,20140327,1,Extruded,1001737589,Final AB,,,,Concrete,20140327,Surrey,,1712-3050-00,In Service,,2012,
4283,,,,20150910,3,Pavement Edge,1001838123,,,,,Asphalt,,Surrey,,,In Service,,,
4284,,,,20111130,1,Extruded,1001222114,,,,,Concrete,20111130,Surrey,,,In Service,,,
4285,,,,20131211,3,Pavement Edge,1001721425,,1001413222,,,Asphalt,20161006,Surrey,,,In Service,,,
4286,,,,20160120,3,Pavement Edge,1001844410,Final AB,,,,Asphalt,20160120,Provincial,,SFPR Seg. 7,In Service,,2014,
4287,,,,20160121,0,Barrier,1001854875,Final AB,1001829552,0,,Concrete,20160121,Surrey,,SFPR Seg. 7,In Service,,2014,0
4288,Digitized from 2015 Ortho photos,,,20160129,0,Barrier,1001856657,Initial AB,,,,Concrete,,Surrey,,,In Service,,,
4289,Digitized Via 2016 Air Photo,,,20161027,2,Rollover,1001895539,,,,,Concrete,,Surrey,,,In Service,,,
4290,Digitized from 2015 Ortho photos,,,20160129,2,Rollover,1001856703,Initial AB,,,,,,Surrey,,,In Service,,,
4291,,,,20160118,3,Pavement Edge,1001854316,,,,,Asphalt,20160118,Surrey,,,In Service,,,
4292,FLAT CURB,,,20120605,2,Rollover,1001414775,Final AB,1001408400,,,Concrete,20130808,Surrey,,7806-0051-00,In Service,,2012,
4293,FLAT CURB,,,20120416,2,Rollover,1001408216,Final AB,1001195598,,,Concrete,20130808,Surrey,,7806-0051-00,In Service,,2012,
4294,,,,20130319,0,Barrier,1001580870,Final AB,1001433389,,,Concrete,20130808,Surrey,,7808-0099-00,In Service,,2013,
4295,,,,20130319,0,Barrier,1001433381,Final AB,,,,Concrete,20130808,Surrey,,7808-0099-00,In Service,,2013,
4296,Digitized Via 2013 Air Photo,,,20140225,0,Barrier,1001731617,,1001731577,,,Concrete,20140225,Surrey,,,In Service,,,
4297,Digitized Via 2012 Air Photo,,,20120925,2,Rollover,1001434753,,,,,Concrete,20130808,Surrey,,,In Service,,,
4298,Digitized Via 2012 Air Photo,,,20120925,2,Rollover,1001434763,,,,,Concrete,20130808,Surrey,,,In Service,,,
4299,,,,20120924,0,Barrier,1001434541,Final AB,1001211088,,,Concrete,20160909,Surrey,,1710-8080-00,In Service,,2012,
4300,,,,20120924,0,Barrier,1001434534,Final AB,1001211087,,,Concrete,20160909,Surrey,,1710-8080-00,In Service,,2012,
4301,,,,20111020,1,Extruded,1001216586,Final AB,,,,Asphalt,20111020,Surrey,,1704-3220-00,In Service,,2011,
4302,,,,20140918,1,Extruded,1001780946,,,,,Asphalt,20140918,Surrey,,,In Service,,,
4303,,,,20140317,1,Extruded,1001734953,Final AB,,,,Asphalt,20140317,Surrey,,1711-3070-00,In Service,,2011,
4304,,,,20140130,3,Pavement Edge,1001726938,Final AB,,,,Asphalt,20140130,Surrey,,3805-5500-01,In Service,,2007,
4305,,,,20140130,1,Extruded,1001726940,Final AB,,,,Concrete,20140130,Surrey,,3805-5500-01,In Service,,2007,
4306,,,,20140130,1,Extruded,1001726898,Final AB,,,,Concrete,20140130,Surrey,,3805-5500-01,In Service,,2007,
4307,,,,20140129,1,Extruded,1001726672,Final AB,,,,Asphalt,20140129,Surrey,,3805-5500-01,In Service,,2007,
4308,,,,20140129,0,Barrier,1001726680,,,,,Concrete,,Surrey,,,In Service,,,
4309,,,,20140129,1,Extruded,1001726674,Final AB,,,,Concrete,20140129,Surrey,,3805-5500-01,In Service,,2007,
4310,,,,20160120,0,Barrier,1001854874,Final AB,1001829543,0,,Concrete,20160120,Provincial,,SFPR Seg. 7,In Service,,2014,0
4311,,,,20140826,0,Barrier,1001777582,Final AB,,,,Concrete,20140826,Surrey,,1710-7010-00,In Service,,2014,
4312,,,,20140826,2,Rollover,1001777596,Final AB,,,,Concrete,20140826,Surrey,,1710-7010-00,In Service,,2014,
4313,,,,20171211,2,Rollover,1001418950,Final AB,,,,Concrete,20171211,Surrey,,7810-0157-00,In Service,,2014,
4314,,,,20171211,1,Extruded,1001418883,Final AB,1001418880,,,Asphalt,20171211,Surrey,,7810-0157-00,In Service,,2014,
4315,Digitized Via 2013 Air Photo,,,20130719,0,Barrier,1001606752,,1001606751,,,Concrete,20130808,Surrey,,,In Service,,,
4316,,,,20171211,0,Barrier,1001418895,Final AB,,,,Concrete,20171211,Surrey,,7810-0157-00,In Service,,2014,
4317,,,,20160112,3,Pavement Edge,1001853400,,,,,,20160112,Surrey,,,,,,
4318,,,,20111212,0,Barrier,1001223588,Final AB,1001223585,,,Concrete,20111212,Surrey,,7804-0275-00,In Service,,2007,
4319,,,,20111212,2,Rollover,1001223590,Final AB,,,,Concrete,20111212,Surrey,,7804-0275-00,In Service,,2007,
4320,,,,20160909,0,Barrier,1001891670,Initial AB,,,,Concrete,20160909,Surrey,,3814-6120-00,In Service,,2015,
4321,,,,20111027,2,Rollover,1001217155,Final AB,1001217154,,,Concrete,20160105,Surrey,,7807-0227-00,In Service,,2011,
4322,Digitized Via 2016 Air Photo,,,20160930,0,Barrier,1001893522,,,,,Concrete,20170110,Surrey,,,In Service,,,
4323,,,,20171107,0,Barrier,1001889932,Final AB,,,,Concrete,20171107,Surrey,,7815-0229-00,In Service,,2017,
4324,,,,20150714,3,Pavement Edge,1001830857,Final AB,,,,Asphalt,20150714,Surrey,,1710-7110-00,In Service,,2015,
4325,,,,20180418,2,Rollover,1001878579,Initial AB,1001878571,0,,Concrete,20180418,Surrey,,7814-0030-00,In Service,,2017,0
4326,,,,20160118,3,Pavement Edge,1001854405,,,,,Asphalt,,,,,In Service,,,
4327,,,,20130522,2,Rollover,1001595848,Initial AB,,,,Concrete,20171211,Surrey,,7809-0170-00,In Service,,2013,
4328,,,,20130529,0,Barrier,1001193472,Initial AB,,,,Concrete,20130808,Surrey,,7809-0170-00,In Service,,2013,
4329,,,,20130529,3,Pavement Edge,1001596089,Initial AB,1001193682,,,Asphalt,20130808,Surrey,,7809-0170-00,In Service,,2013,
4330,Digitized from 2015 Ortho photos,,,20160112,2,Rollover,1001853364,Initial AB,,,,Concrete,20160112,Surrey,,,In Service,,,
4331,Digitized from 2015 Ortho photos,,,20160112,2,Rollover,1001853391,Initial AB,,,,Concrete,20160112,Surrey,,,In Service,,,
4332,Digitized from 2015 Ortho photos,,,20160112,2,Rollover,1001853393,Initial AB,,,,Concrete,20160112,Surrey,,,In Service,,,
4333,Digitized from 2015 Ortho photos,,,20160112,2,Rollover,1001853401,Initial AB,,,,Concrete,20160112,Surrey,,,In Service,,,
4334,Digitized from 2015 Ortho photos,,,20160112,2,Rollover,1001853404,Initial AB,,,,Concrete,20160112,Surrey,,,In Service,,,
4335,,,,20170410,0,Barrier,1001926220,,,,,Concrete,,Surrey,,,In Service,,,
4336,,,,20170410,0,Barrier,1001926248,,1001926247,0,,Concrete,,Surrey,,,In Service,,,0
4337,,,,20180620,1,Extruded,1002074516,,,,,Concrete,20180620,Surrey,,,In Service,,,
4338,Digitized via 2014 image,,,20150724,1,Extruded,1001832099,,,,,Concrete,20150724,Surrey,,,In Service,,,
4339,,,,20151015,0,Barrier,1001842771,Final AB,1001150970,0,,Concrete,20151015,Surrey,,1704-3250-00,In Service,,2010,0
4340,,,,20100224,0,Barrier,1001150963,Final AB,,,,Concrete,20100409,Surrey,,1704-3250-00,In Service,,2010,
4341,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852916,Initial AB,,,,Concrete,20160111,Surrey,,,In Service,,,
4342,,,,20100927,3,Pavement Edge,1001174043,Final AB,,,,Asphalt,20121109,Surrey,,7807-0045-00,Proposed,,2010,
4343,,,,20151217,1,Extruded,1001850552,,,,,Concrete,20151217,Surrey,,,In Service,,,
4344,Digitized from 2015 Ortho photos,,,20160105,3,Pavement Edge,1001852151,Initial AB,,,,,20160105,Surrey,,,In Service,,,
4345,,,,20150624,3,Pavement Edge,1001829317,,,,,Asphalt,,Surrey,,,In Service,,,
4346,,,,20150624,3,Pavement Edge,1001829320,,,,,Asphalt,,Surrey,,,In Service,,,
4347,,,,20150127,0,Barrier,1001803951,Final AB,,,,Concrete,20150604,Surrey,,1706-6140-00,In Service,,2008,
4348,,,,20160122,0,Barrier,1001823496,Final AB,1001823495,0,,Concrete,20160122,Surrey,,SFPR Seg. 7,In Service,,2014,0
4349,,,,20160122,0,Barrier,1001823495,Final AB,,,,Concrete,20160122,Surrey,,SFPR Seg. 7,In Service,,2014,
4350,,,,20160122,3,Pavement Edge,1001829555,Final AB,,,,Asphalt,20160122,Provincial,,SFPR Seg. 6,In Service,,2014,
4351,,,,20100305,2,Rollover,1001151953,Final AB,,,,Concrete,20100305,Surrey,,,In Service,,,
4352,,,,20160118,3,Pavement Edge,1001854300,,,,,Asphalt,,,,,In Service,,,
4353,75mm Pavement 2014,,,20110208,3,Pavement Edge,1001188905,Final AB,,,,Asphalt,20150624,Surrey,,,In Service,,,
4354,,,,20171027,3,Pavement Edge,1001796548,Final AB,,,,Asphalt,20171027,Surrey,,1705-3130-00,In Service,,2014,
4355,,,,20141107,0,Barrier,1001796519,,,,,Concrete,,Surrey,,,In Service,,,
4356,,,,20160112,2,Rollover,1001853308,,,,,Concrete,20160112,Surrey,,,In Service,,,
4357,,,,20160112,2,Rollover,1001853301,,,,,Concrete,20160112,Surrey,,,In Service,,,
4358,,,,20141112,1,Extruded,1001796769,,,,,Asphalt,20160205,Surrey,,,In Service,,,
4359,,,,20141112,0,Barrier,1001796771,,,,,Concrete,,Surrey,,,In Service,,,
4360,Digitized Via 2016 Air Photo,,,20160930,3,Pavement Edge,1001893531,,,,,Asphalt,20160930,Surrey,,,In Service,,,
4361,,,,20171222,0,Barrier,1001972552,,,,,,20171222,Surrey,,,,,,
4362,,,,20150626,3,Pavement Edge,1001829635,,,,,Asphalt,,Surrey,,,In Service,,,
4363,,,,20171222,3,Pavement Edge,1001972560,,,,,,20150626,Surrey,,,,,,
4364,Digitized Via 2012 Air Photo,,,20121221,0,Barrier,1001562095,,,,,Concrete,20130808,Surrey,,,In Service,,,
4365,,,,20170815,1,Extruded,1001899540,Final AB,,,,Asphalt,20170815,Surrey,,7815-0032-00,In Service,,2017,
4366,Digitized Via 2012 Air Photo,,,20121221,0,Barrier,1001562092,,,,,Concrete,20130808,Surrey,,,In Service,,,
4367,,,,20140910,0,Barrier,1001780512,Final AB,,,,Concrete,20140910,Surrey,,1707-7130-00,In Service,,2012,
4368,,,,20140919,1,Extruded,1001781016,Final AB,,,,Concrete,20140919,Surrey,,3804-6000-00,In Service,,2008,
4369,,,,20140819,2,Rollover,1001775918,EC,,,,Concrete,20140819,Surrey,,7812-0028-00,Proposed,,2014,
4370,,,,20101115,3,Pavement Edge,1001181568,Initial AB,,,,Asphalt,20101115,Surrey,,,In Service,,,
4371,,,,20121224,1,Extruded,1001164999,Final AB,,,,Asphalt,20130808,Surrey,,7806-0520-00,In Service,,2012,
4372,Digitized Via 2012 Air Photo,,,20121224,0,Barrier,1001562165,,,,,Concrete,20130808,Surrey,,,In Service,,,
4373,,,,20120827,0,Barrier,1001423324,EC,1001423302,,,Concrete,20120827,Surrey,,7811-0075-00,Proposed,,2011,
4374,,,,20150127,0,Barrier,1001803947,,,,,Concrete,,Surrey,,,In Service,,,
4375,,,,20161012,3,Pavement Edge,1001894237,,,,,Asphalt,,Surrey,,,In Service,,,
4376,,,,20161012,3,Pavement Edge,1001894232,,,,,Asphalt,,Surrey,,,In Service,,,
4377,,,,20160120,0,Barrier,1001818169,Final AB,,,,Concrete,20160120,Surrey,,SFPR Seg. 7,In Service,,2014,
4378,,,,20130910,2,Rollover,1001422891,Final AB,,,,Concrete,20130910,Surrey,,7811-0309-00,In Service,,2103,
4379,,,,20120918,0,Barrier,1001210513,Final AB,,,,Concrete,20130808,Surrey,,3811-6040-00,In Service,,2012,
4380,,,,20160112,2,Rollover,1001853297,,,,,Concrete,20160112,Surrey,,,In Service,,,
4381,,,,20140919,1,Extruded,1001781025,Final AB,,,,Concrete,20140919,Surrey,,3804-6000-00,In Service,,2008,
4382,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852898,Initial AB,,,,Concrete,20160108,Surrey,,,In Service,,,
4383,,,,20160920,0,Barrier,1001892422,Final AB,,,,Concrete,20160920,Surrey,,3814-6040-00,In Service,,2015,
4384,,,,20140704,0,Barrier,1001755309,,,,,Concrete,20140704,Surrey,,,In Service,,,
4385,,,,20101222,0,Barrier,1001185166,Final AB,,,,Concrete,20101222,Surrey,,7806-0321-00,In Service,,2010,
4386,Digitized Via Geo Ref Drawing,,,20180809,0,Barrier,1002126204,EC,,,,Concrete,20180809,Surrey,,7817-0011-00,Proposed,,,
4387,,,,20161125,0,Barrier,1001845294,Final AB,,,,Concrete,20161125,Surrey,,3815-6030-00,In Service,,2016,
4388,,,,20161125,0,Barrier,1001845306,Final AB,,,,Concrete,20161125,Surrey,,3815-6030-00,In Service,,2016,
4389,Digitized Via 2016 Air Photo,,,20161004,0,Barrier,1001893808,,,,,Concrete,20161004,Surrey,,,In Service,,,
4390,,,,20130703,0,Barrier,1001605037,,1001605035,,,Concrete,,Surrey,,,In Service,,,
4391,,,,20131104,1,Extruded,1001717499,Final AB,,,,Asphalt,20160201,Surrey,,4809-3210-00,In Service,,2013,
4392,,,,20150119,2,Rollover,1001802429,,,,,Concrete,,Surrey,,,In Service,,,
4393,,,,20160120,0,Barrier,1001818163,Final AB,,,,Concrete,20160120,Surrey,,SFPR Seg. 7,In Service,,2014,
4394,Digitized Via 2013 Air Photo,,,20140318,2,Rollover,1001735169,,1001735148,,,Concrete,20140318,Surrey,,,In Service,,,
4395,Digitized Via 2011 Air Photo,,,20120626,2,Rollover,1001416595,,,,,Concrete,20130808,Surrey,,,In Service,,,
4396,Digitized Via 2012 Air Photo,,,20130108,2,Rollover,1001562547,,,,,Concrete,20130808,Surrey,,,In Service,,,
4397,Digitized Via 2011 Air Photo,,,20120626,0,Barrier,1001416605,,,,,Concrete,20130808,Surrey,,,In Service,,,
4398,,,,20110829,0,Barrier,1001210720,EC,,,,Concrete,20110829,Surrey,,3811-6050-00,Proposed,,,
4399,,,,20110713,1,Extruded,1001204044,Initial AB,1001204043,,,Concrete,20110713,Surrey,,1799-3080-00,In Service,,2001,
4400,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852893,Initial AB,,,,Concrete,20160108,Surrey,,,In Service,,,
4401,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852776,Initial AB,,,,Concrete,20160108,Surrey,,,In Service,,,
4402,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852772,Initial AB,,,,Concrete,20160108,Surrey,,,In Service,,,
4403,,,,20161207,2,Rollover,1001899267,Final AB,1001852784,0,,Concrete,20161207,Surrey,,1704-3250-00,In Service,,2010,0
4404,Digitized from 2015 Ortho photos,,,20160108,0,Barrier,1001852857,Initial AB,1001852849,0,,Concrete,20161207,Surrey,,,In Service,,,0
4405,,,,20140704,0,Barrier,1001755288,,,,,Concrete,20140704,Surrey,,,In Service,,,
4406,Digitized Via 2016 Air Photo,,,20161004,0,Barrier,1001893803,,,,,Concrete,20161004,Surrey,,,In Service,,,
4407,,,,20160201,3,Pavement Edge,1001717500,,,,,Asphalt,20160201,Surrey,,,In Service,,,
4408,,,,20180131,0,Barrier,1001981977,EC,,,,Concrete,20180131,Surrey,,7813-0140-00,Proposed,,,
4409,,,,20150119,2,Rollover,1001802427,,,,,Concrete,20150119,Surrey,,,In Service,,,
4410,,,,20110208,3,Pavement Edge,1001188919,Final AB,,,,Asphalt,20110208,Surrey,,,In Service,,,
4411,,,,20130823,2,Rollover,1001699570,,,,,Concrete,20130823,Surrey,,,In Service,,,
4412,,,,20120626,2,Rollover,1001416593,Final AB,,,,Concrete,20130808,Surrey,,7803-0175-00,In Service,,2012,
4413,Digitized Via 2011 Air Photo,,,20120626,2,Rollover,1001416598,,,,,Concrete,20130808,Surrey,,,In Service,,,
4414,,,,20110810,2,Rollover,1001209058,Final AB,1001209055,,,Concrete,20120321,Surrey,,7807-0196-00,In Service,,2011,
4415,,,,20110810,2,Rollover,1001209057,Final AB,1001209056,,,Concrete,20120321,Surrey,,7807-0196-00,In Service,,2011,
4416,,,,20150216,2,Rollover,1001594861,Final AB,,,,Concrete,20150216,Private,,7807-0129-00,In Service,,2014,
4417,,,,20140121,0,Barrier,1001725491,Initial AB,,,,Concrete,20140121,Surrey,,,In Service,,,
4418,,,,20140121,0,Barrier,1001725496,EC,,,,Concrete,20140121,Surrey,,7808-0058-00,Proposed,,2013,
4419,,,,20161209,0,Barrier,1001899692,Final AB,1001899691,0,,Concrete,20161209,Surrey,,1713-3140-00,In Service,,2016,0
4420,,,,20111209,1,Extruded,1001223414,Final AB,,,,Asphalt,20111209,Surrey,,4809-3200-00,In Service,,2011,
4421,Digitized from 2015 Ortho photos,,,20160108,0,Barrier,1001852849,Final AB,,,,Concrete,20160108,Surrey,,,In Service,,,
4422,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852884,Initial AB,,,,Concrete,20160108,Surrey,,,,,,
4423,,,,20130705,3,Pavement Edge,1001605329,,,,,Asphalt,,Surrey,,,In Service,,,
4424,,,,20180409,3,Pavement Edge,1001994731,,1001994730,0,,Asphalt,20180409,Surrey,,,In Service,,,0
4425,Digitized Via 2016 Air Photo,,,20161128,0,Barrier,1001898170,,,,,Concrete,20180409,Surrey,,,In Service,,,
4426,,,,20140317,0,Barrier,1001734832,Final AB,1001565170,,,Concrete,20140318,Surrey,,7811-0288-00,In Service,,2014,
4427,,,,20110527,2,Rollover,1001199375,,,,,Concrete,20110527,Surrey,,,In Service,,,
4428,,,,20110218,3,Pavement Edge,1001189614,Final AB,1001152449,,,Asphalt,20110218,Provincial,,MOTH 71101-1004,In Service,,2009,
4429,,,,20110218,0,Barrier,1001189620,Final AB,,,,Concrete,20110218,Provincial,,MOTH 71101-1004,In Service,,2009,
4430,,,,20110208,3,Pavement Edge,1001188934,Final AB,1001152464,,,Asphalt,20110218,Provincial,,MOTH 71101-1004,In Service,,2009,
4431,,,,20130823,0,Barrier,1001699572,,,,,Concrete,20130823,Surrey,,,In Service,,,
4432,,,,20170124,0,Barrier,1001903666,,,,,Concrete,,Surrey,,,In Service,,,
4433,,,,20170804,0,Barrier,1001942660,EC,,,,Concrete,20170804,Surrey,,7814-0174-00,Proposed,,,
4434,,,,20150216,0,Barrier,1001808538,,,,,Concrete,,Surrey,,,In Service,,,
4435,,,,20150216,2,Rollover,1001594862,Final AB,,,,Concrete,20150216,Private,,7807-0129-00,In Service,,2014,
4436,,,,20171026,0,Barrier,1001952901,,,,,Concrete,20171026,Surrey,,,In Service,,,
4437,,,,20161208,0,Barrier,1001899530,,,,,Concrete,,Surrey,,,In Service,,,
4438,,,,20161208,0,Barrier,1001899556,Final AB,,,,Concrete,20161208,Surrey,,1713-3140-00,In Service,,2016,
4439,,,,20100114,0,Barrier,1001146713,,,,,,20120502,Surrey,,,Proposed,,,
4440,Digitized Via 2012 Air Photo,,,20161101,0,Barrier,1001564309,,1001564300,,,Concrete,20161101,Surrey,,,In Service,,,
4441,Digitized Via 2012 Air Photo,,,20130123,0,Barrier,1001564321,,1001564300,,,Concrete,20130808,Surrey,,,In Service,,,
4442,,,,20130123,3,Pavement Edge,1001564320,Final AB,1001564300,,,Concrete,20130808,Surrey,,7807-0189-00,In Service,,2012,
4443,,,,20161206,0,Barrier,1001899105,,,,,Concrete,20180419,Surrey,,,In Service,,,
4444,,,,20180419,0,Barrier,1001996261,Final AB,1001899153,0,,Concrete,20161206,Surrey,,1713-3150-00,In Service,,2016,0
4445,,,,20161206,0,Barrier,1001899171,Final AB,,,,Concrete,20161206,Surrey,,1713-3150-00,In Service,,2016,
4446,,,,20160202,2,Rollover,1001857110,Final AB,,,,Concrete,20160202,Surrey,,7805-0011-00,In Service,,2014,
4447,Digitized via 2014 image,,,20150814,0,Barrier,1001834671,,,,,Concrete,20150814,Surrey,,,In Service,,,
4448,,,,20141211,0,Barrier,1001799092,EC,,,,Concrete,20141211,Surrey,,7812-0332-00,Proposed,,2014,
4449,Digitized Via 2012 Air Photo,,,20130206,0,Barrier,1001566581,Initial AB,,,,Concrete,20130808,Surrey,,,In Service,,,
4450,,,,20130201,0,Barrier,1001566130,Initial AB,1001565940,,,Concrete,20130808,Surrey,,7804-0434-00,In Service,,2012,
