,ANCILLARYROLE,ENABLED,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MAKE,MODEL,CORROSION_PROTECTED,DISASTER_CONTROL,GEARED,PRESSURE_ZONE_VALVE,RESTRAINED,NO_TURNS,STATUS,OPERATING_STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,ROTATION,Latitude,Longitude
3050,,1,2,Gate,1000261306,5421,1799909878,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020426,,,49.181542,-122.723505
3051,,1,1,Check,1001836820,,1579202918,200,,,No,,,,No,,In Service,Open,7811-0269-00,2015,Surrey,,,Final AB,,,,,,20150901,20160224,90,49.055721,-122.784977
3052,,1,2,Gate,1000274144,11479,1514707342,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,20141117,,49.135800,-122.802414
3053,,1,2,Gate,1000266326,7993,1529009366,200,,,,,,,,26,In Service,Open,F/T,,Surrey,9341 153 ST,,,,,,,,20020429,20141117,,49.172426,-122.798326
3054,,1,2,Gate,1000278231,13206,1879406688,,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020502,20080215,,49.123765,-122.701896
3055,,1,2,Gate,1000278016,11177,1368407294,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.134999,-122.842743
3056,,1,2,Gate,1000260907,9202,1488708234,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,20141117,,49.151954,-122.809513
3057,,1,2,Gate,1000277898,11049,1406107975,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.147313,-122.832307
3058,,1,2,Gate,1000277903,11054,1410407978,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.147368,-122.831119
3059,,1,2,Gate,1001560301,,1697300044,100,,,No,,,,No,,In Service,Open,7811-0103-00,2014,Surrey,,,Final AB,,,,,,20121128,20141117,,49.003644,-122.752698
3060,,1,2,Gate,1000277849,22049,1662608431,300,,,,,,,,,In Service,Open,1297-0501-00,2002,Surrey,,,Final AB,,,,,,20030520,,,49.155443,-122.761535
3061,,1,2,Gate,1000277680,10001,1680708245,250,,,,,,,,,In Service,Open,1797-0324-00,1999,Surrey,,,Final AB,,,,,,20030520,,,49.152056,-122.756533
3062,,1,2,Gate,1000277700,10023,1648008474,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.156227,-122.765545
3063,,1,2,Gate,1000277713,10037,1680008581,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.158135,-122.756722
3064,,1,2,Gate,1000268857,2764,1651110964,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020424,,,49.201272,-122.764477
3065,,1,2,Gate,1000268917,2861,1613710825,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020424,,,49.198783,-122.774806
3066,,1,2,Gate,1000268721,2555,1639811026,150,,,,,,,,,In Service,Closed,,,Surrey,,,,,,,,,20020424,,,49.202412,-122.767590
3067,,1,2,Gate,1000270588,22849,1491610885,150,,,,,,,,19,In Service,Open,1202-6030-00,2003,Surrey,,,,,,,,,20030909,20081030,,49.199932,-122.808541
3068,,1,2,Gate,1000268601,377,1259411575,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020423,,,49.212493,-122.872622
3069,,1,2,Gate,1000268608,387,1253411323,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020423,,,49.207949,-122.874272
3070,,1,2,Gate,1001163289,,1276709064,300,,,,,,,,,In Service,Closed,1207-3780-00,2010,Surrey,,,Final AB,,,,,,20100607,20150623,,49.167058,-122.867973
3071,,1,2,Gate,1000266947,22904,1624909622,300,,,,,,,,,In Service,Open,1298-5060-00,2001,Surrey,,,Final AB,,,,,,20031118,20080827,,49.177009,-122.771836
3072,,1,2,Gate,1000271593,6119,1276409066,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20150623,,49.167103,-122.868030
3073,,1,2,Gate,1000856169,,1624206012,200,,,No,No,No,No,No,,In Service,Open,7806-0228-00,2008,Surrey,,,Final AB,,,,,,20080828,,,49.111683,-122.772330
3074,,1,2,Gate,1000270574,20669,1449511018,200,,,,,,,,26,In Service,Open,1297-3050-00,1998,Surrey,,,Final AB,,,,,,20020903,20140708,,49.202353,-122.820139
3075,,1,2,Gate,1000270573,20668,1449410927,200,,,,,,,,26,In Service,Open,1297-3050-00,1998,Surrey,,,Final AB,,,,,,20020903,20140708,,49.200698,-122.820165
3076,,1,2,Gate,1000270205,5611,1439510422,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020426,20080828,,49.191571,-122.822958
3077,,1,2,Gate,1000270200,5606,1458910421,300,,,,,,,,38,In Service,Open,,,Surrey,,,,,,,,,20020426,20081105,,49.191556,-122.817585
3078,,1,2,Gate,1000280417,12410,1278206502,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,20080828,,49.120695,-122.867664
3079,,1,2,Gate,1000856168,,1627306012,200,,,No,No,No,No,No,,In Service,Open,7806-0228-00,2008,Surrey,,,Final AB,,,,,,20080828,,,49.111679,-122.771450
3080,,1,2,Gate,1000856182,,1629506181,200,,,No,No,No,No,No,,In Service,Open,7806-0228-00,2008,Surrey,,,Final AB,,,,,,20080828,,,49.114746,-122.770839
3081,,1,2,Gate,1000856243,,1633106179,200,,,No,No,No,No,No,,In Service,Open,7806-0228-00,2008,Surrey,,,Final AB,,,,,,20080829,,,49.114707,-122.769856
3082,,1,2,Gate,1000856250,,1636806164,200,,,No,No,No,No,No,,In Service,Open,7806-0228-00,2008,Surrey,,,Final AB,,,,,,20080829,,,49.114424,-122.768829
3083,,1,5,Tap,1000856233,,1640906158,200,,,No,No,No,No,No,,In Service,Open,7806-0228-00,2008,Surrey,,,Final AB,,,,,,20080829,20080829,,49.114308,-122.767710
3084,,1,2,Gate,1000270570,20665,1469511024,200,,,,,,,,26,In Service,Open,1297-3010-00,1997,Surrey,,,Final AB,,,,,,20020903,20081029,,49.202459,-122.814631
3085,,1,2,Gate,1000856307,,1628106014,200,,,No,No,No,No,No,,In Service,Open,7806-0228-00,2008,Surrey,,,Final AB,,,,,,20080829,,,49.111711,-122.771236
3086,,1,2,Gate,1000260964,8772,1212608658,,,,,,,,,,In Service,Open,,2002,Surrey,,,,,,,,,20020430,,,49.159740,-122.885653
3087,,1,2,Gate,1000260968,9047,1439008293,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.153050,-122.823216
3088,,1,2,Gate,1001200782,,1233710517,200,,,Yes,,,,,,In Service,Closed,7806-0035-00,2010,Surrey,,,Final AB,,,,,,20110613,20110613,,49.193362,-122.879765
3089,,1,2,Gate,1000280110,3042,1693510591,400,,,,,,,,51,In Service,Open,F/T,,Surrey,16949 105A AVE,,,,,,,,20020425,20110712,,49.194495,-122.752796
3090,,1,2,Gate,1000271780,6427,1276409066,200,,,,,,,,,In Service,Open,3361,1974,Surrey,,,Final AB,,,,,,20020429,20150623,,49.167103,-122.868053
3091,,1,2,Gate,1000856468,,1637106083,200,,,No,No,No,No,No,,In Service,Open,7806-0228-00,2008,Surrey,,,Final AB,,,,,,20080902,,,49.112964,-122.768756
3092,,1,2,Gate,1001124114,,1560010576,250,,,No,No,No,No,No,33,In Service,Open,1207-3030-00,2009,Surrey,10543 156 ST,On east side of 156 St.,Final AB,,,,,,20090610,20110303,,49.194312,-122.789668
3093,,1,2,Gate,1001149590,,1724100263,200,,,,,,,,,In Service,Open,7804-0411-00,2009,Surrey,,,Final AB,,,,,,20100215,20110224,,49.007598,-122.745304
3094,,1,2,Gate,1001121960,,1475806180,200,,,No,No,No,No,No,,In Service,Open,7803-0470-00,2008,Surrey,,,Final AB,,,,,,20090519,20090520,,49.114797,-122.813221
3095,,1,2,Gate,1001121942,,1478806213,200,,,No,No,No,No,No,,In Service,Open,7803-0470-00,2008,Surrey,,,Final AB,,,,,,20090519,20090520,,49.115397,-122.812372
3096,,1,2,Gate,1000279066,14077,1439005911,,,,,,,,,,In Service,Open,W881,,Surrey,,,,,,,,,20020502,20140425,,49.109939,-122.823373
3097,,1,2,Gate,1001121944,,1478906114,200,,,No,No,No,No,No,,In Service,Open,7803-0470-00,2008,Surrey,,,Final AB,,,,,,20090519,20090520,,49.113609,-122.812355
3098,,1,2,Gate,1001121965,,1478906178,200,,,No,No,No,No,No,,In Service,Open,7803-0470-00,2008,Surrey,,,Final AB,,,,,,20090519,20090520,,49.114761,-122.812368
3099,,1,2,Gate,1001121990,,1469506117,200,,,No,No,No,No,No,,In Service,Open,7803-0470-00,2008,Surrey,,,Initial AB,,,,,,20090519,20090520,,49.113665,-122.814955
3100,,1,2,Gate,1001121986,,1469606116,200,,,No,No,No,No,No,,In Service,Open,7803-0470-00,2008,Surrey,,,Final AB,,,,,,20090519,20090520,,49.113643,-122.814915
3101,,1,2,Gate,1001121995,,1478806116,200,,,No,No,No,No,No,,In Service,Open,7803-0470-00,2008,Surrey,,,Final AB,,,,,,20090519,20090520,,49.113630,-122.812380
3102,,1,2,Gate,1001125903,,1446207628,300,,,No,No,No,No,No,,In Service,Open,7804-0307-00,2009,Surrey,,,Final AB,,,,,,20090619,20090619,,49.141014,-122.821287
3103,,1,2,Gate,1001125908,,1446107622,200,,,No,No,No,No,No,,In Service,Open,7804-0307-00,2009,Surrey,,,Final AB,,,,,,20090619,20090619,,49.140897,-122.821294
3104,,1,2,Gate,1000260560,12748,1379406469,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.120063,-122.839772
3105,,1,2,Gate,1001177255,,1931407276,200,,,,,,,,25,In Service,Open,7805-0003-00,2010,Surrey,,,Final AB,,,,,,20101019,20161018,,49.134361,-122.687495
3106,,1,2,Gate,1001177257,,1930807316,200,,,,,,,,,In Service,Open,7805-0003-00,2010,Surrey,,,Final AB,,,,,,20101019,20161018,,49.135078,-122.687648
3107,,1,2,Gate,1001177258,,1931207285,200,,,,,,,,25,In Service,Open,7805-0003-00,2010,Surrey,,,Final AB,,,,,,20101019,20161018,,49.134521,-122.687555
3108,,1,2,Gate,1000278540,23930,1899307068,200,,,,,,,,26,In Service,Open,7802-0127-00,2005,Surrey,,,Final AB,,,,,,20060130,20161018,,49.130613,-122.696380
3109,,1,2,Gate,1000260570,12758,1438506525,,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020501,,,49.121050,-122.823468
3110,,1,2,Gate,1000260584,12772,1429406807,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.126158,-122.825966
3111,,1,2,Gate,1000260586,12774,1438306806,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.126150,-122.823497
3112,,1,2,Gate,1001126166,,1419006067,250,,,No,No,No,No,No,,In Service,Open,W-169,2008,Surrey,,,Final AB,,,,,,20090622,20090622,,49.112781,-122.828887
3113,,1,2,Gate,1000279067,14078,1439006011,,,,,,,,,,In Service,Open,W881,,Surrey,,,,,,,,,20020502,20140425,,49.111752,-122.823359
3114,,1,2,Gate,1000275189,,1423203467,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20060628,20140425,,49.065718,-122.827882
3115,,1,2,Gate,1000260565,12753,1407106705,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,20140425,,49.124335,-122.832104
3116,,1,2,Gate,1001144282,,1283201563,300,,,,,,,,,In Service,Open,1207-3660-00,2009,Surrey,,,Final AB,,,,,,20091222,20091222,,49.031315,-122.866533
3117,,1,2,Gate,1000263436,18012,1297101614,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,20091222,,49.032240,-122.862692
3118,,0,2,Gate,1000263847,18172,1297201565,,,,,,,,,,Abandoned,Open,,,Surrey,,,,,,,,,20020503,20091222,,49.031349,-122.862671
3119,,1,2,Gate,1001144324,,1295101562,300,,,,,,,,,In Service,Open,1207-3660-00,2009,Surrey,,,Final AB,,,,,,20091222,20091222,,49.031305,-122.863266
3120,,1,2,Gate,1001144444,,1299501562,300,,,,,,,,,In Service,Open,1207-3660-00,2009,Surrey,,,Final AB,,,,,,20091223,20091223,,49.031301,-122.862045
3121,,1,2,Gate,1001144440,,1309501562,300,,,,,,,,,In Service,Open,1207-3660-00,2009,Surrey,,,Final AB,,,,,,20091223,20091223,,49.031292,-122.859279
3122,,1,2,Gate,1001172791,,1261605818,100,,,,,,,,,In Service,Open,MOTH 71101-1004,2009,Surrey,,,Final AB,,,,,,20100921,20100921,,49.108326,-122.872291
3123,,1,2,Gate,1001149823,,1729600079,200,,,,,,,,,In Service,Open,7804-0411-00,2009,Surrey,,,Final AB,,,,,,20100216,20100216,,49.004262,-122.743830
3124,,1,2,Gate,1001149828,,1740100033,200,,,,,,,,,In Service,Open,7804-0411-00,2009,Surrey,,,Final AB,,,,,,20100216,20100216,,49.003421,-122.740932
3125,,1,2,Gate,1001149833,,1738900032,200,,,,,,,,,In Service,Open,7804-0411-00,2009,Surrey,,,Final AB,,,,,,20100216,20100216,,49.002222,-122.741262
3126,,1,2,Gate,1000274160,11495,1468207825,,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020501,,,49.144569,-122.815198
3127,,1,2,Gate,1000260566,12754,1414406675,150,,,,,,,,19,In Service,Open,,,Surrey,,,,,,,,,20020501,20140602,,49.123780,-122.830117
3128,,1,2,Gate,1000260527,12709,1365707217,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.133599,-122.843513
3129,,1,2,Gate,1000260479,22346,1404107018,100,,,,,,,,14,In Service,Open,4163,1975,Surrey,,,Final AB,,,,,,20030624,20140920,,49.129997,-122.832920
3130,,1,2,Gate,1000262641,18595,1450701762,150,,,,,,,,20,In Service,Open,F/T,,Surrey,1815 145 ST,On 145 St main.,,,,,,,20020503,20111012,,49.034872,-122.820416
3131,,1,2,Gate,1000262657,18611,1450701753,150,,,,,,,,20,In Service,Open,F/T,,Surrey,14494 18 AVE,,,,,,,,20020503,20111012,,49.034707,-122.820415
3132,,1,2,Gate,1000262663,18617,1440801711,150,,,,,,,,20,In Service,Open,F/T,,Surrey,14409 17A AVE,On 17A Ave main.,,,,,,,20020503,20111012,,49.033949,-122.823154
3133,,1,2,Gate,1000263623,18369,1440601712,250,,,,,,,,33,In Service,Open,F/T,,Surrey,14409 17A AVE,On 144 St main.,,,,,,,20020503,20111012,,49.033971,-122.823194
3134,,1,2,Gate,1000262589,18756,1461401811,300,,,,,,,,38,In Service,Open,F/T,,Surrey,146 ST & 18A AVE,"NE ""corner""",,,,,,,20020503,20111012,,49.035752,-122.817459
3135,,1,2,Gate,1000262635,18589,1450701803,150,,,,,,,,19,In Service,Open,F/T,,Surrey,1839 145 ST,,,,,,,,20020503,20111012,,49.035611,-122.820419
3136,,1,2,Gate,1000262637,18591,1450501811,300,,,,,,,,37,In Service,Open,F/T,,Surrey,145 ST & 18A AVE,North side of 18A Ave.,,,,,,,20020503,20111012,,49.035758,-122.820461
3137,,1,2,Gate,1000261680,2173,1588810828,150,,,,,,,,21,In Service,Open,F/T,,Surrey,15883 108 AVE,,,,,,,,20020424,20110713,,49.198847,-122.781702
3138,,1,2,Gate,1000260478,22146,1365707136,150,,,,,,,,21,In Service,Open,7891-0115-00,1993,Surrey,,AS PER OPERATIONS,Final AB,,,,,,20030527,20140603,,49.132140,-122.843517
3139,,1,2,Gate,1000260627,12620,1407306669,150,,,,,,,,20,In Service,Open,,,Surrey,,,,,,,,,20020501,20140602,,49.123673,-122.832064
3140,,1,2,Gate,1000260394,12778,1408707019,150,,,,,,,,20,In Service,Open,,,Surrey,,,,,,,,,20020501,20150106,,49.130001,-122.831644
3141,,1,2,Gate,1000260624,12617,1399506508,250,,,,,,,,31,In Service,Open,,,Surrey,,,,,,,,,20020501,20140602,,49.120767,-122.834216
3142,,1,3,Pressure Reducing,1001122563,,1580602705,19,,,No,No,No,Yes,No,,In Service,Open,7806-0289-00,2009,Surrey,,,Final AB,,,,,,20090527,20090527,,49.051864,-122.784592
3143,,1,2,Gate,1001194385,,1697707818,200,,,,,,,,,In Service,Open,7806-0317-00,2011,Surrey,,,Final AB,,,,,,20110401,20110401,,49.144323,-122.751892
3144,,1,2,Gate,1001194424,,1693907842,100,,,,,,,,,In Service,Open,7806-0317-00,2011,Surrey,,,Final AB,,,,,,20110401,20110401,,49.144756,-122.752946
3145,,1,2,Gate,1000261365,21399,1772809863,200,,,,,,,,,In Service,Open,7896-0230-00,2001,Surrey,,,Final AB,,,,,,20021016,,,49.181281,-122.730978
3146,,1,2,Gate,1000261370,7327,1560210423,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.191529,-122.789614
3147,,1,2,Gate,1000261024,8418,1276708020,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20150105,,49.148173,-122.868009
3148,,1,2,Gate,1000279802,23339,1600402763,300,,,,,,,,,In Service,Open,7899-0179-00,2003,Surrey,,,Final AB,,,,,,20041022,20150618,90,49.052900,-122.779152
3149,,1,2,Gate,1000261170,8392,1276308024,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.148241,-122.868108
3150,,1,2,Gate,1000274425,11956,1216006987,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.129495,-122.884791
3151,,1,2,Gate,1001163457,,1276609063,300,,,No,,,,Yes,,In Service,Open,1207-3780-00,2010,Surrey,,,Final AB,,,,,,20100608,20150623,90,49.167052,-122.867983
3152,,1,5,Tap,1001602889,,1266508020,200,,,No,,,,Yes,,In Service,Open,1211-3500-00,2014,Surrey,,,Final AB,,,,,,20150105,20150105,,49.148169,-122.870816
3153,,0,2,Gate,1000275468,16998,1399903159,,,,,,,,,,Abandoned,Closed,1207-3750-00,,Surrey,,,Final AB,,,,,,20020502,20101129,,49.060160,-122.834329
3154,,1,2,Gate,1000273376,7544,1457808935,150,,,,,,,,21,In Service,Open,F/T,,Surrey,14596 89 AVE,,,,,,,,20020429,20110224,,49.164651,-122.817998
3155,,1,2,Gate,1001163308,,1276209063,300,,,,,,,,,In Service,Open,1207-3780-00,2010,Surrey,,,Final AB,,,,,,20100607,20150623,,49.167051,-122.868101
3156,,1,3,Pressure Reducing,1001134964,,1460602212,150,,,No,No,No,No,No,,In Service,Open,4806-3070-00,2009,Surrey,Elgin Creek Augmentation,,Final AB,,,,,,20091016,20091016,,49.042992,-122.817665
3157,,1,2,Gate,1001134965,,1460102214,150,,,No,No,No,No,No,,In Service,Open,4806-3070-00,2009,Surrey,Elgin Creek Augmentation,,Final AB,,,,,,20091016,20091016,,49.043038,-122.817806
3158,,1,2,Gate,1000278905,23643,1325006287,250,,,,,,,,,In Service,Open,7802-0364-00,2005,Surrey,,,Final AB,,,,,,20050614,20080930,,49.116802,-122.854780
3159,,1,2,Gate,1000261361,21395,1772710078,300,,,,,,,,,In Service,Open,7896-0230-00,2001,Surrey,,2 -  400 TO 300 REDUCERS,Final AB,,,,,,20021015,20080826,,49.185179,-122.730979
3160,,1,2,Gate,1000263252,16455,1520703160,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20080915,,49.060124,-122.801055
3161,,1,2,Gate,1001163305,,1276209066,300,,,,,,,,,In Service,Open,1207-3780-00,2010,Surrey,,,Final AB,,,,,,20100607,20150623,90,49.167090,-122.868091
3162,,1,2,Gate,1000261178,9053,1448108554,150,,,,,,,,21,In Service,Open,F/T,,Surrey,14494 85A AVE,,,,,,,,20020430,20110223,,49.157773,-122.820705
3163,,1,2,Gate,1000260936,9231,1507808492,100,,,,,,,,15,In Service,Open,F/T,,Surrey,15089 SPENSER DR,,,,,,,,20020430,20110301,,49.156616,-122.804220
3164,,1,2,Gate,1000273417,7586,1508408951,100,,,,,,,,15,In Service,Open,F/T,,Surrey,15114 89A AVE,,,,,,,,20020429,20110301,,49.164929,-122.804032
3165,,1,1,Check,1001813288,,1756705608,100,,,No,,,,No,,In Service,Open,7805-0033-00,2015,Surrey,,,Final AB,,,,,,20150320,,90,49.104298,-122.735829
3166,,1,2,Gate,1001200790,,1238810672,400,,,Yes,,,,Yes,,In Service,Open,7806-0035-00,2010,Surrey,,,Final AB,,,,,,20110613,20110613,,49.196173,-122.878346
3167,,1,1,Check,1001813289,,1755505608,100,,,No,,,,No,,In Service,Open,7805-0033-00,2015,Surrey,,,Final AB,,,,,,20150320,,90,49.104299,-122.736176
3168,,1,2,Gate,1000267180,21,1238810739,,,,,,,,,,In Service,Closed,,,Surrey,,,,,,,,,20020423,20110613,,49.197373,-122.878332
3169,,1,2,Gate,1000857855,,1439307156,300,,,No,No,No,No,No,,In Service,Open,7805-0224-00,2008,Surrey,,,Final AB,,,,,,20080910,20081120,,49.132472,-122.823224
3170,,1,2,Gate,1000271943,9596,1558908230,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.151862,-122.790152
3171,,1,2,Gate,1000262680,18634,1470201612,150,,,,,,,,21,In Service,Open,F/T,,Surrey,147 ST & 16A AVE,"NW corner, on 147 St main.",,,,,,,20020503,20111011,,49.032147,-122.815049
3172,,1,2,Gate,1000271987,9640,1553008228,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.151819,-122.791771
3173,,1,2,Gate,1000262681,18635,1461501611,150,,,,,,,,20,In Service,Open,F/T,,Surrey,1662 146 ST,On 16A Ave main.,,,,,,,20020503,20111011,,49.032129,-122.817444
3174,,1,2,Gate,1000262673,18627,1460801613,150,,,,,,,,20,In Service,Open,F/T,,Surrey,1649 146 ST,,,,,,,,20020503,20111011,,49.032158,-122.817658
3175,,1,2,Gate,1000269845,15548,1880105807,200,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20171003,,49.107813,-122.701814
3176,,1,2,Gate,1000262676,18630,1470001654,150,,,,,,,,20,In Service,Open,F/T,,Surrey,147 ST & 17 AVE,SW corner.,,,,,,,20020503,20111011,,49.032909,-122.815104
3177,,1,2,Gate,1000262682,18636,1470101611,150,,,,,,,,21,In Service,Open,F/T,,Surrey,147 ST & 16A AVE,"NW corner, on 16A Ave main.",,,,,,,20020503,20111011,,49.032125,-122.815096
3178,,1,2,Gate,1000262683,18637,1471001611,150,,,,,,,,20,In Service,Open,F/T,,Surrey,147 ST & 16A AVE,NE corner.,,,,,,,20020503,20111011,,49.032124,-122.814846
3179,,1,1,Check,1001558862,,1953006682,150,,,No,,,,No,,In Service,Open,7811-0259-00,2013,Surrey,,,Final AB,,,,,,20130913,20150320,180,49.123588,-122.681593
3180,,1,2,Gate,1000271906,9555,1599008536,150,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020430,,,49.157369,-122.779060
3181,,1,2,Gate,1000269375,15114,1821406222,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20171003,,49.115362,-122.717928
3182,,1,2,Gate,1000271770,6407,1235309194,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.169417,-122.879384
3183,,1,2,Gate,1000271826,21686,1219909238,200,,,,,,,,,In Service,Open,7801-0137-00,2002,Surrey,,,Final AB,,,,,,20030311,,,49.170227,-122.883621
3184,,1,2,Gate,1000271606,6139,1207208854,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.163289,-122.887157
3185,,1,2,Gate,1000271643,6195,1198809048,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.166785,-122.889467
3186,,1,1,Check,1001801993,,1768706536,150,,,No,,,,No,,In Service,Open,7814-0002-00,2017,Surrey,,,Final AB,,,,,,20171003,20171003,270,49.121084,-122.732431
3187,,1,2,Gate,1000277618,9937,1639408541,200,,,,,,,,26,In Service,Open,F/T,,Surrey,85 AVE & 164 ST,NW corner,,,,,,,20020430,20171003,,49.157441,-122.767912
3188,,1,2,Gate,1001178854,,1235609243,600,,,,,,,,,In Service,Open,1207-5590-00,2010,Surrey,,,Final AB,,,,,,20101027,20101027,,49.170318,-122.879289
3189,,1,2,Gate,1001177937,,1377707547,200,,,,,,,,,In Service,Open,7807-0359-00,2010,Surrey,,,Final AB,,,,,,20101022,20101022,,49.139582,-122.840181
3190,,1,2,Gate,1001177938,,1377707547,200,,,,,,,,,In Service,Open,7807-0359-00,2010,Surrey,,,Final AB,,,,,,20101022,20101022,,49.139567,-122.840181
3191,,1,1,Check,1001801994,,1768806536,100,,,No,,,,No,,In Service,Open,7814-0002-00,2017,Surrey,,,Final AB,,,,,,20171003,20171003,270,49.121084,-122.732417
3192,,1,2,Gate,1000278541,23931,1900307025,200,,,,,,,,,In Service,Open,7802-0127-00,2005,Surrey,,,Final AB,,,,,,20060130,20161018,,49.129837,-122.696091
3193,,1,2,Gate,1000269240,14974,1776605697,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,,,49.105889,-122.730352
3194,,1,2,Gate,1000278542,23932,1900407027,300,,,,,,,,,In Service,Open,7802-0127-00,2005,Surrey,,,Final AB,,,,,,20060130,20161018,,49.129870,-122.696062
3195,,1,2,Gate,1000844268,,1841406809,350,,,,,,,,50,In Service,Open,1205-3090-00,2007,Surrey,,TAPPING VALVE,Final AB,,,,,,20080212,20161018,,49.125971,-122.712376
3196,,1,2,Gate,1000800086,,1879506815,300,,,,,,,,,In Service,Open,7804-0246-00,2006,Surrey,,,Final AB,,,,,,20060918,20161018,,49.126061,-122.701847
3197,,1,2,Gate,1000269238,14972,1776605657,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,,,49.105166,-122.730349
3198,,1,2,Gate,1000269236,14970,1776605607,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,,,49.104258,-122.730347
3199,,1,2,Gate,1000269234,14968,1776405623,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,,,49.104553,-122.730396
3200,,1,2,Gate,1000264112,11666,1661807834,200,,,,,,,,25,In Service,Open,F/T,,Surrey,166 ST & 78 AVE,NE corner of intersection.,,,,,,,20020501,20110902,,49.144627,-122.761787
3201,,1,2,Gate,1000264120,11674,1667207824,200,,,,,,,,26,In Service,Open,F/T,,Surrey,166A ST & 78 AVE,On 166A St main.,,,,,,,20020501,20110902,,49.144453,-122.760321
3202,,1,2,Gate,1000268231,5018,1520110117,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020426,,,49.186026,-122.800722
3203,,1,2,Gate,1000268506,23432,1918205427,450,,,,,,,,,In Service,Open,1299-5020-00,2004,Surrey,,,Final AB,,,,,,20041208,20080328,,49.100912,-122.691345
3204,,1,2,Gate,1000268164,4951,1569109619,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020426,,,49.176989,-122.787235
3205,,1,2,Gate,1001361614,,1624402260,300,,,No,,,,No,,In Service,Open,7810-0320-00,2013,Surrey,,,Final AB,,,,,,20120222,20130726,,49.043793,-122.772576
3206,,1,2,Gate,1000833984,,1840506807,300,,,,,,,,,In Service,Open,1205-3090-00,2007,Surrey,,,Final AB,,,,,,20071009,20161018,,49.125933,-122.712603
3207,,1,2,Gate,1001361612,,1620302260,300,,,No,,,,No,,In Service,Open,7810-0320-00,2013,Surrey,,,Final AB,,,,,,20120222,20130726,,49.043788,-122.773695
3208,,1,2,Gate,1001172770,,1257005818,100,,,,,,,,,In Service,Open,MOTH 71101-1004,2009,Surrey,,,Final AB,,,,,,20100921,20100921,,49.108328,-122.873539
