,ANCILLARYROLE,ENABLED,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MAKE,MODEL,CORROSION_PROTECTED,DISASTER_CONTROL,GEARED,PRESSURE_ZONE_VALVE,RESTRAINED,NO_TURNS,STATUS,OPERATING_STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,ROTATION,Latitude,Longitude
7904,,1,2,Gate,1000277399,8663,1343008422,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.155413,-122.849708
7905,,1,2,Gate,1000277400,8664,1356608430,150,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020430,,,49.155553,-122.845935
7906,,1,2,Gate,1000277402,8666,1356508619,150,,,,,,,,,Abandoned,Closed,1202-6110-00,2003,Surrey,,SEE WD-041-048,Final AB,,,,,,20020430,,,49.158984,-122.845958
7907,,1,2,Gate,1000262414,22544,1434010022,150,,,,,,,,21,In Service,Open,,,Surrey,143A St. & 100 Ave Fg N.,On 143A St.,,,,,,,20030708,20161018,,49.184344,-122.824487
7908,,1,2,Gate,1000276084,23262,1483205711,200,,,,,,,,,In Service,Open,7803-0118-00,2004,Surrey,,,Final AB,,,,,,20040812,20071221,,49.106312,-122.811211
7909,,1,2,Gate,1000276090,23512,1478705814,350,,,,,,,,,In Service,Open,7802-0094-00,2004,Surrey,,,Final AB,,,,,,20050215,,,49.108174,-122.812431
7910,,1,2,Gate,1000264082,11636,1635107730,150,,,,,,,,20,In Service,Open,F/T,,Surrey,16298 77 AVE,,,,,,,,20020501,20110902,,49.142762,-122.769159
7911,,1,2,Gate,1000264091,11645,1675707834,200,,,,,,,,25,In Service,Open,F/T,,Surrey,7819 167A ST,,,,,,,,20020501,20110902,,49.144629,-122.757949
7912,,1,2,Gate,1000264105,11659,1653807783,200,,,,,,,,25,In Service,Open,F/T,,Surrey,165 ST & 77A AVE,NE corner of intersection.,,,,,,,20020501,20110902,,49.143707,-122.764008
7913,,1,2,Gate,1000264078,11632,1635507741,150,,,,,,,,20,In Service,Open,F/T,,Surrey,7722 163 ST,,,,,,,,20020501,20110902,,49.142972,-122.769064
7914,,1,2,Gate,1000264080,11634,1640307741,150,,,,,,,,20,In Service,Open,F/T,,Surrey,16382 77 AVE,,,,,,,,20020501,20110902,,49.142963,-122.767732
7915,,1,2,Gate,1000264081,11635,1627007722,150,,,,,,,,20,In Service,Open,F/T,,Surrey,16242 77 AVE,,,,,,,,20020501,20110902,,49.142632,-122.771398
7916,,1,2,Gate,1000263779,18311,1377901664,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,20101123,,49.033118,-122.840455
7917,,0,2,Gate,1000275470,17000,1399902871,,,,,,,,,,Abandoned,Closed,1207-3750-00,2010,Surrey,,,Final AB,,,,,,20020502,20101123,,49.054948,-122.834321
7918,,0,2,Gate,1000275469,16999,1400002768,,,,,,,,,,Abandoned,Closed,1207-3750-00,2010,Surrey,,,Final AB,,,,,,20020502,20101123,,49.053096,-122.834319
7919,,1,2,Gate,1000262413,22539,1438910382,300,,,,,,,,39,In Service,Open,,,Surrey,103A Ave. & 144 St.,On 144 St. main.,,,,,,,20030708,20161018,,49.190844,-122.823123
7920,,1,2,Gate,1000262406,22532,1439310023,150,,,,,,,,21,In Service,Open,,,Surrey,100 Ave Fg N. & 144 St.,,,,,,,,20030708,20161018,,49.184351,-122.823025
7921,,1,2,Gate,1000262405,22531,1433910014,150,,,,,,,,21,In Service,Open,,,Surrey,143A St. & 100 Ave Fg N.,On 100 Ave Fg N.,,,,,,,20030708,20161018,,49.184184,-122.824522
7922,,1,2,Gate,1000273340,7508,1458509193,200,,,,,,,,27,In Service,Open,,,Surrey,9160 146 ST,,,,,,,,20020429,20101124,,49.169317,-122.817767
7923,,1,2,Gate,1000277263,21357,1350709234,300,,,,,,,,,In Service,Open,7897-0128-00,2000,Surrey,,,Final AB,,,,,,20021008,,,49.170110,-122.847521
7924,,1,2,Gate,1000277266,23015,1356808913,400,,,,,,,,,In Service,Open,1202-6110-00,2004,Surrey,,,Final AB,,,,,,20040126,,,49.164294,-122.845862
7925,,1,2,Gate,1000277052,6623,1336809223,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.169921,-122.851359
7926,,1,2,Gate,1000275457,16987,1400002660,200,,,,,,,,,Abandoned,Closed,,1961,Surrey,,,,,,,,,20020502,,,49.051136,-122.834315
7927,,1,2,Gate,1000275459,16989,1400002557,,,,,,,,,,In Service,Closed,,,Surrey,,,,,,,,,20020502,20080722,,49.049275,-122.834311
7928,,1,2,Gate,1000275464,16994,1380002467,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,,,49.047657,-122.839834
7929,,1,2,Gate,1000275477,17007,1374802365,150,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020502,,,49.045814,-122.841273
7930,,1,2,Gate,1000275479,17009,1399202365,150,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020502,,,49.045796,-122.834547
7931,,1,2,Gate,1000273296,7463,1494609424,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20150204,90,49.173498,-122.807809
7932,,1,2,Gate,1000275488,17020,1425302934,,,,,,,,,,In Service,Closed,,,Surrey,,,,,,,,,20020502,,,49.056085,-122.827347
