,DEVICE_TYPE,DEVICE_TYPE2,FACILITYID,LEGACYID,MATERIAL,YEAR_BUILT,ROTATION,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
191,7,Speed Hump,1001215701,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177624,-122.870287
192,7,Speed Hump,1001566016,,Asphalt,,,In Service,7811-0126-00,2014,Surrey,,,Final AB,,,,,,20140930,20140930,49.134833,-122.680171
193,7,Speed Hump,1001566017,,Asphalt,,,In Service,7811-0126-00,2014,Surrey,,,Final AB,,,,,,20140930,20140930,49.135238,-122.680167
194,7,Speed Hump,1001566015,,Asphalt,,,In Service,7811-0126-00,2014,Surrey,,,Final AB,,,,,,20140930,20140930,49.134037,-122.680120
195,7,Speed Hump,1001741008,,Asphalt,,,In Service,7812-0244-00,2014,Surrey,,,Final AB,,,,,,20140411,20150119,49.047078,-122.765468
196,7,Speed Hump,1001740999,,Asphalt,,,In Service,7812-0244-00,2014,Surrey,,,Final AB,,,,,,20140411,20150119,49.047201,-122.767524
197,7,Speed Hump,1001741001,,Asphalt,,,In Service,7812-0244-00,2014,Surrey,,,Final AB,,,,,,20140411,20150119,49.047072,-122.766199
198,3,Raised Crosswalk,1001210028,,Asphalt,,,In Service,7810-0020-00,2012,Surrey,,,Final AB,,,,,,20120627,20120627,49.053817,-122.778542
199,4,Raised Intersection,1001211189,,Asphalt,2007,,In Service,3811-6270-00,2012,Surrey,,3805-5500-01,Final AB,,,,,,20120925,20140131,49.155486,-122.759409
200,7,Speed Hump,1001559297,,Asphalt,,,In Service,FT00375,,Surrey,,,Final AB,,,,,,20121109,20140131,49.044847,-122.878420
201,9,Traffic Circle,1001075337,20,Asphalt,2005,0,In Service, ,2005,Surrey,20, ,Final AB,,,,,,,20130104,49.071036,-122.787465
202,7,Speed Hump,1001411896,,Asphalt,2012,,In Service,7510-0257-00,2012,Surrey,,,Final AB,,,,,,20120507,20130227,49.022044,-122.765484
203,7,Speed Hump,1001804883,,Asphalt,2015,,In Service,7813-0280-00,2015,Surrey,,,Final AB,,,,,,20151027,20151103,49.030821,-122.864073
204,7,Speed Hump,1001422894,,Asphalt,,,In Service,7811-0309-00,2013,Surrey,,,Final AB,,,,,,20130910,20130910,49.026458,-122.851550
205,7,Speed Hump,1001804884,,Asphalt,2015,,In Service,7813-0280-00,2015,Surrey,,,Final AB,,,,,,20151027,20151103,49.030818,-122.863139
206,7,Speed Hump,1001804885,,Asphalt,2015,,In Service,7813-0280-00,2015,Surrey,,,Final AB,,,,,,20151027,20151103,49.030816,-122.862531
207,8,Speed Table,1001877976,,Asphalt,,,Proposed,3815-5010-00,,Surrey,,,EC,,,,,,20160519,20160519,49.131630,-122.841258
208,7,Speed Hump,1001926424,,Asphalt,,,In Service,7812-0265-00,2017,Surrey,,,Final AB,,,,,,20180131,20180131,49.192023,-122.784859
209,7,Speed Hump,1001887561,,Asphalt,,,In Service,7815-0242-00,2017,Surrey,,,Initial AB,,,,,,20180201,20180201,49.046414,-122.767425
210,7,Speed Hump,1001887562,,Asphalt,,,In Service,7815-0242-00,2017,Surrey,,,Initial AB,,,,,,20180201,20180201,49.046201,-122.767020
211,4,Raised Intersection,1001717208,,Asphalt,,,In Service,7810-0314-00,2013,Surrey,,,Final AB,,,,,,20131029,20131029,49.122141,-122.690905
212,7,Speed Hump,1001887563,,Asphalt,,,In Service,7815-0242-00,2017,Surrey,,,Initial AB,,,,,,20180201,20180201,49.046264,-122.766186
213,7,Speed Hump,1001746649,,Asphalt,,,In Service,7804-0091-00,2009,Surrey,,,Initial AB,,,,,,20140506,20140515,49.109696,-122.864091
214,8,Speed Table,1001746651,,Asphalt,,,In Service,7804-0091-00,2009,Surrey,,,Initial AB,,,,,,20140506,20140515,49.109707,-122.862640
215,7,Speed Hump,1001746650,,Asphalt,,,In Service,7804-0091-00,2009,Surrey,,,Initial AB,,,,,,20140506,20140515,49.109701,-122.863458
216,3,Raised Crosswalk,1001075255,138,Asphalt,2008,0,In Service,1707-8010-00,2008,Surrey,138, ,Final AB,,,,,,20150223,20150223,49.148230,-122.784280
217,3,Raised Crosswalk,1001075260,139,Asphalt,2008,360,In Service,1708-8040-00,2008,Surrey,139, ,Final AB,,,,,,,20150223,49.149963,-122.790098
218,3,Raised Crosswalk,1001075274,137,Asphalt,2008,0,In Service,1707-8010-00,2008,Surrey,137, ,Final AB,,,,,,20150223,20150223,49.148231,-122.781955
219,7,Speed Hump,1001075280,24,Asphalt,2005,90,In Service, ,2005,Surrey,24, ,Final AB,,,,,,,20081212,49.066862,-122.788732
220,7,Speed Hump,1001075240,32,Asphalt,2005,0,In Service, ,2005,Surrey,32,TC05-50,Final AB,,,,,,,20081212,49.063726,-122.791018
221,7,Speed Hump,1001075287,145,Asphalt,,0,In Service,1708-8040-00,,Surrey,145,TC05-55,Final AB,,,,,,,20081212,49.144549,-122.766778
222,8,Speed Table,1001075151,95,Asphalt,2008,45,In Service,1708-8040-00,2008,Surrey,95, ,Final AB,,,,,,,20081212,49.106885,-122.805497
223,8,Speed Table,1001075165,39,Asphalt,2007,0,In Service, ,2007,Surrey,39, ,Final AB,,,,,,,20081212,49.100513,-122.705926
224,8,Speed Table,1001075176,15,Asphalt,2005,0,In Service, ,2005,Surrey,15, ,Final AB,,,,,,,20081212,49.052891,-122.689017
225,8,Speed Table,1001932928,,Asphalt,,,Proposed,7815-0228-00,,Surrey,,,EC,,,,,,20170529,20170612,49.178296,-122.771896
226,7,Speed Hump,1001075311,190,Asphalt,,0,In Service, ,,Surrey,190, ,Final AB,,,,,,,20081212,49.206226,-122.857976
227,8,Speed Table,1001075334,50,Asphalt,2006,0,In Service,3804-550,2006,Surrey,50,TC05-42,Final AB,,,,,,,20081212,49.115585,-122.888452
228,9,Traffic Circle,1001075359,85,Concrete,,0,In Service, ,,Surrey,85,TC05-36,Final AB,,,,,,,20081212,49.115394,-122.853837
229,7,Speed Hump,1001075131,12,Asphalt,2008,45,In Service,1708-8040-00,2008,Surrey,12, ,Final AB,,,,,,,20081212,49.036557,-122.804882
230,7,Speed Hump,1001946937,,Asphalt,,,Proposed,7816-0301-00,,Surrey,,,EC,,,,,,20170915,,49.048153,-122.761870
231,7,Speed Hump,1001946938,,Asphalt,,,Proposed,7816-0301-00,,Surrey,,,EC,,,,,,20170915,,49.047773,-122.761874
232,3,Raised Crosswalk,1001075135,167,Asphalt,2006,0,In Service,1708-8040-00,2006,Surrey,167, ,Final AB,,,,,,,20081212,49.125937,-122.718139
233,8,Speed Table,1001075265,38,Asphalt,2007,0,In Service, ,2007,Surrey,38, ,Final AB,,,,,,,20081212,49.100500,-122.708077
234,7,Speed Hump,1001075384,79,Asphalt,2007,0,In Service, ,2007,Surrey,79, ,Final AB,,,,,,,20081212,49.122915,-122.877745
235,7,Speed Hump,1001075208,103,Asphalt,2008,45,In Service,1708-8040-00,2008,Surrey,103,TC07-04,Final AB,,,,,,,20081212,49.111571,-122.799709
236,4,Raised Intersection,1001075156,165,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,165,2006,Final AB,,,,,,,20081212,49.125978,-122.723758
237,8,Speed Table,1001075157,123,Asphalt,,0,In Service, ,,Surrey,123,TC05-23,Final AB,,,,,,,20081212,49.164086,-122.799676
238,0,All Way Stop,1000963753,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.162835,-122.698884
239,7,Speed Hump,1001946939,,Asphalt,,,Proposed,7816-0301-00,,Surrey,,,EC,,,,,,20170915,,49.047968,-122.761362
240,8,Speed Table,1001075136,229,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,229, ,Final AB,,,,,,,20081212,49.206059,-122.780437
241,7,Speed Hump,1001075221,6,Asphalt,2007,135,In Service, ,2007,Surrey,6, ,Final AB,,,,,,,20081212,49.033821,-122.809448
242,7,Speed Hump,1001946940,,Asphalt,,,Proposed,7816-0301-00,,Surrey,,,EC,,,,,,20170915,,49.047974,-122.760313
243,7,Speed Hump,1001075292,208,Asphalt,,0,In Service, ,,Surrey,208, ,Final AB,,,,,,,20081212,49.201870,-122.863369
244,7,Speed Hump,1001075125,184,Asphalt,,0,In Service, ,,Surrey,184, ,Final AB,,,,,,,20081212,49.177774,-122.901197
245,8,Speed Table,1001993301,,Asphalt,,,Proposed,1716-6670-00,,Surrey,123A St & 66 Ave,,EC,,,,,,20180328,20180328,49.122937,-122.880442
246,8,Speed Table,1001075376,163,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,163, ,Final AB,,,,,,,20081212,49.125720,-122.728721
247,8,Speed Table,1001075241,64,Asphalt,2006,0,In Service, ,2006,Surrey,64, ,Final AB,,,,,,,20081212,49.110497,-122.882407
248,9,Traffic Circle,1001075251,17,Concrete,2005,0,In Service, ,2005,Surrey,17,TC05-46,Final AB,,,,,,,20090306,49.073666,-122.787602
249,7,Speed Hump,1001075343,246,Asphalt,,0,In Service, ,,Surrey,246, ,Final AB,,,,,,,20081212,49.202439,-122.783377
250,9,Traffic Circle,1001224161,,Concrete,2011,,In Service,1706-7030-00,2011,Surrey,,,Final AB,,,,,,20111216,20111216,49.068121,-122.825128
251,7,Speed Hump,1001556651,,Asphalt,,,In Service,7808-0099-00,2013,Surrey,,,Final AB,,,,,,20130315,20130315,49.110424,-122.860550
252,7,Speed Hump,1001200315,,Asphalt,2012,,In Service,7809-0133-00,2012,Surrey,,,Final AB,,,,,,20120808,20120823,49.140827,-122.878371
253,7,Speed Hump,1001423131,,Asphalt,,,In Service,7806-0042-00,2012,Surrey,,,Final AB,,,,,,20120827,20120827,49.119486,-122.834803
254,7,Speed Hump,1001707159,,Asphalt,,,In Service,7804-0105-00,2013,Surrey,,,Final AB,,,,,,20130912,20130912,49.191078,-122.755486
255,7,Speed Hump,1001412022,,Asphalt,,,In Service,7810-0257-00,2012,Surrey,,,Final AB,,,,,,20120508,20130130,49.020548,-122.763501
256,7,Speed Hump,1001565788,,Asphalt,,,In Service,7811-0046-00,2012,Surrey,,,Final AB,,,,,,20130130,20130130,49.108207,-122.821668
257,7,Speed Hump,1001406632,,Asphalt,,,In Service,7811-0046-00,2012,Surrey,,,Final AB,,,,,,20130131,20130131,49.107854,-122.822430
258,7,Speed Hump,1001866019,,Asphalt,,,In Service,7813-0241-00,2017,Surrey,,,Final AB,,,,,,20170615,20170615,49.048874,-122.758828
259,3,Raised Crosswalk,1001866018,,Asphalt,,,In Service,7813-0241-00,2017,Surrey,,,Final AB,,,,,,20170615,20170615,49.048867,-122.759763
260,7,Speed Hump,1001556652,,Asphalt,,,In Service,7808-0099-00,2013,Surrey,,,Final AB,,,,,,20130315,20130315,49.110430,-122.861678
261,7,Speed Hump,1001556653,,Asphalt,,,In Service,7808-0099-00,2013,Surrey,,,Final AB,,,,,,20130315,20130315,49.110451,-122.862436
262,7,Speed Hump,1001591834,,Asphalt,,,In Service,7810-0003-00,2013,Surrey,,,Final AB,,,,,,20130410,,49.003599,-122.750991
263,7,Speed Hump,1001591835,,Asphalt,,,In Service,7810-0003-00,2013,Surrey,,,Final AB,,,,,,20130410,,49.003210,-122.750990
264,9,Traffic Circle,1001203960,,Asphalt,,,In Service,7809-0236-00,2013,Surrey,,,Final AB,,,,,,20130815,20130815,49.060211,-122.814772
265,7,Speed Hump,1001204588,,Asphalt,,,In Service,7809-0236-00,2013,Surrey,,,Final AB,,,,,,20130815,20130815,49.060558,-122.814224
266,7,Speed Hump,1001803835,,Asphalt,,,In Service,7813-0168-00,2017,Surrey,,,Initial AB,,,,,,20171106,20171106,49.134771,-122.834840
267,7,Speed Hump,1001803836,,Asphalt,,,In Service,7813-0168-00,2017,Surrey,,,Initial AB,,,,,,20171106,20171106,49.134372,-122.835217
268,7,Speed Hump,1001890892,,Asphalt,,,In Service,7816-0020-00,2017,Surrey,,,Initial AB,,,,,,20170918,20170918,49.047855,-122.767492
269,7,Speed Hump,1001890884,,Asphalt,,,In Service,7816-0020-00,2017,Surrey,,,Initial AB,,,,,,20170918,20170918,49.047836,-122.766374
270,7,Speed Hump,1001953772,,Asphalt,2017,,In Service,7814-0345-00,2017,Surrey,,,Final AB,,,,,,20171103,20171103,49.111260,-122.832204
271,3,Raised Crosswalk,1001568373,,Asphalt,,,In Service,7808-0099-01,2014,Surrey,,,Final AB,,,,,,20140224,20140224,49.111488,-122.860250
272,7,Speed Hump,1001568372,,Asphalt,,,In Service,7808-0099-01,2014,Surrey,,,Final AB,,,,,,20140224,20140224,49.110622,-122.859670
273,7,Speed Hump,1001568371,,Asphalt,,,In Service,7808-0099-01,2014,Surrey,,,Final AB,,,,,,20140224,20140224,49.111253,-122.859670
274,7,Speed Hump,1001559191,,Asphalt,,,In Service,FT00347,,Surrey,,,Final AB,,,,,,20121109,20121109,49.124099,-122.718062
275,7,Speed Hump,1001559192,,Asphalt,,,In Service,FT00347,,Surrey,,,Final AB,,,,,,20121109,20121109,49.124090,-122.716347
276,7,Speed Hump,1001559193,,Asphalt,,,In Service,FT00348,,Surrey,,,Final AB,,,,,,20121109,20121109,49.107762,-122.711338
277,7,Speed Hump,1001559194,,Asphalt,,,In Service,FT00348,,Surrey,,,Final AB,,,,,,20121109,20121109,49.107757,-122.708920
278,7,Speed Hump,1001559195,,Asphalt,,,In Service,FT00349,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.107751,-122.706756
279,7,Speed Hump,1001559196,,Asphalt,,,In Service,FT00349,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.107747,-122.705023
280,7,Speed Hump,1001559197,,Asphalt,,,In Service,FT00349,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.107742,-122.703156
281,7,Speed Hump,1001559199,,Asphalt,,,In Service,FT00350,,Surrey,,,Final AB,,,,,,20121109,20121109,49.197266,-122.779305
282,7,Speed Hump,1001559200,,Asphalt,,,In Service,FT00351,,Surrey,,,Final AB,,,,,,20121109,20121109,49.211259,-122.831022
283,7,Speed Hump,1001559201,,Asphalt,,,In Service,FT00351,,Surrey,,,Final AB,,,,,,20121109,20121109,49.211331,-122.830348
284,7,Speed Hump,1001559202,,Asphalt,,,In Service,FT00352,,Surrey,,,Final AB,,,,,,20121109,20121109,49.140772,-122.822717
285,7,Speed Hump,1001559198,,Asphalt,,,In Service,FT00350,,Surrey,,,Final AB,,,,,,20121109,20121109,49.197622,-122.779311
286,7,Speed Hump,1001559204,,Asphalt,,,In Service,FT00352,,Surrey,,,Final AB,,,,,,20121109,20121109,49.139392,-122.822678
287,7,Speed Hump,1001559205,,Asphalt,,,In Service,FT00352,,Surrey,,,Final AB,,,,,,20121109,20121109,49.138504,-122.822627
288,7,Speed Hump,1001559206,,Asphalt,,,In Service,FT00352,,Surrey,,,Final AB,,,,,,20121109,20121109,49.137757,-122.822694
289,7,Speed Hump,1001559207,,Asphalt,,,In Service,FT00354,,Surrey,,,Final AB,,,,,,20121109,20121109,49.178086,-122.857488
290,7,Speed Hump,1001559208,,Asphalt,,,In Service,FT00354,,Surrey,,,Final AB,,,,,,20121109,20121109,49.178762,-122.857460
291,7,Speed Hump,1001559209,,Asphalt,,,In Service,FT00353,,Surrey,,,Final AB,,,,,,20121109,20121109,49.180505,-122.857390
292,7,Speed Hump,1001559210,,Asphalt,,,In Service,FT00353,,Surrey,,,Final AB,,,,,,20121109,20121109,49.179653,-122.857424
293,7,Speed Hump,1001559211,,Asphalt,,,In Service,FT00355,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.047318,-122.841324
294,7,Speed Hump,1001559212,,Asphalt,,,In Service,FT00355,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.048495,-122.841805
295,7,Speed Hump,1001559213,,Asphalt,,,In Service,FT00355,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.049602,-122.842788
296,7,Speed Hump,1001559214,,Asphalt,,,In Service,FT00356,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.195368,-122.857376
297,7,Speed Hump,1001559215,,Asphalt,,,In Service,FT00356,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.195348,-122.859466
298,7,Speed Hump,1001559224,,Asphalt,,,In Service,FT00361,,Surrey,,,Final AB,,,,,,20121109,20121109,49.032527,-122.828216
299,7,Speed Hump,1001559216,,Asphalt,,,In Service,FT00357,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.180643,-122.798571
300,7,Speed Hump,1001559217,,Asphalt,,,In Service,FT00357,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.180243,-122.799487
301,7,Speed Hump,1001559218,,Asphalt,,,In Service,FT00358,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.111420,-122.798984
302,0,All Way Stop,1000963735,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.111788,-122.812230
303,7,Speed Hump,1001075248,197,Asphalt,,0,In Service, ,,Surrey,197, ,Final AB,,,,,,,20081212,49.204697,-122.865915
304,8,Speed Table,1001075277,37,Asphalt,2007,0,In Service, ,2007,Surrey,37,TC05-51,Final AB,,,,,,,20081212,49.100489,-122.710830
305,7,Speed Hump,1001075243,209,Asphalt,,0,In Service, ,,Surrey,209, ,Final AB,,,,,,,20081212,49.201544,-122.861997
306,0,All Way Stop,1000963747,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.182559,-122.880502
307,7,Speed Hump,1001075210,104,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,104, ,Final AB,,,,,,,20081212,49.111209,-122.798300
308,7,Speed Hump,1001737366,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Air Photo,,,,,,,20140326,,49.105244,-122.811707
309,7,Speed Hump,1001075215,213,Asphalt,,0,In Service, ,,Surrey,213, ,Final AB,,,,,,,20081212,49.200893,-122.858911
310,7,Speed Hump,1001075323,248,Asphalt,,0,In Service, ,,Surrey,248, ,Final AB,,,,,,,20081212,49.202414,-122.779712
311,7,Speed Hump,1001737368,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Air Photo,,,,,,,20140326,,49.104974,-122.808130
312,7,Speed Hump,1001737363,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Air Photo,,,,,,,20140326,,49.107669,-122.811656
313,7,Speed Hump,1001075346,55,Asphalt,2006,0,In Service, ,2006,Surrey,55, ,Final AB,,,,,,,20081212,49.117450,-122.881582
314,7,Speed Hump,1001075242,127,Asphalt,,0,In Service, ,,Surrey,127, ,Final AB,,,,,,,20081212,49.150139,-122.797511
315,7,Speed Hump,1001075358,29,Asphalt,2005,135,In Service, ,2005,Surrey,29, ,Final AB,,,,,,,20081212,49.062410,-122.789572
316,7,Speed Hump,1001737364,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Air Photo,,,,,,,20140326,,49.106950,-122.811662
317,4,Raised Intersection,1001075228,27,Asphalt,2005,0,In Service, ,2005,Surrey,27, ,Final AB,,,,,,,20081212,49.063722,-122.788718
318,7,Speed Hump,1001075167,2,Asphalt,2006,90,In Service,7803-0368-00,2006,Surrey,2,Developer,Final AB,,,,,,,20081212,49.030752,-122.866452
319,7,Speed Hump,1001737365,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Air Photo,,,,,,,20140326,,49.104748,-122.810919
320,0,All Way Stop,1000963720,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.105980,-122.734976
321,7,Speed Hump,1001075234,4,Asphalt,2007,90,In Service, ,2007,Surrey,4, ,Final AB,,,,,,,20081212,49.035368,-122.809347
322,8,Speed Table,1001075364,94,Asphalt,2008,45,In Service,1708-8040-00,2008,Surrey,94, ,Final AB,,,,,,,20140326,49.107955,-122.807347
323,7,Speed Hump,1001075124,106,Asphalt,2007,45,In Service, ,2007,Surrey,106, ,Final AB,,,,,,,20081212,49.153643,-122.810525
324,8,Speed Table,1001075185,162,Asphalt,2008,45,In Service,7802-0358-00,2008,Surrey,162,TC07-29,Final AB,,,,,,,20081212,49.126570,-122.730773
325,7,Speed Hump,1001075342,71,Asphalt,2006,90,In Service, ,2006,Surrey,71, ,Final AB,,,,,,,20081212,49.114711,-122.886028
326,7,Speed Hump,1001075314,31,Asphalt,2005,90,In Service, ,2005,Surrey,31, ,Final AB,,,,,,,20081212,49.060990,-122.790194
327,7,Speed Hump,1001075162,120,Asphalt,2007,0,In Service, ,2007,Surrey,120, ,Final AB,,,,,,,20081212,49.159167,-122.795389
328,7,Speed Hump,1001075173,97,Asphalt,2008,45,In Service,1708-8040-00,2008,Surrey,97, ,Final AB,,,,,,,20140326,49.106227,-122.809771
329,7,Speed Hump,1001075166,130,Asphalt,,0,In Service, ,,Surrey,130, ,Final AB,,,,,,,20081212,49.151113,-122.793407
330,7,Speed Hump,1001075325,96,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,96, ,Final AB,,,,,,,20140326,49.106444,-122.811543
331,7,Speed Hump,1001075179,263,Asphalt,2011,135,In Service,1706-7030-00,2011,Surrey,263, ,Final AB,,,,,,,20111216,49.068979,-122.825344
332,7,Speed Hump,1001075127,264,Asphalt,2011,45,In Service,1706-7030-00,2011,Surrey,264, ,Final AB,,,,,,,20111216,49.068659,-122.825388
333,3,Raised Crosswalk,1001224178,,Asphalt,2011,,In Service,1706-7030-00,2011,Surrey,,,Final AB,,,,,,20111216,20111216,49.068367,-122.825227
334,7,Speed Hump,1001883640,,Asphalt,,,In Service,7814-0125-00,2017,Surrey,,,Final AB,,,,,,20171005,20171005,49.048787,-122.764043
335,9,Traffic Circle,1001355937,,Asphalt,2011,0,In Service,7806-0001-00,2011,Surrey,,,Final AB,,,,,,20120113,20120113,49.008483,-122.746349
336,7,Speed Hump,1001416162,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2011 Air Photo,,,,,,,20120619,20120619,49.164631,-122.779619
337,0,All Way Stop,1000963750,,,,0,In Service,,,Surrey,68 Ave & 134 St,,Final AB,,,,,,,20121213,49.126317,-122.851115
338,7,Speed Hump,1001360732,,Asphalt,,,Proposed,7807-0330-00,,Surrey,,,EC,,,,,,20120215,20120215,49.136892,-122.684751
339,7,Speed Hump,1001360736,,Asphalt,,,Proposed,7807-0330-00,,Surrey,,,EC,,,,,,20120215,20120215,49.136688,-122.684461
340,7,Speed Hump,1001360733,,Asphalt,,,Proposed,7807-0330-00,,Surrey,,,EC,,,,,,20120215,20120215,49.136888,-122.684134
341,9,Traffic Circle,1001075245,158,Concrete,,0,In Service, ,,Surrey,158, ,Final AB,,,,,,,20120312,49.155340,-122.751306
342,7,Speed Hump,1001406132,,Asphalt,2007,,In Service,7805-0265-00,2011,Surrey,,,Final AB,,,,,,20120322,20120322,49.124626,-122.887064
343,7,Speed Hump,1001406133,,Asphalt,2007,,In Service,7805-0265-00,2011,Surrey,,,Final AB,,,,,,20120322,20120322,49.123987,-122.886822
344,7,Speed Hump,1001406134,,Asphalt,2007,,In Service,7805-0265-00,2011,Surrey,,,Final AB,,,,,,20120322,20120322,49.123391,-122.887061
345,3,Raised Crosswalk,1001211638,,Asphalt,2012,,In Service,3811-6080-00,2012,Surrey,,,Final AB,,,,,,20121206,20130109,49.173453,-122.873641
346,7,Speed Hump,1001416161,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2011 Air Photo,,,,,,,20120619,20120619,49.165085,-122.779617
347,7,Speed Hump,1001193899,,Asphalt,2011,,In Service,7810-0182-00,2011,Surrey,,,Final AB,,,,,,20120208,20120619,49.008919,-122.742045
348,7,Speed Hump,1001416164,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2011 Air Photo,,,,,,,20120619,20120619,49.164173,-122.779620
349,7,Speed Hump,1001145136,,Asphalt,,,In Service,7806-0310-00,2011,Surrey,,,Final AB,,,,,,20100107,20120620,49.130735,-122.822697
350,7,Speed Hump,1001214003,,Asphalt,2011,,In Service,7809-0247-00,2011,Surrey,,,Final AB,,,,,,20110922,20120710,49.116436,-122.812790
351,7,Speed Hump,1001075227,135,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,135,TC05-32,Final AB,,,,,,,20120820,49.148254,-122.792219
352,7,Speed Hump,1001988564,,Asphalt,,,Proposed,7816-0315-00,,Surrey,,,EC,,,,,,20180306,,49.002561,-122.745587
353,7,Speed Hump,1001216635,,Asphalt,,,In Service,7805-0382-00,2012,Surrey,,,Final AB,,,,,,20120906,20120912,49.135669,-122.691486
354,7,Speed Hump,1001216636,,Asphalt,,,In Service,7805-0382-00,2012,Surrey,,,Final AB,,,,,,20120906,20120912,49.135656,-122.692637
355,3,Raised Crosswalk,1001210670,,Asphalt,2012,,In Service,3811-6040-00,2012,Surrey,,,Final AB,,,,,,20120918,20121115,49.121276,-122.851038
356,7,Speed Hump,1001883639,,Asphalt,,,In Service,7814-0125-00,2017,Surrey,,,Final AB,,,,,,20171005,20171005,49.048763,-122.764933
357,7,Speed Hump,1001560660,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2012 Air Photo,,,,,,,20121204,20121204,49.180684,-122.879425
358,3,Raised Crosswalk,1001211608,,Asphalt,2012,,In Service,3811-6080-00,2012,Surrey,,,Final AB,,,,,,20121206,20130109,49.171830,-122.873646
359,7,Speed Hump,1001883642,,Asphalt,,,In Service,7814-0125-00,2017,Surrey,,,Final AB,,,,,,20171005,20171005,49.047860,-122.765145
360,7,Speed Hump,1001883641,,Asphalt,,,In Service,7814-0125-00,2017,Surrey,,,Final AB,,,,,,20171005,20171005,49.047905,-122.764130
361,7,Speed Hump,1001606482,,Asphalt,,,In Service,7812-0161-00,2013,Surrey,,,Final AB,,,,,,20140103,20140103,49.057885,-122.833718
362,7,Speed Hump,1001581380,,Asphalt,2013,,In Service,7810-0175-00,2013,Surrey,,,Final AB,,,,,,20131126,20140103,49.111466,-122.836198
363,7,Speed Hump,1001563065,,Asphalt,,,Proposed,7806-0494-00,2012,Surrey,,,EC,,,,,,20130114,20130114,49.202019,-122.789397
364,9,Traffic Circle,1001360579,,Asphalt,2008,,In Service,7806-0297-00,2008,Surrey,,,Final AB,,,,,,20120213,20120213,49.173761,-122.887426
365,7,Speed Hump,1001163165,,Asphalt,2011,,In Service,7809-0204-00,2012,Surrey,,,Final AB,,,,,,20120328,20120410,49.134032,-122.682428
366,7,Speed Hump,1001892959,,Asphalt,,,Proposed,1716-7100-00,,Surrey,,,EC,,,,,,20160922,20160922,49.173463,-122.779586
367,7,Speed Hump,1001717162,,Asphalt,,,In Service,7812-0153-00,2014,Surrey,,,Final AB,,,,,,20141028,20141028,49.042535,-122.757841
368,7,Speed Hump,1001416790,,Asphalt,,,In Service,7805-0230-00,2010,Surrey,,,Final AB,,,,,,20120628,20120628,49.134077,-122.692510
369,7,Speed Hump,1001416791,,Asphalt,,,In Service,7805-0230-00,2010,Surrey,,,Final AB,,,,,,20120628,20120628,49.134061,-122.693498
370,9,Traffic Circle,1001211131,,Concrete,,,In Service,1710-8080-00,2012,Surrey,Prince Charles Blvd. & Wallace Cres.,,Final AB,,,,,,20120924,20120925,49.173913,-122.863069
371,3,Raised Crosswalk,1001211154,,Asphalt,,,In Service,3811-6260-00,2012,Surrey,,,Final AB,,,,,,20120925,20120925,49.148220,-122.764889
372,7,Speed Hump,1001562992,,Asphalt,,,In Service,7807-0047-00,2012,Surrey,,,Final AB,,,,,,20130114,20130114,49.111249,-122.810843
373,7,Speed Hump,1001717163,,Asphalt,,,In Service,7812-0153-00,2014,Surrey,,,Final AB,,,,,,20141028,20141028,49.041893,-122.757846
374,7,Speed Hump,1001563053,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2102 Airphoto,,,,,,,20130114,20130114,49.110178,-122.811635
