,FACILITYID,DESCRIPTION,LOCATION,PARK_NAME,LIGHT_NO,PARK_LIGHT_TYPE,NUMBER_OF_LIGHTS,HEIGHT_M,BULB_TYPE,BULB_WATTAGE,LIGHT_AMPERAGE,CANDLE_POWER,LIGHT_ACTIVATION_TYPE,SWITCH_CONTROL_LOCATION,LIGHTING_STANDARD_TYPE,BASE_TYPE,SERVICE_LEVEL,COMMENTS,HOUSE_NO,ROAD_CODE,MAP_PAGE,STATUS,STATUS_DATE,PARK_OWNERSHIP,MAINTENANCE_RESPONSIBILITY,OPERATIONAL_RESPONSIBILITY,WORK_ASSIGNMENT,INSERVICE_DATE,INSERVICE_COST,CONDITION,CONDITIONDATE,YRS_LIFE_EXPECTANCY,WARRANTYDATE,WARRANTY_PROVIDER,VENDOR,MAKE,MODEL,SERIAL_NO,BARCODE,LEGACYID,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,STRUCTURES_INSPECTION_ROUTE,CRE_DATE,MOD_DATE,Latitude,Longitude
29,1001438557,"Path Light; Holland Park, 13428 Old Yale Road","In the park, Vertical Wall Light ref 84",Holland Park,84,Path,,,,,,,,,,,,,13428,80103,021,OPERATING,20090811134500,,Parks,Parks,,20071005,0,,,,,,,,,,,0724-000002107,"Holland Park, 13428 Old Yale Road",Park,,20081023,20081023,49.183938,-122.845758
30,1001438558,"Path Light; Holland Park, 13428 Old Yale Road","In the park, Vertical Wall Light ref 85",Holland Park,85,Path,,,,,,,,,,,,,13428,80103,021,OPERATING,20090811134500,,Parks,Parks,,20071005,0,,,,,,,,,,,0724-000002108,"Holland Park, 13428 Old Yale Road",Park,,20081023,20081023,49.183962,-122.845777
31,1001438559,"Path Light; Holland Park, 13428 Old Yale Road","In the park, Vertical Wall Light ref 86",Holland Park,86,Path,,,,,,,,,,,,,13428,80103,021,OPERATING,20090811134500,,Parks,Parks,,20071005,0,,,,,,,,,,,0724-000002109,"Holland Park, 13428 Old Yale Road",Park,,20081023,20081023,49.183961,-122.845854
32,1001437927,"Parking Lot Light; Bakerview Park, 1845 154 St","In the park, Light ref 1",Bakerview Park,1,Parking Lot,,,,,,,,,,,,,01761,15895,124,OPERATING,20040812101400,,Parks,Parks,,19870425,0,,,,,,,,,,,0724-000001023,"Bakerview Park, 1845 154 St",Park,,,,49.035723,-122.796015
33,1001437928,"Parking Lot Light; Bakerview Park, 1845 154 St","In the park, Light ref 2",Bakerview Park,2,Parking Lot,,,,,,,,,,,,,01761,15895,124,OPERATING,20040812101800,,Parks,Parks,,19870425,0,,,,,,,,,,,0724-000001030,"Bakerview Park, 1845 154 St",Park,,,,49.035720,-122.796376
34,1001438257,"Path Light; Sunnyside Acres Urban Forest Park, 2598 - 144 St","In the park, Light ref 5",Sunnyside Acres,5,Path,,,,,,,,,,,,,02598,14400,113,OPERATING,,,Parks,Parks,,19880727,,,,,,,,,,,,0724-000001812,"Sunnyside Acres Urban Forest Park, 2598 - 144 St",Park,,20140429,,49.052304,-122.811851
35,1001438258,"Building Exterior Light; Darts Hill Garden Park, 1660 168 St","In the park, Light ref 1",Darts Hill Gardens,1,Building Exterior,,,,,,,,,,,,,01660,16800,126,OPERATING,,,Parks,Parks,,20000601,,,,,,,,,,,,0724-000001308,"Darts Hill Garden Park, 1660 168 St",Park,,20140428,,49.031501,-122.753162
36,1001438260,"Field Light; Jessie Lee School Grounds, 2064 154 St","In the park, Light ref 1",Jessie Lee AW Field,1,Field,,,,,,,,,,,,,02064,15400,124,OPERATING,,,Parks,Parks,,19851013,,,,,,,,,,,,0724-000001485,"Jessie Lee School Grounds, 2064 154 St",,,,20140505,49.039293,-122.793790
37,1001438261,"Field Light; Jessie Lee School Grounds, 2064 154 St","In the park, Light ref 2",Jessie Lee AW Field,2,Field,,,,,,,,,,,,,02064,15400,124,OPERATING,,,Parks,Parks,,19851013,,,,,,,,,,,,0724-000001471,"Jessie Lee School Grounds, 2064 154 St",,,,20140501,49.039591,-122.793793
38,1001438262,"Field Light; Jessie Lee School Grounds, 2064 154 St","In the park, Light ref 3",Jessie Lee AW Field,3,Field,,,,,,,,,,,,,02064,15400,124,OPERATING,,,Parks,Parks,,19851013,,,,,,,,,,,,0724-000001487,"Jessie Lee School Grounds, 2064 154 St",,,,20140505,49.039895,-122.793787
39,1001438263,"Field Light; Jessie Lee School Grounds, 2064 154 St","In the park, Light ref 4",Jessie Lee AW Field,4,Field,,,,,,,,,,,,,02064,15400,124,OPERATING,,,Parks,Parks,,19851013,,,,,,,,,,,,0724-000001488,"Jessie Lee School Grounds, 2064 154 St",,,,20140505,49.039292,-122.792770
40,1001438599,"Path Light; Holland Park, 13428 Old Yale Road","In the park, Vertical Wall Light ref 126",Holland Park,126,Path,,,,,,,,,,,,,13428,80103,021,OPERATING,20090811135400,,Parks,Parks,,20071005,0,,,,,,,,,,,0724-000002149,"Holland Park, 13428 Old Yale Road",Park,,20081023,20081023,49.184164,-122.847327
41,1001438600,"Path Light; Holland Park, 13428 Old Yale Road","In the park, Vertical Wall Light ref 127",Holland Park,127,Path,,,,,,,,,,,,,13428,80103,021,OPERATING,20090811135400,,Parks,Parks,,20071005,0,,,,,,,,,,,0724-000002150,"Holland Park, 13428 Old Yale Road",Park,,20081023,20081023,49.184192,-122.847303
42,1001438601,"Path Light; Holland Park, 13428 Old Yale Road","In the park, Vertical Wall Light ref 128",Holland Park,128,Path,,,,,,,,,,,,,13428,80103,021,OPERATING,20090811135400,,Parks,Parks,,20071005,0,,,,,,,,,,,0724-000002151,"Holland Park, 13428 Old Yale Road",Park,,20081023,20081023,49.183684,-122.847867
