,STATUS,YR,ELEVATION,X_COORD,Y_COORD,GCM_NO,TABLET_MARKING,MONUMENT_TYPE,WEBLINK,Latitude,Longitude
728,Active,1968,86.165,510040.098,5431747.332,349613,5658,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5658.tif,49.038523,-122.862626
729,Active,1966,44.862,508522.378,5438942.133,351304,5246,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5246.tif,49.103267,-122.883241
730,Destroyed,1968,2.161,509135.028,5437620.464,213322,5615, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5615.tif,49.091369,-122.874877
731,Active,1964,92.206,515660.78,5445573.492,160952,5256,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5256.tif,49.162778,-122.785186
732,Destroyed,1968,87.49,510681.894,5448771.611,161687,5868, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5868.tif,49.191653,-122.853394
733,Active,1984,2.833,511954.559,5434908.526,162628,84H0597,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0597.tif,49.066926,-122.836339
734,Active,1964,85.418,509862.121,5449273.936,889436,5334,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5334.tif,49.196185,-122.864633
735,Active,1968,37.28,516140.81,5429723.628,878314,5870,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5870.tif,49.020189,-122.779235
736,Active,1968,58.753,516140.819,5430528.976,695254,5756,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5756.tif,49.027434,-122.779202
737,Active,1974,94.205,513124.943,5431228.898,695593,8678,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8678.tif,49.033802,-122.820435
738,Active,1964,101.295,513664.413,5449162.386,609750,5210,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5210.tif,49.195109,-122.812447
739,Active,1966,49.371,512564.251,5438855.48,574582,5625,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5625.tif,49.102418,-122.827869
740,Active,1968,11.919,518533.589,5439475.824,575118,5718,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5718.tif,49.107847,-122.746061
741,Active,1956,17.024,508005.313,5448235.839,542100,2802,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/2802.tif,49.186874,-122.890140
742,Active,1973,12.164,520635.66,5429352.534,530097,8707,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8707.tif,49.016717,-122.717776
743,Destroyed,1968,3.127,518277.125,5446398.309,524116,5864, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5864.tif,49.170125,-122.749261
744,Destroyed,1964,35.932,511231.242,5444749.453,524223,5457, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5457.tif,49.155462,-122.845967
745,Active,1984,54.199,509899.453,5433394.933,451906,84H0605,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0605.tif,49.053347,-122.864511
746,Destroyed,1966,88.806,508007.168,5442970.952,375345,5235, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5235.tif,49.139515,-122.890220
747,Active,1980,68.82,511765.491,5442311.614,376822,80H2054,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2054.tif,49.133523,-122.838711
748,Active,1964,106.725,512082.556,5449785.365,363382,5384,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5384.tif,49.200746,-122.834140
749,Active,1971,13.226,519395.625,5428365.079,310003,5946,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5946.tif,49.007875,-122.734782
750,Destroyed,1968,0.393,515484.667,5439076.918,310375,5713, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5713.tif,49.104343,-122.787851
751,Active,1968,107.408,513296.878,5448761.523,276089,5825,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5825.tif,49.191511,-122.817505
752,Destroyed,1967,87.119,508806.526,5446011.664,8813,5511, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5511.tif,49.166856,-122.879194
753,Active,1980,83.551,509917.499,5443551.24,908012,80H2027,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2027.tif,49.144707,-122.864014
754,Active,1968,8.778,518874.527,5439671.778,840116,5830,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5830.tif,49.109600,-122.741381
755,Active,1964,96.305,511531.959,5449815.667,521237,5529,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5529.tif,49.201029,-122.841698
756,Destroyed,2001,21.611,517772.198,5440690.948,443911,92H0884, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0884.tif,49.118800,-122.756440
757,Destroyed,1968,69.628,513729.37,5433355.475,397430,5646, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5646.tif,49.052918,-122.812094
758,Active,1986,17.086,518295.906,5427721.01,397588,86H1284,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1284.tif,49.002115,-122.749849
759,Active,1966,50.332,507998.997,5439222.54,948729,5231,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5231.tif,49.105796,-122.890406
760,Active,1980,102.84,518545.968,5432565.54,994244,80H2004,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2004.tif,49.045686,-122.746208
761,Active,1968,12.053,517740.161,5447160.44,162537,5071,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5071.tif,49.176996,-122.756594
762,Active,1966,68.401,508925.165,5447976.56,32128,5799,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5799.tif,49.184529,-122.877523
763,Active,1968,59.049,522554.98,5443476.904,967398,5813,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5813.tif,49.143704,-122.690739
764,Active,1972,4.325,518451.027,5434174.41,231829,8649,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8649.tif,49.060162,-122.747434
765,Active,1968,68.389,509682.872,5430661.56,819185,5666,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5666.tif,49.028762,-122.867540
766,Destroyed,1984,84.418,511980.368,5439211.207,42234,84H0582, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0582.tif,49.105630,-122.835858
767,Destroyed,1964,9.212,507316.579,5448026.792,341479,5366, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5366.tif,49.185002,-122.899596
768,Destroyed,1966,88.076,511831.065,5439372.147,935726,5584, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5584.tif,49.107080,-122.837899
769,Active,1964,96.671,514929.531,5432545.269,671388,5743,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5743.tif,49.045602,-122.795698
770,Active,1966,93.923,510458.586,5448510.256,60426,5791,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5791.tif,49.189306,-122.856466
771,Destroyed,1980,65.179,510848.827,5443945.743,999904,8773, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8773.tif,49.148240,-122.851233
772,Active,1986,40.53,523097.346,5440743.086,799601,86H1303,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1303.tif,49.119092,-122.683459
773,Destroyed,1968,82.284,519334.244,5432568.562,799627,5119, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5119.tif,49.045689,-122.735421
774,Active,1964,75.756,511571.58,5450554.898,548032,5393,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5393.tif,49.207678,-122.841132
775,Destroyed,1968,65.725,517324.578,5449591.883,366088,5285, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5285.tif,49.198880,-122.762191
776,Destroyed,1966,77.925,510152.03,5449583.973,954263,5779, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5779.tif,49.198969,-122.860646
777,Destroyed,1984,89.718,511750.756,5439438.616,954636,84H0583, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0583.tif,49.107680,-122.838997
778,Active,1964,64.87,511063.75,5450157.037,954966,5404,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5404.tif,49.204108,-122.848115
779,Active,1966,1.419,513204.744,5438278.652,563304,5622,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5622.tif,49.097216,-122.819113
780,Active,1964,0.407,517764.054,5435813.623,387258,5090,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5090.tif,49.074927,-122.756766
781,Active,1964,0.05,518530.751,5435797.639,302992,5091,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5091.tif,49.074761,-122.746269
782,Active,1968,93.859,510465.466,5440293.326,230417,5571,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5571.tif,49.115391,-122.856585
783,Active,1973,55.696,510431.842,5445545.718,801498,8720,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8720.tif,49.162639,-122.856910
784,Active,1966,89.869,512100.669,5432552.301,801845,5466,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5466.tif,49.045727,-122.834409
785,Destroyed,1968,1.797,518517.83,5445577.124,502088,5802, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5802.tif,49.162731,-122.745997
786,Destroyed,1977,53.605,519328.502,5446761.851,286039,8688, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8688.tif,49.173363,-122.734820
787,Active,1984,5.439,512100.819,5434960.997,591339,84H0596,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0596.tif,49.067395,-122.834335
788,Active,1968,95.07,521781.156,5427743.493,591511,5176,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5176.tif,49.002204,-122.702196
789,Destroyed,1968,87.206,509236.533,5441539.242,591560,5807, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5807.tif,49.126619,-122.873397
790,Destroyed,1966,87.103,511277.988,5439902.338,253955,5580, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5580.tif,49.111860,-122.845462
791,Active,1968,80.81,516121.896,5449982.149,254078,5888,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5888.tif,49.202423,-122.778684
792,Destroyed,1968,63.767,515619.549,5443957.924,956235,5858, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5858.tif,49.148246,-122.785814
793,Destroyed,1986,14.404,517775.53,5427899.452,361808,86H1280, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1280.tif,49.003735,-122.756956
794,Active,1968,6.44,517762.367,5434188.457,166,5183,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5183.tif,49.060308,-122.756860
795,Active,1964,46.332,522534.801,5434184.71,101188,5098,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5098.tif,49.060118,-122.691534
796,Active,1966,0.452,513918.137,5438345.214,27888,5623,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5623.tif,49.097799,-122.809338
797,Active,1968,0.816,519339.877,5437445.873,5702,5121,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5121.tif,49.089562,-122.735111
798,Active,1984,32.865,519328.028,5433609.202,8094,84H0567,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0567.tif,49.055050,-122.735457
799,Active,1966,82.873,509634.656,5447461.565,971887,5778,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5778.tif,49.179886,-122.867799
800,Active,1964,0.283,514515.914,5437458.615,625376,5022,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5022.tif,49.089810,-122.801182
801,Active,1958,12.856,508476.673,5450331.755,495929,1277-J,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/1277-J.tif,49.205721,-122.883627
802,Active,1977,3.628,519134.012,5438869.508,372227,77C184,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C184.tif,49.102375,-122.737863
803,Active,1967,68.661,512446.19,5439098.565,218602,67C144,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/67C144.tif,49.104607,-122.829479
804,Active,1977,3.258,519943.071,5448806.942,91488,77C061,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C061.tif,49.191739,-122.726287
805,Active,1973,38.75,521750.64,5431781.32,773150,8703,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8703.tif,49.038527,-122.702397
806,Active,1968,94.511,515299.713,5445937.356,334482,5266,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5266.tif,49.166060,-122.790125
807,Active,1984,102.401,512284.668,5447955.949,127811,84H0566,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0566.tif,49.184286,-122.831422
808,Active,1968,37.745,520155.948,5440103.316,128694,5836,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5836.tif,49.113441,-122.723801
809,Destroyed,1964,3.011,508453.214,5448653.709,163279,5378, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5378.tif,49.190627,-122.883985
810,Destroyed,1980,65.57,511279.13,5441761.374,163642,80H2083, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2083.tif,49.128583,-122.845394
811,Destroyed,1968,48.954,519329.799,5446627.533,367185,5863, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5863.tif,49.172155,-122.734809
812,Active,1980,20.233,512892.269,5441114.744,368571,80H2020,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2020.tif,49.122734,-122.823303
813,Active,1978,63.993,510823.632,5446363.268,129593,78H8426,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/78H8426.tif,49.169987,-122.851514
814,Active,1980,76.193,510029.849,5443943.254,304071,8792,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8792.tif,49.148231,-122.862464
815,Destroyed,1971,104.955,508051.723,5446007.127,304394,5913, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5913.tif,49.166826,-122.889548
816,Active,1968,92.765,515300.358,5445169.109,304444,5261,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5261.tif,49.159149,-122.790145
817,Active,1971,54.893,520563.559,5439881.669,304451,5943,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5943.tif,49.111434,-122.718227
818,Destroyed,1968,40.663,520630.545,5447201.917,304949,5712, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5712.tif,49.177279,-122.716934
819,Destroyed,1964,95.326,508406.616,5446783.86,264119,5508, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5508.tif,49.173808,-122.884663
820,Destroyed,1964,83.913,522555.894,5442362.529,358705,5162, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5162.tif,49.133680,-122.690789
821,Active,1980,59.799,511249.681,5446902.918,359679,80H2094,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2094.tif,49.174833,-122.845654
822,Active,1971,45.82,520973.226,5442630.341,183087,5933,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5933.tif,49.136145,-122.712471
823,Destroyed,1973,56.797,510528.807,5445540.429,294413,8736, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8736.tif,49.162590,-122.855580
824,Active,1971,81.808,508708.7,5447757.196,487082,5904,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5904.tif,49.182559,-122.880498
825,Active,1968,81.615,508307.134,5447758.2,487454,5302,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5302.tif,49.182574,-122.886008
826,Destroyed,1966,95.143,508616.149,5443549.848,459966,5600, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5600.tif,49.144714,-122.881858
827,Active,1964,72.348,513969.427,5450291.885,244699,5424,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5424.tif,49.205262,-122.808222
828,Destroyed,1968,60.683,520970.064,5441491.645,246314,5154, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5154.tif,49.125902,-122.712573
829,Active,1973,105.668,512687.45,5448551.558,791830,8663,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8663.tif,49.189635,-122.825876
830,Active,1964,2.261,508835.821,5449432.79,329631,5352,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5352.tif,49.197630,-122.878717
831,Active,1986,65.513,516932.013,5444763.469,235572,86H1260,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1260.tif,49.155458,-122.767783
832,Active,1980,12.099,514110.282,5440711.997,236547,80H2022,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2022.tif,49.119085,-122.806624
833,Active,1968,12.175,521953.611,5445601.362,228734,5671,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5671.tif,49.162836,-122.698869
834,Destroyed,1971,104,512207.474,5448397.514,67355,8651, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8651.tif,49.188259,-122.832468
835,Active,1968,61.065,512097.963,5433361.343,67421,5438,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5438.tif,49.053005,-122.834422
836,Destroyed,1964,14.684,519329.391,5440693.219,52407,5011, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5011.tif,49.118774,-122.735099
837,Active,1968,40.276,516945.365,5429726.164,983270,5759,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5759.tif,49.020191,-122.768230
838,Destroyed,1964,2.501,514504.917,5443158.256,988014,5430, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5430.tif,49.141080,-122.801127
839,Active,1968,90.653,518549.729,5431758.403,426056,5749,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5749.tif,49.038426,-122.746194
840,Active,1968,43.299,513302.242,5444760.187,398610,5456,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5456.tif,49.155518,-122.817564
841,Active,1979,87.908,514912.892,5447958.317,399659,79H0009,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0009.tif,49.184249,-122.795356
842,Destroyed,1968,97.438,508006.812,5444380.695,347971,8759, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8759.tif,49.152196,-122.890196
843,Destroyed,1964,96.115,513658.929,5449564.963,348656,5064, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5064.tif,49.198730,-122.812509
844,Active,1964,46.905,512055.147,5445564.879,336701,5132,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5132.tif,49.162782,-122.834643
845,Destroyed,1972,101.565,512589.713,5449175.418,269605,8657, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8657.tif,49.195249,-122.827198
846,Active,1980,70.972,511268.354,5447406.523,270306,80H2095,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2095.tif,49.179363,-122.845384
847,Active,1971,43.961,521741.011,5432575.856,217398,5878,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5878.tif,49.045675,-122.702486
848,Active,1984,7.428,511700.366,5434652.774,225409,84H0598,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0598.tif,49.064630,-122.839826
849,Active,1968,29.368,512909.417,5434406.488,133249,5643,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5643.tif,49.062390,-122.823282
850,Active,1968,106.772,518149.419,5432563.962,77040,5739,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5739.tif,49.045684,-122.751635
851,Active,1964,89.314,514118.788,5449567.03,59246,5065,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5065.tif,49.198738,-122.806197
852,Active,1968,1.598,512110.076,5436572.106,41699,5639,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5639.tif,49.081887,-122.834160
853,Active,1971,26.339,520047.471,5439880.883,42242,8610,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8610.tif,49.111444,-122.725299
854,Destroyed,1968,97.309,508014.488,5446683.398,947507,8752, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8752.tif,49.172909,-122.890045
855,Destroyed,1968,10.423,517762.68,5439406.509,212456,5833, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5833.tif,49.107247,-122.756627
856,Destroyed,1968,37.523,516128.351,5443462.906,112219,5701, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5701.tif,49.143780,-122.778857
857,Destroyed,1968,0.223,516127.771,5441479.045,333807,5703, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5703.tif,49.125935,-122.778944
858,Active,1968,1.048,516131.385,5438548.597,868968,5729,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5729.tif,49.099574,-122.779012
859,Active,1966,8.45,512945.751,5435717.174,599530,5630,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5630.tif,49.074180,-122.822743
860,Active,1966,0.751,509139.707,5437939.989,754531,5253,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5253.tif,49.094243,-122.874806
861,Active,1968,92.555,514485.954,5446383.526,370809,5852,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5852.tif,49.170093,-122.801271
862,Active,1968,30.263,509274.647,5433363.756,397364,5481,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5481.tif,49.053076,-122.873063
863,Active,1966,106.696,511975.033,5449574.504,426031,5784,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5784.tif,49.198851,-122.835623
864,Active,1974,82.465,510273.617,5442060.866,469163,8673,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8673.tif,49.131294,-122.859169
865,Active,1964,43.053,523371.037,5430962.81,469304,5109,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5109.tif,49.031105,-122.680273
866,Active,1980,63.927,511266.632,5443627.855,469395,80H2087,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2087.tif,49.145373,-122.845513
867,Active,1964,39.329,514523.042,5434156.964,191999,5114,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5114.tif,49.060110,-122.801202
868,Active,1968,28.798,515381.534,5434156.728,141119,5733,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5733.tif,49.060087,-122.789451
869,Destroyed,1971,19.632,524185.019,5440737.666,175885,5954, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5954.tif,49.119002,-122.668553
870,Active,1964,40.257,513560.647,5450800.772,86652,5418,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5418.tif,49.209849,-122.813816
871,Active,1964,79.998,509365.468,5448363.661,982066,5326,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5326.tif,49.188005,-122.871471
872,Active,1972,85.792,508829.78,5440716.923,996116,8633,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8633.tif,49.119227,-122.878991
873,Active,1964,24.296,506971.88,5447850.515,626549,5367,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5367.tif,49.183421,-122.904329
874,Destroyed,1980,72.211,511275.622,5442322.798,963355,80H2098, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2098.tif,49.133633,-122.845426
875,Destroyed,1971,44.302,522550.861,5432577.715,270116,5877, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5877.tif,49.045662,-122.691404
876,Active,1914,3.23,508446.435,5432419.356,221077,16-J,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/16-J.tif,49.044592,-122.884418
877,Active,1977,1.838,513027.376,5435850.366,995597,77C056,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C056.tif,49.075376,-122.821621
878,Active,1964,94.774,514954.478,5445575.949,334821,5254,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5254.tif,49.162818,-122.794874
879,Active,1964,58.996,507192.411,5447642.926,334953,5371,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5371.tif,49.181551,-122.901307
880,Active,1984,14.343,519346.776,5430149.274,335349,84H0573,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0573.tif,49.023926,-122.735365
881,Active,1971,21.922,517762.019,5439611.349,693002,8602,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8602.tif,49.109089,-122.756627
882,Active,1968,108.451,522587.504,5427747.332,683342,5177,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5177.tif,49.002209,-122.691171
