,STATUS,YR,ELEVATION,X_COORD,Y_COORD,GCM_NO,TABLET_MARKING,MONUMENT_TYPE,WEBLINK,Latitude,Longitude
1398,Active,1986,59.925,516932.27,5445172.68,428540,86H1259,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1259.tif,49.159139,-122.767762
1399,Active,1968,84.983,511207.958,5449574.901,428664,5770,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5770.tif,49.198869,-122.846152
1400,Active,1964,99.251,513699.618,5448430.293,390351,5534,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5534.tif,49.188523,-122.811989
1401,Active,1964,78.126,509862.785,5449476.821,346098,5335,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5335.tif,49.198010,-122.864619
1402,Active,1964,,518657.742,5451693.823,577403,3578,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/3578.tif,49.217748,-122.743794
1403,Active,1964,,520003.578,5450412.173,411447,5997,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5997.tif,49.206177,-122.725377
1404,Active,1964,,520225.267,5448114.595,125146,5999,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5999.tif,49.185502,-122.722449
1405,Active,1964,,520641.663,5447884.132,899609,5982,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5982.tif,49.183415,-122.716747
1406,Active,1964,,521046.809,5448093.748,643080,5986,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5986.tif,49.185287,-122.711176
1407,Active,1964,,522033.32,5448089.492,168013,5988,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5988.tif,49.185214,-122.697639
1408,Active,1964,5.316,522578.041,5448232.306,459750,5992,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5992.tif,49.186479,-122.690156
1409,Destroyed,1964,,523157.882,5448003.499,482984,5978, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5978.tif,49.184399,-122.682212
1410,Active,1964,,523516.482,5448748.863,120147,5991,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5991.tif,49.191090,-122.677247
1411,Active,,,507856.176,5452243.638,132134,LUCKY,CBPOST,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/LUCKY.tif,49.222927,-122.892109
1412,Active,,,515742.462,5451617.199,452607,BLOOD,CBPOST,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/BLOOD.tif,49.217140,-122.783829
1413,Active,,,517645.684,5451142.896,877100,HERMIT,CBPOST,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/HERMIT.tif,49.212822,-122.757715
1414,Active,1987,61.463,511280.758,5441506.811,951137,86H1273,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1273.tif,49.126293,-122.845379
1415,Active,1998,4.781,516943.981,5434970.636,885012,92H0833,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0833.tif,49.067367,-122.768030
1416,Destroyed,1998,13.765,522530.112,5439128.216,744789,92H0832, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0832.tif,49.104587,-122.691323
1417,Active,1999,69.969,513737.027,5433350.336,690016,92H0848,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0848.tif,49.052872,-122.811989
1418,Active,2001,59.153,509628.738,5449607.84,74286,92H0895,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0895.tif,49.199192,-122.867829
1419,Active,2001,88.543,510468.602,5448786.384,74526,92H0891,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0891.tif,49.191789,-122.856321
1420,Destroyed,2001,83.958,508000.233,5441533.955,466987,92H0874, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0874.tif,49.126588,-122.890343
1421,Active,1982,8.124,514510.117,5442637.165,445981,81H4533,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/81H4533.tif,49.136393,-122.801075
1422,Destroyed,1998,6.224,520165.158,5439056.155,413609,86H1288, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1288.tif,49.104021,-122.723727
1423,Active,1987,105.162,512482.734,5448540.495,187880,86H1271,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1271.tif,49.189540,-122.828686
1424,Destroyed,1973,104.662,512486.89,5448549.557,370189,8664, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8664.tif,49.189621,-122.828628
1425,Active,1981,54.585,516425.758,5430933.836,915678,81H4535,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/81H4535.tif,49.031068,-122.775288
1426,Active,1972,80.645,520146.273,5431767.464,239038,8616,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8616.tif,49.038457,-122.724349
1427,Active,1979,90.59,514498.282,5448236.381,172262,79H0018,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0018.tif,49.186760,-122.801035
1428,Active,1968,56.757,518048.404,5447981.477,137620,5707,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5707.tif,49.184373,-122.752328
1429,Active,1968,85.654,510811.543,5440295.13,138198,5570,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5570.tif,49.115402,-122.851843
1430,Active,1968,5.909,520941.08,5445598.724,721050,5672,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5672.tif,49.162847,-122.712757
1431,Active,1968,80.678,514509.53,5450377.697,950121,5281,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5281.tif,49.206021,-122.800804
1432,Active,1968,45.466,522526.656,5434999.274,905570,5874,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5874.tif,49.067446,-122.691600
1433,Active,1964,3.888,520924.227,5435787.398,852699,5094,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5094.tif,49.074592,-122.713497
1434,Active,1968,1.376,520145.646,5445585.66,704247,5817,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5817.tif,49.162757,-122.723668
1435,Destroyed,1984,73.787,512071.062,5447130.799,670414,84H0557, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0557.tif,49.176867,-122.834378
1436,Destroyed,1968,89.835,515331.046,5432544.355,972315,5742, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5742.tif,49.045584,-122.790203
1437,Active,1967,0.93,510139.036,5437501.745,461707,67C153,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/67C153.tif,49.090285,-122.861129
1438,Active,1967,73.245,512588.7,5439187.724,767103,67C143,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/67C143.tif,49.105406,-122.827524
1439,Active,1966,93.543,513507.056,5449976.568,309013,5790,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5790.tif,49.202436,-122.814580
1440,Active,1975,9.443,520307.126,5429351.586,867986,8739,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8739.tif,49.016720,-122.722269
1441,Active,1968,62.125,506921.207,5447371.052,709121,5374,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5374.tif,49.179108,-122.905033
1442,Active,1964,15.189,516787.664,5434169.624,709527,8784,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8784.tif,49.060166,-122.770203
1443,Destroyed,1978,68.961,511755.601,5442307.704,583112,8765, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8765.tif,49.133488,-122.838847
1444,Active,1968,44.32,512056.921,5445258.878,595660,5654,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5654.tif,49.160029,-122.834628
1445,Active,1968,36.213,516945.759,5429532.954,251710,5760,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5760.tif,49.018453,-122.768233
1446,Active,1964,45.873,514487.01,5444361.751,73189,5029,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5029.tif,49.151907,-122.801330
1447,Destroyed,1966,0.838,510384.168,5438020.605,229955,5619, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5619.tif,49.094949,-122.857758
1448,Active,1964,45.06,512625.338,5451177.206,230565,5410,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5410.tif,49.213255,-122.826646
1449,Destroyed,1966,62.727,507989.633,5439920.689,635920,5593, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5593.tif,49.112077,-122.890520
1450,Destroyed,1968,54.869,520970.438,5441807.423,618637,5699, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5699.tif,49.128743,-122.712552
1451,Destroyed,1973,83.917,512911.42,5433063.967,678631,8712, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8712.tif,49.050314,-122.823298
1452,Destroyed,1968,50.756,520700.39,5441964.117,744896,5698, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5698.tif,49.130161,-122.716245
1453,Destroyed,1968,60.582,516547.354,5447149.508,717538,5069, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5069.tif,49.176931,-122.772960
1454,Destroyed,1999,67.961,509696.73,5431737.299,827410,92H0853, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0853.tif,49.038438,-122.867325
1455,Destroyed,1968,68.108,521763.219,5441259.693,901827,5689, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5689.tif,49.123788,-122.701715
1456,Destroyed,1964,0.944,514519.036,5438399.458,418616,5021, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5021.tif,49.098273,-122.801105
1457,Destroyed,1968,28.931,513314.261,5434162.726,679126,5634, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5634.tif,49.060189,-122.817749
1458,Destroyed,1973,6.059,514522.356,5440706.48,512814,8740, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8740.tif,49.119025,-122.800977
1459,Destroyed,2000,84.007,522561.967,5442355.752,562272,92H0862, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0862.tif,49.133619,-122.690706
1460,Destroyed,1968,14.699,517187.6,5447155.781,62133,5070, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5070.tif,49.176970,-122.764175
1461,Destroyed,1979,89.866,514495.159,5448746.512,157701,79H0003, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0003.tif,49.191349,-122.801060
1462,Destroyed,1980,70.051,512492.642,5439903.438,67587,80H2017, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2017.tif,49.111846,-122.828818
1463,Destroyed,1964,80.552,510943.291,5448770.577,754051,5251, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5251.tif,49.191639,-122.849807
1464,Destroyed,1968,67.15,512911.898,5433358.504,298737,5644, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5644.tif,49.052963,-122.823282
1465,Destroyed,1968,71.841,515908.747,5447144.412,120097,5818, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5818.tif,49.176902,-122.781722
1466,Destroyed,1968,67.608,519357.283,5447660.11,948521,5710, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5710.tif,49.181442,-122.734382
1467,Destroyed,1968,65.554,521468.24,5441451.026,14035,5700, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5700.tif,49.125520,-122.705747
1468,Destroyed,1979,89.263,514905.162,5447138.235,414532,79H0015, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0015.tif,49.176872,-122.795492
1469,Active,1964,62.344,509414.269,5449435.411,835322,5356,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5356.tif,49.197645,-122.870777
1470,Active,1964,75.564,509408.745,5449033.662,629824,5355,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5355.tif,49.194031,-122.870862
1471,Active,1964,25.357,513542.079,5450975.218,791913,5417,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5417.tif,49.211418,-122.814065
1472,Destroyed,1966,87.395,510681.893,5448771.611,652453,5803, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5803.tif,49.191653,-122.853394
1473,Active,1980,78.259,509628.271,5446058.071,950477,80H2032,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2032.tif,49.167261,-122.867920
1474,Active,1980,62.705,510276.333,5445964.811,939983,80H2036,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2036.tif,49.166412,-122.859032
1475,Active,1964,70.406,509180.182,5448174.875,905240,5325,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5325.tif,49.186309,-122.874019
1476,Active,1979,89.865,514494.85,5448465.845,880559,79H0007,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0007.tif,49.188824,-122.801074
1477,Destroyed,1964,63.762,512872.744,5445575.49,906842,5033, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5033.tif,49.162861,-122.823428
1478,Active,1968,52.176,516141.038,5430063.528,907279,5757,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5757.tif,49.023247,-122.779218
1479,Active,1964,76.575,510835.642,5447642.918,757021,5338,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5338.tif,49.181497,-122.851315
1480,Active,1979,16.433,513299.43,5440714.531,757286,79H0025,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0025.tif,49.119126,-122.817736
1481,Active,1964,22.895,521759.846,5430960.003,742353,5107,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5107.tif,49.031139,-122.702315
1482,Active,1968,50.96,509266.998,5432812.946,685032,5491,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5491.tif,49.048121,-122.873180
1483,Destroyed,1972,90,508415.628,5443268.087,642561,8630, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8630.tif,49.142182,-122.884613
1484,Active,1968,61.769,514216.055,5444763.966,642710,5856,SBM-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5856.tif,49.155531,-122.805031
1485,Active,1964,35.973,522554.247,5443973.616,565457,5160,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5160.tif,49.148172,-122.690721
1486,Destroyed,1964,42.91,511256.8,5444408.663,565663,5573, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5573.tif,49.152396,-122.845626
1487,Active,1972,81.936,509427.171,5447460.991,557041,8658,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8658.tif,49.179884,-122.870646
1488,Active,1968,14.315,520957.989,5428544.554,847178,5174,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5174.tif,49.009438,-122.713409
1489,Active,1966,63.154,513498.71,5442339.469,848101,5451,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5451.tif,49.133738,-122.814950
1490,Destroyed,1968,2.277,520159.273,5437284.47,831347,5824, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5824.tif,49.088084,-122.723896
1491,Destroyed,1978,81.804,509627.961,5446341.913,657221,8772, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8772.tif,49.169814,-122.867917
1492,Active,1979,61.815,510422.994,5445936.905,554584,79H0028,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0028.tif,49.166158,-122.857021
1493,Active,1966,80.08,508403.111,5442360.521,468280,5228,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5228.tif,49.134018,-122.884804
1494,Active,1968,14.912,520965.474,5430152.45,306191,5173,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5173.tif,49.023902,-122.713224
1495,Active,1964,94.99,510636.217,5448248.801,418699,5360,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5360.tif,49.186951,-122.854035
1496,Destroyed,2001,77.934,511278.127,5448358.715,823898,92H0888,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0888.tif,49.187928,-122.845223
1497,Destroyed,1971,103.739,512094.518,5448555.601,288902,8653, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8653.tif,49.189683,-122.834013
1498,Active,1966,88.342,512099.663,5432824.892,289595,5465,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5465.tif,49.048179,-122.834414
1499,Destroyed,1980,39.975,520631.583,5447335.084,289983,80H2077, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2077.tif,49.178477,-122.716913
1500,Destroyed,1964,69.619,511257.278,5442058.345,290742,5577, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5577.tif,49.131254,-122.845685
1501,Active,1966,68.828,508463.927,5439497.14,644864,5591,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5591.tif,49.108260,-122.884030
1502,Destroyed,1980,42.301,516708.23,5430532.24,883579,80H2011, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2011.tif,49.027448,-122.771440
1503,Destroyed,1964,9.635,513299.973,5451300.645,846154,5415, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5415.tif,49.214351,-122.817379
1504,Active,1966,93.747,508817.958,5443544.508,829994,5599,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5599.tif,49.144663,-122.879091
1505,Active,1968,92.263,511524.631,5448812.408,830679,5821,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5821.tif,49.192005,-122.841827
1506,Destroyed,1971,86.8,509841.575,5442346.392,655407,5949, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5949.tif,49.133870,-122.865085
1507,Active,1964,79.186,509628.322,5443934.249,655696,5049,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5049.tif,49.148157,-122.867970
1508,Destroyed,1972,102.34,512590.567,5449375.919,552786,8656, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8656.tif,49.197052,-122.827180
1509,Destroyed,1972,44,511227.916,5445908.104,553016,8702, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8702.tif,49.165885,-122.845980
1510,Destroyed,1984,70.877,516946.024,5433362.687,553453,84H0588, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0588.tif,49.052903,-122.768069
1511,Destroyed,1966,63.665,509690.928,5432552.265,553982,5478, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5478.tif,49.045770,-122.867385
1512,Active,1972,87.653,510328.081,5432553.206,466326,8627,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8627.tif,49.045768,-122.858666
1513,Destroyed,1968,65.626,516215.909,5448835.445,753939,5763, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5763.tif,49.192106,-122.777440
1514,Active,1968,7.297,519932.979,5439474.051,754838,5839,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5839.tif,49.107788,-122.726888
1515,Destroyed,1964,81.885,510447.356,5443134.192,755371,5140, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5140.tif,49.140946,-122.856760
1516,Active,1984,79.59,519345.914,5431528.523,699488,84H0571,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0571.tif,49.036333,-122.735311
1517,Active,1968,26.266,522582.565,5429358.506,699736,5127,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5127.tif,49.016703,-122.691149
1518,Active,1971,104.554,512285.628,5448398.277,312827,5900,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5900.tif,49.188265,-122.831395
1519,Active,1966,2.055,508592.496,5434011.273,255232,5494,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5494.tif,49.058910,-122.882385
1520,Active,1971,104.883,512285.119,5448149.965,255802,8652,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8652.tif,49.186031,-122.831410
1521,Active,1968,82.085,507200.942,5447243.948,169292,5370,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5370.tif,49.177962,-122.901197
1522,Active,1964,73.975,521638.495,5440719.08,10058,5014,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5014.tif,49.118929,-122.703453
1523,Active,1980,23.3,512490.476,5441113.699,10207,80H2018,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2018.tif,49.122733,-122.828810
