,CONTAINER_TYPE,CONTAINER_TYPE2,FACILITYID,DESCRIPTION,LEGACYID,CONTAINER_NO,SURFACE_TREATMENT,SERVICE_LEVEL,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,HOUSE_NO,ROAD_CODE,MAP_PAGE,STATUS_PARKS,STATUS_DATE,PARK_OWNERSHIP,MAINTENANCE_RESPONSIBILITY,OPERATIONAL_RESPONSIBILITY,WORK_ASSIGNMENT,INSERVICE_COST,INSERVICE_DATE,YRS_LIFE_EXPECTANCY,WARRANTY_PROVIDER,VENDOR,MAKE,MODEL,SERIAL_NO,BARCODE,PARK_LEGACY_ID,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
668,1,Large Barrel,1001895899,"Litter Bin; West Newton Cricket Park, 13008 59 Ave",,690,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"West Newton Cricket Park, 13008 59 Ave",,,,,,,,20161101,20161107,49.108978,-122.861417
669,1,Large Barrel,1001895895,"Litter Bin; West Newton Cricket Park, 13008 59 Ave",,689,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"West Newton Cricket Park, 13008 59 Ave",,,,,,,,20161101,20161107,49.109008,-122.861957
670,1,Large Barrel,1001895901,"Litter Bin; West Newton Cricket Park, 13008 59 Ave",,692,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"West Newton Cricket Park, 13008 59 Ave",,,,,,,,20161101,20161107,49.109826,-122.859405
671,1,Large Barrel,1001895900,"Litter Bin; West Newton Cricket Park, 13008 59 Ave",,691,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"West Newton Cricket Park, 13008 59 Ave",,,,,,,,20161101,20161107,49.108867,-122.859395
672,1,Large Barrel,1001895894,"Litter Bin; West Newton Cricket Park, 13008 59 Ave",,688,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"West Newton Cricket Park, 13008 59 Ave",,,,,,,,20161101,20161107,49.109373,-122.861449
673,2,Small Bin,1000960537,RDS-MAINT,,,,,In Service,,,Surrey,BS# 56286,,,,,,,,Engineering,Engineering,,,,,,,,,,,,20 Ave E of 148 St S/Side,,,,,,,,20081204,20170519,49.038349,-122.811687
674,0,Trash,1001925805,,,1507120,,,In Service,,,Surrey,BS# 55235,,,,,,,,Engineering,Engineering,,,,,,BigBelly,BigBelly,HC5,1507120,,,15551 Fraser Hwy,,,,,,,,20170404,20171108,49.162435,-122.791568
675,0,Trash,1001954159,On the South Side,,1507123,,,In Service,,,Surrey, BS# 55916,,,,,,,,Engineering,Engineering,,,,,,BigBelly,BigBelly,BB5,1507123,,,104 Ave E of Fraserglen Dr S/Side,,,,,,,,20171108,20171108,49.191441,-122.771579
676,0,Trash,1001954158,,,1507118,,,In Service,,,Surrey,BS# 55476,,,,,,,,Engineering,Engineering,,,,,,BigBelly,BigBelly,HC5,1507118,,,KG Blvd S of 29A Ave W/Side,,,,,,,,20171108,20171108,49.053399,-122.803515
677,2,Small Bin,1000960556,RDS-MAINT,,,,,In Service,,,Surrey,BS# 58483,,,,,,,,Engineering,Engineering,,,,,,,,,,,,148 St N of 18A Ave E/Side,,,,,,,,20081204,20170519,49.036233,-122.812121
678,5,Ornamental,1000960571,RDS-MAINT,,,,,In Service,,,Surrey,BS# 56170,Large Barrel,,,,,,,Engineering,Engineering,,,,,,,,,,,,20 Ave W of 148 St N/Side,,,,,,,,20081204,20170519,49.038545,-122.812714
679,1,Large Barrel,1001895267,"Litter Bin; Hawthorne Park, 10503 144 St",,371,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161027,49.193555,-122.824557
680,1,Large Barrel,1001894803,"Litter Bin; Frank Hurt Park, 13828 77 Ave",,322,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Frank Hurt Park, 13828 77 Ave",,,,,,,,20161020,20161107,49.140889,-122.840128
681,1,Large Barrel,1001894802,"Litter Bin; Francis Park, 15951 83 Ave",,321,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Francis Park, 15951 83 Ave",,,,,,,,20161020,20161107,49.153858,-122.779184
682,1,Large Barrel,1001894801,"Litter Bin; Francis Park, 15951 83 Ave",,320,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Francis Park, 15951 83 Ave",,,,,,,,20161020,20161107,49.154455,-122.779532
683,1,Large Barrel,1001894800,"Litter Bin; Francis Park, 15951 83 Ave",,319,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Francis Park, 15951 83 Ave",,,,,,,,20161020,20161107,49.154382,-122.780455
684,1,Large Barrel,1001894799,"Litter Bin; Francis Park, 15951 83 Ave",,318,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Francis Park, 15951 83 Ave",,,,,,,,20161020,20161107,49.154095,-122.780732
685,1,Large Barrel,1001894744,"Litter Bin; Fleetwood Park, 15802 80 Ave",,302,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161019,20161107,49.148022,-122.783067
686,1,Large Barrel,1001894792,"Litter Bin; Fleetwood Park, 15802 80 Ave",,311,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161020,20161107,49.146872,-122.784673
687,1,Large Barrel,1001894791,"Litter Bin; Fleetwood Park, 15802 80 Ave",,310,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161020,20161107,49.147402,-122.784852
688,1,Large Barrel,1001894790,"Litter Bin; Fleetwood Park, 15802 80 Ave",,309,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161020,20161107,49.148013,-122.785029
689,1,Large Barrel,1001894743,"Litter Bin; Fleetwood Park, 15802 80 Ave",,301,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161019,20161107,49.147630,-122.782770
690,1,Large Barrel,1001894789,"Litter Bin; Fleetwood Park, 15802 80 Ave",,308,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161020,20161107,49.147749,-122.784833
691,5,Ornamental,1001926100,,,,,,In Service,,,Surrey,BS# 54873,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20170407,20170420,49.108961,-122.890639
692,5,Ornamental,1001926628,,,,,,In Service,,,Surrey,BS# 55446,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20170413,20170420,49.159439,-122.845971
693,5,Ornamental,1001080136,,,,,,In Service,,2009,Surrey,,Large Barrel,,,,,,,Engineering,Engineering,,,,,,,,,,,,10694 City Parkway W/Side,,Initial AB,,,,,,20090204,20170420,49.196918,-122.848923
694,5,Ornamental,1001080137,,,,,,In Service,,2009,Surrey,,Large Barrel,,,,,,,Engineering,Engineering,,,,,,,,,,,,City Parkway S of 107A Ave W/Side,,Initial AB,,,,,,20090204,20170420,49.197164,-122.848933
695,5,Ornamental,1001925775,,,,,,In Service,,,Surrey,BS# 55445,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20170404,20170420,49.161760,-122.846021
696,2,Small Bin,1001927492,,,,,,In Service,,,Surrey,BS# 55154,,,,,,,,Engineering,Engineering,,,,,,,,,,,,114 Ave E of 132 St N side,,,,,,,,20170419,20170420,49.209848,-122.855865
697,5,Ornamental,1001927669,,,,,,In Service,,,Surrey,BS# 54914,,,,,,,,Engineering,Engineering,,,,,,,,,,,,10766 Scott Rd,,,,,,,,20170420,20170420,49.198261,-122.883164
698,5,Ornamental,1001927670,,,,,,In Service,,,Surrey,BS# 54917,,,,,,,,Engineering,Engineering,,,,,,,,,,,,10791 Scott Rd,,,,,,,,20170420,20170420,49.198484,-122.883574
699,5,Ornamental,1001080522,,,,,,In Service,,2009,Surrey,,Large Barrel,,,,,,,Engineering,Engineering,,,,,,,,,,,,KG Blvd S of 107A Ave E/Side,,Initial AB,,,,,,20090205,20170420,49.197280,-122.845093
700,2,Small Bin,1001080195,,,,,,In Service,,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20090204,20090204,49.198914,-122.844373
701,5,Ornamental,1001927752,,,,,,In Service,,,Surrey,BS# 55715,,,,,,,,Engineering,Engineering,,,,,,,,,,,,102 Ave E of Whalley Blvd S/Side,,,,,,,,20170420,20170420,49.187735,-122.842763
702,5,Ornamental,1001080569,,,,,,In Service,,2009,Surrey,BS# 55131,,,,,,,,Engineering,Engineering,,,,,,,,,,,,15100 104 Ave N/Side under Guildford Mall Bridge,,Initial AB,,,,,,20090205,20170420,49.191643,-122.804037
703,1,Large Barrel,1001894324,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,38,,1A,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161013,20161013,49.161098,-122.835919
704,1,Large Barrel,1001894325,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,39,,1A,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161013,20161013,49.161010,-122.836014
705,5,Ornamental,1001080521,,,,,,In Service,,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,10746 KG Blvd E/Side on Frontage,,Initial AB,,,,,,20090205,20170420,49.197785,-122.845080
706,1,Large Barrel,1001894334,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,47,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161013,20161013,49.160822,-122.836291
707,1,Large Barrel,1001895555,"Litter Bin; Lionel Courchene Park, 9900 154 St",,446,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Lionel Courchene Park, 9900 154 St",,,,,,,,20161028,20161107,49.181996,-122.794403
708,1,Large Barrel,1001895568,"Litter Bin; Meridian By The Sea Park, 2040 150 St",,459,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Meridian By The Sea Park, 2040 150 St",,,,,,,,20161028,20161107,49.039167,-122.806519
709,1,Large Barrel,1001895554,"Litter Bin; Lionel Courchene Park, 9900 154 St",,445,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Lionel Courchene Park, 9900 154 St",,,,,,,,20161028,20161107,49.182046,-122.795213
710,1,Large Barrel,1001895553,"Litter Bin; Lionel Courchene Park, 9900 154 St",,444,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Lionel Courchene Park, 9900 154 St",,,,,,,,20161028,20161107,49.182072,-122.795219
711,1,Large Barrel,1001895567,"Litter Bin; Maple Green Park, 8959 150 St",,458,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Maple Green Park, 8959 150 St",,,,,,,,20161028,20161107,49.164688,-122.807610
712,1,Large Barrel,1001895552,"Litter Bin; Lionel Courchene Park, 9900 154 St",,443,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Lionel Courchene Park, 9900 154 St",,,,,,,,20161028,20161107,49.182791,-122.794848
713,1,Large Barrel,1001895566,"Litter Bin; Maple Green Park, 8959 150 St",,457,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Maple Green Park, 8959 150 St",,,,,,,,20161028,20161107,49.164693,-122.807258
714,1,Large Barrel,1001894528,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,95,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161018,49.160226,-122.842522
715,1,Large Barrel,1001894529,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,96,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161018,49.160539,-122.843091
716,1,Large Barrel,1001894530,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,97,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161018,49.160648,-122.843080
717,1,Large Barrel,1001894526,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,93,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161018,49.159946,-122.841308
718,1,Large Barrel,1001894527,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,94,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161018,49.160148,-122.841409
719,1,Large Barrel,1001894879,"Litter Bin; Guildford Recreation Centre & Library Grounds, 15101 105 Ave",,367,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Guildford Recreation Centre & Library Grounds, 15101 105 Ave",,,,,,,,20161021,20161107,49.193326,-122.802325
720,1,Large Barrel,1001894875,"Litter Bin; Guildford Heights Park, 10310 154 St",,366,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Guildford Heights Park, 10310 154 St",,,,,,,,20161021,20161107,49.187408,-122.793636
721,1,Large Barrel,1001895287,"Litter Bin; Hawthorne Park, 10503 144 St",,383,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161107,49.194140,-122.825168
722,1,Large Barrel,1001894872,"Litter Bin; Guildford Heights Park, 10310 154 St",,363,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Guildford Heights Park, 10310 154 St",,,,,,,,20161021,20161107,49.188719,-122.794288
723,1,Large Barrel,1001895285,"Litter Bin; Hawthorne Park, 10503 144 St",,381,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161107,49.193368,-122.825970
724,1,Large Barrel,1001894870,"Litter Bin; Guildford Heights Park, 10310 154 St",,361,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Guildford Heights Park, 10310 154 St",,,,,,,,20161021,20161107,49.188482,-122.794851
725,1,Large Barrel,1001895283,"Litter Bin; Hawthorne Park, 10503 144 St",,379,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161107,49.193552,-122.826138
726,1,Large Barrel,1001895280,"Litter Bin; Hawthorne Park, 10503 144 St",,377,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161107,49.193771,-122.825850
727,1,Large Barrel,1001895279,"Litter Bin; Hawthorne Park, 10503 144 St",,376,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161107,49.193802,-122.825253
728,1,Large Barrel,1001895278,"Litter Bin; Hawthorne Park, 10503 144 St",,376,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161107,49.193645,-122.825556
729,1,Large Barrel,1001895272,"Litter Bin; Hawthorne Park, 10503 144 St",,374,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161107,49.193395,-122.825539
730,1,Large Barrel,1001894869,"Litter Bin; Guildford Heights Park, 10310 154 St",,360,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Guildford Heights Park, 10310 154 St",,,,,,,,20161021,20161107,49.190395,-122.794886
731,1,Large Barrel,1001895268,"Litter Bin; Hawthorne Park, 10503 144 St",,372,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161027,49.193305,-122.824918
732,1,Large Barrel,1001895273,"Litter Bin; Hawthorne Park, 10503 144 St",,375,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161027,49.193411,-122.825536
733,1,Large Barrel,1001895282,"Litter Bin; Hawthorne Park, 10503 144 St",,378,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161027,49.193783,-122.825891
734,1,Large Barrel,1001895284,"Litter Bin; Hawthorne Park, 10503 144 St",,380,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161027,49.193552,-122.826159
735,1,Large Barrel,1001895286,"Litter Bin; Hawthorne Park, 10503 144 St",,382,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hawthorne Park, 10503 144 St",,,,,,,,20161027,20161027,49.193370,-122.825982
736,1,Large Barrel,1001895595,"Litter Bin; North Surrey Community Park, 15848 97A Ave",,480,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"North Surrey Community Park, 15848 97A Ave",,,,,,,,20161028,20161028,49.177938,-122.783602
737,1,Large Barrel,1001894788,"Litter Bin; Fleetwood Park, 15802 80 Ave",,307,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161020,20161107,49.147213,-122.780589
738,1,Large Barrel,1001894787,"Litter Bin; Fleetwood Park, 15802 80 Ave",,306,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161020,20161107,49.147515,-122.780541
739,1,Large Barrel,1001894786,"Litter Bin; Fleetwood Park, 15802 80 Ave",,305,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161020,20161107,49.147115,-122.781605
740,1,Large Barrel,1001894742,"Litter Bin; Fleetwood Park, 15802 80 Ave",,300,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161019,20161107,49.148021,-122.782703
741,1,Large Barrel,1001894785,"Litter Bin; Fleetwood Park, 15802 80 Ave",,304,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161020,20161107,49.147444,-122.781801
742,1,Large Barrel,1001894784,"Litter Bin; Fleetwood Park, 15802 80 Ave",,303,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fleetwood Park, 15802 80 Ave",,,,,,,,20161020,20161107,49.147826,-122.781715
743,1,Large Barrel,1001895786,"Litter Bin; Sullivan Park, 6272 152 St",,605,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sullivan Park, 6272 152 St",,,,,,,,20161101,20161107,49.117578,-122.799814
744,1,Large Barrel,1001895785,"Litter Bin; Sullivan Park, 6272 152 St",,604,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sullivan Park, 6272 152 St",,,,,,,,20161101,20161107,49.117365,-122.799742
745,1,Large Barrel,1001895781,"Litter Bin; Sullivan Heights Park, 6322 144 St",,603,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sullivan Heights Park, 6322 144 St",,,,,,,,20161101,20161107,49.117691,-122.821985
746,1,Large Barrel,1001895780,"Litter Bin; Sullivan Heights Park, 6322 144 St",,602,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sullivan Heights Park, 6322 144 St",,,,,,,,20161101,20161107,49.117615,-122.821139
747,1,Large Barrel,1001895772,"Litter Bin; Strawberry Hill Park, 7676 122 St",,598,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Strawberry Hill Park, 7676 122 St",,,,,,,,20161031,20161107,49.142859,-122.879227
748,5,Ornamental,1001080576,,,,,,In Service,,2009,Surrey,BS# 55924,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20090205,20170404,49.198913,-122.768246
749,5,Ornamental,1001929171,,,,,,In Service,,,Surrey,BS# 55423,,,,,,,,Engineering,Engineering,,,,,,,,,,,,KG Blvd N of 92 Ave E/Side,,,,,,,,20170501,20170501,49.170943,-122.845636
750,5,Ornamental,1001082176,,,,,,In Service,,2009,Surrey,BS# 55231,,,,,,,,Engineering,Engineering,,,,,,,,,,,,152 St S of 93 Ave W/Side,,Initial AB,,,,,,20090212,20170501,49.171598,-122.801369
751,5,Ornamental,1001925787,,,,,,In Service,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20170404,20170420,49.180175,-122.845797
752,5,Ornamental,1001929172,,,,,,In Service,,,Surrey,BS# 55773,,,,,,,,Engineering,Engineering,,,,,,,,,,,,88 Ave W of 152 St N/Side,,,,,,,,20170501,20170501,49.162951,-122.802016
753,5,Ornamental,1001928758,,,,,,In Service,,,Surrey,BS# 58526,,,,,,,,Engineering,Engineering,,,,,,,,,,,,100 Ave E of 156 St S/Side,,,,,,,,20170428,20170428,49.184257,-122.789126
754,5,Ornamental,1001928759,,,,,,In Service,,,Surrey,BS# 55854,,,,,,,,Engineering,Engineering,,,,,,,,,,,,104 Ave E of 156 St S/Side,,,,,,,,20170428,20170428,49.191476,-122.789041
755,1,Large Barrel,1001894335,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,48,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161013,20161013,49.160667,-122.836761
756,1,Large Barrel,1001894336,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,49,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161013,20161013,49.160511,-122.837036
757,1,Large Barrel,1001894337,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,50,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161013,20161013,49.160443,-122.836069
758,1,Large Barrel,1001894338,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,51,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161013,20161013,49.159457,-122.837196
759,1,Large Barrel,1001894339,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,52,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161013,20161013,49.160078,-122.835736
760,1,Large Barrel,1001894340,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,53,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161013,20161013,49.160079,-122.835603
761,1,Large Barrel,1001894341,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,54,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161013,20161013,49.160041,-122.835266
762,1,Large Barrel,1001894342,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,55,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161013,20161013,49.159681,-122.835369
763,1,Large Barrel,1001895666,"Litter Bin; Royal Kwantlen Park, 13035 104 Ave",,532,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Royal Kwantlen Park, 13035 104 Ave",,,,,,,,20161028,20161028,49.193035,-122.860660
764,1,Large Barrel,1001895544,"Litter Bin; Laronde Park, 1806 130 St",,439,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Laronde Park, 1806 130 St",,,,,,,,20161028,20161028,49.035836,-122.859154
765,1,Large Barrel,1001895565,"Litter Bin; Maple Green Park, 8959 150 St",,456,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Maple Green Park, 8959 150 St",,,,,,,,20161028,20161107,49.164999,-122.807426
766,1,Large Barrel,1001894565,"Litter Bin; Bolivar Park, 13591 Crestview Dr",,132,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bolivar Park, 13591 Crestview Dr",,,,,,,,20161018,20161107,49.210517,-122.850794
767,1,Large Barrel,1001894564,"Litter Bin; Bolivar Park, 13591 Crestview Dr",,131,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bolivar Park, 13591 Crestview Dr",,,,,,,,20161018,20161107,49.210433,-122.850624
768,1,Large Barrel,1001894563,"Litter Bin; Bolivar Park, 13591 Crestview Dr",,130,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bolivar Park, 13591 Crestview Dr",,,,,,,,20161018,20161107,49.210816,-122.850506
