,ANCILLARYROLE,ENABLED,DETENTION_POND_TYPE,DETENTION_POND_TYPE2,FACILITYID,LEGACYID,NODE_NO,LIVE_STORAGE_CAPACITY,MAX_STORAGE_DEPTH,PEAK_DISCHARGE,STATUS,OPERATING_STATUS,YR,OWNER,PROJECT_NO,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,LAST_INSP_DATE,OPS_POND_TYPE,SPILLWAY,FENCE,CRE_DATE,MOD_DATE,LEGACY_POND_NO,LEGACY_DETAIL_REPORT,Latitude,Longitude
151,,1,1,Above Ground Private,1001408129,,1932606141,,,,,,,Surrey,,,,,,,,,,,,20120413,,0118,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0118.pdf,49.113816,-122.687301
152,,1,0,Above Ground Municipal,1001408137,,1920306149,,,,,,,Surrey,,,,,,,,,,,,20120416,,0074,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0074.pdf,49.113978,-122.690681
153,,1,0,Above Ground Municipal,1001408139,,1862606224,,,,,,,Surrey,,,,,,,,,,,,20120416,,0100,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0100.pdf,49.115373,-122.706587
154,,1,0,Above Ground Municipal,1001408140,,1830505873,,,,,,,Surrey,,,,,,,,,,,,20120416,,0081,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0081.pdf,49.109037,-122.715463
155,,1,2,Below Ground Municipal,1001408145,,1518006378,,,,,,,Surrey,,,,,,,,,,,,20120416,,0507,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0507.pdf,49.118357,-122.801571
156,,1,2,Below Ground Municipal,1000429444,281108,1916206170,,,,In Service,Open,1988,Surrey,7887-0126-00,,,Final AB,,,,,,,,20060629,20140723,0069,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0069.pdf,49.114365,-122.691815
157,,1,0,Above Ground Municipal,1000429456,281120,1917705641,,,,In Service,Open,1988,Surrey,7886-0340-00,,,Final AB,,,,,,,,20060629,20140723,0068,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0068.pdf,49.104776,-122.691466
158,,1,0,Above Ground Municipal,1000429460,290286,1944506173,,,,In Service,Open,1982,Surrey,A-428,,,Final AB,,,,,,,,20060629,20140723,0119,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0119.pdf,49.114393,-122.684012
159,,1,0,Above Ground Municipal,1001819835,,1476411620,,,,In Service,Open,,Provincial,,,,,,,,,,,,20150424,20160401,,,49.213237,-122.812685
160,,1,0,Above Ground Municipal,1001819836,,1478011565,,,,In Service,Open,,Provincial,,,,,,,,,,,,20150424,20160401,,,49.212236,-122.812241
161,,1,2,Below Ground Municipal,1001816533,,1897203569,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160706,20160706,,,49.067295,-122.697346
162,,1,2,Below Ground Municipal,1001816560,,1899903568,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160706,20160706,,,49.067292,-122.696602
163,,1,2,Below Ground Municipal,1001816561,,1899903567,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160706,20160706,,,49.067274,-122.696602
164,,1,2,Below Ground Municipal,1001816583,,1905203568,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160706,20160706,,,49.067287,-122.695129
165,,1,2,Below Ground Municipal,1001816584,,1905203567,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160706,20160706,,,49.067268,-122.695129
166,,1,2,Below Ground Municipal,1001816599,,1911903567,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160706,20160706,,,49.067263,-122.693300
167,,1,2,Below Ground Municipal,1001816600,,1911903568,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160706,20160706,,,49.067281,-122.693299
168,,1,2,Below Ground Municipal,1001816616,,1914703568,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160706,20160706,,,49.067278,-122.692525
169,,1,2,Below Ground Municipal,1001816617,,1914703567,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160706,20160706,,,49.067260,-122.692525
170,,1,2,Below Ground Municipal,1001816325,,1911903420,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160728,,,49.064598,-122.693302
171,,1,2,Below Ground Municipal,1001816326,,1911903419,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160728,,,49.064580,-122.693302
172,,1,2,Below Ground Municipal,1001816327,,1905203419,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160728,,,49.064590,-122.695142
173,,1,2,Below Ground Municipal,1001816328,,1905203418,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160728,,,49.064572,-122.695142
174,,1,2,Below Ground Municipal,1001816324,,1914703419,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160728,,,49.064582,-122.692534
175,,1,2,Below Ground Municipal,1001816323,,1914703420,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160728,,,49.064600,-122.692534
176,,1,4,Unknown,1001408152,,1869006796,,,,,,,Surrey,,,,,,,,,,,,20120416,,6730,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/6730.pdf,49.125712,-122.704751
177,,1,2,Below Ground Municipal,1001815874,,1897803445,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160630,20160630,,,49.065065,-122.697179
178,,1,2,Below Ground Municipal,1001815875,,1897903445,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160630,20160630,,,49.065066,-122.697152
179,,1,3,Below Ground Private,1001408156,,1366606827,,,,,,,Surrey,,,,,,,,,,,,20120416,,0453,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0453.pdf,49.126550,-122.843292
180,,1,3,Below Ground Private,1001408157,,1381706838,,,,,,,Surrey,,,,,,,,,,,,20120416,,0310,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0310.pdf,49.126749,-122.839128
181,,1,1,Above Ground Private,1001408162,,1385007093,,,,,,,Surrey,,,,,,,,,,,,20120416,,0456,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0456.pdf,49.131363,-122.838197
182,,1,0,Above Ground Municipal,1001408163,,1437007027,,,,,,,Surrey,,,,,,,,,,,,20120416,,1126,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1126.pdf,49.130134,-122.823860
183,,1,0,Above Ground Municipal,1001408165,,1365006683,,,,,,,Surrey,,,,,,,,,,,,20120416,,0472,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0472.pdf,49.123950,-122.843716
184,,1,2,Below Ground Municipal,1001816122,,1897803542,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.066815,-122.697169
185,,1,1,Above Ground Private,1001408176,,1335907125,,,,,,,Surrey,,,,,,,,,,,,20120416,,0393,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0393.pdf,49.131958,-122.851741
186,,1,1,Above Ground Private,1001408177,,1336707164,,,,,,,Surrey,,,,,,,,,,,,20120416,,0391,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0391.pdf,49.132667,-122.851492
187,,1,2,Below Ground Municipal,1001816123,,1897903542,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.066815,-122.697141
188,,1,2,Below Ground Municipal,1001816120,,1899203503,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.066106,-122.696790
189,,1,3,Below Ground Private,1001408181,,1210306435,,,,,,,Surrey,,,,,,,,,,,,20120416,,0539,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0539.pdf,49.119507,-122.886386
190,,1,1,Above Ground Private,1001408183,,1197207104,,,,,,,Surrey,,,,,,,,,,,,20120416,,0379,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0379.pdf,49.131625,-122.889985
191,,1,1,Above Ground Private,1001408185,,1267007147,,,,,,,Surrey,,,,,,,,,,,,20120416,,0288,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0288.pdf,49.132369,-122.870719
192,,1,1,Above Ground Private,1001408186,,1259207212,,,,,,,Surrey,,,,,,,,,,,,20120416,,0286,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0286.pdf,49.133552,-122.872871
193,,1,0,Above Ground Municipal,1001408189,,1227107183,,,,,,,Surrey,,,,,,,,,,,,20120416,,0373,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0373.pdf,49.133032,-122.881716
194,,1,0,Above Ground Municipal,1001408190,,1608907830,,,,,,,Surrey,,,,,,,,,,,,20120416,,no_id1p55,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p55.pdf,49.144597,-122.776389
195,,1,1,Above Ground Private,1001408191,,1385510432,,,,,,,Surrey,,,,,,,,,,,,20120416,,0681,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0681.pdf,49.191772,-122.837850
196,,1,4,Unknown,1001408198,,1615310857,,,,,,,Surrey,,,,,,,,,,,,20120416,,,,49.199365,-122.774361
197,,1,1,Above Ground Private,1001408199,,1288309639,,,,,,,Surrey,,,,,,,,,,,,20120416,,0578,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0578.pdf,49.177471,-122.864740
198,,1,1,Above Ground Private,1001408201,,1414010284,,,,,,,Surrey,,,,,,,,,,,,20120416,,0686,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0686.pdf,49.189094,-122.829996
199,,1,1,Above Ground Private,1001408206,,1491510077,,,,,,,Surrey,,,,,,,,,,,,20120416,,0747,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0747.pdf,49.185314,-122.808613
200,,1,1,Above Ground Private,1001408207,,1497510031,,,,,,,Surrey,,,,,,,,,,,,20120416,,0748,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0748.pdf,49.184482,-122.806952
201,,1,1,Above Ground Private,1001408217,,1512309885,,,,,,,Surrey,,,,,,,,,,,,20120416,,0691,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0691.pdf,49.181818,-122.802876
202,,1,1,Above Ground Private,1001408218,,1504910048,,,,,,,Surrey,,,,,,,,,,,,20120416,,0745,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0745.pdf,49.184771,-122.804908
203,,1,1,Above Ground Private,1001408219,,1511310034,,,,,,,Surrey,,,,,,,,,,,,20120416,,no_id3p23,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id3p23.pdf,49.184519,-122.803143
204,,1,1,Above Ground Private,1001408220,,1521910049,,,,,,,Surrey,,,,,,,,,,,,20120416,,0640,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0640.pdf,49.184791,-122.800219
205,,1,1,Above Ground Private,1001408221,,1531410249,,,,,,,Surrey,,,,,,,,,,,,20120416,,0642,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0642.pdf,49.188407,-122.797579
206,,1,4,Unknown,1001408222,,1546610072,,,,,,,Surrey,,,,,,,,,,,,20120416,,,,49.185202,-122.793409
207,,1,0,Above Ground Municipal,1001408223,,1549309894,,,,,,,Surrey,,,,,,,,,,,,20120416,,1060,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1060.pdf,49.181966,-122.792657
208,,1,0,Above Ground Municipal,1001408224,,1560509628,,,,,,,Surrey,,,,,,,,,,,,20120416,,0789,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0789.pdf,49.177152,-122.789587
209,,1,0,Above Ground Municipal,1001408225,,1587009752,,,,,,,Surrey,,,,,,,,,,,,20120416,,0636,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0636.pdf,49.179389,-122.782263
210,,1,1,Above Ground Private,1001408227,,1543710109,,,,,,,Surrey,,,,,,,,,,,,20120416,,0641,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0641.pdf,49.185856,-122.794210
211,,1,2,Below Ground Municipal,1001408228,,1608110178,,,,,,,Surrey,,,,,,,,,,,,20120416,,0808,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0808.pdf,49.187081,-122.776410
212,,1,1,Above Ground Private,1001408231,,1198509368,,,,,,,Surrey,,,,,,,,,,,,20120416,,0583,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0583.pdf,49.172593,-122.889518
213,,1,1,Above Ground Private,1001408232,,1197809356,,,,,,,Surrey,,,,,,,,,,,,20120416,,0584,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0584.pdf,49.172373,-122.889728
214,,1,1,Above Ground Private,1001408233,,1221709265,,,,,,,Surrey,,,,,,,,,,,,20120416,,0814,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0814.pdf,49.170718,-122.883128
215,,1,0,Above Ground Municipal,1000429414,164548,1524708052,,,,In Service,Open,1986,Surrey,7888-0442,,,Final AB,,,,,,,,20060629,20120606,0596,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0596.pdf,49.148655,-122.799586
216,,1,1,Above Ground Private,1001862606,,1525511072,,,,In Service,Open,2015,Provincial,Gateway E1,,,Final AB,,,,,,,,20160302,20160302,,,49.203297,-122.799163
217,,1,3,Below Ground Private,1001788764,,1215810064,,,,In Service,Open,2009,Private,7806-0117-00,,,Final AB,,,,,,,,20141002,20141002,,,49.185180,-122.884723
218,,1,0,Above Ground Municipal,1001593475,,1679507655,,,,,,,Surrey,,,,,,,,,,,,20130430,,no_id2p55,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p55.pdf,49.141385,-122.756939
219,,1,0,Above Ground Municipal,1001593477,,1217408188,,,,,,,Surrey,,,,,,,,,,,,20130430,,0677,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0677.pdf,49.151234,-122.884356
220,,1,0,Above Ground Municipal,1000429376,195244,1429507881,,,,In Service,Open,1987,Surrey,7885-2890-00,,,Final AB,,,,,,,,20060629,20140721,0659,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0659.pdf,49.145605,-122.825870
221,,1,0,Above Ground Municipal,1001593481,,1547808874,,,,,,,Surrey,,,,,,,,,,,,20130430,,0611,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0611.pdf,49.163516,-122.793176
222,,1,0,Above Ground Municipal,1001593484,,1225505613,,,,,,,Surrey,,,,,,,,,,,,20130430,,0533,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0533.pdf,49.104632,-122.882240
223,,1,0,Above Ground Municipal,1001593485,,1796206662,,,,,,,Surrey,,,,,,,,,,,,20130430,,2027,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/2027.pdf,49.123351,-122.724850
224,,1,0,Above Ground Municipal,1001593486,,1548308952,,,,,,,Surrey,,,,,,,,,,,,20130430,,1065,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1065.pdf,49.164928,-122.793030
225,,1,0,Above Ground Municipal,1000429498,261674,1530006269,,,,In Service,Open,1980,Surrey,9370,,,Final AB,,,,,,,,20060629,20140724,0277,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0277.pdf,49.116385,-122.798259
226,,1,0,Above Ground Municipal,1001408515,,1417807482,,,,In Service,Open,1979,Surrey,3486,,,Final AB,,,,,,,,20120417,20140721,0660,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0660.pdf,49.138384,-122.829132
227,,1,0,Above Ground Municipal,1000429481,337103,1325901760,,,,In Service,Open,1980,Surrey,9536,,,Final AB,,,,,,,,20060629,20130606,0030,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0030.pdf,49.034876,-122.854759
228,,1,1,Above Ground Private,1000429364,148852,1372608122,,,,In Service,Open,1989,Private,7886-0720,,,Final AB,,,,,,,,20060629,20130712,0668,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0668.pdf,49.149978,-122.841537
229,,1,2,Below Ground Municipal,1001733552,,1933406577,,,,In Service,Open,2006,Surrey,7803-0073-00,,,Final AB,,,,,,,,20140310,20140310,,,49.121713,-122.687026
230,,1,2,Below Ground Municipal,1000429369,156227,1482808475,,,,In Service,Open,1991,Surrey,7887-5450,,,Final AB,,,,,,,,20060629,20140312,0674,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0674.pdf,49.156332,-122.811120
231,,1,3,Below Ground Private,1001788763,,1215710080,,,,In Service,Open,2009,Private,7806-0117-00,,,Final AB,,,,,,,,20141002,20141002,,,49.185463,-122.884751
232,,1,0,Above Ground Municipal,1000429381,195251,1421207365,,,,In Service,Open,1980,Surrey,9462,,,Final AB,,,,,,,,20060629,20140721,0661,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0661.pdf,49.136263,-122.828203
233,,1,0,Above Ground Municipal,1000429380,195250,1406507372,,,,In Service,Open,1979,Surrey,9463,,,Final AB,,,,,,,,20060629,20140721,1008,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1008.pdf,49.136404,-122.832233
234,,1,0,Above Ground Municipal,1000429379,195249,1406507390,,,,In Service,Open,1979,Surrey,9463,,,Final AB,,,,,,,,20060629,20140721,1007,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1007.pdf,49.136723,-122.832251
235,,1,2,Below Ground Municipal,1001416724,,1572602292,,,,In Service,Open,2004,Surrey,7802-0354-00,,,Final AB,,,,,,,,20120627,20120627,,,49.044402,-122.786839
236,,1,3,Below Ground Private,1001598875,,1289102274,,,,In Service,Open,1990,Private,7887-0641-00,,1650 ,Final AB,,,,,,,,20130604,20130604,,,49.044182,-122.864859
237,,1,1,Above Ground Private,1001408134,,1939705693,,,,In Service,,,Surrey,,,,,,,,,,,,20120416,20130708,0075,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0075.pdf,49.105699,-122.685379
238,,1,2,Below Ground Municipal,1001718547,,1905203289,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062233,-122.695162
239,,1,2,Below Ground Municipal,1001718548,,1905203288,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062213,-122.695162
240,,1,2,Below Ground Municipal,1001718549,,1906203288,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062213,-122.694897
241,,1,2,Below Ground Municipal,1001718550,,1906203289,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062233,-122.694897
242,,1,2,Below Ground Municipal,1001718705,,1910203288,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062210,-122.693793
243,,1,2,Below Ground Municipal,1001718706,,1910203289,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062231,-122.693793
244,,1,2,Below Ground Municipal,1001718707,,1910203299,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062406,-122.693791
245,,1,2,Below Ground Municipal,1001718708,,1910203300,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062426,-122.693791
246,,1,2,Below Ground Municipal,1001718709,,1911103300,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062426,-122.693529
247,,1,2,Below Ground Municipal,1001718710,,1911103299,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062406,-122.693529
248,,1,2,Below Ground Municipal,1001718711,,1911103289,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062230,-122.693530
249,,1,2,Below Ground Municipal,1001718712,,1911103288,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062210,-122.693530
250,,1,2,Below Ground Municipal,1001718713,,1913603300,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062424,-122.692843
251,,1,2,Below Ground Municipal,1001718714,,1913603299,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062404,-122.692844
252,,1,2,Below Ground Municipal,1001718715,,1913603289,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062229,-122.692846
253,,1,2,Below Ground Municipal,1001718716,,1913603288,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131115,,,,49.062209,-122.692846
254,,1,2,Below Ground Municipal,1001719048,,1910203408,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064379,-122.693775
255,,1,2,Below Ground Municipal,1001718893,,1902103408,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064391,-122.696015
256,,1,2,Below Ground Municipal,1001718896,,1905203409,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064394,-122.695146
257,,1,2,Below Ground Municipal,1001719041,,1915803408,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064385,-122.692228
258,,1,2,Below Ground Municipal,1001719042,,1915803410,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064405,-122.692228
259,,1,2,Below Ground Municipal,1001719045,,1911203408,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064380,-122.693510
260,,1,2,Below Ground Municipal,1001719046,,1911203409,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064400,-122.693510
261,,1,0,Above Ground Municipal,1000429394,370761,1386406284,2.3,,15.7,In Service,Open,2002,Surrey,4898-6070-00,,,Final AB,,,,,,,,20040402,20120625,no_id1p72,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p72.pdf,49.116726,-122.837851
262,,1,0,Above Ground Municipal,1000429370,156228,1482508244,,,,In Service,Open,1982,Surrey,A-531,,,Final AB,,,,,,,,20060629,20140313,0672,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0672.pdf,49.152151,-122.811231
263,,1,2,Below Ground Municipal,1001593480,,1596809494,,,,In Service,Open,1990,Surrey,7888-0199-00,,,,,,,,,,,20130430,20140319,0613,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0613.pdf,49.174700,-122.779599
264,,1,3,Below Ground Private,1001597221,,1230810112,,,,In Service,Open,,Private,7809-0124-00,,5.17mX1.83mX0.914m,Final AB,,,,,,,,20130528,,,,49.186038,-122.880582
265,,1,3,Below Ground Private,1001597223,,1230410109,,,,In Service,Open,,Private,7809-0124-00,,5.17mX1.83mX0.914m,Final AB,,,,,,,,20130528,,,,49.185994,-122.880687
266,,1,3,Below Ground Private,1001597219,,1232310112,,,,In Service,Open,,Private,7809-0124-00,,5.17mX2.29mX1.37m,Final AB,,,,,,,,20130528,,,,49.186048,-122.880175
267,,1,3,Below Ground Private,1001597217,,1230310149,,,,In Service,Open,,Private,7809-0124-00,,5.17mX2.29mX1.37m,Final AB,,,,,,,,20130528,,,,49.186704,-122.880725
268,,1,3,Below Ground Private,1001597218,,1230410132,,,,In Service,Open,,Private,7809-0124-00,,5.17mX2.29mX1.37m,Final AB,,,,,,,,20130528,,,,49.186408,-122.880679
269,,1,3,Below Ground Private,1001597220,,1230410146,,,,In Service,Open,,Private,7809-0124-00,,5.17mX1.83mX0.914m,Final AB,,,,,,,,20130528,20130528,,,49.186647,-122.880691
270,,1,0,Above Ground Municipal,1000429458,370765,1894106147,2820,,,In Service,Open,1990,Surrey,D-1301,,,Final AB,,,,,,,,20040714,20130702,,,49.113962,-122.697909
271,,1,2,Below Ground Municipal,1000429445,281109,1897506096,,,,In Service,Open,1984,Surrey,7882-212,,1500 X 3050 BOX,Final AB,,,,,,,,20060629,20130702,0070,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0070.pdf,49.113035,-122.696967
272,,1,2,Below Ground Municipal,1001604912,,1906506168,,,,In Service,Open,1990,Surrey,7888-0362-00,,1200,Final AB,,,,,,,,20130702,20130702,,,49.114328,-122.694486
273,,1,0,Above Ground Municipal,1000429457,370764,1890306143,729,,,In Service,Open,1990,Surrey,D-1301,,,Final AB,,,,,,,,20040714,20130702,,,49.113884,-122.698962
274,,1,0,Above Ground Municipal,1001202006,,1914306689,,,,In Service,Open,2013,Surrey,7807-0204-00,,,Initial AB,,,,,,,,20130717,20130717,,,49.123748,-122.692289
275,,1,0,Above Ground Municipal,1000429524,181752,1235607248,,,,In Service,Open,1988,Surrey,7887-0970-00,,,Final AB,,,,,,,,20060629,20130723,0317,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0317.pdf,49.134205,-122.879384
276,,1,0,Above Ground Municipal,1000429339,355528,1552101587,,,,In Service,Open,1990,Surrey,7887-3810,,,Final AB,,,,,,,,20060629,20130723,0053,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0053.pdf,49.031654,-122.792527
277,,1,3,Below Ground Private,1001597226,,1231710131,,,,In Service,Open,,Private,7809-0124-00,,5.17mX1.83mX0.914m,Final AB,,,,,,,,20130528,20140313,,,49.186388,-122.880339
278,,1,3,Below Ground Private,1001597222,,1232010110,,,,In Service,Open,,Private,7809-0124-00,,5.17mX1.83mX0.914m,Final AB,,,,,,,,20130528,20140313,,,49.185995,-122.880243
279,,1,3,Below Ground Private,1001597224,,1231610101,,,,In Service,Open,,Private,7809-0124-00,,5.17mX1.83mX0.914m,Final AB,,,,,,,,20130528,20140313,,,49.185835,-122.880359
280,,1,2,Below Ground Municipal,1000429366,370785,1400308538,1000,,,In Service,Open,1991,Surrey,7889-0326-00,,,Final AB,,,,,,,,20060612,20120214,0669,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0669.pdf,49.157502,-122.833869
281,,1,2,Below Ground Municipal,1001360652,,1402408450,,,,In Service,Open,1991,Surrey,7898-0312-00,,,Final AB,,,,,,,,20120214,20120214,0953,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0953.pdf,49.155905,-122.833314
282,,1,3,Below Ground Private,1001422444,,1232209884,,,,In Service,Open,2012,Private,7810-0065-00,,,Initial AB,,,,,,,,20120821,20120821,,,49.181920,-122.880195
