,CRE_DATE,MOD_DATE,PLANID,PLAN_NO,PLAN_TYPE,PLAN_TYPE2,STATUS,YR
13608,19991029,20070326,32885,LMS3236,9,Strata,Registered,1999
13609,19980619,20070326,30904,LMP33663,6,Subdivision,Registered,1997
13610,20070327,20070509,2327,BCP17631,4,Right of Way,Registered,2005
13611,20070327,20070509,2266,BCP20049,4,Right of Way,Registered,2005
13612,19980605,20070326,32864,LMS2872,9,Strata,Registered,1997
13613,20070327,20070509,1466,BCP14722,4,Right of Way,Registered,2004
13614,20050816,20070327,1341,BCP18492,6,Subdivision,Registered,2005
13615,19940913,20070327,19957,LMP19404,6,Subdivision,Registered,1994
13616,19850916,20050913,11628,10904,6,Subdivision,Registered,1949
13617,19980703,20050913,20443,LMP34914,6,Subdivision,Registered,1997
13618,20030117,20040305,4714,BCP05679,6,Subdivision,Registered,2003
13619,19920910,20050913,21155,LMP8264,6,Subdivision,Registered,1992
13620,20060822,20070817,9824,BCP29317,6,Subdivision,Registered,2006
13621,20070326,20070509,9956,BCP25379,4,Right of Way,Registered,2006
13622,19850801,20070327,13685,20676,6,Subdivision,Registered,1952
13623,20060207,20070327,1696,BCP18723,6,Subdivision,Registered,2005
13624,20070327,20070509,1697,BCP18724,4,Right of Way,Registered,2005
13625,20051006,20070327,2700,BCP19129,6,Subdivision,Registered,2005
13626,20070327,20070509,2701,BCP19130,4,Right of Way,Registered,2005
13627,20070327,20070327,10482,BCP28709,3,Reference Plan,Registered,2007
13628,20070327,20070509,5005,BCP16935,4,Right of Way,Registered,2005
13629,20050314,20070327,2832,BCP17832,6,Subdivision,Registered,2005
13630,19910129,20080304,29289,LMP00483,6,Subdivision,Registered,1991
13631,20070524,20070906,10519,BCP31757,6,Subdivision,Registered,2007
13632,20020723,20050913,31368,LMP40357,3,Reference Plan,Registered,1998
13633,19850801,20050913,15511,47612,6,Subdivision,Registered,1975
13634,19910815,20050913,19827,LMP1604,6,Subdivision,Registered,1991
13635,19931125,20050913,19748,LMP14324,6,Subdivision,Registered,1993
13636,19850801,20050913,17367,67714,6,Subdivision,Registered,1984
13637,19850801,20050913,23886,25093,6,Subdivision,Registered,1963
13638,19850801,20050913,14211,28098,6,Subdivision,Registered,1964
13639,19880531,20050913,18355,78216,6,Subdivision,Registered,1988
13640,19851008,20050913,16676,608658E,7,Title,Registered,1967
13641,20021204,20050913,31595,LMP42945,3,Reference Plan,Registered,1999
13642,19850801,20050913,24085,30315,6,Subdivision,Registered,1966
13643,19960506,20050913,30480,LMP27014,6,Subdivision,Registered,1996
13644,19980812,20050913,20529,LMP37067,6,Subdivision,Registered,1998
13645,20011102,20050913,23381,13302,7,Title,Registered,1998
13646,20041001,20060607,4624,BCP19295,6,Subdivision,Registered,2004
13647,19850801,20050913,14417,31469,6,Subdivision,Registered,1967
13648,19850801,20050913,12251,13960,6,Subdivision,Registered,1953
13649,19850801,20050913,15650,49804,6,Subdivision,Registered,1976
13650,19890209,20050913,21708,NW2925,9,Strata,Registered,1989
13651,19890317,20050913,21712,NW2942,9,Strata,Registered,1989
13652,20050913,20060911,15534,47976,6,Subdivision,Registered,1975
13653,19850801,20050913,16140,55491,6,Subdivision,Registered,1978
13654,19850801,20050913,13696,20734,6,Subdivision,Registered,1959
13655,19850801,20050913,12810,16306,6,Subdivision,Registered,1956
13656,19850801,20050913,18692,8204,2,Explanatory,Registered,1939
13657,19850801,20050913,23645,17229,6,Subdivision,Registered,1957
13658,19920722,20050615,32384,LMP6047,3,Reference Plan,Registered,1992
13659,19850801,20050913,13553,19746,6,Subdivision,Registered,1958
13660,19850801,20050913,12638,15551,6,Subdivision,Registered,1955
13661,19871127,20050913,18228,76806,6,Subdivision,Registered,1988
13662,19960718,20050913,20272,LMP28631,6,Subdivision,Registered,1996
13663,19950828,20050913,30455,LMP26564,6,Subdivision,Registered,1995
13664,19881128,20050913,18546,80144,6,Subdivision,Registered,1988
13665,19891215,20050913,18848,83925,6,Subdivision,Registered,1989
13666,20060221,20060512,9266,BCP21597,3,Reference Plan,Registered,2005
13667,20060221,20070313,9277,BCP23857,3,Reference Plan,Registered,2006
13668,20060221,20060221,5581,BCP17123,3,Reference Plan,Registered,2005
13669,20060222,20060517,9089,BCP21806,6,Subdivision,Registered,2006
13670,20060222,20060905,9184,BCP22892,6,Subdivision,Registered,2006
13671,20080326,20080604,11437,BCP35874,6,Subdivision,Registered,2008
13672,20080326,20080326,11052,EC-121-210,1,Early Copy,Early Copy,2008
13673,20080326,20081031,10809,BCP37533,6,Subdivision,Registered,2007
13674,20060222,20061010,9341,BCP22116,3,Reference Plan,Registered,2006
13675,20080313,20080313,21280,BCP34304,2,Explanatory,Registered,2008
13676,20060301,20060831,9212,BCP21843,3,Reference Plan,Registered,2006
13677,20060307,20070315,1131,BCP24155,3,Reference Plan,Registered,2006
13678,19881007,20050913,18721,82498,6,Subdivision,Registered,1989
13679,20030611,20040615,1317,BCP07547,6,Subdivision,Registered,2003
13680,20030801,20040514,1320,BCP06153,3,Reference Plan,Registered,2003
13681,19850801,20050913,26455,64935,3,Reference Plan,Registered,1982
13682,19850801,20050913,11520,10372,6,Subdivision,Registered,1948
13683,19980626,20050913,30950,LMP34195,3,Reference Plan,Registered,1997
13684,19880204,20050913,18379,78400,6,Subdivision,Registered,1988
13685,19850801,20050913,11630,10923,3,Reference Plan,Registered,1948
13686,19850801,20050913,23700,18347,6,Subdivision,Registered,1958
13687,19850909,20050913,17571,70025,6,Subdivision,Registered,1985
13688,19980629,20070817,20442,LMP34913,6,Subdivision,Registered,1997
13689,19850801,20050913,26436,64768,3,Reference Plan,Registered,1982
13690,19850801,20050913,12346,14318,6,Subdivision,Registered,1954
13691,19950608,20050913,32772,LMS1781,9,Strata,Registered,1995
13692,19850801,20050913,16790,61834,6,Subdivision,Registered,1981
13693,19850801,20050913,25683,56756,0,Bylaw,Registered,1979
13694,19850801,20050913,16451,58947,6,Subdivision,Registered,1980
13695,19900514,20050913,19016,86176,6,Subdivision,Registered,1990
13696,19850801,20050913,13057,17448,6,Subdivision,Registered,1957
13697,19850801,20050913,11795,11835,3,Reference Plan,Registered,1949
13698,20011126,20050913,29852,LMP16367,3,Reference Plan,Registered,1994
13699,19850801,20050913,17403,68076,6,Subdivision,Registered,1984
13700,19870813,20050913,18112,75586,6,Subdivision,Registered,1987
13701,19850801,20050913,13495,19439,6,Subdivision,Registered,1958
13702,19890412,20050913,18618,81151,6,Subdivision,Registered,1989
13703,19901113,20050913,19181,87573,6,Subdivision,Registered,1990
13704,19850801,20050913,18617,8115,2,Explanatory,Registered,1939
13705,19880606,20050913,27651,77137,3,Reference Plan,Registered,1988
13706,19850801,20050913,17174,65945,6,Subdivision,Registered,1983
13707,19850801,20050913,17103,65203,6,Subdivision,Registered,1982
13708,19990915,20050913,31204,LMP38166,6,Subdivision,Registered,1998
13709,20000718,20050913,31218,LMP38421,6,Subdivision,Registered,1998
13710,19910806,20050913,32601,LMS0072,9,Strata,Registered,1991
13711,19920521,20050913,32350,LMP5382,3,Reference Plan,Registered,1992
13712,20050913,20060118,28442,84079,3,Reference Plan,Registered,1990
13713,19850801,20050913,12890,16665,2,Explanatory,Registered,1959
13714,19850801,20050913,24686,43511,7,Title,Registered,1957
13715,19850801,20070524,12219,13815,6,Subdivision,Registered,1953
13716,19850801,20050913,24300,34753,6,Subdivision,Registered,1969
13717,19850801,20050913,15334,45360,3,Reference Plan,Registered,1974
13718,19850801,20050913,11505,10298,3,Reference Plan,Registered,1947
13719,19860813,20050913,17821,72260,6,Subdivision,Registered,1986
13720,19850801,20050913,21513,NW1919,9,Strata,Registered,1982
13721,20070524,20070907,10654,BCP31742,6,Subdivision,Registered,2007
13722,20040622,20050913,1942,BCP08098,3,Reference Plan,Registered,2003
13723,19931022,20050913,19776,LMP14605,6,Subdivision,Registered,1994
13724,19891122,20050913,18823,83568,6,Subdivision,Registered,1989
13725,19900802,20050913,19073,86564,6,Subdivision,Registered,1990
13726,19910107,20080304,29263,LMP00205,6,Subdivision,Registered,1991
13727,19910419,20080304,29308,LMP00621,6,Subdivision,Registered,1991
13728,19861023,20050913,17931,73309,6,Subdivision,Registered,1986
13729,19870202,20050913,18006,74216,6,Subdivision,Registered,1987
13730,19850801,20050913,23678,18020,6,Subdivision,Registered,1957
13731,19850801,20050913,25450,54088,6,Subdivision,Registered,1978
13732,19850801,20050913,12009,12931,6,Subdivision,Registered,1952
13733,19850801,20050913,12412,14611,6,Subdivision,Registered,1954
13734,19940818,20050913,19896,LMP18284,6,Subdivision,Registered,1994
13735,19850801,20050913,15551,48211,6,Subdivision,Registered,1975
13736,19850801,20050913,11973,12763,2,Explanatory,Registered,1952
13737,19940712,20050913,19899,LMP18340,6,Subdivision,Registered,1994
13738,19850801,20050913,11674,11181,6,Subdivision,Registered,1949
13739,19900612,20050913,18979,85706,6,Subdivision,Registered,1990
13740,19890510,20050913,28136,81522,3,Reference Plan,Registered,1989
13741,19850801,20050913,11806,11879,3,Reference Plan,Registered,1950
13742,20010725,20050913,31881,LMP47169,6,Subdivision,Registered,2000
13743,19930830,20050913,30386,LMP25270,6,Subdivision,Registered,1995
13744,19850801,20050913,17082,64973,6,Subdivision,Registered,1982
13745,19901001,20050913,19090,86676,6,Subdivision,Registered,1990
13746,20030305,20050913,21051,LMP53404,6,Subdivision,Registered,2002
13747,19850801,20050913,23256,11022,6,Subdivision,Registered,1949
13748,19850801,20050913,16655,60683,6,Subdivision,Registered,1980
13749,19850801,20050913,13556,19752,6,Subdivision,Registered,1958
13750,19940609,20070517,29789,LMP15312,3,Reference Plan,Registered,1994
13751,19921022,20070517,28456,84202,3,Reference Plan,Registered,1990
13752,19951108,20050913,30423,LMP25876,3,Reference Plan,Registered,1995
13753,19920115,20050913,19522,LMP10362,3,Reference Plan,Registered,1993
13754,19850801,20050913,16294,57128,6,Subdivision,Registered,1979
13755,19891129,20050913,18812,83464,6,Subdivision,Registered,1989
13756,19960806,20050913,32830,LMS2423,9,Strata,Registered,1996
13757,19910725,20050913,20014,LMP2013,6,Subdivision,Registered,1991
13758,19850801,20050913,28348,8334,6,Subdivision,Registered,1945
13759,19930720,20050913,32678,LMS0877,9,Strata,Registered,1993
13760,19850801,20050913,15999,53986,6,Subdivision,Registered,1977
13761,19850801,20050913,24925,46953,6,Subdivision,Registered,1974
13762,19850801,20050913,26076,61129,6,Subdivision,Registered,1981
13763,19850801,20050913,26522,65686,3,Reference Plan,Registered,1983
13764,19850801,20050913,24804,45603,6,Subdivision,Registered,1974
13765,19850801,20050913,13010,17160,6,Subdivision,Registered,1956
13766,19850801,20050913,14625,34856,6,Subdivision,Registered,1969
13767,19850801,20050913,13830,21587,6,Subdivision,Registered,1960
13768,19850801,20050913,15342,45437,6,Subdivision,Registered,1974
13769,19850801,20050913,23846,2365,6,Subdivision,Registered,1912
13770,20020502,20050913,25304,52739,6,Subdivision,Registered,1977
13771,19870409,20070524,27415,74849,4,Right of Way,Registered,1987
13772,19850801,20050913,12608,15385,2,Explanatory,Registered,1957
13773,19850801,20050913,16591,6018,6,Subdivision,Registered,1938
13774,19851125,20050913,17633,70594,6,Subdivision,Registered,1985
13775,19850801,20050913,29036,AB97752,7,Title,Registered,1984
13776,19850801,20050913,15397,46232,6,Subdivision,Registered,1974
13777,19940707,20050913,19905,LMP18459,6,Subdivision,Registered,1994
13778,19940809,20050913,30070,LMP19867,6,Subdivision,Registered,1994
13779,19850801,20050913,16378,58000,6,Subdivision,Registered,1979
13780,19850801,20050913,26592,66378,6,Subdivision,Registered,1983
13781,19850801,20050913,11845,12078,2,Explanatory,Registered,1950
13782,19850801,20050913,15214,43115,6,Subdivision,Registered,1973
13783,19850801,20080319,33159,RP10494,3,Reference Plan,Registered,1947
13784,19850801,20050913,13965,23701,6,Subdivision,Registered,1961
13785,19941017,20050913,19888,LMP18068,3,Reference Plan,Registered,1994
13786,19900611,20050913,19058,86485,6,Subdivision,Registered,1990
13787,20050913,20070524,12455,14744,6,Subdivision,Registered,1954
13788,20020306,20050913,30828,LMP32696,3,Reference Plan,Registered,1997
13789,19850801,20050913,17315,67113,6,Subdivision,Registered,1983
13790,19850801,20050913,13545,19704,6,Subdivision,Registered,1958
13791,19940822,20050913,20005,LMP20029,6,Subdivision,Registered,1994
13792,20000727,20050913,20777,LMP45127,3,Reference Plan,Registered,2000
13793,19920110,20050913,20220,LMP2732,6,Subdivision,Registered,1991
13794,19850801,20050913,13942,23353,6,Subdivision,Registered,1961
13795,19850801,20050913,14712,36086,6,Subdivision,Registered,1969
13796,19850801,20050913,15080,41305,6,Subdivision,Registered,1972
13797,19950720,20050913,20043,LMP21115,6,Subdivision,Registered,1995
13798,19850801,20050913,26812,68497,6,Subdivision,Registered,1984
13799,19890405,20050913,28056,80778,3,Reference Plan,Registered,1989
13800,19980630,20050913,20441,LMP34875,6,Subdivision,Registered,1997
13801,19850801,20050913,14089,25723,6,Subdivision,Registered,1963
13802,19850801,20050913,23741,20069,6,Subdivision,Registered,1959
13803,20040428,20040527,8158,BCP08233,6,Subdivision,Registered,2003
13804,20050913,20060911,16356,57778,6,Subdivision,Registered,1979
13805,19850801,20050913,16349,57639,6,Subdivision,Registered,1979
13806,19870624,20050913,21647,NW2575,9,Strata,Registered,1987
13807,19850801,20050913,15941,53349,6,Subdivision,Registered,1977
13808,19850801,20050913,16843,6231,6,Subdivision,Registered,1939
13809,19850801,20050913,12978,17025,6,Subdivision,Registered,1956
13810,19930301,20050913,23569,16101,2,Explanatory,Registered,1958
13811,20040407,20050913,32927,LMS4175,9,Strata,Registered,2003
13812,19850920,20050913,11835,12043,6,Subdivision,Registered,1951
13813,20070628,20070924,10910,BCP32297,6,Subdivision,Registered,2007
13814,19850801,20050913,14541,33680,6,Subdivision,Registered,1968
13815,19850801,20050913,19001,8596,2,Explanatory,Registered,1941
13816,20030305,20050913,20900,LMP48965,3,Reference Plan,Registered,2001
13817,19850801,20050913,24039,29722,3,Reference Plan,Registered,1966
13818,19860306,20050913,17758,71583,6,Subdivision,Registered,1986
13819,19850801,20050913,12719,15871,6,Subdivision,Registered,1955
13820,19850801,20050913,16767,61639,6,Subdivision,Registered,1981
13821,19850801,20050913,12571,15210,6,Subdivision,Registered,1955
13822,19850801,20050913,25188,50774,0,Bylaw,Registered,1976
13823,19850801,20050913,14487,32708,6,Subdivision,Registered,1968
13824,19940728,20050913,32723,LMS1321,9,Strata,Registered,1994
13825,19850801,20050913,11936,12575,2,Explanatory,Registered,1951
13826,20020926,20050913,31953,LMP48313,3,Reference Plan,Registered,2000
13827,19850801,20050913,17458,6870,6,Subdivision,Registered,1941
13828,19930324,20050913,32669,LMS0812,9,Strata,Registered,1993
13829,20021209,20030310,1931,BCP02641,3,Reference Plan,Registered,2002
13830,20030321,20050913,1928,BCP01723,3,Reference Plan,Registered,2002
13831,19900710,20050913,21761,NW3259,9,Strata,Registered,1990
13832,19910904,20050913,32604,LMS0085,9,Strata,Registered,1991
13833,19921105,20050913,21136,LMP7692,6,Subdivision,Registered,1992
13834,19851119,20050913,26975,70358,6,Subdivision,Registered,1985
13835,19851210,20050913,17661,70773,6,Subdivision,Registered,1985
13836,19850801,20050913,12209,13770,6,Subdivision,Registered,1953
13837,19850801,20050913,16390,58169,6,Subdivision,Registered,1979
13838,19850801,20050913,29194,H23479E,7,Title,Registered,1972
13839,19850926,20050913,14411,31419,6,Subdivision,Registered,1967
13840,20040518,20040518,3304,BCP08793,6,Subdivision,Registered,2003
13841,20030522,20031029,3192,BCP05953,6,Subdivision,Registered,2003
13842,20050408,20050913,3011,BCP05425,6,Subdivision,Registered,2003
13843,20050913,20070516,26906,69526,3,Reference Plan,Registered,1985
13844,19890706,20050913,18711,82310,6,Subdivision,Registered,1989
13845,19900426,20050913,19140,86956,6,Subdivision,Registered,1990
13846,19850801,20050913,14101,25918,6,Subdivision,Registered,1963
13847,19850801,20050913,12678,15695,6,Subdivision,Registered,1955
13848,19850801,20050913,11862,12198,6,Subdivision,Registered,1951
13849,19850801,20050913,11864,12209,6,Subdivision,Registered,1951
13850,19850801,20050913,12964,16951,6,Subdivision,Registered,1956
13851,19850801,20050913,14948,39589,6,Subdivision,Registered,1971
13852,19850801,20050913,24627,42594,0,Bylaw,Registered,1972
13853,19911029,20050913,20247,LMP2778,6,Subdivision,Registered,1992
13854,19930305,20050913,19558,LMP11269,6,Subdivision,Registered,1993
13855,19930421,20050913,29571,LMP12032,3,Reference Plan,Registered,1993
13856,19880601,20050913,21684,NW2768,9,Strata,Registered,1988
13857,19890418,20050913,18710,82285,6,Subdivision,Registered,1989
13858,19890512,20050913,18658,81645,6,Subdivision,Registered,1989
13859,19890731,20050913,18735,82688,6,Subdivision,Registered,1989
13860,19900307,20050913,28415,83852,3,Reference Plan,Registered,1989
13861,19850801,20050913,13767,21061,6,Subdivision,Registered,1959
13862,19850827,20050913,17565,69993,3,Reference Plan,Registered,1985
13863,19850801,20050913,27201,7255,3,Reference Plan,Registered,1931
13864,19850801,20050913,16906,6295,6,Subdivision,Registered,1939
13865,19850801,20050913,15443,46717,6,Subdivision,Registered,1974
13866,19871029,20050913,18139,75869,6,Subdivision,Registered,1987
13867,19850801,20050913,16358,5779,6,Subdivision,Registered,1936
13868,19930803,20050913,19631,LMP12486,6,Subdivision,Registered,1993
13869,20050913,20070524,29030,A6451,2,Explanatory,Registered,1964
13870,19850801,20050913,13855,21898,6,Subdivision,Registered,1960
13871,19850801,20050913,14180,27370,6,Subdivision,Registered,1964
13872,19850801,20050913,11884,12317,2,Explanatory,Registered,1951
13873,19850801,20050913,28999,9686,2,Explanatory,Registered,1945
13874,19850801,20050913,14569,34088,6,Subdivision,Registered,1968
13875,20020809,20050913,31474,LMP41523,3,Reference Plan,Registered,1999
13876,20010105,20050913,13594,20010,6,Subdivision,Registered,1959
13877,19900313,20050913,28481,84357,3,Reference Plan,Registered,1990
13878,19850801,20050913,14577,3420,3,Reference Plan,Registered,1914
13879,19880615,20050913,18394,78541,6,Subdivision,Registered,1988
13880,20020417,20050913,21385,NW1258,9,Strata,Registered,1979
13881,19970128,20050913,32836,LMS2501,9,Strata,Registered,1996
13882,19900918,20050913,27775,78131,3,Reference Plan,Registered,1988
13883,19850801,20050913,14416,31467,6,Subdivision,Registered,1967
13884,20030616,20040203,1937,BCP05936,6,Subdivision,Registered,2003
13885,19890728,20050913,21720,NW3011,9,Strata,Registered,1989
13886,20030924,20040204,7554,BCP06251,6,Subdivision,Registered,2003
13887,19850801,20050913,14963,39782,6,Subdivision,Registered,1971
13888,19850801,20050913,16310,57257,6,Subdivision,Registered,1979
13889,19850801,20050913,14652,35306,6,Subdivision,Registered,1969
13890,20040720,20050913,5562,BCP10337,3,Reference Plan,Registered,2004
13891,19850801,20050913,21493,NW1887,9,Strata,Registered,1982
13892,19850801,20050913,19029,863,6,Subdivision,Registered,1903
13893,19850801,20050913,13565,1979,6,Subdivision,Registered,1911
13894,19850801,20050913,16855,62417,6,Subdivision,Registered,1981
13895,19910712,20080304,29254,LMP00089,3,Reference Plan,Registered,1991
13896,19850801,20050913,13558,19757,6,Subdivision,Registered,1958
13897,19850801,20050913,12807,16293,3,Reference Plan,Registered,1958
13898,19850801,20050913,17463,68751,6,Subdivision,Registered,1984
13899,19850801,20050913,17034,64308,6,Subdivision,Registered,1982
13900,19850801,20050913,19401,9929,2,Explanatory,Registered,1946
13901,19931020,20050913,32694,LMS1024,9,Strata,Registered,1993
13902,19850801,20050913,26163,61946,6,Subdivision,Registered,1981
13903,20040923,20041115,743,BCP13336,6,Subdivision,Registered,2004
13904,19850801,20050913,17042,64371,3,Reference Plan,Registered,1982
13905,19850801,20050913,13383,18994,6,Subdivision,Registered,1958
13906,19951106,20050913,20158,LMP25910,6,Subdivision,Registered,1995
13907,19850801,20050913,12123,13397,2,Explanatory,Registered,1953
13908,19850801,20050913,26202,62381,6,Subdivision,Registered,1981
13909,19850801,20050913,23728,196182E,7,Title,Registered,1945
13910,19850801,20050913,16343,57540,2,Explanatory,Registered,1979
13911,19850801,20050913,33122,NW995,9,Strata,Registered,1978
13912,19850801,20050913,12005,12909,6,Subdivision,Registered,1952
13913,19850801,20050913,15002,40324,6,Subdivision,Registered,1971
13914,20050602,20070410,30790,LMP3191,3,Reference Plan,Registered,2005
13915,19850801,20050913,12175,13616,2,Explanatory,Registered,1953
13916,19850801,20050913,11464,10070,6,Subdivision,Registered,1948
13917,19900417,20050913,32984,NW167,9,Strata,Registered,1973
13918,20030305,20050913,31725,LMP44774,3,Reference Plan,Registered,2000
13919,19850801,20050913,12916,16772,6,Subdivision,Registered,1956
13920,19870515,20050913,27332,74009,3,Reference Plan,Registered,1987
13921,19850801,20050913,16586,60127,6,Subdivision,Registered,1980
13922,19910712,20080304,29300,LMP00583,3,Reference Plan,Registered,1991
13923,19850801,20050913,12391,14541,2,Explanatory,Registered,1955
13924,20010105,20050913,31772,LMP45596,3,Reference Plan,Registered,2000
13925,19910712,20080304,29283,LMP00468,3,Reference Plan,Registered,1991
13926,19850801,20050913,15168,42550,6,Subdivision,Registered,1972
13927,19920508,20050913,31311,LMP3969,3,Reference Plan,Registered,1992
13928,19850801,20050913,11528,10441,2,Explanatory,Registered,1947
13929,19850801,20050913,15048,40927,6,Subdivision,Registered,1972
13930,20010730,20050913,32003,LMP48846,6,Subdivision,Registered,2001
13931,19910110,20050913,19228,88342,6,Subdivision,Registered,1991
13932,19850801,20050913,13786,21221,6,Subdivision,Registered,1959
13933,20030709,20070312,32945,LMS4513,9,Strata,Registered,2001
13934,19870806,20050913,3022,76059,6,Subdivision,Registered,1987
13935,20011109,20050913,31375,LMP40448,3,Reference Plan,Registered,1998
13936,19850801,20050913,11855,12168,2,Explanatory,Registered,1950
13937,19850801,20050913,17226,66390,6,Subdivision,Registered,1983
13938,20020603,20050913,32088,LMP49752,3,Reference Plan,Registered,2001
13939,20001023,20050913,31625,LMP43347,3,Reference Plan,Registered,1999
13940,19891122,20050913,18873,84270,6,Subdivision,Registered,1990
13941,19850801,20050913,16933,63168,6,Subdivision,Registered,1981
13942,19850801,20050913,26326,63637,6,Subdivision,Registered,1981
13943,19850801,20050913,13290,18574,6,Subdivision,Registered,1958
13944,19850801,20050913,17130,65501,6,Subdivision,Registered,1983
13945,19850801,20050913,16559,59933,6,Subdivision,Registered,1980
13946,19850801,20050913,19114,8684,6,Subdivision,Registered,1946
13947,19850801,20050913,23553,15785,6,Subdivision,Registered,1955
13948,19920821,20070525,32432,LMP6791,6,Subdivision,Registered,1992
13949,19850801,20050913,15125,41975,6,Subdivision,Registered,1972
13950,20050223,20060915,8183,BCP17230,6,Subdivision,Registered,2005
13951,19851015,20050913,13806,21344,2,Explanatory,Registered,1960
13952,19851015,20050913,14242,28451,6,Subdivision,Registered,1965
13953,19851016,20050913,24795,455255E,7,Title,Registered,1960
13954,19980313,20050913,32859,LMS2802,9,Strata,Registered,1997
13955,20070629,20050902,31345,LMP40024,4,Right of Way,Registered,1998
13956,20070629,20050902,31345,LMP40024,4,Right of Way,Registered,1998
13957,20070629,20021217,31345,LMP40024,4,Right of Way,Registered,1998
13958,19980511,20050913,20419,LMP34503,6,Subdivision,Registered,1997
13959,19980630,20050913,31174,LMP37512,3,Reference Plan,Registered,1998
13960,19900723,20050913,21762,NW3268,9,Strata,Registered,1990
13961,20070626,20090513,10767,BCP40509,3,Reference Plan,Registered,2009
13962,19880525,20050913,18323,77964,6,Subdivision,Registered,1988
13963,20050215,20051220,7503,BCP15682,3,Reference Plan,Registered,2005
13964,19850801,20050913,12401,14574,2,Explanatory,Registered,1955
13965,19850801,20050913,19168,8742,6,Subdivision,Registered,1946
13966,19861006,20050913,17894,72930,6,Subdivision,Registered,1986
13967,19870807,20050913,18095,75392,6,Subdivision,Registered,1987
13968,19901024,20050913,19085,86630,2,Explanatory,Registered,1990
13969,20080331,20080331,9614,BCP21566,2,Explanatory,Registered,2005
13970,19850801,20050913,16199,56174,6,Subdivision,Registered,1978
13971,19940119,20050913,5912,LMP13428,3,Reference Plan,Registered,1993
13972,20010308,20050913,20868,LMP48006,6,Subdivision,Registered,2000
13973,19960410,20050913,30619,LMP29289,3,Reference Plan,Registered,1996
13974,19960410,20050913,30555,LMP28024,3,Reference Plan,Registered,1996
13975,19981007,20050913,20533,LMP37143,6,Subdivision,Registered,1998
13976,19850801,20050913,17450,68624,6,Subdivision,Registered,1984
13977,20030506,20041020,4711,BCP04462,6,Subdivision,Registered,2003
13978,19850801,20050913,12998,17122,6,Subdivision,Registered,1956
13979,19850801,20050913,16550,59836,6,Subdivision,Registered,1980
13980,19850801,20050913,12427,14647,6,Subdivision,Registered,1954
13981,19850801,20050913,16610,60325,6,Subdivision,Registered,1980
13982,19850801,20070312,13738,20933,6,Subdivision,Registered,1959
13983,19850801,20050913,23259,11093,2,Explanatory,Registered,1948
13984,20030710,20070312,30774,LMP31722,3,Reference Plan,Registered,1997
13985,19960807,20050913,20262,LMP28221,3,Reference Plan,Registered,1996
13986,19850801,20050913,16979,63668,3,Reference Plan,Registered,1981
13987,19950823,20050913,30370,LMP25079,3,Reference Plan,Registered,1995
13988,19910913,20050913,19944,LMP1917,6,Subdivision,Registered,1991
13989,20050913,20070516,20810,LMP4628,6,Subdivision,Registered,1992
13990,20050913,20080306,3630,BCP04060,2,Explanatory,Registered,2003
13991,19930525,20050913,19561,LMP11295,6,Subdivision,Registered,1993
13992,19890210,20050913,28021,80411,3,Reference Plan,Registered,1989
13993,19880622,20050913,18395,78545,6,Subdivision,Registered,1988
13994,19850801,20050913,26424,64575,0,Bylaw,Registered,1982
13995,19850801,20050913,15728,50859,6,Subdivision,Registered,1976
13996,19850801,20050913,17199,66157,6,Subdivision,Registered,1983
13997,19850801,20050913,13267,18431,6,Subdivision,Registered,1959
13998,20041117,20050913,1680,BCP10618,3,Reference Plan,Registered,2004
13999,19911023,20050913,19858,LMP1710,6,Subdivision,Registered,1991
14000,19850801,20050913,13444,19238,6,Subdivision,Registered,1958
14001,19850801,20050913,15239,43452,6,Subdivision,Registered,1973
14002,19860318,20050913,16532,5967,2,Explanatory,Registered,1937
14003,19850801,20050913,13115,1778,6,Subdivision,Registered,1911
14004,19850801,20050913,25518,54586,3,Reference Plan,Registered,1978
14005,19850801,20050913,25517,54585,0,Bylaw,Registered,1978
14006,19910517,20050913,28838,87197,3,Reference Plan,Registered,1990
14007,19860917,20050913,21614,NW2428,9,Strata,Registered,1986
14008,19850801,20050913,14663,35493,6,Subdivision,Registered,1969
14009,20010720,20050913,24433,38867,3,Reference Plan,Registered,1971
14010,19850801,20050913,11698,11312,2,Explanatory,Registered,1948
14011,19850801,20050913,16941,63240,6,Subdivision,Registered,1981
14012,19850801,20050913,33001,NW404,9,Strata,Registered,1975
14013,19890316,20050913,18694,82096,6,Subdivision,Registered,1989
14014,19850801,20050913,13658,20528,2,Explanatory,Registered,1959
14015,19850801,20050913,13132,17871,6,Subdivision,Registered,1957
14016,19850801,20050913,16696,61060,6,Subdivision,Registered,1981
14017,19850801,20010216,12273,14046,2,Explanatory,Registered,1954
14018,19850801,20050913,11818,11951,2,Explanatory,Registered,1950
14019,19850801,20050913,15685,50206,6,Subdivision,Registered,1976
14020,19850801,20050913,11563,10619,6,Subdivision,Registered,1948
14021,19850801,20050913,16531,59668,6,Subdivision,Registered,1980
14022,20010307,20050913,20859,LMP47730,6,Subdivision,Registered,2000
14023,20011127,20070516,31831,LMP46542,3,Reference Plan,Registered,2000
14024,20020911,20021129,2002,BCP01432,6,Subdivision,Registered,2002
14025,19850801,20050913,19246,8899,6,Subdivision,Registered,1946
14026,19870212,20050913,21610,NW2411,9,Strata,Registered,1986
14027,19950928,20050913,30275,LMP23982,3,Reference Plan,Registered,1995
