,CRE_DATE,MOD_DATE,PLANID,PLAN_NO,PLAN_TYPE,PLAN_TYPE2,STATUS,YR
14028,19850801,20050913,28815,8697,6,Subdivision,Registered,1946
14029,20050913,20070504,19315,9374,6,Subdivision,Registered,1947
14030,19850801,20050913,19249,8923,3,Reference Plan,Registered,1943
14031,20030514,20050913,31869,LMP46993,3,Reference Plan,Registered,2000
14032,19850801,20050913,11797,11839,6,Subdivision,Registered,1950
14033,19850801,20050913,17429,68394,6,Subdivision,Registered,1984
14034,19850801,20050913,23848,23711,3,Reference Plan,Registered,1961
14035,19850801,20050913,15014,4049,6,Subdivision,Registered,1927
14036,20031107,20040415,7957,BCP08211,6,Subdivision,Registered,2003
14037,19900124,20050913,18799,83389,6,Subdivision,Registered,1989
14038,19940330,20050913,19829,LMP16100,6,Subdivision,Registered,1994
14039,19850801,20050913,18849,8394,6,Subdivision,Registered,1946
14040,19850801,20050913,12727,15903,6,Subdivision,Registered,1955
14041,19850801,20050913,16651,60632,6,Subdivision,Registered,1980
14042,19990414,20050913,30946,LMP34151,3,Reference Plan,Registered,1997
14043,20020214,20050913,31920,LMP47837,3,Reference Plan,Registered,2000
14044,19850801,20050913,12581,15262,2,Explanatory,Registered,1957
14045,19850801,20050913,24398,37617,6,Subdivision,Registered,1970
14046,19850801,20050913,15805,51630,6,Subdivision,Registered,1976
14047,19850801,20050913,12335,14279,2,Explanatory,Registered,1954
14048,19890302,20050913,18559,80330,3,Reference Plan,Registered,1989
14049,19850801,20050913,12196,13723,2,Explanatory,Registered,1954
14050,19850801,20050913,13463,19330,6,Subdivision,Registered,1958
14051,19850801,20050913,19373,9739,6,Subdivision,Registered,1947
14052,19850801,20050913,13795,21270,6,Subdivision,Registered,1960
14053,19951017,20050913,30395,LMP25398,3,Reference Plan,Registered,1995
14054,19981001,20050913,20444,LMP34962,6,Subdivision,Registered,1997
14055,19941007,20050913,20021,LMP20560,6,Subdivision,Registered,1994
14056,19910108,20050913,19189,87760,6,Subdivision,Registered,1990
14057,19921105,20050913,21133,LMP7677,6,Subdivision,Registered,1992
14058,19930715,20050913,20031,LMP20848,6,Subdivision,Registered,1994
14059,19850801,20050913,14474,32524,2,Explanatory,Registered,1968
14060,19850801,20050913,13169,18030,6,Subdivision,Registered,1957
14061,19940609,20050913,19868,LMP17519,6,Subdivision,Registered,1994
14062,19940721,20050913,19906,LMP18489,6,Subdivision,Registered,1994
14063,19940524,20050913,32731,LMS1383,9,Strata,Registered,1994
14064,19970312,20050913,20330,LMP30919,6,Subdivision,Registered,1996
14065,19850801,20050913,16175,55870,6,Subdivision,Registered,1978
14066,19850801,20050913,15191,42783,6,Subdivision,Registered,1972
14067,20050913,20070503,11632,10943,2,Explanatory,Registered,1948
14068,19850801,20050913,28920,8794,3,Reference Plan,Registered,1943
14069,19850801,20050913,21369,NW1194,9,Strata,Registered,1978
14070,19850801,20050913,17489,69149,6,Subdivision,Registered,1985
14071,19851015,20050913,17580,70162,6,Subdivision,Registered,1985
14072,19850801,20050913,27671,7729,6,Subdivision,Registered,1944
14073,19850801,20050913,12193,13707,2,Explanatory,Registered,1954
14074,19850801,20050913,28662,8601,6,Subdivision,Registered,1946
14075,19850801,20050913,23295,11698,6,Subdivision,Registered,1950
14076,19850801,20050913,16614,60392,6,Subdivision,Registered,1980
14077,20011005,20050913,20942,LMP50321,6,Subdivision,Registered,2001
14078,20020703,20040528,21062,LMP54484,6,Subdivision,Registered,2002
14079,19851204,20050913,17632,70592,6,Subdivision,Registered,1985
14080,19880226,20050913,18451,79085,6,Subdivision,Registered,1988
14081,19850801,20050913,19344,9560,6,Subdivision,Registered,1947
14082,19850801,20050913,15195,42923,6,Subdivision,Registered,1972
14083,19850801,20050913,13162,18000,6,Subdivision,Registered,1957
14084,19850801,20050913,16113,55234,6,Subdivision,Registered,1978
14085,19850801,20050913,16828,62157,6,Subdivision,Registered,1981
14086,19850801,20050913,16734,61383,6,Subdivision,Registered,1981
14087,19850801,20050913,11831,12007,6,Subdivision,Registered,1951
14088,19850801,20050913,13720,20864,6,Subdivision,Registered,1959
14089,19850801,20050913,15436,46675,6,Subdivision,Registered,1974
14090,20040519,20050111,5440,BCP11998,3,Reference Plan,Registered,2004
14091,19941013,20050913,19983,LMP19654,6,Subdivision,Registered,1994
14092,19980604,20050913,20495,LMP36604,6,Subdivision,Registered,1998
14093,19980729,20050913,32875,LMS3006,9,Strata,Registered,1997
14094,19901101,20050913,19221,88205,6,Subdivision,Registered,1991
14095,19850801,20050913,13599,20057,6,Subdivision,Registered,1959
14096,20040629,20041026,5567,BCP12524,6,Subdivision,Registered,2004
14097,19850801,20050913,11587,10742,6,Subdivision,Registered,1949
14098,19850801,20050913,33053,NW623,9,Strata,Registered,1976
14099,19891002,20050913,18755,82912,6,Subdivision,Registered,1989
14100,19850801,20050913,16023,54223,6,Subdivision,Registered,1978
14101,20040702,20050913,8106,BCP01408,3,Reference Plan,Registered,2002
14102,20030910,20050913,31316,LMP39741,3,Reference Plan,Registered,1998
14103,19851001,20050913,33137,P85310E,7,Title,Registered,1978
14104,20010801,20050913,20856,LMP47507,6,Subdivision,Registered,2000
14105,20070629,20050902,31345,LMP40024,4,Right of Way,Registered,1998
14106,19870225,20050913,18016,74422,6,Subdivision,Registered,1987
14107,19890116,20050913,29034,AB77335,7,Title,Registered,1988
14108,19850801,20050913,11591,10749,2,Explanatory,Registered,1947
14109,19850801,20050913,13310,18653,6,Subdivision,Registered,1958
14110,19850801,20050913,12850,16494,6,Subdivision,Registered,1956
14111,19850801,20050913,14882,386889E,7,Title,Registered,1957
14112,19850801,20050913,16521,59565,6,Subdivision,Registered,1980
14113,19850801,20050913,17543,69752,6,Subdivision,Registered,1985
14114,19850801,20050913,14508,33154,6,Subdivision,Registered,1968
14115,19850801,20050913,12793,162101E,7,Title,Registered,1964
14116,20070629,20000418,31345,LMP40024,4,Right of Way,Registered,1998
14117,19850904,20050913,16923,63095,6,Subdivision,Registered,1981
14118,19850920,20050913,14159,27034,6,Subdivision,Registered,1964
14119,19850801,20050913,12156,13552,2,Explanatory,Registered,1953
14120,19930408,20050913,23278,114600E,7,Title,Registered,1943
14121,20070615,20070919,10497,BCP31929,6,Subdivision,Early Copy,2007
14122,20070618,20070618,21040,LMP53129,3,Reference Plan,Registered,2002
14123,19850801,20050913,14746,3664,3,Reference Plan,Registered,1919
14124,19850801,20050913,14326,29944,6,Subdivision,Registered,1966
14125,19850801,20050913,32958,M11437E,7,Title,Registered,1976
14126,20050913,20070504,31275,LMP38959,0,Bylaw,Registered,1998
14127,19850801,20050913,15151,42256,6,Subdivision,Registered,1972
14128,20070622,20080418,10628,BCP35435,6,Subdivision,Registered,2008
14129,19850801,20050913,17016,64041,6,Subdivision,Registered,1982
14130,20050126,20050913,8967,BCP12269,3,Reference Plan,Registered,2004
14131,20050127,20051206,8968,BCP10591,3,Reference Plan,Registered,2004
14132,19850801,20050913,16871,62592,6,Subdivision,Registered,1981
14133,19850801,20050913,16546,5980,6,Subdivision,Registered,1937
14134,19850801,20050913,24984,47904,6,Subdivision,Registered,1975
14135,20050913,20070504,23204,10128,2,Explanatory,Registered,1946
14136,20070622,20080305,10785,BCP30942,3,Reference Plan,Registered,2007
14137,19870127,20050913,17928,73271,3,Reference Plan,Registered,1986
14138,19850801,20050913,18538,8007,2,Explanatory,Registered,1937
14139,20070622,20080305,10603,BCP30214,6,Subdivision,Registered,2007
14140,19850930,20050913,13782,21181,6,Subdivision,Registered,1959
14141,19850930,20050913,14800,37334,6,Subdivision,Registered,1970
14142,19851003,20050913,24022,291374E,7,Title,Registered,1951
14143,19951121,20070816,23628,17072,4,Right of Way,,1956
14144,19850801,20070524,15210,43075,6,Subdivision,Registered,1973
14145,19850801,20050913,17424,68363,6,Subdivision,Registered,1984
14146,19860307,20050913,17741,71451,6,Subdivision,Registered,1986
14147,19850801,20050913,11851,12122,6,Subdivision,Registered,1951
14148,19850801,20050913,14616,34689,6,Subdivision,Registered,1969
14149,20040917,20050913,903,BCS00857,9,Strata,Registered,2004
14150,20070817,20070918,10920,BCP32255,1,Subdivision,Registered,2007
14151,19851008,20050913,17313,67100,3,Reference Plan,Registered,1983
14152,19930818,20050913,19642,LMP12666,6,Subdivision,Registered,1993
14153,20050913,20060124,24406,3808,7,Title,Registered,1972
14154,19851002,20050913,25526,54663,0,Bylaw,Registered,1978
14155,19870220,20050913,18133,75833,6,Subdivision,Registered,1987
14156,19980710,20050913,31059,LMP35777,6,Subdivision,Registered,1997
14157,19851127,20050913,27046,70948,6,Subdivision,Registered,1986
14158,19910301,20050913,28899,87679,2,Explanatory,Registered,1990
14159,19920115,20050913,20607,LMP3949,6,Subdivision,Registered,1992
14160,19920817,20050913,21138,LMP7746,6,Subdivision,Registered,1992
14161,19850801,20050913,12744,15999,6,Subdivision,Registered,1955
14162,19850801,20050913,12189,13695,6,Subdivision,Registered,1953
14163,19850801,20050913,23315,12161,2,Explanatory,Registered,1950
14164,19850801,20050913,17112,65274,6,Subdivision,Registered,1982
14165,19920722,20050615,32384,LMP6047,3,Reference Plan,Registered,1992
14166,19850801,20050913,11531,10453,6,Subdivision,Registered,1948
14167,20050913,20060127,19239,886,6,Subdivision,Registered,1904
14168,20050624,20050930,3834,BCP17217,3,Reference Plan,Registered,2005
14169,20050623,20050929,3826,BCP16016,3,Reference Plan,Registered,2005
14170,19931223,20050913,19689,LMP13716,6,Subdivision,Registered,1993
14171,19940124,20050913,19903,LMP18414,6,Subdivision,Registered,1994
14172,19941026,20050913,30020,LMP19034,3,Reference Plan,Registered,1994
14173,19851121,20050913,17616,70482,6,Subdivision,Registered,1985
14174,19890630,20050913,18971,85476,6,Subdivision,Registered,1990
14175,19850801,20050913,33077,NW791,9,Strata,Registered,1977
14176,19850801,20050913,33090,NW865,9,Strata,Registered,1977
14177,19850801,20050913,12848,16476,6,Subdivision,Registered,1956
14178,19850801,20050913,13443,19234,6,Subdivision,Registered,1958
14179,19850801,20050913,17349,67490,6,Subdivision,Registered,1984
14180,19850801,20050913,25108,49599,0,Bylaw,Registered,1975
14181,19850801,20050913,17438,68543,6,Subdivision,Registered,1984
14182,19850801,20050913,17415,68215,6,Subdivision,Registered,1984
14183,19850801,20050913,21367,NW1187,9,Strata,Registered,1978
14184,19850801,20050913,23555,15829,2,Explanatory,Registered,1958
14185,19890720,20050913,18371,78366,3,Reference Plan,Registered,1988
14186,19930610,20050913,32665,LMS0796,9,Strata,Registered,1993
14187,19850801,20050913,19277,9044,6,Subdivision,Registered,1946
14188,19850801,20050913,15521,4775,3,Reference Plan,Registered,1921
14189,19850801,20050913,23368,131799E,7,Title,Registered,1939
14190,20010827,20050913,20876,LMP48314,6,Subdivision,Registered,2000
14191,19850801,20050913,21469,NW1712,9,Strata,Registered,1981
14192,19941014,20050913,19959,LMP19433,6,Subdivision,Registered,1994
14193,19850801,20050913,18561,8036,6,Subdivision,Registered,1945
14194,20030509,20050913,21026,LMP52605,6,Subdivision,Registered,2002
14195,20080729,20080821,22198,BCP37281,2,Explanatory,Registered,2008
14196,20020516,20070927,7701,LMP54446,4,Right of Way,Registered,2002
14197,20080109,20080109,11159,BCP31428,2,Explanatory,Registered,2007
14198,20061103,20070927,9615,BCP23518,4,Right of Way,Registered,2006
14199,20080729,20080904,22196,BCP37278,4,Right of Way,Registered,2008
14200,20080109,20080109,11323,BCP32998,2,Explanatory,Registered,2007
14201,20070403,20080109,10442,EC-072-212,4,Right of Way,Early Copy,2007
14202,20080109,20080109,11168,BCP31256,2,Explanatory,Registered,2007
14203,20080729,20090115,22122,BCP38886,6,Subdivision,Early Copy,2008
14204,20080729,20080905,22228,BCP37633,3,Reference Plan,Registered,2008
14205,20080729,20080904,22195,BCP37277,4,Right of Way,Registered,2008
14206,19850801,20050913,11565,10642,6,Subdivision,Registered,1948
14207,19850801,20050913,18878,8431,6,Subdivision,Registered,1946
14208,19900731,20050913,19033,86326,6,Subdivision,Registered,1990
14209,19920610,20050913,21055,LMP5371,6,Subdivision,Registered,1992
14210,19850801,20050913,14301,29598,6,Subdivision,Registered,1966
14211,19850801,20050913,14102,25920,6,Subdivision,Registered,1963
14212,19850801,20050913,14874,38523,6,Subdivision,Registered,1970
14213,19960220,20050913,20264,LMP28290,6,Subdivision,Registered,1996
14214,20021218,20050913,31912,LMP47750,3,Reference Plan,Registered,2000
14215,19850801,20050913,23399,13453,2,Explanatory,Registered,1953
14216,19850801,20050913,16426,58593,6,Subdivision,Registered,1980
14217,20070312,20070312,9712,BCP25485,3,Reference Plan,Registered,2006
14218,20070312,20070312,10399,BCP24146,3,Reference Plan,Registered,2006
14219,19871021,20050913,18187,76384,6,Subdivision,Registered,1987
14220,19900309,20050913,28565,85140,3,Reference Plan,Registered,1990
14221,19900309,20050913,28433,84044,3,Reference Plan,Registered,1990
14222,19920721,20050913,23222,10417,7,Title,Registered,1990
14223,19861125,20050913,17940,73414,6,Subdivision,Registered,1986
14224,19850801,20050913,15507,47560,6,Subdivision,Registered,1975
14225,19850801,20050913,14274,29126,6,Subdivision,Registered,1966
14226,20050913,20070528,30729,LMP31113,3,Reference Plan,Registered,1996
14227,19850801,20050913,25749,57448,0,Bylaw,Registered,1979
14228,19850801,20050913,23529,15465,2,Explanatory,Registered,1957
14229,19950714,20050913,30313,LMP24480,3,Reference Plan,Registered,1995
14230,19850801,20050913,12951,16909,3,Reference Plan,Registered,1956
14231,20040615,20040920,1123,BCP11942,6,Subdivision,Registered,2004
14232,19850801,20050913,12319,14212,6,Subdivision,Registered,1954
14233,19850801,20050913,16428,58665,6,Subdivision,Registered,1980
14234,19850801,20050913,33108,NW918,9,Strata,Registered,1977
14235,19850801,20050913,21463,NW1697,9,Strata,Registered,1981
14236,19850801,20050913,15007,40368,6,Subdivision,Registered,1971
14237,19850801,20050913,27328,7399,6,Subdivision,Registered,1943
14238,19901220,20050913,28538,84812,3,Reference Plan,Registered,1990
14239,19910925,20050913,19855,LMP1677,6,Subdivision,Registered,1991
14240,19850801,20050913,11978,12787,2,Explanatory,Registered,1952
14241,19850801,20050913,15000,40301,6,Subdivision,Registered,1971
14242,19850801,20050913,15066,41181,6,Subdivision,Registered,1972
14243,19910814,20080304,29426,LMP01465,3,Reference Plan,Registered,1991
14244,19850801,20050913,26393,64213,6,Subdivision,Registered,1982
14245,20020704,20021015,701,BCP00097,3,Reference Plan,Registered,2002
14246,20040719,20041026,719,BCP00532,3,Reference Plan,Registered,2002
14247,19870720,20050913,27389,74603,3,Reference Plan,Registered,1987
14248,20050913,20060125,18674,81838,6,Subdivision,Registered,1989
14249,20060308,20060308,161,BCP16540,3,Reference Plan,Registered,2005
14250,20040922,20070910,67,BCP12379,3,Reference Plan,Registered,2004
14251,20070625,20080423,10746,BCS02562-01,9,Strata,Registered,2007
14252,19850801,20050913,14192,27625,6,Subdivision,Registered,1965
14253,19850801,20050913,13064,17497,6,Subdivision,Registered,1957
14254,19850801,20050913,13864,2206,6,Subdivision,Registered,1912
14255,19850801,20050913,12656,15624,6,Subdivision,Registered,1955
14256,20030521,20030630,2006,BCP05576,6,Subdivision,Registered,2003
14257,20010517,20070509,30831,LMP32737,4,Right of Way,Registered,1997
14258,20010320,20070509,31739,LMP45151,4,Right of Way,Registered,2000
14259,19990825,20070509,23489,14729,4,Right of Way,Registered,1923
14260,19860814,20070509,26138,61751,4,Right of Way,Registered,1981
14261,19891103,20070509,27933,79459,4,Right of Way,Registered,1989
14262,20060221,20070509,9071,BCP19870,4,Right of Way,Registered,2006
14263,19860508,20070509,26269,62976,4,Right of Way,Registered,1982
14264,20030227,20070509,20827,LMP46878,4,Right of Way,Registered,2000
14265,19960319,20070509,30192,LMP2192,4,Right of Way,Initiated,
14266,19860408,20070509,25604,55803,4,Right of Way,Registered,1979
14267,19860219,20070509,25918,59381,4,Right of Way,Registered,1980
14268,20010515,20070509,28768,86745,4,Right of Way,Registered,1990
14269,19860417,20070509,23612,16779,4,Right of Way,Registered,1959
14270,20000503,20070509,29732,LMP14461,4,Right of Way,Registered,1994
14271,19960830,20070509,29879,LMP16778,4,Right of Way,Registered,1994
14272,20070328,20070509,9424,BCP24513,4,Right of Way,Registered,2006
14273,20050111,20070509,12209,13770,4,Right of Way,Registered,2005
14274,20000428,20070509,28084,81047,4,Right of Way,Registered,1989
14275,19891023,20070509,28101,81233,4,Right of Way,Registered,1989
14276,19860130,20070509,25001,48194,4,Right of Way,Registered,1975
14277,19850801,20070509,23999,28573,4,Right of Way,,
14278,19860711,20070509,24613,42458,4,Right of Way,Registered,1972
14279,19870116,20070509,27420,74895,4,Right of Way,Registered,1987
14280,19850801,20070509,24057,300552C,4,Right of Way,,
