,STRUCTURE_TYPE,STRUCTURE_TYPE2,DESCRIPTION,LOCATION,STRUCTURE_DETAIL_TYPE,SPECIAL_FEATURES,MATERIAL_TYPE,WIDTH_M,SEATING_TYPE,GIFT_DONATION,PLAQUE_DETAIL,BENCH_STYLE,CAPACITY,DIMENSION_M2,COMPONENT_TYPE,SURFACE_MATERIAL,WINTERIZED,LENGTH_M,HOUSE_NO,STATUS,STATUS_DATE,PARK_OWNERSHIP,INSERVICE_DATE,INSERVICE_COST,CONDITION,YRS_LIFE_EXPECTANCY,WARRANTYDATE,WARRANTY_PROVIDER,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,Latitude,Longitude
558,0,Benches and Bleachers,"Bench; Royal Heights Park, 9780 - Crown Cres","along walking loop, ref # 1",,,,,Bench,,,Surrey,,,,,,,09780,OPERATING,,,20160510,,,,,,"Royal Heights Park, 9780 - Crown Cres",Park,49.180782,-122.904939
559,0,Benches and Bleachers,"Bench; Royal Heights Park, 9780 - Crown Cres","along walking loop, ref # 2",,,,,Bench,,,Surrey,,,,,,,09780,OPERATING,,,20160510,,,,,,"Royal Heights Park, 9780 - Crown Cres",Park,49.180817,-122.904812
560,0,Benches and Bleachers,"Bench; Royal Heights Park, 9780 - Crown Cres","adjacent to playground, ref # 3",,,,,Bench,,,Surrey,,,,,,,09780,OPERATING,,,20160510,,,,,,"Royal Heights Park, 9780 - Crown Cres",Park,49.180607,-122.903869
561,0,Benches and Bleachers,"Bench; Royal Heights Park, 9780 - Crown Cres","adjacent to playground, ref # 4",,,,,Bench,,,Surrey,,,,,,,09780,OPERATING,,,20160510,,,,,,"Royal Heights Park, 9780 - Crown Cres",Park,49.180702,-122.903775
562,6,Other,"BBQ Stand; Bear Creek Park, 13750 - 88 Ave",next to table 7,,,Metal,,,,,,,,,,,,13750,OPERATING,,,20131101,,,,,,"Bear Creek Park, 13750 88 Ave",Park,49.160610,-122.836720
563,6,Other,"BBQ Stand; Bear Creek Park, 13750 - 88 Ave",next to table 5,,,Metal,,,,,,,,,,,,13750,OPERATING,,,20131101,,,,,,"Bear Creek Park, 13750 88 Ave",Park,49.160845,-122.836246
564,6,Other,"BBQ Stand; Hawthorne Park, 10503 - 144 St",next to table 2,,,Metal,,,,,,,,,,,,10503,OPERATING,,,20131101,,,,,,"Hawthorne Park, 10503 144 St",Park,49.193302,-122.825328
565,0,Benches and Bleachers,"Bench; Hawthorne Park, 10503 144 St","In the park, bench ref # 14",,,,,Bench,N,,Basic,3,,,,,,10503,OPERATING,20110607092900,,20110606,0,,,,,"Hawthorne Park, 10503 144 St",Park,49.193547,-122.825275
566,0,Benches and Bleachers,"Bench; Hawthorne Park, 10503 144 St","In the park, bench ref # 15",,,,,Bench,N,,Basic,3,,,,,,10503,OPERATING,20110607093000,,20110606,0,,,,,"Hawthorne Park, 10503 144 St",Park,49.193542,-122.825190
567,0,Benches and Bleachers,"Bench; Hawthorne Park, 10503 144 St","In the park, bench ref # 16",,,,,Bench,N,,Basic,3,,,,,,10503,OPERATING,20110607093000,,20110606,0,,,,,"Hawthorne Park, 10503 144 St",Park,49.193529,-122.825104
568,3,Shelters and Tables,"Table - Permanent; Hawthorne Park, 10503 144 St",south of playground,,,,,,,,,,,Table - Permanent,,,,10503,OPERATING,,,,,,,,,"Hawthorne Park, 10503 144 St",Park,49.193312,-122.825453
569,3,Shelters and Tables,"Table #3 - Permanent; Port Kells Park, 19340 - 88 Ave",within Shelter #2,,,,,,,,,,,Table - Permanent,,,,19340,OPERATING,,,,,,,,,"Port Kells Park, 19340 88 Ave",Park,49.160465,-122.687485
570,3,Shelters and Tables,"Table - Permanent; Hawthorne Park, 10503 144 St",south of playground,,,,,,,,,,,Table - Permanent,,,,10503,OPERATING,,,,,,,,,"Hawthorne Park, 10503 144 St",Park,49.193273,-122.825098
571,3,Shelters and Tables,"Table - Permanent; Hawthorne Park, 10503 144 St",within shelter ref #1,,,,,,,,,,,Table - Permanent,,,,10503,OPERATING,,,,,,,,,"Hawthorne Park, 10503 144 St",Park,49.193590,-122.826034
572,3,Shelters and Tables,"Table - Permanent; Hawthorne Park, 10503 144 St",within shelter ref #1,,,,,,,,,,,Table - Permanent,,,,10503,OPERATING,,,,,,,,,"Hawthorne Park, 10503 144 St",Park,49.193550,-122.826041
573,3,Shelters and Tables,,within Shelter #2,,,,,,,,,,,Table - Permanent,,,,19340,OPERATING,,,,,,,,,"Port Kells Park, 19340 88 Ave",Park,49.160462,-122.687462
574,3,Shelters and Tables,"Table - Permanent; Hawthorne Park, 10503 144 St",south of playground,,,,,,,,,,,Table - Permanent,,,,10503,OPERATING,,,,,,,,,"Hawthorne Park, 10503 144 St",Park,49.193295,-122.825279
575,3,Shelters and Tables,"Table - Permanent; Hawthorne Park, 10503 144 St",within shelter ref #1,,,,,,,,,,,Table - Permanent,,,,10503,OPERATING,,,,,,,,,"Hawthorne Park, 10503 144 St",Park,49.193527,-122.826045
576,4,Stairs,"Wood Steps #3; Invergarry Park, 14400 Currie Dr",on T6,,,Wood,,,,,,,,,,,,14400,OPERATING,20100818075900,,,0,,,,,"Invergarry Park, 14400 Currie Dr",Park,49.208052,-122.823240
577,4,Stairs,"Wood Steps; Frank Hurt Park, 13828 77 Ave","south end of T3, ref # 1",,,Wood,,,,,,,,,,,,13828,OPERATING,20110608151600,,20110531,0,,,,,"Frank Hurt Park, 13828 77 Ave",Park,49.140353,-122.837509
578,4,Stairs,"Wood Steps; 115E - Greenbelt, 2704 162 St","west end of T1, ref # 1",,,Wood,,,,,,,,,,,,02704,OPERATING,20110706065700,,20110601,0,,,,,"115E - Greenbelt, 2704 162 St",Park,49.051294,-122.772673
579,4,Stairs,"Concrete Stairway; Greenaway Park, 17905 - 60 Ave",N.E. Corner of Tennis Courts,,,Concrete,,,,,,,,,,,,17905,OPERATING,,,,0,,,,,"Greenaway Park, 17905 60 Ave",Park,49.113436,-122.725668
580,4,Stairs,"Concrete Stairway #1; Newton Athletic Park, 7395 128 St",SE corner of Kwantlen synthetic field,,,Concrete,,,,,,,,,,,,07395,OPERATING,20110810143200,,20100915,0,,,,,"Newton Athletic Park, 7395 128 St",Park,49.137580,-122.870216
581,4,Stairs,"Concrete Stairway #2; Newton Athletic Park, 7395 128 St",S side of Kwantlen synthetic field,,,Concrete,,,,,,,,,,,,07395,OPERATING,20110810143400,,20100915,0,,,,,"Newton Athletic Park, 7395 128 St",Park,49.137516,-122.870727
582,3,Shelters and Tables,"Park Shelter #2 - Portable; Cloverdale Athletic Park, 6330 168 St",just northwest of shelter #1,,,Wood,,,,,,,,Park Shelter - Portable,,,,06330,OPERATING,20060504171600,,20051001,0,,,,,"Cloverdale Athletic Park, 6330 168 St",Park,49.116170,-122.753466
583,3,Shelters and Tables,"Park Shelter #3 - Portable; Cloverdale Athletic Park, 6330 168 St",just northeast of shelter #1,,,Wood,,,,,,,,Park Shelter - Portable,,,,06330,OPERATING,20060504171700,,20051001,0,,,,,"Cloverdale Athletic Park, 6330 168 St",Park,49.116134,-122.753134
584,3,Shelters and Tables,"Park Shelter #2 - Portable; Hazelnut Meadows Community Park, 14069 68 Ave",southeast of parking lot,,,Aluminum,,,,,,,,Park Shelter - Portable,,,,14069,OPERATING,20070530103700,,20060101,0,,,,,"Hazelnut Meadows Community Park, 14069 68 Ave",Park,49.126882,-122.833263
585,3,Shelters and Tables,"Table #1 - Permanent; Green Timbers Urban Forest Park, 14698 96 Ave",north east corner of lake,,,Plastic,,,,,,,,Table - Permanent,,,,14698,OPERATING,20080904074200,,20080831,0,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,49.180581,-122.820975
586,3,Shelters and Tables,"Table #2 - Permanent; Green Timbers Urban Forest Park, 14698 96 Ave","east side of lake, east of island",,,Plastic,,,,,,,,Table - Permanent,,,,14698,OPERATING,20080904074600,,20080831,0,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,49.179995,-122.819969
587,3,Shelters and Tables,"Table #3 - Permanent; Green Timbers Urban Forest Park, 14698 96 Ave","east side of lake, south of fishing platform",,,Plastic,,,,,,,,Table - Permanent,,,,14698,OPERATING,20080904074700,,20080831,0,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,49.179188,-122.820075
588,3,Shelters and Tables,"Park Shelter #5 - Portable; Bear Creek Park, 13750 - 88 Ave",southeast of pavillion,,,Metal,,,,,,,,Park Shelter - Portable,,,,13750,OPERATING,20081015090400,,20081014,0,,,,,"Bear Creek Park, 13750 88 Ave",Park,49.161311,-122.842149
589,3,Shelters and Tables,"Table #3 - Permanent; Erma Stephenson Park, 15920 110 Ave",near water playground,,,Wood,,,,,,,,Table - Permanent,,,,15920,OPERATING,20090126115000,,20080627,0,,,,,"Erma Stephenson Park, 15920 110 Ave",Park,49.202065,-122.781434
590,3,Shelters and Tables,"Table #4 - Permanent; Erma Stephenson Park, 15920 110 Ave",near water playground,,,Wood,,,,,,,,Table - Permanent,,,,15920,OPERATING,20090126115200,,20080627,0,,,,,"Erma Stephenson Park, 15920 110 Ave",Park,49.202179,-122.781295
591,3,Shelters and Tables,"Park Shelter - Portable; Freedom Dog-Off-Leash Park, 15452 84 Ave",in grass area east of parking lot,,,,,,,,,,,Park Shelter - Portable,,,,15452,OPERATING,20090406101100,,20071031,0,,,,,"Freedom Dog-Off-Leash Park, 15452 84 Ave",Park,49.155276,-122.794184
592,0,Benches and Bleachers,"Grandstand Bleacher; Sullivan Heights Park, 6322 144 St",in park at Kabaddi Field,,,,0,Bleacher,,,,0,,,,,,06322,OPERATING,20060201,,20051221,0,,,,,"Sullivan Heights Park, 6322 144 St",,49.117983,-122.822204
593,0,Benches and Bleachers,"Bench; 60E - Utility ROW, 12485 69a Ave",next to pond on P2,,,Concrete,,Bench,,,Basic,,,,,,,12485,OPERATING,,,20170123,,,,,,"60E - Utility ROW, 12485 69a Ave",Park,49.129057,-122.875674
594,0,Benches and Bleachers,"Bench; Chimney Heights Park, 14677 74 Ave","W side of park along path, bench ref # 4",,,Metal,,Bench,N,,Cast,3,,,,,,14677,OPERATING,20120530095700,,20130305,0,,,,,"Chimney Heights Park, 14677 74 Ave",Park,49.138362,-122.816660
595,0,Benches and Bleachers,"Bench; Chimney Heights Park, 14677 74 Ave","W side of park along path, bench ref # 3",,,Metal,,Bench,N,,Cast,3,,,,,,14677,OPERATING,20120530095700,,20130305,0,,,,,"Chimney Heights Park, 14677 74 Ave",Park,49.138611,-122.816691
596,0,Benches and Bleachers,"Bench; T.E. Scott Park, 6998 148 St","In the park, bench ref # 1",,,Plastic,,Bench,,,Surrey,,,,,,,06998,OPERATING,,,20121127,,,,,,"T.E. Scott Park, 6998 148 St",Park,49.130558,-122.811544
597,0,Benches and Bleachers,"Bench; T.E. Scott Park, 6998 148 St","In the park, bench ref # 2",,,Plastic,,Bench,,,Surrey,,,,,,,06998,OPERATING,,,20121127,,,,,,"T.E. Scott Park, 6998 148 St",Park,49.130316,-122.811485
598,0,Benches and Bleachers,"Bench; T.E. Scott Park, 6998 148 St","In the park, bench ref # 3",,,Plastic,,Bench,,,Surrey,,,,,,,06998,OPERATING,,,20121127,,,,,,"T.E. Scott Park, 6998 148 St",Park,49.130449,-122.811332
599,0,Benches and Bleachers,"Bench; Bob Rutledge Park, 5424 - 148 St",E side of playground,,,,0,Bench,,,Basic,0,,,,,,05424,OPERATING,,,,0,,,,,"Bob Rutledge Park, 5448 148 St",,49.101038,-122.811745
600,0,Benches and Bleachers,"Bench; 60E - Utility ROW, 12485 69a Ave",next to pond on P2,,,Concrete,,Bench,,,Basic,,,,,,,12485,OPERATING,,,20170123,,,,,,"60E - Utility ROW, 12485 69a Ave",Park,49.128892,-122.875684
601,6,Other,"Cricket Batting Cages; Sullivan Heights Park, 6322 144 St",2 cages on south side of cricket field,,,,,,,,,,,,,,,06322,OPERATING,,,20080101,,,,,,"Sullivan Heights Park, 6322 144 St",Park,49.117651,-122.820732
602,0,Benches and Bleachers,"Bench; Fleetwood Park, 15802 80 Ave","north of volley ball court, bench ref # 32",,,Metal,,Bench,N,,Basic,3,,,,,,15802,OPERATING,20110608131300,,20110603,0,,,,,"Fleetwood Park, 15802 80 Ave",Park,49.147125,-122.781650
603,0,Benches and Bleachers,"Bench; Fleetwood Park, 15802 80 Ave","north of volley ball court, bench ref # 33",,,Metal,,Bench,N,,Basic,3,,,,,,15802,OPERATING,20110608131300,,20110603,0,,,,,"Fleetwood Park, 15802 80 Ave",Park,49.147118,-122.781499
604,6,Other,"BBQ Stand; Blackie Spit, 3136 McBride Ave",next to table 5,,,Metal,,,,,,,,,,,,03136,OPERATING,,,,,,,,,"Blackie Spit, 3136 McBride Ave",Park,49.059263,-122.882930
605,3,Shelters and Tables,"Table - Permanent; Hawthorne Park, 10503 144 St",within shelter ref #1,,,,,,,,,,,Table - Permanent,,,,10503,OPERATING,,,,,,,,,"Hawthorne Park, 10503 144 St",Park,49.193473,-122.826063
606,3,Shelters and Tables,"Table - Permanent; Hawthorne Park, 10503 144 St",within shelter ref #1,,,,,,,,,,,Table - Permanent,,,,10503,OPERATING,,,,,,,,,"Hawthorne Park, 10503 144 St",Park,49.193430,-122.826067
607,6,Other,"BBQ Stand; Blackie Spit, 3136 McBride Ave",next to table 7,,,Metal,,,,,,,,,,,,03136,OPERATING,,,,,,,,,"Blackie Spit, 3136 McBride Ave",Park,49.059193,-122.882613
608,6,Other,"BBQ Stand; Blackie Spit, 3136 McBride Ave",next to table 8,,,Metal,,,,,,,,,,,,03136,OPERATING,,,,,,,,,"Blackie Spit, 3136 McBride Ave",Park,49.059201,-122.882476
609,3,Shelters and Tables,"Table #3 - Permanent; Bear Creek Park, 13750 - 88 Ave",within shelter # 2,,,,,,,,,,,Table - Permanent,,,,13750,OPERATING,,,,0,,,,,"Bear Creek Park, 13750 88 Ave",Park,49.161245,-122.835729
610,3,Shelters and Tables,"Table #3 - Permanent; Bear Creek Park, 13750 - 88 Ave",within shelter # 2,,,,,,,,,,,Table - Permanent,,,,13750,OPERATING,,,,0,,,,,"Bear Creek Park, 13750 88 Ave",Park,49.161210,-122.835729
611,3,Shelters and Tables,"Table #3 - Permanent; Bear Creek Park, 13750 - 88 Ave",within shelter # 2,,,,,,,,,,,Table - Permanent,,,,13750,OPERATING,,,,0,,,,,"Bear Creek Park, 13750 88 Ave",Park,49.161137,-122.835733
612,3,Shelters and Tables,"Table #3 - Permanent; Bear Creek Park, 13750 - 88 Ave",within shelter # 2,,,,,,,,,,,Table - Permanent,,,,13750,OPERATING,,,,0,,,,,"Bear Creek Park, 13750 88 Ave",Park,49.161112,-122.835735
613,3,Shelters and Tables,"Table #3 - Permanent; Bear Creek Park, 13750 - 88 Ave",within shelter # 2,,,,,,,,,,,Table - Permanent,,,,13750,OPERATING,,,,0,,,,,"Bear Creek Park, 13750 88 Ave",Park,49.161079,-122.835735
614,6,Other,"BBQ Stand; Fleetwood Park, 15802 - 80 Ave",next to park shelters,,,Metal,,,,,,,,,,,,15802,OPERATING,,,20131101,,,,,,"Fleetwood Park, 15802 80 Ave",Park,49.147841,-122.784080
615,6,Other,"BBQ Stand; Fleetwood Park, 15802 - 80 Ave",next to park shelters,,,Metal,,,,,,,,,,,,15802,OPERATING,,,20131101,,,,,,"Fleetwood Park, 15802 80 Ave",Park,49.147707,-122.784086
616,3,Shelters and Tables,"Table #19 - Permanent; Fleetwood Park, 15802 - 80 Ave",within shelter # 1,,,,,,,,,,,Table - Permanent,,,,15802,OPERATING,20051019070600,,,0,,,,,"Fleetwood Park, 15802 80 Ave",Park,49.147789,-122.784084
617,6,Other,"BBQ Stand; Fleetwood Park, 15802 - 80 Ave",next to park shelters,,,Metal,,,,,,,,,,,,15802,OPERATING,,,20131101,,,,,,"Fleetwood Park, 15802 80 Ave",Park,49.147882,-122.783768
618,4,Stairs,"Wood Stairway; Hi-Knoll Park, 19569 Colebrook Rd","S of Colebrook Rd, near hydro lines",,,Wood,,,,,,,,,,,,19569,OPERATING,20051011153400,,20041118,0,,,,,"Hi-Knoll Park, 19569 Colebrook Rd",Park,49.092072,-122.683304
619,4,Stairs,"Stairway #1 - Wood; Tom Hopkins Ravine Park, 11693 - 98 Ave",W side of ravine - access from 98a Ave,,,Wood,,,,,,,,,,,,11693,OPERATING,,,,0,,,,,"Tom Hopkins Ravine Park, 11722 River Rd",Park,49.181786,-122.897261
620,4,Stairs,"Stairway #2 - Wood; Tom Hopkins Ravine Park, 11693 98 Ave",E side of ravine - access from 98a Ave,,,Wood,,,,,,,,,,,,11693,OPERATING,,,,0,,,,,"Tom Hopkins Ravine Park, 11722 River Rd",Park,49.181777,-122.896489
621,4,Stairs,"Stairway - Wood; Royal Heights Park, 9780 Crown Cres",S.W. Corner of Park (36 steps),,,Wood,,,,,,,,,,,,09780,OPERATING,,,,0,,,,,"Royal Heights Park, 9780 Crown Cres",Park,49.180601,-122.905607
622,4,Stairs,"Stairway #1 - Wood; 32E - Greenbelt, 13720 92 Ave",From Bridge To Path At King Geo.Hway Ent,,,Wood,,,,,,,,,,,,13720,OPERATING,,,,0,,,,,"32E - Greenbelt, 13720 92 Ave",Park,49.164896,-122.845452
623,4,Stairs,"Stairway #2 - Wood; 32E - Greenbelt, 13720 92 Ave",From Path To King George Blvd Entrance,,,Wood,,,,,,,,,,,,13720,OPERATING,,,,0,,,,,"32E - Greenbelt, 13720 92 Ave",Park,49.164898,-122.845568
624,3,Shelters and Tables,"Table #8 - Permanent; Clayton Park, 18513 - 70 Ave",SW of tennis courts,,,Concrete,,,,,,,,Table - Permanent,,,,18513,OPERATING,,,,0,,,,,"Clayton Park, 18513 70 Ave",Park,49.131386,-122.709271
625,3,Shelters and Tables,"Table #4 - Permanent; Sullivan Park, 6272 152 St",east of Sullivan Hall,,,Wood,,,,,,,,Table - Permanent,,,,06272,OPERATING,20051014075300,,,0,,,,,"Sullivan Park, 6272 152 St",Park,49.117242,-122.800045
626,3,Shelters and Tables,"Table #2 - Portable; Don Christian Park, 6220 184 St","near youth centre, north of playground",,,Wood,,,,,,,,Table - Portable,,,,06220,OPERATING,20051014080000,,,0,,,,,"Don Christian Park, 6220 184 St",Park,49.115463,-122.711738
627,3,Shelters and Tables,"Park Shelter #3 - Permanent; Elgin Heritage Park, 13723 Crescent Road",west of boathouse and washpad,,,Wood,,,,,,,,Park Shelter - Permanent,,,,13723,OPERATING,20051014081000,,19990906,0,,,,,"Elgin Heritage Park, 13723 Crescent Rd",Park,49.065912,-122.843048
628,3,Shelters and Tables,"Park Shelter #4 - Permanent; Elgin Heritage Park, 13723 Crescent Road",east of boat launch,,,Wood,,,,,,,,Park Shelter - Permanent,,,,13723,OPERATING,20051014081200,,19990906,0,,,,,"Elgin Heritage Park, 13723 Crescent Rd",Park,49.065995,-122.841029
629,3,Shelters and Tables,"Table #2 - Permanent; Blackie Spit, 3136 McBride Ave","Wickson Point grass area, east table",,,Concrete,,,,,,,,Table - Permanent,,,,03136,OPERATING,20051014090500,,,0,,,,,"Blackie Spit, 3136 McBride Ave",Park,49.059630,-122.882337
630,1,Gates,"2 Bicycle Baffles; 122G - Greenbelt, 13741 20 Ave",N end of path,Bicycle Baffle,,,,,,,,,,,,,,13741,OPERATING,20000912,,19990912,0,,,,,"122G - Greenbelt, 13741 20 Ave",,49.039405,-122.842531
631,1,Gates,"2 Bicycle Baffles; 122G - Greenbelt, 13741 20 Ave",S end of path,Bicycle Baffle,,,,,,,,,,,,,,13741,OPERATING,20000912,,19990912,0,,,,,"122G - Greenbelt, 13741 20 Ave",,49.038594,-122.842561
632,0,Benches and Bleachers,"Wood Bleachers; Port Kells Park, 19340 - 88 Ave",Dia-SB 2 - 1st baseline,,,Wood,0,Bleacher,,,,0,,,,,,19340,OPERATING,,,,0,,,,,"Port Kells Park, 19340 88 Ave",,49.161761,-122.686137
633,3,Shelters and Tables,"Table #4 - Portable; Blackie Spit, 3136 McBride Ave",Wickson Point grass area,,,,,,,,,,,Table - Portable,,,,03136,OPERATING,20090505133300,,20081001,0,,,,,"Blackie Spit, 3136 McBride Ave",Park,49.059526,-122.882496
634,3,Shelters and Tables,"Table #4 - Permanent; Green Timbers Urban Forest Park, 14698 96 Ave","east side of lake, in picnic area",,,Plastic,,,,,,,,Table - Permanent,,,,14698,OPERATING,20091023145000,,20090801,0,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,49.180318,-122.819851
635,3,Shelters and Tables,"Table #5 - Permanent; Green Timbers Urban Forest Park, 14698 96 Ave","east side of lake, in picnic area",,,Plastic,,,,,,,,Table - Permanent,,,,14698,OPERATING,20091023145500,,20090801,0,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,49.180345,-122.820076
636,3,Shelters and Tables,"Table #6 - Permanent; Green Timbers Urban Forest Park, 14698 96 Ave","east side of lake, in picnic area",,,Plastic,,,,,,,,Table - Permanent,,,,14698,OPERATING,20091023145500,,20090801,0,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,49.180457,-122.820257
637,3,Shelters and Tables,"Table #7 - Permanent; Green Timbers Urban Forest Park, 14698 96 Ave","east side of lake, in picnic area",,,Plastic,,,,,,,,Table - Permanent,,,,14698,OPERATING,20091023145600,,20090801,0,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,49.180541,-122.820473
638,3,Shelters and Tables,"Table #8 - Permanent; Green Timbers Urban Forest Park, 14698 96 Ave","east side of lake, in picnic area",,,Plastic,,,,,,,,Table - Permanent,,,,14698,OPERATING,20091023145600,,20090801,0,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,49.180695,-122.820436
639,3,Shelters and Tables,"Table #9 - Permanent; Green Timbers Urban Forest Park, 14698 96 Ave","east side of lake, in picnic area",,,Plastic,,,,,,,,Table - Permanent,,,,14698,OPERATING,20091023145700,,20090801,0,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,49.180787,-122.820271
640,1,Gates,"Bollard; Bolivar Park, 13591 Crestview Dr",NW corner of parking lot,Bollard,,Metal,,,,,,,,,,,,13591,OPERATING,,,20141126,,,,,,"Bolivar Park, 13591 Crestview Dr",Park,49.210867,-122.850457
641,1,Gates,"Bollard; Chantrell Park, 2254 Chantrell Park Dr",at 138 St entrance,Bollard,,Metal,,,,,,,,,,,,02254,OPERATING,,,,,,,,,Chantrell Park; 2254 Chantrell Park Dr,Park,49.042545,-122.839720
642,1,Gates,"2 Bicycle Baffles; Iona Park, 9433 - 124A St",At Either End Of PATH-CON,Bicycle Baffle,,,,,,,,,,,,,,09433,OPERATING,,,,0,,,,,"Iona Park, 9433 124A St",,49.174181,-122.878105
643,1,Gates,"Bollard; Sullivan Park, 6272 - 152 St",62A Ave.-Adjacent to Dia-SB 3,Bollard,,,,,,,,,,,,,,06272,OPERATING,,,,0,,,,,"Sullivan Park, 6272 152 St",,49.116837,-122.800740
644,1,Gates,"1 Bollard; Nichol Estates Park, 7415 144 St",south side of park on 72a Ave,Bollard,,,,,,,,,,,,,,07415,OPERATING,20090126,,20080401,0,,,,,"Nichol Estates Park, 7415 144 St",,49.137652,-122.823599
645,1,Gates,"Bollard; Fleetwood Park, 15802 - 80 Ave",160th Str. Access to Gas Pipeline,Bollard,,,,,,,,,,,,,,15802,OPERATING,,,,0,,,,,"Fleetwood Park, 15802 80 Ave",,49.148124,-122.783084
646,1,Gates,"2 Bollards; Fraser Heights Park, 10588 160 St",off 160 St parking lot near All Weather field,Bollard,,,,,,,,,,,,,,10588,OPERATING,20000914,,19990914,0,,,,,"Fraser Heights Park, 10588 160 St",,49.194974,-122.777847
647,1,Gates,"Bollard; Queen Mary Park, 8972 Queen Mary Blvd",At E. End Of PATH-CON From Lanark Pl,Bollard,,,,,,,,,,,,,,08972,OPERATING,,,,0,,,,,"Queen Mary Park, 8972 Queen Mary Blvd",,49.166028,-122.860679
648,1,Gates,"Bollard; 74A - Greenbelt, 6133 Killarney Dr",At Killarney Ct. Entrance To PATH-CON,Bollard,,,,,,,,,,,,,,06133,OPERATING,,,,0,,,,,"74A - Greenbelt, 6133 Killarney Dr",,49.114079,-122.797545
649,1,Gates,"4 Bollards; 50B - Utility ROW, 12586 80 Ave",Both ends of concrete path from 126A St,Bollard,,,,,,,,,,,,,,12586,OPERATING,,,,0,,,,,"50B - Utility ROW, 12586 80 Ave",,49.148141,-122.874085
650,1,Gates,"Bollard; 77D - Utility ROW, 6063 184 St",On path @ Morgan Dr entrance,Bollard,,,,,,,,,,,,,,06063,OPERATING,,,,0,,,,,"77D - Utility ROW, 6063 184 St",,49.113102,-122.712866
651,1,Gates,"Bollard; 77D - Utility ROW, 6063 184 St",On path @ Sundance Dr entrance,Bollard,,,,,,,,,,,,,,06063,OPERATING,,,,0,,,,,"77D - Utility ROW, 6063 184 St",,49.113102,-122.712798
652,1,Gates,"Bollard; 53E - Greenbelt, 7400 148 St",at west end of P1,Bollard,,,,,,,,,,,,,,07400,OPERATING,20081009,,20040408,0,,,,,"53E - Greenbelt, 7400 148 St",,49.137392,-122.812016
653,1,Gates,"Bollard; Huntington Park, 13111 21b Ave",At 22B Ave Entrance,Bollard,,,,,,,,,,,,,,13111,OPERATING,,,,0,,,,,"Huntington Park, 13111 21b Ave",,49.041807,-122.859590
654,1,Gates,"Bollard; Elgin Heritage Park, 13723 Crescent Rd",SE side of parking lot in W section of park,Bollard,,,,,,,,,,,,,,13723,OPERATING,20000926,,19990926,0,,,,,"Elgin Heritage Park / Stewart Farm / Wards Marina, 13723 Crescent Rd",,49.065035,-122.842134
655,1,Gates,"Bollard; Elgin Heritage Park, 13723 Crescent Rd",SW side of parking lot in W section of park,Bollard,,,,,,,,,,,,,,13723,OPERATING,20000926,,19990926,0,,,,,"Elgin Heritage Park / Stewart Farm / Wards Marina, 13723 Crescent Rd",,49.065080,-122.842134
656,1,Gates,"Bollard; Ridgeview Park, 16592 109A Ave",@ 165b St entrance to path,Bollard,,,,,,,,,,,,,,16592,OPERATING,20011121,,20011016,0,,,,,"Ridgeview Park, 16592 109A Ave",,49.201774,-122.761637
657,1,Gates,"2 Bollards; Ridgeview Park, 16592 109A Ave",@ 109a Ave entrance to path,Bollard,,,,,,,,,,,,,,16592,OPERATING,20011121,,20011016,0,,,,,"Ridgeview Park, 16592 109A Ave",,49.201729,-122.761637
658,1,Gates,"Bollard; 104C - Greenbelt, 15340 34 Ave",Rosemary Hts. Drive entrance,Bollard,,,,,,,,,,,,,,15340,OPERATING,20020718,,20010926,0,,,,,"Rosemary Heights Park, 15333 34 Ave",,49.063655,-122.797559
659,1,Gates,"Bollard; Rosemary Heights Park, 15454 34 Ave",Rosemary Hts Drive entrance,Bollard,,,,,,,,,,,,,,15454,OPERATING,20020718,,20010926,0,,,,,"Rosemary Heights Park, 15333 34 Ave",Park,49.063604,-122.794438
660,1,Gates,"Bollard; Amelia Adams Park, 8546 - 121A St",At 121A St Entrance To Park,Bollard,,,,,,,,,,,,,,08546,OPERATING,,,,0,,,,,"Amelia Adams Park, 8546 121A St",,49.158248,-122.886442
661,1,Gates,"Bollard; Port Kells Park, 19340 - 88 Ave",Access to Pool,Bollard,,,,,,,,,,,,,,19340,OPERATING,,,,0,,,,,"Port Kells Park, 19340 88 Ave",,49.162732,-122.686812
662,1,Gates,"Bollard; Queen Mary Park, 8972 - Queen Mary Blvd",Near Corner Of 130B St & Queen Mary Blvd,Bollard,,,,,,,,,,,,,,08972,OPERATING,,,,0,,,,,"Queen Mary Park, 8972 Queen Mary Blvd",,49.165983,-122.860679
663,1,Gates,"Bollard; Sullivan Park, 6272 - 152 St",62A Ave.-North Behind Fire Hall,Bollard,,,,,,,,,,,,,,06272,OPERATING,,,,0,,,,,"Sullivan Park, 6272 152 St",,49.116927,-122.800671
