,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESIGNATION,FACILITYID,GIS_ENTRY_STAGE,GREENWAY,LEGACYID,LIFECYCLE_COST,LOCATION,MATERIAL,MOD_DATE,OWNER,PROJECT_NO,STATUS,WARRANTYDATE,WIDTH,YR,YTD_COST
4742,,,,20160831,Residential,1001890073,Final AB,No,,,Collector,Concrete,20180430,Surrey,7812-0323-00,In Service,,2,2016,
4743,,,,20101029,Residential,1001179211,Final AB,No,,,Local,Concrete,20180430,Surrey,7805-0126-00,In Service,,1.5,2010,
4744,,,,20111110,Residential,1001219491,Final AB,,1001179224,,Local,Concrete,20180430,Surrey,7805-0126-00,In Service,,1.5,2010,
4745,,,,20101029,Residential,1001179164,Final AB,,,,Local,Concrete,20180430,Surrey,7805-0126-00,In Service,,1.5,2010,
4746,,,,20101029,Commercial,1001179225,Final AB,,,,Local,Concrete,20180430,Surrey,7805-0126-00,In Service,,1.5,2010,
4747,,,,20170831,Residential,1001945789,,,,,Highway,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4748,,,,20140411,Residential,1001741110,Final AB,No,,,Local,Concrete,20180430,Surrey,7812-0244-00,In Service,,1.5,2014,
4749,,,,20140411,Residential,1001741015,Final AB,No,,,Local,Concrete,20180430,Surrey,7812-0244-00,In Service,,2.5,2014,
4750,,,,20111110,Commercial,1001219493,Final AB,No,,,,Concrete,20180430,Surrey,7804-0112-00,In Service,,1.5,2008,
4751,,,,20140411,Residential,1001740961,Final AB,No,,,Collector,Concrete,20180430,Surrey,7812-0244-00,In Service,,1.7999999523162842,2014,
4752,,,,20140411,Residential,1001741114,Final AB,No,,,Local,Concrete,20180430,Surrey,7812-0244-00,In Service,,1.5,2014,
4753,,,,20101029,Residential,1001179224,Final AB,,,,Local,Concrete,20180430,Surrey,7805-0126-00,In Service,,1.5,2010,
4754,,,,20140411,Residential,1001741012,Final AB,No,,,Local,Concrete,20180430,Surrey,7812-0244-00,In Service,,1.5,2014,
4755,,,,20140411,Residential,1001741011,Final AB,No,,,Local,Concrete,20180430,Surrey,7812-0244-00,In Service,,1.5,2014,
4756,,,,20140411,Residential,1001741139,Final AB,No,1001741137,0,Local,Concrete,20180430,Surrey,7812-0244-00,In Service,,1.5,2014,0
4757,,,,20171002,Residential,1001948796,Final AB,Yes,1001161113,0,,Concrete,20171012,Surrey,7806-0098-00,In Service,,1.5,2009,0
4758,,,,20120208,Residential,1001360050,Final AB,No,1001164136,,Collector,Concrete,20171012,Surrey,7806-0098-00,In Service,,1.5,2009,
4759,,,,20111110,Residential,1001219487,Final AB,No,,,,Concrete,20180430,Surrey,7804-0112-00,In Service,,1.5,2008,
4760,,,,20140411,Residential,1001740985,Final AB,No,,,Local,Concrete,20180430,Surrey,7812-0244-00,In Service,,1.5,2014,
4761,,,,20180201,Residential,1001887544,Initial AB,No,,,Local,Concrete,20180430,Surrey,7815-0242-00,In Service,,1.5,2017,
4762,,,,20180430,Residential,1001998101,,No,,,,Concrete,20180430,Surrey,,In Service,,3,,
4763,,,,20180430,Residential,1001998102,,No,,,,Concrete,20180430,Surrey,,In Service,,3,,
4764,,,,,Residential,1001064181,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1703-2000-00,In Service,,1.5,2006,
4765,,,,20130114,Residential,1001563003,Initial AB,No,,,Collector,Asphalt,20170503,Surrey,7811-0132-00,In Service,,1.5,2015,
4766,,,,20131205,Residential,1001563008,Initial AB,No,,,Collector,Concrete,20170503,Surrey,7807-0190-00,In Service,,1.5,2013,
4767,,,,20130116,Residential,1001563445,Final AB,No,,,,Asphalt,20170503,Surrey,7806-0066-00,In Service,,1,2009,
4768,,,,20180201,Residential,1001982161,EC,,,,,Concrete,,Surrey,7816-0031-00,Proposed,,1.5,,
4769,RBRC,,,20150317,Commercial,1001563700,Final AB,No,,,Arterial,Asphalt,20170503,Surrey,1709-3140-00,In Service,,1.5,2014,
4770,RBRC,,,20150317,Commercial,1001563701,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1709-3140-00,In Service,,1.5,2014,
4771,,,,,Residential,1001061438,,No,,,Collector,,20170623,Surrey,,In Service,,,1968,
4772,,,,20110921,Residential,1001213833,Final AB,No,1001213829,,Arterial,Concrete,20170503,Surrey,7808-0063-00,In Service,,3,2011,
4773,,,,20111013,Residential,1001215644,Final AB,No,,,,Concrete,20170503,Surrey,1707-3030-00,In Service,,1.5,2009,
4774,,,,20111013,Commercial,1001215697,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1707-3030-00,In Service,,2,2009,
4775,,,,20111020,Residential,1001216543,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1704-3220-00,In Service,,1.5,2011,
4776,2.0m Bus Bay,,,20111101,Commercial,1001217749,Final AB,No,,,Collector,Concrete,20170503,Surrey,7806-0137-00,In Service,,2,2011,
4777,RBRC,,,20150930,Commercial,1001840844,Final AB,No,1001563433,0,Arterial,Asphalt,20170503,Surrey,1709-3130-00,In Service,,2,2014,0
4778,RBRC,,,20151002,Commercial,1001841063,Final AB,No,1001841062,0,Arterial,Concrete,20170503,Surrey,1709-3130-00,In Service,,1.5,2014,0
4779,,,,20170308,Residential,1001841127,Initial AB,No,,,Arterial,Concrete,20170503,Surrey,7811-0223-00,In Service,,1.5,2016,
4780,,,,20170308,Residential,1001841133,Initial AB,No,,,Arterial,Concrete,20170503,Surrey,7811-0223-00,In Service,,1.5,2016,
4781,,,,20180430,Residential,1001885831,Initial AB,No,1001885811,0,,Concrete,20180430,Surrey,7814-0300-00,In Service,,1.5,2017,0
4782,,,,20180418,Commercial,1001995960,,No,,,,Concrete,20180418,Surrey,,In Service,,1.5,,
4783,RBRC,,,20150930,Commercial,1001840850,Final AB,No,1001840849,0,Arterial,Asphalt,20180418,Surrey,1709-3130-00,In Service,,1.5,2014,0
4784,RBRC,,,20151001,Commercial,1001840892,Final AB,No,1001563176,0,Arterial,Concrete,20180418,Surrey,1709-3130-00,In Service,,1.5,2014,0
4785,,,,20160722,School,1001884484,Final AB,No,,,Arterial,Concrete,20170503,Surrey,3815-6130-00,In Service,,,2015,
4786,,,,,Commercial,1001064461,,No,,,Collector,Concrete,20180418,Surrey,,In Service,,1.5,2005,
4787,,,,,Residential,1001068834,,No,,,Collector,Concrete,20170627,Surrey,,In Service,,1.5,1996,
4788,,,,20130221,Commercial,1001558030,Final AB,No,,,Collector,Concrete,20180418,Surrey,7806-0030-00,In Service,,1.5,2008,
4789,,,,20121025,Commercial,1001558035,,No,1001064461,,Collector,Concrete,20180418,Surrey,,In Service,,1.5,2005,
4790,,,,20150414,Commercial,1001563178,Final AB,No,,,Collector,Concrete,20180418,Surrey,1709-3130-00,In Service,,1.5,2014,
4791,RBRC,,,20150414,Commercial,1001563261,Final AB,No,,,Collector,Concrete,20180418,Surrey,1709-3130-00,In Service,,1.5,2014,
4792,RBRC,,,20150413,Commercial,1001817365,Final AB,No,1001563176,0,Arterial,Concrete,20180418,Surrey,1709-3130-00,In Service,,2,2014,0
4793,,,,20150414,Commercial,1001817833,Final AB,No,,,Collector,Concrete,20180418,Surrey,1709-3130-00,In Service,,2,2014,
4794,,,,20120919,Residential,1001434138,Final AB,No,1001210824,,Collector,Concrete,20170503,Surrey,3810-6050-00,In Service,,1.5,2012,
4795,RBRC,,,20150930,Commercial,1001840846,Final AB,No,1001840845,0,Arterial,Asphalt,20180418,Surrey,1709-3130-00,In Service,,1.5,2014,0
4796,RBRC,,,20150930,Commercial,1001840848,Final AB,No,1001563432,0,Arterial,Asphalt,20180418,Surrey,1709-3130-00,In Service,,1.5,2014,0
4797,,,,20120919,School,1001434140,Final AB,No,1001210855,,Collector,Concrete,20170503,Surrey,3810-6050-00,In Service,,2,2012,
4798,,,,20120921,Residential,1001434319,Final AB,No,1001210970,,Collector,Concrete,20170503,Surrey,3811-6220-00,In Service,,1.5,2012,
4799,,,,20120924,Residential,1001434566,Final AB,No,1001434565,,Arterial,Concrete,20170503,Surrey,1709-3170-00,In Service,,1.5,2013,
4800,,,,20120925,Residential,1001434632,Final AB,No,,,Arterial,Asphalt,20170503,Surrey,1709-3170-00,In Service,,1.5,2013,
4801,,,,20120925,Commercial,1001434705,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1709-3170-00,In Service,,3,2013,
4802,,,,20150630,Commercial,1001434796,Final AB,No,,,Arterial,Concrete,20170503,Surrey,7809-0174-00,In Service,,2,2015,
4803,,,,20150630,Commercial,1001434799,Final AB,No,1001434793,,Arterial,Concrete,20170503,Surrey,7809-0174-00,In Service,,2,2015,
4804,,,,20130221,Residential,1001568307,Final AB,No,1001568237,,,Concrete,20170503,Surrey,7806-0030-00,In Service,,1.5,2008,
4805,,,,20130221,Residential,1001568311,Final AB,No,1001568282,,,Concrete,20170503,Surrey,7806-0030-00,In Service,,1.5,2008,
4806,,,,20091019,Commercial,1001135005,Final AB,No,,,,Concrete,20170503,Surrey,7805-0041-00,In Service,,2,2009,
4807,,,,20091020,Residential,1001135047,Final AB,No,,,,Concrete,20170503,Surrey,7806-0399-00,In Service,,2,2008,
4808,,,,20180430,Residential,1001998103,,No,,,,Concrete,20180430,Surrey,,In Service,,,,
4809,,,,20151209,Residential,1001799425,Final AB,No,1001799422,0,Collector,Concrete,20180430,Surrey,7813-0226-00,In Service,,1.7999999523162842,2015,0
4810,Digitized via 2015 image,,,20170627,Residential,1001938158,,No,1001066926,0,Collector,Concrete,20180430,Surrey,,In Service,,1.5,2010,0
4811,Digitized via 2015 image,,20180215,20151127,Residential,1001066926,,No,,,Collector,Concrete,20180430,Surrey,,In Service,,1.5,2016,
4812,,,,20171005,Residential,1001883151,Final AB,No,1001883150,0,Collector,Concrete,20180430,Surrey,7814-0125-00,In Service,,1.5,2017,0
4813,Temporary,,,20170615,Residential,1001935881,Final AB,No,,,Arterial,Asphalt,20180430,Surrey,7813-0241-00,In Service,,1.5,2016,
4814,,,,20171124,Residential,1001894157,Initial AB,No,,,Local,Concrete,20180430,Surrey,7815-0381-00,In Service,,1.5,2017,
4815,,,,20160512,Residential,1001877117,EC,No,,,,Concrete,20180430,Surrey,1714-3060-00,In Service,,2,2009,
4816,,,,20160512,Residential,1001877116,EC,No,,,,Concrete,20180430,Surrey,1714-3060-00,In Service,,2.799999952316284,2009,
4817,,,,20170615,Residential,1001866070,Final AB,No,1001866023,0,Local,Concrete,20180430,Surrey,7813-0241-00,In Service,,1.5,2016,0
4818,,,,20170831,Residential,1001945822,,,,,Highway,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4819,,,,20180430,Residential,1001998109,EC,,,,,Concrete,20180430,Surrey,7814-0356-00,Proposed,,1.5,,
4820,,,,20180430,Residential,1001998110,EC,,,,,Concrete,20180430,Surrey,7814-0356-00,Proposed,,1.5,,
4821,,,,20180430,Residential,1001998111,EC,,,,,Concrete,20180430,Surrey,7814-0356-00,Proposed,,1.5,,
4822,,,,20180430,Residential,1001998112,EC,,,,,Concrete,20180430,Surrey,7814-0356-00,Proposed,,1.5,,
4823,,,,20180430,Residential,1001998123,EC,,,,,Concrete,20180430,Surrey,7814-0365-00,Proposed,,1.9500000476837158,,
4824,,,,20180430,Residential,1001998127,EC,,1001998123,0,,Asphalt,20180430,Surrey,7814-0365-00,Proposed,,1.9500000476837158,,0
4825,,,,20171006,Residential,1001950172,,No,1001073748,0,,Concrete,20180430,Surrey,,In Service,,1.5,2009,0
4826,,,20180215,20100322,Residential,1001153166,,No,1001066571,,Highway,,20180430,Surrey,,In Service,,,2009,
4827,,,,,Residential,1001063895,,No,,,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,
4828,,,,,Residential,1001069734,,No,,,Highway,,20180430,Surrey,,In Service,,,2009,
4829,,,,20170222,City Facility,1001907898,,No,1001063895,0,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,0
4830,,,,,Residential,1001071421,,No,,,Highway,,20180430,Surrey,,In Service,,,2009,
4831,,,,20111005,City Facility,1001214940,Final AB,No,1001069969,,Arterial,Concrete,20180430,Surrey,1701-3180-00,In Service,,1.5,2012,
4832,,,,20091009,Residential,1001133917,Final AB,No,,,,Concrete,20170503,Surrey,7805-0305-00,In Service,,2,2009,
4833,,,,20130121,City Facility,1001563937,Final AB,No,1001214940,,Arterial,Asphalt,20180430,Surrey,1701-3180-00,In Service,,1.5,2012,
4834,,,,20140403,Residential,1001739328,EC,No,,,,Concrete,20170503,Surrey,7812-0282-00,Proposed,,1.5,2014,
4835,,,,20150611,Residential,1001757362,Final AB,No,1001757361,0,Arterial,Asphalt,20170503,Surrey,7813-0030-00,In Service,,1.5,2015,0
4836,,,,20180201,Residential,1001982160,EC,,,,,Concrete,,Surrey,7816-0031-00,Proposed,,1.5,,
4837,,,,20180201,Residential,1001982159,EC,,,,,Concrete,,Surrey,7816-0031-00,Proposed,,1.5,,
4838,,,,20140317,Residential,1001565243,Final AB,Yes,,,Collector,Concrete,20170503,Surrey,7811-0288-00,In Service,,1.7999999523162842,2014,
4839,,,,20140317,Residential,1001565244,Final AB,No,,,Collector,Asphalt,20170503,Surrey,7811-0288-00,In Service,,1.5,2014,
4840,,,,20130131,Residential,1001565840,Final AB,No,1001406633,,Arterial,Asphalt,20170503,Surrey,7811-0046-00,In Service,,1.5,2012,
4841,,,,,City Facility,1001065239,,No,,,,,20170627,Surrey,,In Service,,,1963,
4842,Digitized Via 2011 Air Photo,,,20120719,Commercial,1001418641,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,2002,
4843,Digitized Via 2011 Air Photo,,,20120719,Commercial,1001418639,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,2002,
4844,,,,,Residential,1001073821,,No,,,Collector,Concrete,20170627,Surrey,,In Service,,1.5,1995,
4845,,,,20151007,Residential,1001841609,Final AB,No,1001758290,0,Collector,Concrete,20170503,Surrey,7811-0330-00,In Service,,3,2015,0
4846,,,,20151008,Residential,1001841789,Final AB,No,,,Collector,Concrete,20170503,Surrey,1711-7090-00,In Service,,,2015,
4847,,,,20151008,Residential,1001841810,Final AB,No,1001841788,0,Collector,Concrete,20170503,Surrey,1711-7090-00,In Service,,1.5,2015,0
4848,,,,20151014,Residential,1001842300,Final AB,No,,,Collector,Concrete,20170503,Surrey,7812-0209-00,In Service,,,2015,
4849,,,,20140506,Residential,1001746742,Initial AB,No,1001746741,0,,Concrete,20170503,Surrey,7804-0091-00,In Service,,1.5,2009,0
4850,RBRC,,,20150930,Commercial,1001840849,Final AB,No,1001563432,0,Arterial,Concrete,20180418,Surrey,1709-3130-00,In Service,,1.5,2014,0
4851,,,,20130222,City Facility,1001568552,Final AB,No,,,Collector,Concrete,20170503,Surrey,1710-7020-00,In Service,,1.5,2011,
4852,RBRC,,,20151002,Commercial,1001841058,Final AB,No,1001563176,0,Arterial,Concrete,20180418,Surrey,1709-3130-00,In Service,,1.5,2014,0
4853,RBRC,,,20151002,Commercial,1001841059,Final AB,No,1001563176,0,Arterial,Asphalt,20180418,Surrey,1709-3130-00,In Service,,1.5,2014,0
4854,,,,20130222,City Facility,1001568554,Final AB,No,,,Collector,Concrete,20170503,Surrey,1710-7020-00,In Service,,3,2011,
4855,,,,20170929,Commercial,1001948555,,No,1001061276,0,Arterial,Asphalt,20170623,Surrey,,In Service,,,1995,0
4856,,,,,Commercial,1001061276,,No,,,Arterial,Asphalt,20170929,Surrey,,In Service,,,1995,
4857,,,,20170929,Commercial,1001948556,,No,1001826670,0,Arterial,Concrete,20170623,Surrey,,In Service,,,2014,0
4858,,,,20150603,Commercial,1001826670,,No,1001826666,0,Arterial,Concrete,20170929,Surrey,,In Service,,,2014,0
4859,RBRC,,,20151002,Commercial,1001841064,Final AB,No,1001841058,0,Arterial,Asphalt,20180418,Surrey,1709-3130-00,In Service,,1.5,2014,0
4860,,,,20170922,Residential,1001862368,Final AB,No,,,Collector,Concrete,20180418,Surrey,7815-0149-00,In Service,,1.5,2017,
4861,,,20180301,20170627,Commercial,1001938066,Final AB,No,1001069914,0,Collector,Concrete,20180418,Surrey,,In Service,,1.5,2008,0
4862,,,20180301,20171002,Commercial,1001948673,Final AB,No,1001069914,0,Collector,Concrete,20180418,Surrey,,In Service,,1.5,2005,0
4863,,,20180305,,Residential,1001061871,,No,,,Collector,,20180418,Surrey,,In Service,,,1989,
4864,,,,,Residential,1001065666,,No,,,Highway,,20180418,Surrey,,In Service,,,1996,
4865,,,,20100225,Residential,1001151117,EC,,,,Collector,Concrete,20180418,Surrey,,In Service,,1.5,1989,
4866,Digitized Via 2013 Air Photo,,,20130301,Residential,1001578166,,No,1001061871,,Highway,Concrete,20180418,Surrey,,In Service,,1.5,1996,
4867,,,,20130301,Residential,1001578168,Final AB,No,,,Collector,Concrete,20180418,Surrey,7805-0094-00,In Service,,1.5,2013,
4868,,,,20170222,Residential,1001907888,,No,1001065666,0,Highway,,20180418,Surrey,,In Service,,,1996,0
4869,,,,,Residential,1001070198,,No,,,Collector,,20180814,Surrey,,In Service,,,2004,
4870,,,,20130301,Residential,1001578171,Final AB,No,,,Highway,Concrete,20170503,Surrey,7805-0094-00,In Service,,1.5,2013,
4871,,,,20170222,School,1001907889,,No,1001907888,0,Highway,,20180418,Surrey,,In Service,,,1996,0
4872,,,,20180418,Residential,1001995965,Initial AB,No,,,,Concrete,20180418,Surrey,7814-0030-00,In Service,,,2017,
4873,,,,20160115,Residential,1001853916,Final AB,No,,,Arterial,Concrete,20170503,Surrey,3814-6240-00,In Service,,1.5,2015,
4874,,,,20180418,Residential,1001995966,Initial AB,No,1001995964,0,,Concrete,20180418,Surrey,7814-0030-00,In Service,,1.5,2017,0
4875,,,,20180418,Residential,1001995967,Initial AB,No,,,,Concrete,,Surrey,7814-0030-00,In Service,,1.5,2017,
4876,,,,,Residential,1001064212,,No,,,,,20180418,Surrey,,In Service,,,1994,
4877,,,,20180430,Residential,1001885803,Initial AB,No,,,,Concrete,20180430,Surrey,7814-0300-00,In Service,,,2017,
4878,,,,20160120,Commercial,1001854876,Final AB,No,1001829580,0,Arterial,Asphalt,20170503,Provincial,SFPR Seg. 7,In Service,,1.7999999523162842,2014,0
4879,,,,20100507,Residential,1001158964,Final AB,No,,,,Concrete,20170503,Surrey,7804-0411-00,In Service,,1.5,2009,
4880,,,,20130121,City Facility,1001563938,Final AB,No,1001563937,,Arterial,Concrete,20180430,Surrey,1701-3180-00,In Service,,3,2012,
4881,,,,,Residential,1001068745,,No,,,,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4882,,,,,Residential,1001069059,,No,,,,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4883,,,,,Residential,1001072875,,No,,,,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4884,,,,,Residential,1001062932,,No,,,,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4885,,,,,Residential,1001073748,,No,,,,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4886,,,,20171012,City Facility,1001951104,,No,1001065039,0,Arterial,Asphalt,20170626,Surrey,,In Service,,,1990,0
4887,,,,,Residential,1001061663,,No,,,,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4888,,,,20160218,Residential,1001860344,Final AB,No,,,Collector,Asphalt,20180430,Surrey,3805-6130-00,In Service,,1.5,2007,
4889,,9,,,,1001072684,,No,,,,,20170627,Surrey,,In Service,,,1963,
4890,,,,20170227,School,1001909393,,No,1001074387,0,Collector,Concrete,20180430,Surrey,,In Service,,1.5,2009,0
4891,,,,,Residential,1001067545,,No,,,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,
4892,,,,,Residential,1001066526,,No,,,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,
4893,,,,20100510,Residential,1001159100,Final AB,No,1001158886,,,Concrete,20170503,Surrey,7804-0411-00,In Service,,1.5,2009,
4894,,,,,Residential,1001074387,,No,,,Collector,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4895,,,,20160218,Residential,1001860383,Final AB,No,,,Collector,Asphalt,20180430,Surrey,3805-6130-00,In Service,,1.5,2007,
4896,,,20180215,20160218,Residential,1001860392,,No,1001073750,0,Collector,Concrete,20180430,Surrey,,In Service,,1.5,2009,0
4897,,,,20170831,Residential,1001945676,,,,,Collector,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4898,,,,20100510,Residential,1001159102,Final AB,No,,,,Concrete,20170503,Surrey,7804-0411-00,In Service,,1.5,2009,
4899,,,,20100510,Residential,1001159105,Final AB,No,,,,Concrete,20170503,Surrey,7804-0411-00,In Service,,4,2009,
4900,,,,20100510,Residential,1001159108,Final AB,No,,,,Concrete,20170503,Surrey,7804-0411-00,In Service,,1.5,2009,
4901,,,,20170831,Residential,1001945442,,,,,Collector,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4902,,,,20170831,Residential,1001945871,,,,,Collector,Concrete,20180430,Surrey,,In Service,,1.5,2009,
4903,,,,20150901,Commercial,1001836672,Final AB,No,,,Arterial,Concrete,20180430,Surrey,1713-3100-00,In Service,,1.649999976158142,2015,
4904,,,,20170831,Commercial,1001945810,,,,,Collector,Concrete,20180430,Surrey,,In Service,,1.5,2005,
4905,,,,20160118,School,1001854165,,No,1001070934,0,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,0
4906,,,,20170227,School,1001909395,,No,1001066747,0,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,0
4907,,,,,Residential,1001066747,,No,,,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,
4908,,,,,Residential,1001067686,,No,,,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,
4909,RBRC,,,20151002,Commercial,1001841061,Final AB,No,1001841060,0,Arterial,Asphalt,20170503,Surrey,1709-3130-00,In Service,,1.5,2014,0
4910,,,,20151002,Residential,1001841131,Initial AB,No,,,Arterial,Concrete,20170503,Surrey,7811-0223-00,In Service,,1.5,2016,
4911,,,,20151008,Residential,1001841698,Final AB,No,1001840135,0,Collector,Asphalt,20170503,Surrey,3811-6390-00,In Service,,1.7999999523162842,2015,0
4912,,,,20151009,Residential,1001841826,Final AB,No,,,Collector,Concrete,20170503,Surrey,1711-7090-00,In Service,,1.5,2015,
4913,,,,20170131,Commercial,1001843843,Final AB,No,1001843842,0,Highway,Concrete,20170503,Provincial,MOTH Gateway E2,In Service,,1.7999999523162842,2015,0
4914,,,,20161123,Residential,1001844885,Final AB,No,,,Collector,Concrete,20170503,Surrey,1715-7050-00,In Service,,1.5,2016,
4915,,,,20151028,Residential,1001845160,Final AB,No,1001726281,0,Collector,Concrete,20170503,Surrey,7811-0095-00,In Service,,1.7999999523162842,2015,0
4916,,,,20161124,Residential,1001845243,Final AB,No,1001845237,0,Arterial,Concrete,20170503,Surrey,1715-3040-00,In Service,,1.5,2016,0
4917,,,,20161124,Residential,1001845258,Final AB,No,,,Arterial,Asphalt,20170503,Surrey,1715-3040-00,In Service,,1.5,2016,
4918,,9,,,Residential,1001071287,,,,,,Concrete,20170627,Surrey,,In Service,,1.5,2006,
4919,,,,20140506,City Facility,1001746780,Initial AB,No,1001746730,0,,Concrete,20170503,Surrey,7804-0091-00,In Service,,1.5,2009,0
4920,,,,20160218,Residential,1001770835,Final AB,No,,,Arterial,Concrete,20170503,Surrey,7813-0160-00,In Service,,1.7999999523162842,2015,
4921,,,,20140716,Residential,1001756138,Final AB,No,,,Highway,Concrete,20170503,Surrey,7804-0151-00,In Service,,1.5,2008,
4922,,,,20101019,Commercial,1001177336,Final AB,,1001177335,,Collector,Asphalt,20180418,Surrey,7805-0037-00,In Service,,1.5,2010,
4923,,,,,Commercial,1001063922,,No,,,Arterial,,20180418,Surrey,,In Service,,,1976,
4924,,,20180221,20170228,Residential,1001909995,,No,1001068547,0,Collector,,20180814,Surrey,,In Service,,,2004,0
4925,,,,20180227,Residential,1001986535,,No,,,Collector,Concrete,20180814,Surrey,,In Service,,2,2017,
4926,,,,20180227,Residential,1001986536,,No,,,Collector,Concrete,20180814,Surrey,,In Service,,2,2017,
4927,RBRC,,,20150316,Commercial,1001557108,Final AB,No,,,Collector,Asphalt,20171012,Surrey,1709-3140-00,In Service,,3,2014,
4928,,,,,Residential,1001070493,,No,,,,,20180418,Surrey,,In Service,,,1994,
4929,,,,,Residential,1001070609,,No,,,,,20180418,Surrey,,In Service,,,1998,
4930,,,,20150316,Commercial,1001812693,Final AB,No,1001812691,0,Collector,Concrete,20171012,Surrey,1709-3140-00,In Service,,,2014,0
4931,Digitized Via 2016 Air Photo,9,20180221,,Residential,1001065332,,No,,,,Concrete,20180814,Surrey,,In Service,,1.5,1974,
4932,,,20180221,,Residential,1001068416,,No,,,,,20180814,Surrey,,In Service,,,2004,
4933,,,,20110503,Residential,1001196709,Final AB,No,,,Local,Concrete,20180418,Surrey,7806-0234-00,In Service,,1.5,2010,
4934,,,,20120911,Residential,1001433072,,No,,,Collector,Concrete,20180418,Surrey,,In Service,,1.5,2003,
4935,,,,,Residential,1001074064,Final AB,No,,,Collector,Concrete,20180418,Surrey,,In Service,,1.5,1986,
4936,,,,20160125,Residential,1001855532,Final AB,No,,,Collector,Concrete,20170503,Surrey,7813-0036-00,In Service,,2,2015,
4937,,,,20120911,Residential,1001433073,,No,,,,Concrete,20180418,Surrey,,In Service,,1.5,2007,
4938,,,,20120911,Residential,1001433074,,No,,,,Concrete,20180418,Surrey,,In Service,,1.5,2007,
4939,,,,,Residential,1001068881,Final AB,No,,,Collector,Concrete,20180418,Surrey,,In Service,,1.5,2012,
4940,,,20180305,,Residential,1001063828,Final AB,No,,,Collector,Concrete,20180418,Surrey,,In Service,,1.5,2012,
4941,,,,,Residential,1001061885,,No,,,,,20180418,Surrey,,In Service,,,1998,
4942,,,,20160202,Commercial,1001857033,Final AB,No,,,Arterial,Concrete,20170503,Surrey,7805-0011-00,In Service,,1.5,2014,
4943,,9,,20160202,Residential,1001857324,EC,No,,,,Concrete,20170503,Surrey,7812-0217-00,Proposed,,1.5,2015,
4944,,,,20160204,Residential,1001857595,Final AB,No,1001062900,0,Collector,Concrete,20170503,Surrey,3813-4180-00,In Service,,1.5,2015,0
4945,,,,,Residential,1001060731,Final AB,No,,,Collector,Concrete,20180418,Surrey,,In Service,,1.5,1986,
4946,,,,20100225,Residential,1001151118,EC,,,,Local,Concrete,20180418,Surrey,,In Service,,1.5,2012,
4947,,,,20101019,Commercial,1001177335,Final AB,,1001177334,,Collector,Concrete,20180418,Surrey,7805-0037-00,In Service,,1.5,2010,
4948,,,,20150930,Residential,1001433076,Initial AB,No,,,Local,Concrete,20180418,Surrey,7813-0218-00,In Service,,1.5,2015,
4949,,,,20120911,Residential,1001433078,,No,,,,Concrete,20180418,Surrey,,In Service,,1.5,2007,
4950,,,20180221,,Residential,1001074268,,No,,,,,20180814,Surrey,,In Service,,,2004,
4951,,,,20150914,Residential,1001790654,Final AB,No,,,Collector,Concrete,20170503,Surrey,7812-0151-00,In Service,,,2015,
4952,,,,20170228,Residential,1001909902,,No,1001074698,0,,Concrete,20170623,Surrey,,In Service,,1.5,1963,0
4953,,,,,Residential,1001074537,,No,,,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,
4954,,,,20160321,Residential,1001865902,EC,No,1001865831,0,,Concrete,20180430,Surrey,7814-0316-00,In Service,,1.5,2016,0
4955,,,,20160321,Residential,1001865879,EC,No,,,,Concrete,20180430,Surrey,7814-0316-00,In Service,,1.5,2015,
4956,,,,,Residential,1001073223,,No,,,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,
4957,,,,,Residential,1001068280,,No,,,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,
4958,,,,,Commercial,1001073284,,No,,,Arterial,Concrete,20180814,Surrey,,In Service,,,2015,
