,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESIGNATION,FACILITYID,GIS_ENTRY_STAGE,GREENWAY,LEGACYID,LIFECYCLE_COST,LOCATION,MATERIAL,MOD_DATE,OWNER,PROJECT_NO,STATUS,WARRANTYDATE,WIDTH,YR,YTD_COST
4959,,,,,Residential,1001074301,,No,,,Arterial,Asphalt,20180430,Surrey,,In Service,,1.5,2009,
4960,,,,20171120,Residential,1001955582,Initial AB,No,1001955580,0,Local,Concrete,20180430,Surrey,7814-0337-00,In Service,,1.5,2017,0
4961,Digitized via 2016 Air Photo,,,20170303,Commercial,1001911397,,No,1001895719,0,Collector,Concrete,20180430,Surrey,,In Service,,1.5,2005,0
4962,,,,,Commercial,1001068644,,No,,,Arterial,Concrete,20180814,Surrey,,In Service,,1.5,1963,
4963,Digitized via 2016 Air Photo,,,20161031,Residential,1001895720,,No,,,Collector,Concrete,20180430,Surrey,,In Service,,,2005,
4964,,,,,Commercial,1001069490,,No,,,Local,Concrete,20180814,Surrey,,In Service,,,2015,
4965,,9,,,,1001074041,Final AB,No,,,,Asphalt,20180814,Surrey,,In Service,,,1963,
4966,,,,,Residential,1001071776,,No,,,,Asphalt,20180814,Surrey,,In Service,,1.5,1963,
4967,,,,,Residential,1001071018,,No,,,,Asphalt,20180814,Surrey,,In Service,,1.5,1963,
4968,,,,20170228,Residential,1001909901,,No,1001071474,0,Arterial,Concrete,20180814,Surrey,,In Service,,1.5,1963,0
4969,,,,20170831,Residential,1001945192,,No,,,Arterial,,20180814,Surrey,,In Service,,,1963,
4970,,,,20171004,Residential,1001949406,,No,1001063271,0,Arterial,Concrete,20180814,Surrey,,In Service,,1.5,1963,0
4971,,,,,Residential,1001061255,,No,,,Arterial,,20180814,Surrey,,In Service,,,1963,
4972,,,,20160112,Residential,1001853204,Final AB,No,,,Arterial,Concrete,20180814,Surrey,3811-6620-00,In Service,,1.5,2012,
4973,,,,,Residential,1001072712,,No,,,Arterial,,20180814,Surrey,,In Service,,,1963,
4974,,,,20100513,Residential,1001159751,Final AB,No,,,,Concrete,20170503,Surrey,7804-0411-00,In Service,,1.5,2009,
4975,,,,20100518,Residential,1001160830,Final AB,No,,,,Concrete,20170503,Surrey,7804-0411-00,In Service,,1.5,2009,
4976,,,,20100518,Residential,1001160834,Final AB,No,,,,Concrete,20170503,Surrey,7804-0411-00,In Service,,1.5,2009,
4977,,,,20100519,Residential,1001160904,Final AB,No,1001160884,,,Concrete,20170503,Surrey,7804-0411-00,In Service,,1.5,2009,
4978,,,,20100521,Residential,1001161332,Final AB,No,,,,Concrete,20170503,Surrey,7804-0411-00,In Service,,1.5,2009,
4979,,,,20150528,Commercial,1001826201,Final AB,No,,,Collector,Concrete,20170503,Surrey,7810-0101-00,In Service,,1.5,2014,
4980,,,,20150603,Commercial,1001826672,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1712-2030-00,In Service,,2,2014,
4981,2.15m Bus Pad,,,20150603,Commercial,1001826673,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1712-2030-00,In Service,,2.1500000953674316,2014,
4982,Temporary,,,20150608,Residential,1001827296,EC,No,,,,Asphalt,20170503,Surrey,7814-0159-00,Proposed,,1.5,2015,
4983,,,,20170831,Residential,1001944868,,No,,,Arterial,,20180815,Surrey,,In Service,,,1974,
4984,,,,,Residential,1001066580,,No,,,,,20180416,Surrey,,In Service,,1.5,1992,
4985,,,,20170831,Residential,1001944869,,No,,,Arterial,,20180815,Surrey,,In Service,,,1974,
4986,,,20180305,,Residential,1001063599,,No,,,,,20180416,Surrey,,In Service,,,1993,
4987,,9,,,,1001069364,,No,,,,,20170627,Surrey,,In Service,,,1963,
4988,,,,20170831,Residential,1001944870,,No,,0,,,20180815,Surrey,,In Service,,,1974,0
4989,,,,,Residential,1001075018,,No,,,,,20180416,Surrey,,In Service,,,1990,
4990,,,,20171005,Residential,1001949896,,No,1001067470,0,,,20180416,Surrey,,In Service,,,1990,0
4991,,,,20170831,Residential,1001945281,,,,,Arterial,Asphalt,20180815,Surrey,,In Service,,,1974,
4992,,,,,Residential,1001066792,,No,,,,,20180416,Surrey,,In Service,,,2003,
4993,,,20180306,20170302,Residential,1001910954,,No,1001069638,0,,,20180416,Surrey,,In Service,,,1990,0
4994,,,,20171005,Residential,1001949890,,No,1001063599,0,,,20180416,Surrey,,In Service,,,1993,0
4995,,,,,Residential,1001066097,,No,,,,,20180416,Surrey,,In Service,,,2003,
4996,,,,,Residential,1001071633,,No,,,,,20180416,Surrey,,In Service,,,2003,
4997,,,,20171005,Residential,1001949891,,No,1001071633,0,,,20180416,Surrey,,In Service,,,2003,0
4998,,9,,,,1001062479,,No,,,Collector,Concrete,20180416,Surrey,,In Service,,1.5,1994,
4999,,9,20180328,20170831,,1001945009,,No,,,Collector,Concrete,20180416,Surrey,,In Service,,1.5,1994,
5000,,,,20160727,Residential,1001885204,Final AB,No,,,,Concrete,20180416,Surrey,3815-4110-00,In Service,,1.5,2017,
5001,,,,20170929,Residential,1001948504,,No,1001060822,0,,,20180416,Surrey,,In Service,,,1992,0
5002,,,,,Residential,1001067654,,No,,,Collector,,20180416,Surrey,,In Service,,2,1990,
5003,Digitized Via 2013 Air Photo,,,20160201,Residential,1001856904,,No,,,Collector,Concrete,20180416,Surrey,,In Service,,1.5,1990,
5004,,,20180306,,School,1001061989,,No,,,Collector,Concrete,20180416,Surrey,,In Service,,1.5,1990,
5005,,,,20170221,Residential,1001907673,,No,1001071021,0,,,20180416,Surrey,,In Service,,,1988,0
5006,,,,20171002,Commercial,1001948706,Final AB,No,1001806156,0,Arterial,Concrete,20180815,Surrey,1713-3070-00,In Service,,2,2014,0
5007,,,,20171004,Commercial,1001949399,,No,1001064815,0,Collector,Concrete,20180815,Surrey,,In Service,,2.5,2009,0
5008,,,,20130214,Residential,1001567225,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1709-3090-00,In Service,,1.5,2012,
5009,,,,20130215,Residential,1001567297,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1709-3090-00,In Service,,1.5,2012,
5010,,,,20171004,Commercial,1001949400,,No,1001070127,0,Collector,Concrete,20180815,Surrey,,In Service,,2.5,2009,0
5011,,,,20171004,Residential,1001949504,,No,1001167904,0,Arterial,,20180815,Surrey,,In Service,,,1974,0
5012,,,,20171004,Residential,1001949505,,No,1001064295,0,Arterial,Concrete,20180815,Surrey,,In Service,,1.5,2008,0
5013,,,,20171006,Commercial,1001949954,Final AB,No,1001066284,0,Arterial,Concrete,20180815,Surrey,,In Service,,,1963,0
5014,,,,20091028,City Facility,1001136337,Final AB,No,,,,Concrete,20170503,Surrey,7806-0320-00,In Service,,1.5,2009,
5015,,,,20091028,Residential,1001136346,Final AB,No,,,,Concrete,20170503,Surrey,7806-0320-00,In Service,,1.5,2009,
5016,,,,20110316,Commercial,1001191639,Final AB,No,,,Highway,Concrete,20180417,Provincial,MOTH 71101-1004,In Service,,1.5,2009,
5017,,,,,Residential,1001066443,,No,,,,,20170627,Surrey,,In Service,,,1996,
5018,Digitized via 2016 image,,,20171003,Residential,1001949111,,No,1001949110,0,,Concrete,20170911,Surrey,,In Service,,1.5,2008,0
5019,,,,20150727,Residential,1001832471,Final AB,No,,,Collector,Concrete,20170503,Surrey,3813-6090-00,In Service,,1.5,2014,
5020,,,,20150914,Commercial,1001356710,Initial AB,No,,,Arterial,Concrete,20180417,Surrey,1708-3080-00,In Service,,1.5,2015,
5021,,,,20150915,Commercial,1001356712,Initial AB,No,,,Arterial,Concrete,20180417,Surrey,1708-3080-00,In Service,,1.5,2015,
5022,3.0m BUS PAD,,,20110322,Commercial,1001192998,Final AB,No,1001192997,,Highway,Concrete,20180417,Surrey,7807-0013-00,In Service,,3,2009,
5023,,,,20150915,Commercial,1001203288,Initial AB,No,1001203287,,Arterial,Concrete,20180417,Surrey,1708-3080-00,In Service,,2,2015,
5024,,,,20150914,Commercial,1001356717,Initial AB,No,,,Arterial,Concrete,20180417,Surrey,1708-3080-00,In Service,,2,2015,
5025,,,,20150915,Commercial,1001203293,Initial AB,No,1001203292,,Arterial,Concrete,20180417,Surrey,1708-3080-00,In Service,,1.5,2015,
5026,,,,,Commercial,1001067972,,No,,,Arterial,Concrete,20180417,Surrey,,In Service,,1.5,1996,
5027,,,,,Commercial,1001061560,,No,,,Collector,,20180417,Surrey,,In Service,,,2003,
5028,,,,,Commercial,1001068158,Final AB,No,,,Arterial,Concrete,20180417,Surrey,7807-0166-00,In Service,,1.5,2011,
5029,,,,,Commercial,1001072767,,No,,,Arterial,Concrete,20180417,Surrey,,In Service,,1.5,1996,
5030,,,,,Commercial,1001062294,,No,,,,,20180417,Surrey,,In Service,,,2003,
5031,,,,,Commercial,1001066002,,No,,,Arterial,Concrete,20180417,Surrey,,In Service,,1.5,1996,
5032,,,,20150914,Commercial,1001356693,Initial AB,No,,,Arterial,Concrete,20180417,Surrey,1708-3080-00,In Service,,2,2015,
5033,,,,20150914,Commercial,1001356707,Initial AB,No,,,Arterial,Concrete,20180417,Surrey,1708-3080-00,In Service,,1.5,2015,
5034,,,,20150914,Commercial,1001356708,Initial AB,No,1001356693,,Arterial,Concrete,20180417,Surrey,1708-3080-00,In Service,,2,2015,
5035,,,,20150914,Commercial,1001356709,Initial AB,No,,,Arterial,Concrete,20180417,Surrey,1708-3080-00,In Service,,2,2015,
5036,,,,20150728,Commercial,1001832685,Final AB,No,,,Collector,Concrete,20170503,Surrey,1714-8050-00,In Service,,1.5,2015,
5037,Cyclist Off Ramp,,,20150729,Residential,1001832780,Final AB,No,,,Collector,Concrete,20170503,Surrey,1710-7050-00,In Service,,1.5,2014,
5038,,,,20120217,Commercial,1001361002,Final AB,No,,,Collector,Concrete,20180417,Surrey,7807-0166-00,In Service,,1.5,2011,
5039,,,,20170227,Commercial,1001909341,,No,1001191336,0,Collector,Concrete,20180417,Surrey,,In Service,,1.5,2008,0
5040,,,,20170227,Commercial,1001909342,,No,1001191336,0,Collector,Concrete,20180417,Surrey,,In Service,,1.5,2008,0
5041,Digitized via 2016 Air Photo,,,20161028,Residential,1001895550,,No,1001895545,0,Arterial,Concrete,20170627,Surrey,,In Service,,2.5,1998,0
5042,Digitized via 2016 Air Photo,,,20161028,Commercial,1001895623,,No,,,Arterial,Concrete,20170627,Surrey,,In Service,,2,1972,
5043,Digitized via 2016 Air Photo,,,20161028,Commercial,1001895634,,No,1001895623,0,,Concrete,20170627,Surrey,,In Service,,1.5,1974,0
5044,Digitized via 2016 Air Photo,,,20161107,School,1001896144,,No,,,Arterial,Concrete,20170627,Surrey,,In Service,,2.5,1979,
5045,,,,20160907,Residential,1001891129,Initial AB,No,,,Collector,Concrete,20170503,Surrey,3814-6060-00,In Service,,1.5,2015,
5046,,,,20160908,Residential,1001891309,Initial AB,No,,,Collector,Concrete,20170503,Surrey,3814-6100-00,In Service,,1.5,2015,
5047,,,,20160908,Residential,1001891311,Initial AB,No,,,Collector,Concrete,20170503,Surrey,3814-6100-00,In Service,,,2015,
5048,,,,20160909,Residential,1001891328,Initial AB,No,,,Collector,Concrete,20170503,Surrey,3814-6110-00,In Service,,,2015,
5049,,,,20150320,Commercial,1001813258,Final AB,No,1001723798,0,Highway,Concrete,20170503,Surrey,7812-0033-00,In Service,,1.7999999523162842,2015,0
5050,,,,20170207,Residential,1001868597,Initial AB,No,,,Arterial,Concrete,20171013,Surrey,3814-4050-00,In Service,,,2016,
5051,,,,20100430,Residential,1001157972,Final AB,,,,,Concrete,20170503,Surrey,7805-0154-00,In Service,,1.5,2009,
5052,,,,20100430,Residential,1001157976,Final AB,,,,,Concrete,20170503,Surrey,7805-0154-00,In Service,,1.5,2009,
5053,,,,20160405,Commercial,1001803372,Final AB,No,,,Arterial,Concrete,20170503,Surrey,7814-0091-00,In Service,,1.7999999523162842,2015,
5054,,,,20150126,Residential,1001803447,EC,No,,,,Concrete,20170503,Surrey,7812-0325-00,Proposed,,2,2014,
5055,,,,20150413,Residential,1001817388,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1709-3130-00,In Service,,,2014,
5056,,,,20150413,Residential,1001817391,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1709-3130-00,In Service,,,2014,
5057,,,,20120921,Residential,1001434409,Final AB,No,1001211033,,Collector,Concrete,20180416,Surrey,3811-6250-00,In Service,,1.5,2012,
5058,,,20180306,20120921,Residential,1001211033,Final AB,No,1001211027,,Collector,Concrete,20180416,Surrey,3811-6250-00,In Service,,1.5,2012,
5059,,,,20171002,Residential,1001948788,,No,1001070016,0,,,20180416,Surrey,,In Service,,,1990,0
5060,,,,20120921,Residential,1001211031,Final AB,No,,,Collector,Concrete,20180416,Surrey,3811-6250-00,In Service,,2,2012,
5061,,,20180305,,Residential,1001067470,,No,,,,,20180416,Surrey,,In Service,,,1990,
5062,,,,,City Facility,1001071021,,No,,,,,20180416,Surrey,,In Service,,,1988,
5063,,,,20171005,Residential,1001949897,,No,1001910955,0,,,20180416,Surrey,,In Service,,,1990,0
5064,,,,,Residential,1001063182,,No,,,,,20180416,Surrey,,In Service,,,1990,
5065,,,,,Residential,1001060822,,No,,,,,20180416,Surrey,,In Service,,,1992,
5066,,,20180306,,Residential,1001070016,,No,,,,,20180416,Surrey,,In Service,,,1990,
5067,,,,,School,1001071497,,No,,,Collector,Concrete,20180416,Surrey,,In Service,,1.5,1990,
5068,Digitized from 2015 Ortho-photos,,,,Residential,1001074568,Initial AB,No,,,Collector,,20180416,Surrey,,In Service,,1.5,1990,
5069,,,20180312,,Residential,1001064017,,No,,,Collector,Concrete,20180416,Surrey,,In Service,,1.5,1989,
5070,Digitized Via 2012 Airphoto,,,20120921,School,1001434413,,No,,,Collector,Concrete,20180416,Surrey,,In Service,,1.5,1990,
5071,,,,,Residential,1001061678,,No,,,,,20180416,Surrey,,In Service,,,1990,
5072,,,,20091029,Residential,1001136713,Final AB,No,,,,Concrete,20170503,Surrey,7806-0216-00,In Service,,1.5,2009,
5073,,,,,Residential,1001073866,,No,,,,,20180416,Surrey,,In Service,,,1988,
5074,,,,,Residential,1001065518,,No,,,Collector,Concrete,20180416,Surrey,,In Service,,1.5,1989,
5075,,,,20180409,Residential,1001994733,,No,,,,Asphalt,20180815,Surrey,,In Service,,1.5,,
5076,,,,,Residential,1001073405,,No,,,,,20180416,Surrey,,In Service,,,1990,
5077,,,,20170227,Residential,1001909332,,No,1001061989,0,,Concrete,20180416,Surrey,,In Service,,1.5,1990,0
5078,,,,20091109,Residential,1001139764,Final AB,No,,,Arterial,Asphalt,20170503,Surrey,1704-3380-00,In Service,,1.5,2009,
5079,,,20180306,20160202,Residential,1001857028,,No,1001211025,0,Collector,Concrete,20180416,Surrey,,In Service,,1.5,1990,0
5080,,,20180312,20120111,Residential,1001226118,,No,,,Collector,Concrete,20180416,Surrey,,In Service,,1.5,1990,
5081,,,,,Residential,1001064992,,No,,,,,20180416,Surrey,,In Service,,,1992,
5082,,,,20170302,Residential,1001911147,,No,1001070332,0,,,20180416,Surrey,,In Service,,,1988,0
5083,,,,20160201,Residential,1001856930,,No,1001072258,0,Collector,Concrete,20180416,Surrey,,In Service,,1.5,1990,0
5084,,,,20171002,Residential,1001948787,,No,1001065749,0,,,20180416,Surrey,,In Service,,,2006,0
5085,,,,,Residential,1001061806,,No,,,,,20180416,Surrey,,In Service,,,1990,
5086,,,,,Residential,1001068642,,No,,,,,20180416,Surrey,,In Service,,,2006,
5087,,,,,Residential,1001067155,,No,,,,,20180416,Surrey,,In Service,,,1990,
5088,,,,,Residential,1001062707,,No,,,,,20180416,Surrey,,In Service,,,1990,
5089,,,,20091123,Residential,1001141075,Final AB,No,,,Arterial,Concrete,20170503,Surrey,7806-0176-00,In Service,,3,2009,
5090,Gravel,,,20091126,Commercial,1001141427,Final AB,No,,,Arterial,,20170503,Surrey,1RO3,In Service,,1.5,2009,
5091,,,,20160425,Residential,1001835003,Final AB,No,,,Arterial,Concrete,20170503,Surrey,7813-0172-00,In Service,,1.5,2015,
5092,,,,20160425,Residential,1001835004,Final AB,No,,,Arterial,Concrete,20170503,Surrey,7813-0172-00,In Service,,1.5,2015,
5093,,,,20170302,Commercial,1001911049,,No,1001066002,0,Collector,Concrete,20180417,Surrey,,In Service,,1.5,2006,0
5094,,,,20150716,Residential,1001831058,,No,,,Collector,Concrete,20170623,Surrey,,In Service,,1.5,1990,
5095,Cleaned line work from multi-part feature,,,20170302,Commercial,1001911171,,No,,,Highway,Concrete,20180417,Surrey,7807-0013-00,In Service,,1.5,2009,
5096,,,,20171110,Residential,1001954885,EC,,,,,Concrete,20171110,Surrey,7816-0197-00,Proposed,,1.5,,
5097,,,,20171110,Residential,1001954886,EC,,,,,Concrete,20171110,Surrey,7816-0197-00,Proposed,,1.5,,
5098,,,,20171110,Residential,1001954903,EC,,1001954902,0,,Concrete,20171110,Surrey,7815-0046-00,Proposed,,1.5,,0
5099,,,,20150825,Residential,1001835591,Final AB,No,,,,Asphalt,20170503,Surrey,3810-6160-00,In Service,,1.5,2007,
5100,,,,20171003,Commercial,1001949135,,No,1001073858,0,Collector,Concrete,20180417,Surrey,,In Service,,1.5,2005,0
5101,,,,20161123,Residential,1001844863,Final AB,No,1001844862,0,Collector,Asphalt,20170503,Surrey,1715-7050-00,In Service,,1.5,2016,0
5102,,,,20161124,Residential,1001845167,Final AB,No,,,Arterial,Concrete,20170503,Surrey,3814-4150-00,In Service,,1.5,2016,
5103,,,,20161124,Residential,1001845242,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1715-3040-00,In Service,,1.5,2016,
5104,,,,20161128,Residential,1001845541,Final AB,No,,,Arterial,Concrete,20170503,Surrey,3815-6030-00,In Service,,1.5,2016,
5105,,,,20150504,Translink,1001594787,Final AB,No,,,Collector,Concrete,20170503,Surrey,7810-0048-00,In Service,,3,2015,
5106,,,,20161109,Residential,1001896366,EC,No,,,,Concrete,20170627,Surrey,7814-0258-00,Proposed,,1.5,2011,
5107,,,,20161109,Residential,1001896367,EC,No,,,,Concrete,20170627,Surrey,7814-0258-00,Proposed,,2,2011,
5108,,,,20161109,Residential,1001896368,EC,No,,,,Concrete,20170627,Surrey,7814-0258-00,Proposed,,1.5,2015,
5109,,,,20161109,Residential,1001896373,EC,No,,,,Concrete,20170627,Surrey,7814-0258-00,Proposed,,,2011,
5110,,,,20161109,Residential,1001896374,EC,No,,,,Concrete,20170627,Surrey,7814-0258-00,Proposed,,,2015,
5111,,,,20161208,Residential,1001899510,EC,No,,,,Concrete,20170627,Surrey,7815-0189-00,Proposed,,1.7999999523162842,2009,
5112,,,,20161208,Residential,1001899512,EC,No,1001899511,0,,Concrete,20170627,Surrey,7815-0189-00,Proposed,,,2009,0
5113,,,,20161208,Residential,1001899513,EC,No,1001899511,0,,Concrete,20170627,Surrey,7815-0189-00,Proposed,,,2009,0
5114,,,,20161208,Residential,1001899514,EC,No,,,,Concrete,20170627,Surrey,7815-0189-00,Proposed,,1.5,2009,
5115,Temporary,,,20161208,Residential,1001899515,EC,No,,,,Asphalt,20170627,Surrey,7815-0189-00,Proposed,,1.5,2009,
5116,,,,20170105,Residential,1001901147,EC,No,,,,Concrete,20170627,Surrey,7814-0118-00,Proposed,,3,2016,
5117,,,,20150330,Residential,1001814581,Final AB,No,1001565151,0,Arterial,Concrete,20170503,Surrey,7811-0257-00,In Service,,1.7999999523162842,2014,0
5118,,,,20161109,Residential,1001896375,EC,No,,,,Concrete,20170627,Surrey,7814-0258-00,Proposed,,1.5,2015,
5119,,,,20161109,Residential,1001896376,EC,No,,,,Concrete,20170627,Surrey,7814-0258-00,Proposed,,,2015,
5120,,,,20150330,Residential,1001814582,Final AB,No,1001565151,0,Arterial,Concrete,20170503,Surrey,7811-0257-00,In Service,,1.7999999523162842,2014,0
5121,,,,20150330,Residential,1001814584,Final AB,No,1001565153,0,Arterial,Asphalt,20170503,Surrey,7811-0257-00,In Service,,1.5,2014,0
5122,,,,20150409,Residential,1001816740,EC,No,,,,Concrete,20170503,Surrey,7813-0257-00,Proposed,,2,2015,
5123,,,,20150413,Residential,1001817363,EC,No,,,,Concrete,20170503,Surrey,7814-0138-00,Proposed,,,2015,
5124,,,,20150413,Residential,1001817389,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1709-3130-00,In Service,,,2014,
5125,,,,20150413,Residential,1001817390,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1709-3130-00,In Service,,,2014,
5126,,,,20161215,Residential,1001900017,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1711-3090-00,In Service,,,2016,
5127,,,,20161216,Commercial,1001900074,Final AB,No,,,Arterial,Concrete,20170503,Surrey,1711-3090-00,In Service,,,2016,
5128,,,,20161216,Commercial,1001900076,Final AB,No,1001900068,0,Arterial,Concrete,20170503,Surrey,1711-3090-00,In Service,,1.7999999523162842,2016,0
5129,,,,20161223,Residential,1001900702,Final AB,No,,,,Concrete,20170503,Surrey,7804-0439-00,In Service,,,2007,
5130,,,,20161223,Residential,1001900710,Final AB,No,1001165229,0,Collector,Asphalt,20170503,Surrey,7806-0498-00,In Service,,1.5,2010,0
5131,,,,20170206,Residential,1001905201,Final AB,No,1001839839,0,Arterial,Concrete,20170503,Surrey,7815-0254-00,In Service,,1.5,2016,0
5132,,,,20170206,Residential,1001905237,Final AB,No,,,Arterial,Concrete,20170503,Surrey,7815-0254-00,In Service,,,2016,
5133,,,,20170302,School,1001911155,,No,1001061989,0,,Concrete,20180416,Surrey,,In Service,,1.5,1990,0
5134,,,,20171005,Residential,1001949898,,No,1001909332,0,,Concrete,20180416,Surrey,,In Service,,1.5,1990,0
5135,Digitized from 2015 Ortho-photos,,,20160201,Residential,1001856982,Initial AB,No,1001071276,0,Collector,,20180416,Surrey,,In Service,,,1988,0
5136,,,,20120830,Residential,1001423800,Final AB,No,1001423748,,Collector,Asphalt,20170503,Surrey,7811-0085-00,In Service,,1.5,2013,
5137,,,,20120911,Residential,1001433031,Final AB,No,1001433029,,,Concrete,20170503,Surrey,7805-0234-00,In Service,,1.5,2008,
5138,Digitized from 2015 Ortho-photos,,,20160202,Residential,1001857019,Initial AB,No,1001856982,0,Collector,,20180416,Surrey,,In Service,,2,1988,0
5139,,,,20150724,Residential,1001832299,Final AB,No,,,Collector,Concrete,20180416,Surrey,1712-6150-00,In Service,,1.5,2014,
