,BY_LAW_01,BY_LAW_02,BY_LAW_03,BY_LAW_04,CRE_DATE,LOT_TYPE,MOD_DATE,WEBLINK,ZONING,ZONING_TEXT
2104,B/L 14426,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2105,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2106,B/L 16021,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2107,B/L 15040,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2108,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2109,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2110,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RH,Half Acre Residential Zone,RH
2111,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RFG,Single Family Residential Gross Density Zone,RF-G
2112,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2113,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CHI,Highway Commercial Industrial Zone,CHI
2114,,,,,,,20140318,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2115,B/L 18182,,,,20151028,,20160509,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2116,,,,,20151125,,20160509,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2117,,,,,20090619,,20140626,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=IB,Business Park Zone,IB
2118,,,,,20151125,,20160509,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RH,Half Acre Residential Zone,RH
2119,,,,,20170914,,20180322,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,Single Family Residential (12) Zone,RF-12
2120,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF9,Single Family Residential (9) Zone,RF-9
2121,B/L 17858,,,,20130826,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2122,B/L 15678,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2123,,,,,,,20140113,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RFG,Single Family Residential Gross Density Zone,RF-G
2124,,,,,20151008,,20160509,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RFSD,Semi Detached Residential Zone,RF-SD
2125,,,,,,,20180228,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2126,,,,,20151008,,20160509,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2127,B/L 18100,,,,20151008,,20160509,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2128,B/L 14165,,,,20140626,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2129,B/L 17022,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2130,,,,,20090130,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2131,,,,,,,20140721,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2132,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RM15,Multiple Residential 15 Zone,RM-15
2133,B/L 16334,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2134,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2135,B/L 15368,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2136,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2137,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=IL,Light Impact Industrial Zone,IL
2138,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=IL,Light Impact Industrial Zone,IL
2139,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2140,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2141,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2142,,,,,,,20161025,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2143,B/L 15443,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2144,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2145,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RM30,Multiple Residential 30 Zone,RM-30
2146,B/L 15378,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2147,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2148,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=PA1,Assembly Hall 1 Zone,PA-1
2149,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=C8,Community Commercial Zone,C-8
2150,B/L 13401,,,,,,20140721,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2151,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2152,B/L 15791,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2153,B/L 17707,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2154,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2155,,,,,20140721,,20140109,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2156,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RM30,Multiple Residential 30 Zone,RM-30
2157,B/L 16435,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2158,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF9,Single Family Residential (9) Zone,RF-9
2159,B/L 14125,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2160,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2161,,,,,,,20161025,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2162,,,,,,,20160922,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2163,,,,,,,20160922,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RFG,Single Family Residential Gross Density Zone,RF-G
2164,B/L 15762,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2165,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RMD,Duplex Residential Zone,RM-D
2166,B/L 16454,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2167,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2168,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RMD,Duplex Residential Zone,RM-D
2169,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=C4,Local Commercial Zone,C-4
2170,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2171,B/L 11888,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2172,B/L 14641,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2173,B/L 14605,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2174,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RMD,Duplex Residential Zone,RM-D
2175,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RMD,Duplex Residential Zone,RM-D
2176,B/L 16547,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2177,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RMD,Duplex Residential Zone,RM-D
2178,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CPG,Golf Course Zone,CPG
2179,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CPG,Golf Course Zone,CPG
2180,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=C8,Community Commercial Zone,C-8
2181,B/L 16571,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2182,B/L 14331,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2183,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF9,Single Family Residential (9) Zone,RF-9
2184,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2185,,,,,20150120,,20150414,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2186,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2187,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RMD,Duplex Residential Zone,RM-D
2188,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RM30,Multiple Residential 30 Zone,RM-30
2189,B/L 15790,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2190,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2191,,,,,,,20151008,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RM15,Multiple Residential 15 Zone,RM-15
2192,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RM15,Multiple Residential 15 Zone,RM-15
2193,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2194,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2195,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CHI,Highway Commercial Industrial Zone,CHI
2196,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2197,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2198,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2199,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RMD,Duplex Residential Zone,RM-D
2200,B/L 15429,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2201,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2202,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CCR,Child Care Zone,CCR
2203,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RFSS,Single Family Residential Secondary Suite Zone,RF-SS
2204,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RMD,Duplex Residential Zone,RM-D
2205,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CPG,Golf Course Zone,CPG
2206,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2207,B/L 13885,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2208,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RMD,Duplex Residential Zone,RM-D
2209,B/L 13615,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2210,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=A1,General Agricultural Zone,A-1
2211,B/L 18743,,,,,,20170629,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,Comprehensive Development Zone,CD
2212,B/L 17968,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2213,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CHI,Highway Commercial Industrial Zone,CHI
2214,B/L 13869,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2215,B/L 12233,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2216,B/L 13209,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2217,B/L 12008,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2218,,,,,20170310,,20170310,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,Single Family Residential (10) Zone,RF-10
2219,B/L 15239,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2220,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2221,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=C8,Community Commercial Zone,C-8
2222,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CHI,Highway Commercial Industrial Zone,CHI
2223,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2224,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=A1,General Agricultural Zone,A-1
2225,B/L 17018,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2226,B/L 13493,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2227,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=C4,Local Commercial Zone,C-4
2228,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=C5,Neighbourhood Commercial Zone,C-5
2229,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=A1,General Agricultural Zone,A-1
2230,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=C4,Local Commercial Zone,C-4
2231,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=IL,Light Impact Industrial Zone,IL
2232,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=C8,Community Commercial Zone,C-8
2233,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=A1,General Agricultural Zone,A-1
2234,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=C8,Community Commercial Zone,C-8
2235,B/L 13190,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2236,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2237,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2238,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2239,B/L 15047,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2240,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=C8,Community Commercial Zone,C-8
2241,B/L 17007,,,,20080805,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2242,B/L 16374,,,,20080825,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2243,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=IB2,Business Park 2 Zone,IB-2
2244,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=IL,Light Impact Industrial Zone,IL
2245,,,,,20140626,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF9,Single Family Residential (9) Zone,RF-9
2246,B/L 18444,,,,20160922,,20160922,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,Comprehensive Development Zone,CD
2247,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=IB2,Business Park 2 Zone,IB-2
2248,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=IL1,Light Impact Industrial 1 Zone,IL-1
2249,,,,,,,20140721,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF12,Single Family Residential (12) Zone,RF-12
2250,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RHG,Half Acre Residential Gross Density Zone,RH-G
2251,,,,,20130227,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RFSD,Semi Detached Residential Zone,RF-SD
2252,,,,,20140623,,20161025,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RM30,Multiple Residential 30 Zone,RM-30
2253,,,,,,,20160922,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,Half Acre Residential Zone,RH
2254,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=IB,Business Park Zone,IB
2255,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=IB,Business Park Zone,IB
2256,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=IB,Business Park Zone,IB
2257,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2258,,,,,,,20180730,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF9,Single Family Residential (9) Zone,RF-9
2259,B/L 13425,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2260,B/L 14843B,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2261,,,,,20171016,,20180205,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,Single Family Residential Zone,RF
2262,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=PA1,Assembly Hall 1 Zone,PA-1
2263,B/L 10175,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2264,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RHG,Half Acre Residential Gross Density Zone,RH-G
2265,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RFG,Single Family Residential Gross Density Zone,RF-G
2266,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RA,One Acre Residential Zone,RA
2267,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RF,Single Family Residential Zone,RF
2268,B/L 14756,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=CD,Comprehensive Development Zone,CD
2269,,,,,,,20131122,http://cosmos.surrey.ca/geo_ref/Images/Zoning/BYL_Zoning_12000.pdf#nameddest=RMD,Duplex Residential Zone,RM-D
