,concept,score,trees,parks,parkland,park,fields,sites,subdivision
422,hospital,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
423,cleanout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,commerce,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
425,marital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,assessment,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
427,carbon intensity,0.21045918367346936,0.1875,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427
428,business,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
429,household and marital status,0.0705020469726352,0.06274509803921569,0.07179487179487179,0.07179487179487179,0.07179487179487179,0.07179487179487179,0.07179487179487179,0.07179487179487179
430,sanitation,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
431,on-street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,mains,0.3018315018315018,0.26666666666666666,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077
433,diversion,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
434,parcels,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
435,plan number,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
436,dwelling type,0.24722222222222223,0.2722222222222222,0.24305555555555555,0.24305555555555555,0.24305555555555555,0.24305555555555555,0.24305555555555555,0.24305555555555555
437,land title,0.12030812324929972,0.10882352941176471,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222
438,satellite,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
439,service connections,0.14314058956916095,0.12698412698412698,0.14583333333333331,0.14583333333333331,0.14583333333333331,0.14583333333333331,0.14583333333333331,0.14583333333333331
440,population,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
441,request form,0.1410040939452704,0.12549019607843137,0.14358974358974358,0.14358974358974358,0.14358974358974358,0.14358974358974358,0.14358974358974358,0.14358974358974358
442,top 10,0.33319160997732417,0.24305555555555555,0.3482142857142857,0.3482142857142857,0.3482142857142857,0.3482142857142857,0.3482142857142857,0.3482142857142857
443,catch basins,0.2392746572313136,0.2631578947368421,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882
444,restaurant,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
445,location,0.6326530612244897,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
446,waste,0.28061224489795916,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
447,device,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
448,fabric,0.4387755102040816,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
449,obstructions,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
450,public safety,0.14561093668236527,0.12916666666666665,0.14835164835164835,0.14835164835164835,0.14835164835164835,0.14835164835164835,0.14835164835164835,0.14835164835164835
451,pavement,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
452,provincial,0.36734693877551017,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
453,rcmp,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
454,rivers,0.28061224489795916,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
455,protection,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
456,wetland,0.45274725274725286,0.4,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156
457,projects,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
458,catchments,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
459,census,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,service,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
461,traffic incidents,0.14561093668236527,0.12916666666666665,0.14835164835164835,0.14835164835164835,0.14835164835164835,0.14835164835164835,0.14835164835164835,0.14835164835164835
462,analytics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,bcdevexchange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,type,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
465,energy consumption,0.2713985594237695,0.2426470588235294,0.2761904761904762,0.2761904761904762,0.2761904761904762,0.2761904761904762,0.2761904761904762,0.2761904761904762
466,licence,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
467,elementary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,permit,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
469,laterals,0.09870129870129869,0.09090909090909091,0.1,0.1,0.1,0.1,0.1,0.1
470,north american industry classification sector,0.30498255442527883,0.2648778809769522,0.31166666666666665,0.31166666666666665,0.31166666666666665,0.31166666666666665,0.31166666666666665,0.31166666666666665
471,downtown,0.5833333333333333,0.3333333333333333,0.625,0.625,0.625,0.625,0.625,0.625
472,exception,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
473,index,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
474,neighbourhood,0.5833333333333333,0.3333333333333333,0.625,0.625,0.625,0.625,0.625,0.625
475,place of work and commuting to work,0.13072514720173783,0.10147058823529412,0.13560090702947844,0.13560090702947844,0.13560090702947844,0.13560090702947844,0.13560090702947844,0.13560090702947844
476,low cost,0.16937722457404014,0.15406162464985995,0.1719298245614035,0.1719298245614035,0.1719298245614035,0.1719298245614035,0.1719298245614035,0.1719298245614035
477,surcharge pressure,0.189031402034498,0.17027863777089783,0.19215686274509802,0.19215686274509802,0.19215686274509802,0.19215686274509802,0.19215686274509802,0.19215686274509802
478,religion,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
479,single family,0.11746172153071756,0.10644257703081232,0.11929824561403508,0.11929824561403508,0.11929824561403508,0.11929824561403508,0.11929824561403508,0.11929824561403508
480,farming,0.09870129870129869,0.09090909090909091,0.1,0.1,0.1,0.1,0.1,0.1
481,creek,0.28061224489795916,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
482,walkable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,incorporations,0.10383100608664518,0.09523809523809523,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684
484,orchard grove,0.4203081232492997,0.20882352941176469,0.45555555555555555,0.45555555555555555,0.45555555555555555,0.45555555555555555,0.45555555555555555,0.45555555555555555
485,designations,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
486,improvement,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
487,fencing,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
488,language of work,0.09811924769907962,0.0868347338935574,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999
489,hydrants,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
490,agriculture,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
491,child poverty,0.2713732861565679,0.3746130030959752,0.25416666666666665,0.25416666666666665,0.25416666666666665,0.25416666666666665,0.25416666666666665,0.25416666666666665
492,litter,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
493,criminal,0.36734693877551017,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
494,agricultural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,town centre,0.6703154946189002,0.32456140350877194,0.7279411764705883,0.7279411764705883,0.7279411764705883,0.7279411764705883,0.7279411764705883,0.7279411764705883
496,future,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
497,panorama ridge,0.2683981487331774,0.24013157894736842,0.27310924369747897,0.27310924369747897,0.27310924369747897,0.27310924369747897,0.27310924369747897,0.27310924369747897
498,shopping,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
499,filling,0.28061224489795916,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
500,courses,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
501,hiking,0.10383100608664518,0.09523809523809523,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684
502,signs,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
503,posting,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
504,district,0.6658163265306124,0.375,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
505,devices,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
506,immigration and ethnocultural diversity,0.056350434910806435,0.05131578947368421,0.05718954248366013,0.05718954248366013,0.05718954248366013,0.05718954248366013,0.05718954248366013,0.05718954248366013
507,sustainable transport,0.20504201680672265,0.23529411764705882,0.2,0.2,0.2,0.2,0.2,0.2
508,transportation,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
509,sanitary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,gates,0.34285714285714286,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
511,inspection,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
512,frequent transit network,0.1645909645909646,0.17777777777777778,0.1623931623931624,0.1623931623931624,0.1623931623931624,0.1623931623931624,0.1623931623931624,0.1623931623931624
513,fish,0.3523093447905478,0.5714285714285714,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105
514,water pressure zones,0.3501200480192077,0.27941176470588236,0.36190476190476195,0.36190476190476195,0.36190476190476195,0.36190476190476195,0.36190476190476195,0.36190476190476195
515,biodiversity,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
516,living,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
517,node,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
518,traffic flow,0.13696581196581195,0.12222222222222222,0.13942307692307693,0.13942307692307693,0.13942307692307693,0.13942307692307693,0.13942307692307693,0.13942307692307693
519,naics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,amendment,0.10383100608664518,0.09523809523809523,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684
521,grass,0.37952022914428934,0.7619047619047619,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105
522,shops,0.34285714285714286,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
523,survey,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
524,commercial,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
525,median,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
526,surrey,0.5075630252100839,0.35294117647058826,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333
527,arts,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
528,collector,0.43809523809523804,0.6666666666666666,0.4,0.4,0.4,0.4,0.4,0.4
529,plan,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
530,summary,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
531,town,0.65015479876161,0.3157894736842105,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765
532,central,0.47619047619047616,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.5
533,city cultural grants,0.255344242960342,0.14035087719298245,0.27450980392156865,0.27450980392156865,0.27450980392156865,0.27450980392156865,0.27450980392156865,0.27450980392156865
534,sanitary catchments,0.20504201680672265,0.23529411764705882,0.2,0.2,0.2,0.2,0.2,0.2
535,pay,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
536,expenses,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
537,sidewalk,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
538,metrics,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
539,register,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
540,adult,0.43809523809523804,0.6666666666666666,0.4,0.4,0.4,0.4,0.4,0.4
541,morgan heights,0.2492196878751501,0.3445378151260504,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334
542,mosaics,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
543,footage,0.3250984604368063,0.38095238095238093,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105
544,centreline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,cpted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,live,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,audiovisual,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
548,conservation,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
549,group,0.17782217782217785,0.15384615384615385,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
550,las,0.2621848739495798,0.23529411764705882,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
551,plans,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
552,hook,0.3250984604368063,0.38095238095238093,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105
553,barrier,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
554,newton,0.38823529411764707,0.6,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
555,food,0.3018315018315018,0.26666666666666666,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077
556,land,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
557,bicycle,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
558,dedication,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
559,misdemeanour,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
560,spending,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
561,paths,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
562,culture,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
563,sunnyside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,performance,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
565,traffic monitoring,0.12737337850119804,0.11428571428571428,0.12955465587044535,0.12955465587044535,0.12955465587044535,0.12955465587044535,0.12955465587044535,0.12955465587044535
566,concept plan,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
567,public,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
568,monuments,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
569,bc assessment,0.06150793650793651,0.05555555555555555,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
570,refuge,0.6218487394957982,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
571,preservation,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
572,indicator,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
573,road sharing,0.2751950780312125,0.2977941176470588,0.27142857142857146,0.27142857142857146,0.27142857142857146,0.27142857142857146,0.27142857142857146,0.27142857142857146
574,education,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
575,stops,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
576,traffic volume count stations,0.21614280327515623,0.21794467787114846,0.21584249084249085,0.21584249084249085,0.21584249084249085,0.21584249084249085,0.21584249084249085,0.21584249084249085
577,report,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
578,walk,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
579,action,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
580,traffic volumes,0.15709052851909996,0.1380952380952381,0.16025641025641024,0.16025641025641024,0.16025641025641024,0.16025641025641024,0.16025641025641024,0.16025641025641024
581,program,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
582,light,0.20766201217329036,0.19047619047619047,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367
583,families and households,0.08739495798319329,0.0784313725490196,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889
584,children,0.4116541353383459,0.631578947368421,0.375,0.375,0.375,0.375,0.375,0.375
585,collection,0.16326530612244897,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
586,fun,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
587,places of interest,0.21974842568606393,0.1600877192982456,0.22969187675070027,0.22969187675070027,0.22969187675070027,0.22969187675070027,0.22969187675070027,0.22969187675070027
588,historic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,fire hydrants,0.2626133786848072,0.2847222222222222,0.2589285714285714,0.2589285714285714,0.2589285714285714,0.2589285714285714,0.2589285714285714,0.2589285714285714
590,post,0.5075630252100839,0.35294117647058826,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333
591,language,0.16326530612244897,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
592,emergency,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
593,horticulture,0.0940550133096717,0.08695652173913043,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523
594,study,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
595,youth,0.4116541353383459,0.631578947368421,0.375,0.375,0.375,0.375,0.375,0.375
596,collisions,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
597,reserve,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
598,heights,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
599,shoplifting,0.09870129870129869,0.09090909090909091,0.1,0.1,0.1,0.1,0.1,0.1
600,applications,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
601,trans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,programs,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
603,campbell,0.38823529411764707,0.6,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
604,semiahmoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,boundaries,0.5075630252100839,0.35294117647058826,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333
606,requirements,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
607,grillage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,estimate,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
609,signal,0.16326530612244897,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
610,capital,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
611,water main offsets,0.24445316588173732,0.21666666666666665,0.2490842490842491,0.2490842490842491,0.2490842490842491,0.2490842490842491,0.2490842490842491,0.2490842490842491
612,assembly,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
613,intersection,0.10383100608664518,0.09523809523809523,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684
614,roadcast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,elevation,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
616,control,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
617,request,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
618,air quality,0.22193877551020405,0.19642857142857142,0.22619047619047616,0.22619047619047616,0.22619047619047616,0.22619047619047616,0.22619047619047616,0.22619047619047616
619,coliform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,registration,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
621,art programs,0.27058823529411763,0.29411764705882354,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
622,ghg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,snapshot,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
624,misconduct,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
625,council,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
626,sanitary manholes,0.19246031746031747,0.2222222222222222,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875
627,circulation,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
628,citizens,0.4116541353383459,0.631578947368421,0.375,0.375,0.375,0.375,0.375,0.375
629,offsets,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
630,crescent beach,0.29191984486102135,0.25882352941176473,0.29743589743589743,0.29743589743589743,0.29743589743589743,0.29743589743589743,0.29743589743589743,0.29743589743589743
